"Date","CPIULFNS"
1979-03-01,68.1
1979-04-01,68.9
1979-05-01,69.8
1979-06-01,70.8
1979-07-01,71.6
1979-08-01,72.5
1979-09-01,73.4
1979-10-01,74.1
1979-11-01,74.9
1979-12-01,75.6
1980-01-01,76.8
1980-02-01,78
1980-03-01,79.2
1980-04-01,80.1
1980-05-01,81
1980-06-01,82
1980-07-01,81.9
1980-08-01,82.3
1980-09-01,83
1980-10-01,83.8
1980-11-01,84.6
1980-12-01,85.4
1981-01-01,86.1
1981-02-01,87
1981-03-01,87.6
1981-04-01,88.3
1981-05-01,89.2
1981-06-01,90
1981-07-01,91.1
1981-08-01,91.8
1981-09-01,92.9
1981-10-01,93.2
1981-11-01,93.6
1981-12-01,93.8
1982-01-01,94
1982-02-01,94.2
1982-03-01,94.1
1982-04-01,94.5
1982-05-01,95.5
1982-06-01,96.8
1982-07-01,97.4
1982-08-01,97.7
1982-09-01,97.8
1982-10-01,98.2
1982-11-01,98.1
1982-12-01,97.6
1983-01-01,97.7
1983-02-01,97.7
1983-03-01,97.7
1983-04-01,98.5
1983-05-01,99.1
1983-06-01,99.5
1983-07-01,100
1983-08-01,100.4
1983-09-01,101
1983-10-01,101.3
1983-11-01,101.5
1983-12-01,101.6
1984-01-01,101.8
1984-02-01,102.2
1984-03-01,102.5
1984-04-01,103.1
1984-05-01,103.6
1984-06-01,103.9
1984-07-01,104.2
1984-08-01,104.6
1984-09-01,105.3
1984-10-01,105.6
1984-11-01,105.6
1984-12-01,105.6
1985-01-01,105.7
1985-02-01,106
1985-03-01,106.6
1985-04-01,107.2
1985-05-01,107.7
1985-06-01,108.1
1985-07-01,108.3
1985-08-01,108.6
1985-09-01,109
1985-10-01,109.4
1985-11-01,109.7
1985-12-01,109.9
1986-01-01,110.1
1986-02-01,109.7
1986-03-01,109.1
1986-04-01,108.8
1986-05-01,109.1
1986-06-01,109.8
1986-07-01,109.6
1986-08-01,109.6
1986-09-01,110.2
1986-10-01,110.3
1986-11-01,110.4
1986-12-01,110.4
1987-01-01,111
1987-02-01,111.4
1987-03-01,112
1987-04-01,112.7
1987-05-01,113
1987-06-01,113.5
1987-07-01,113.8
1987-08-01,114.5
1987-09-01,115.1
1987-10-01,115.5
1987-11-01,115.7
1987-12-01,115.5
1988-01-01,115.7
1988-02-01,116
1988-03-01,116.6
1988-04-01,117.2
1988-05-01,117.6
1988-06-01,118.1
1988-07-01,118.4
1988-08-01,118.9
1988-09-01,119.7
1988-10-01,120.2
1988-11-01,120.3
1988-12-01,120.4
1989-01-01,120.8
1989-02-01,121.3
1989-03-01,122
1989-04-01,122.9
1989-05-01,123.5
1989-06-01,123.9
1989-07-01,124.2
1989-08-01,124.3
1989-09-01,124.8
1989-10-01,125.4
1989-11-01,125.6
1989-12-01,125.8
1990-01-01,126.7
1990-02-01,127.3
1990-03-01,128.1
1990-04-01,128.4
1990-05-01,128.7
1990-06-01,129.4
1990-07-01,130
1990-08-01,131.3
1990-09-01,132.6
1990-10-01,133.5
1990-11-01,133.7
1990-12-01,133.7
1991-01-01,134.3
1991-02-01,134.6
1991-03-01,134.8
1991-04-01,134.9
1991-05-01,135.4
1991-06-01,135.7
1991-07-01,136.1
1991-08-01,136.7
1991-09-01,137.4
1991-10-01,137.7
1991-11-01,138
1991-12-01,138.1
1992-01-01,138.3
1992-02-01,138.8
1992-03-01,139.5
1992-04-01,139.7
1992-05-01,140.1
1992-06-01,140.7
1992-07-01,141.1
1992-08-01,141.4
1992-09-01,141.8
1992-10-01,142.4
1992-11-01,142.7
1992-12-01,142.5
1993-01-01,143.1
1993-02-01,143.7
1993-03-01,144.2
1993-04-01,144.6
1993-05-01,144.8
1993-06-01,145.1
1993-07-01,145.2
1993-08-01,145.6
1993-09-01,145.9
1993-10-01,146.4
1993-11-01,146.6
1993-12-01,146.4
1994-01-01,146.6
1994-02-01,147.3
1994-03-01,148
1994-04-01,148.1
1994-05-01,148.3
1994-06-01,148.8
1994-07-01,149.1
1994-08-01,149.8
1994-09-01,150.2
1994-10-01,150.4
1994-11-01,150.6
1994-12-01,150.2
1995-01-01,150.8
1995-02-01,151.5
1995-03-01,152.1
1995-04-01,152.5
1995-05-01,152.9
1995-06-01,153.3
1995-07-01,153.4
1995-08-01,153.7
1995-09-01,154
1995-10-01,154.4
1995-11-01,154.4
1995-12-01,154.2
1996-01-01,155
1996-02-01,155.7
1996-03-01,156.5
1996-04-01,157
1996-05-01,157.4
1996-06-01,157.5
1996-07-01,157.7
1996-08-01,157.9
1996-09-01,158.4
1996-10-01,158.8
1996-11-01,159
1996-12-01,159
1997-01-01,159.6
1997-02-01,160.2
1997-03-01,160.6
1997-04-01,160.8
1997-05-01,160.7
1997-06-01,161
1997-07-01,161.1
1997-08-01,161.3
1997-09-01,161.8
1997-10-01,162.2
1997-11-01,162.1
1997-12-01,161.8
1998-01-01,161.9
1998-02-01,162.3
1998-03-01,162.6
1998-04-01,163
1998-05-01,163.3
1998-06-01,163.5
1998-07-01,163.6
1998-08-01,163.9
1998-09-01,164.1
1998-10-01,164.4
1998-11-01,164.3
1998-12-01,164.2
1999-01-01,164.5
1999-02-01,164.7
1999-03-01,165.3
1999-04-01,166.7
1999-05-01,166.6
1999-06-01,166.7
1999-07-01,167.2
1999-08-01,167.7
1999-09-01,168.5
1999-10-01,168.8
1999-11-01,168.8
1999-12-01,168.8
2000-01-01,169.3
2000-02-01,170.5
2000-03-01,172
2000-04-01,172.2
2000-05-01,172.2
2000-06-01,173.3
2000-07-01,173.6
2000-08-01,173.5
2000-09-01,174.6
2000-10-01,174.9
2000-11-01,175
2000-12-01,174.7
2001-01-01,175.9
2001-02-01,176.6
2001-03-01,177.1
2001-04-01,177.8
2001-05-01,178.6
2001-06-01,179
2001-07-01,178.2
2001-08-01,178.2
2001-09-01,179
2001-10-01,178.2
2001-11-01,177.8
2001-12-01,177
2002-01-01,177.4
2002-02-01,178.2
2002-03-01,179.2
2002-04-01,180.4
2002-05-01,180.4
2002-06-01,180.6
2002-07-01,180.8
2002-08-01,181.5
2002-09-01,181.8
2002-10-01,182.2
2002-11-01,182.1
2002-12-01,181.6
2003-01-01,182.4
2003-02-01,183.9
2003-03-01,185.2
2003-04-01,184.7
2003-05-01,184.3
2003-06-01,184.5
2003-07-01,184.6
2003-08-01,185.3
2003-09-01,186
2003-10-01,185.6
2003-11-01,184.9
2003-12-01,184.4
2004-01-01,185.5
2004-02-01,186.6
2004-03-01,188
2004-04-01,188.6
2004-05-01,189.6
2004-06-01,190.3
2004-07-01,189.9
2004-08-01,189.9
2004-09-01,190.4
2004-10-01,191.4
2004-11-01,191.5
2004-12-01,190.6
2005-01-01,190.9
2005-02-01,192.3
2005-03-01,194
2005-04-01,195.3
2005-05-01,195.1
2005-06-01,195.2
2005-07-01,196.1
2005-08-01,197.3
2005-09-01,200
2005-10-01,200.4
2005-11-01,198.5
2005-12-01,197.4
2006-01-01,199
2006-02-01,199.5
2006-03-01,200.8
2006-04-01,202.8
2006-05-01,203.9
2006-06-01,204.3
2006-07-01,204.9
2006-08-01,205.4
2006-09-01,204.1
2006-10-01,202.6
2006-11-01,202.3
2006-12-01,202.6
2007-01-01,203.035
2007-02-01,204.101
2007-03-01,206.195
2007-04-01,207.68
2007-05-01,208.991
2007-06-01,209.353
2007-07-01,209.179
2007-08-01,208.607
2007-09-01,209.1
2007-10-01,209.478
2007-11-01,210.846
2007-12-01,210.61
2008-01-01,211.512
2008-02-01,212.136
2008-03-01,214.236
2008-04-01,215.462
2008-05-01,217.411
2008-06-01,219.757
2008-07-01,220.758
2008-08-01,219.552
2008-09-01,218.991
2008-10-01,216.25
2008-11-01,211.421
2008-12-01,208.855
2009-01-01,209.777
2009-02-01,211.076
2009-03-01,211.775
2009-04-01,212.464
2009-05-01,213.236
2009-06-01,215.389
2009-07-01,215.069
2009-08-01,215.617
2009-09-01,215.795
2009-10-01,215.986
2009-11-01,216.207
2009-12-01,215.703
2010-01-01,216.362
2010-02-01,216.44
2010-03-01,217.43
2010-04-01,217.839
2010-05-01,218.01
2010-06-01,217.788
2010-07-01,217.857
2010-08-01,218.147
2010-09-01,218.179
2010-10-01,218.431
2010-11-01,218.538
2010-12-01,218.921
2011-01-01,219.82
2011-02-01,220.937
2011-03-01,223.192
2011-04-01,224.731
2011-05-01,225.826
2011-06-01,225.485
2011-07-01,225.566
2011-08-01,226.092
2011-09-01,226.329
2011-10-01,225.717
2011-11-01,225.532
2011-12-01,224.805
2012-01-01,225.739
2012-02-01,226.927
2012-03-01,228.887
2012-04-01,229.621
2012-05-01,229.29
2012-06-01,228.863
2012-07-01,228.417
2012-08-01,229.813
2012-09-01,230.985
2012-10-01,230.787
2012-11-01,229.509
2012-12-01,228.709
2013-01-01,229.344
2013-02-01,231.543
2013-03-01,232.243
2013-04-01,231.88
2013-05-01,232.411
2013-06-01,233.018
2013-07-01,233.092
2013-08-01,233.353
2013-09-01,233.65
2013-10-01,232.893
2013-11-01,232.375
2013-12-01,232.314
2014-01-01,233.161
2014-02-01,234.046
2014-03-01,235.672
2014-04-01,236.425
2014-05-01,237.225
2014-06-01,237.741
2014-07-01,237.522
2014-08-01,236.938
2014-09-01,237.017
2014-10-01,236.24
2014-11-01,234.751
2014-12-01,233.079
2015-01-01,231.711
2015-02-01,232.863
2015-03-01,234.58
2015-04-01,235.125
2015-05-01,236.51
2015-06-01,237.397
2015-07-01,237.365
2015-08-01,236.868
2015-09-01,236.287
2015-10-01,236.097
2015-11-01,235.633
2015-12-01,234.758
2016-01-01,235.097
2016-02-01,235.295
2016-03-01,236.602
2016-04-01,237.837
2016-05-01,239.04
2016-06-01,240.009
2016-07-01,239.548
2016-08-01,239.777
2016-09-01,240.415
2016-10-01,240.739
2016-11-01,240.403
2016-12-01,240.513
2017-01-01,241.994
2017-02-01,242.791
2017-03-01,242.962
2017-04-01,243.708
2017-05-01,243.906
2017-06-01,244.218
2017-07-01,243.937
2017-08-01,244.74
2017-09-01,246.163
2017-10-01,245.926
2017-11-01,246.009
2017-12-01,245.785
2018-01-01,247.161
2018-02-01,248.469
2018-03-01,249.102
2018-04-01,250.117
2018-05-01,251.333
2018-06-01,251.775
2018-07-01,251.716
2018-08-01,251.827
2018-09-01,252.116
2018-10-01,252.636
2018-11-01,251.657
2018-12-01,250.605
2019-01-01,250.974
2019-02-01,252.077
2019-03-01,253.643
2019-04-01,255.194
2019-05-01,255.759
2019-06-01,255.825
2019-07-01,256.286
2019-08-01,256.25
2019-09-01,256.401
2019-10-01,256.973
2019-11-01,256.839
2019-12-01,256.516
2020-01-01,257.476
2020-02-01,258.165
2020-03-01,257.382
2020-04-01,254.746
2020-05-01,254.486
2020-06-01,255.9
2020-07-01,257.553
2020-08-01,258.465
2020-09-01,258.871
2020-10-01,258.891
2020-11-01,258.826
2020-12-01,258.959
2021-01-01,260.098
2021-02-01,261.688
2021-03-01,263.775
2021-04-01,266.093
2021-05-01,268.394
2021-06-01,270.975
2021-07-01,272.186
2021-08-01,272.68
2021-09-01,273.165
2021-10-01,275.379
2021-11-01,276.747
2021-12-01,277.506
2022-01-01,279.782
2022-02-01,282.281
2022-03-01,286.196
2022-04-01,287.595
2022-05-01,290.76
2022-06-01,294.924
2022-07-01,294.363
2022-08-01,293.893
2022-09-01,294.286
2022-10-01,295.344
2022-11-01,294.918
2022-12-01,293.722
2023-01-01,296.105
2023-02-01,297.808
2023-03-01,298.906
2023-04-01,300.552
2023-05-01,301.327
2023-06-01,302.406
2023-07-01,302.932
2023-08-01,304.376
2023-09-01,305.162
2023-10-01,304.877
2023-11-01,304.249
