"Date","CUSR0000SEHF02"
1994-01-01,108.9
1994-02-01,110
1994-03-01,112.5
1994-04-01,111.3
1994-05-01,109.4
1994-06-01,108.6
1994-07-01,108.1
1994-08-01,108.2
1994-09-01,107.5
1994-10-01,106.6
1994-11-01,105.7
1994-12-01,105.3
1995-01-01,105
1995-02-01,105.5
1995-03-01,105.4
1995-04-01,105.3
1995-05-01,103.2
1995-06-01,102.3
1995-07-01,102.5
1995-08-01,102
1995-09-01,101.9
1995-10-01,101.1
1995-11-01,99.5
1995-12-01,101.1
1996-01-01,102.7
1996-02-01,104.5
1996-03-01,102.7
1996-04-01,103.9
1996-05-01,107.5
1996-06-01,107.9
1996-07-01,108.6
1996-08-01,108.8
1996-09-01,108.1
1996-10-01,108.1
1996-11-01,110.5
1996-12-01,112.7
1997-01-01,118.5
1997-02-01,118.7
1997-03-01,114.6
1997-04-01,111.9
1997-05-01,109.4
1997-06-01,112.5
1997-07-01,113.2
1997-08-01,112
1997-09-01,114.5
1997-10-01,116.1
1997-11-01,117.7
1997-12-01,115.4
1998-01-01,113.3
1998-02-01,111.6
1998-03-01,114
1998-04-01,114.6
1998-05-01,114
1998-06-01,112.6
1998-07-01,112.2
1998-08-01,112.1
1998-09-01,111.3
1998-10-01,111
1998-11-01,110.1
1998-12-01,111
1999-01-01,110.5
1999-02-01,111.6
1999-03-01,111.1
1999-04-01,110.3
1999-05-01,110.1
1999-06-01,111.6
1999-07-01,112.5
1999-08-01,114.5
1999-09-01,117.5
1999-10-01,116.1
1999-11-01,116.4
1999-12-01,113.3
2000-01-01,114.4
2000-02-01,117.9
2000-03-01,118.9
2000-04-01,120
2000-05-01,121.1
2000-06-01,130
2000-07-01,135.1
2000-08-01,134.3
2000-09-01,141.4
2000-10-01,148.9
2000-11-01,146.1
2000-12-01,155.5
2001-01-01,181.3
2001-02-01,182.7
2001-03-01,177.6
2001-04-01,173.2
2001-05-01,173.7
2001-06-01,163.3
2001-07-01,155.7
2001-08-01,149.9
2001-09-01,142.6
2001-10-01,133.1
2001-11-01,134
2001-12-01,133
2002-01-01,131.1
2002-02-01,131.9
2002-03-01,132.5
2002-04-01,135.3
2002-05-01,135.5
2002-06-01,133.8
2002-07-01,133.9
2002-08-01,133.7
2002-09-01,135
2002-10-01,138.2
2002-11-01,139.5
2002-12-01,142.2
2003-01-01,144.6
2003-02-01,154
2003-03-01,176.5
2003-04-01,170.5
2003-05-01,168.4
2003-06-01,171.4
2003-07-01,170.8
2003-08-01,169.9
2003-09-01,171.4
2003-10-01,168.2
2003-11-01,164.9
2003-12-01,166.3
2004-01-01,170.8
2004-02-01,174.7
2004-03-01,170.7
2004-04-01,171.2
2004-05-01,173.1
2004-06-01,180.1
2004-07-01,181.9
2004-08-01,184.7
2004-09-01,181.8
2004-10-01,183.1
2004-11-01,194.2
2004-12-01,194.9
2005-01-01,187.9
2005-02-01,191
2005-03-01,190.4
2005-04-01,199.9
2005-05-01,199.9
2005-06-01,194.8
2005-07-01,201.2
2005-08-01,207.2
2005-09-01,233.4
2005-10-01,264.7
2005-11-01,262.4
2005-12-01,251.9
2006-01-01,254.3
2006-02-01,241.8
2006-03-01,230.2
2006-04-01,222
2006-05-01,219.6
2006-06-01,209.9
2006-07-01,208.9
2006-08-01,212.6
2006-09-01,219.5
2006-10-01,201.7
2006-11-01,211.3
2006-12-01,216.9
2007-01-01,213.557
2007-02-01,216.694
2007-03-01,223.399
2007-04-01,222.194
2007-05-01,222.76
2007-06-01,224.278
2007-07-01,218.714
2007-08-01,213.518
2007-09-01,213.698
2007-10-01,213.702
2007-11-01,215.29
2007-12-01,216.025
2008-01-01,214.073
2008-02-01,223.153
2008-03-01,232.879
2008-04-01,246.21
2008-05-01,259.948
2008-06-01,273.919
2008-07-01,289.89
2008-08-01,276.231
2008-09-01,255.664
2008-10-01,243.365
2008-11-01,232.007
2008-12-01,228.846
2009-01-01,223.325
2009-02-01,214.905
2009-03-01,204.324
2009-04-01,193.955
2009-05-01,183.394
2009-06-01,185.149
2009-07-01,185.124
2009-08-01,184.219
2009-09-01,182.685
2009-10-01,185.475
2009-11-01,191.664
2009-12-01,188.411
2010-01-01,194.326
2010-02-01,195.254
2010-03-01,192.898
2010-04-01,188.815
2010-05-01,190.306
2010-06-01,189.032
2010-07-01,190.506
2010-08-01,190.169
2010-09-01,188.451
2010-10-01,188.961
2010-11-01,182.383
2010-12-01,183.528
2011-01-01,182.484
2011-02-01,185.328
2011-03-01,184.366
2011-04-01,187.126
2011-05-01,188.553
2011-06-01,187.835
2011-07-01,185.552
2011-08-01,185.898
2011-09-01,185.902
2011-10-01,182.731
2011-11-01,179.561
2011-12-01,176.464
2012-01-01,172.835
2012-02-01,167.814
2012-03-01,167.159
2012-04-01,164.663
2012-05-01,159.982
2012-06-01,161.853
2012-07-01,162.36
2012-08-01,165.442
2012-09-01,165.675
2012-10-01,166.982
2012-11-01,171.42
2012-12-01,171.879
2013-01-01,170.334
2013-02-01,172.098
2013-03-01,171.313
2013-04-01,177.476
2013-05-01,182.106
2013-06-01,180.21
2013-07-01,176.617
2013-08-01,172.834
2013-09-01,173.461
2013-10-01,173.705
2013-11-01,172.428
2013-12-01,171.285
2014-01-01,177.97
2014-02-01,185.094
2014-03-01,199.036
2014-04-01,198.403
2014-05-01,194.968
2014-06-01,190.723
2014-07-01,189.901
2014-08-01,183.41
2014-09-01,183.77
2014-10-01,179.805
2014-11-01,177.935
2014-12-01,180.719
2015-01-01,177.216
2015-02-01,173.445
2015-03-01,170.331
2015-04-01,165.83
2015-05-01,164.63
2015-06-01,165.693
2015-07-01,162.954
2015-08-01,163.107
2015-09-01,161.84
2015-10-01,160.055
2015-11-01,157.639
2015-12-01,152.63
2016-01-01,153.802
2016-02-01,154.119
2016-03-01,154.292
2016-04-01,155.063
2016-05-01,156.609
2016-06-01,156.775
2016-07-01,163.007
2016-08-01,165.701
2016-09-01,166.82
2016-10-01,168.215
2016-11-01,167.549
2016-12-01,165.921
2017-01-01,168.669
2017-02-01,171.058
2017-03-01,170.545
2017-04-01,173.836
2017-05-01,176.577
2017-06-01,176.97
2017-07-01,175.428
2017-08-01,174.435
2017-09-01,173.191
2017-10-01,173.31
2017-11-01,172.872
2017-12-01,174.413
2018-01-01,170.458
2018-02-01,179.673
2018-03-01,178.008
2018-04-01,176.687
2018-05-01,175.261
2018-06-01,172.608
2018-07-01,172.6
2018-08-01,173.776
2018-09-01,169.603
2018-10-01,168.435
2018-11-01,167.955
2018-12-01,178.218
2019-01-01,177.863
2019-02-01,175.104
2019-03-01,175.718
2019-04-01,173.4
2019-05-01,170.558
2019-06-01,169.043
2019-07-01,167.606
2019-08-01,167.639
2019-09-01,165.015
2019-10-01,168.782
2019-11-01,169.7
2019-12-01,171.84
2020-01-01,172.147
2020-02-01,171.729
2020-03-01,170.807
2020-04-01,170.082
2020-05-01,169.894
2020-06-01,168.699
2020-07-01,167.086
2020-08-01,166.778
2020-09-01,171.247
2020-10-01,171.948
2020-11-01,177.048
2020-12-01,178.703
2021-01-01,179.572
2021-02-01,183.407
2021-03-01,187.81
2021-04-01,190.779
2021-05-01,192.796
2021-06-01,195.057
2021-07-01,198.866
2021-08-01,201.966
2021-09-01,206.424
2021-10-01,220.329
2021-11-01,221.33
2021-12-01,221.655
2022-01-01,222.673
2022-02-01,227.097
2022-03-01,228.485
2022-04-01,234.25
2022-05-01,251.078
2022-06-01,269.875
2022-07-01,259.543
2022-08-01,268.614
2022-09-01,274.585
2022-10-01,264.394
2022-11-01,255.37
2022-12-01,264.387
2023-01-01,282.229
2023-02-01,259.669
2023-03-01,241.144
2023-04-01,229.325
2023-05-01,223.464
2023-06-01,219.758
2023-07-01,224.048
2023-08-01,224.328
2023-09-01,219.996
2023-10-01,222.634
2023-11-01,228.839
