"Date","CUSR0000SANL113"
2008-02-01,245.682
2008-03-01,248.445
2008-04-01,247.652
2008-05-01,255.317
2008-06-01,270.083
2008-07-01,275.319
2008-08-01,268.01
2008-09-01,268.195
2008-10-01,249.894
2008-11-01,213.642
2008-12-01,197.633
2009-01-01,200.17
2009-02-01,205.723
2009-03-01,202.787
2009-04-01,203.94
2009-05-01,207.445
2009-06-01,223.947
2009-07-01,224.093
2009-08-01,229.77
2009-09-01,231.615
2009-10-01,233.229
2009-11-01,237.52
2009-12-01,237.133
2010-01-01,239.831
2010-02-01,236.771
2010-03-01,235.713
2010-04-01,234.412
2010-05-01,232.861
2010-06-01,231.496
2010-07-01,233.726
2010-08-01,235.404
2010-09-01,236.419
2010-10-01,242.89
2010-11-01,245.672
2010-12-01,252.714
2011-01-01,254.532
2011-02-01,256.408
2011-03-01,263.52
2011-04-01,270.306
2011-05-01,272.885
2011-06-01,268.474
2011-07-01,268.595
2011-08-01,269.237
2011-09-01,270.977
2011-10-01,269.413
2011-11-01,270.364
2011-12-01,267.736
2012-01-01,270.056
2012-02-01,274.064
2012-03-01,276.896
2012-04-01,277.223
2012-05-01,270.148
2012-06-01,264.65
2012-07-01,262.985
2012-08-01,273.016
2012-09-01,280.23
2012-10-01,281.843
2012-11-01,274.734
2012-12-01,270.96
2013-01-01,270.806
2013-02-01,279.533
2013-03-01,273.012
2013-04-01,266.582
2013-05-01,266.432
2013-06-01,267.716
2013-07-01,268.567
2013-08-01,270.508
2013-09-01,267.996
2013-10-01,266.973
2013-11-01,267.761
2013-12-01,270.091
2014-01-01,272.39
2014-02-01,271.678
2014-03-01,269.62
2014-04-01,271.857
2014-05-01,270.655
2014-06-01,270.443
2014-07-01,270.806
2014-08-01,266.992
2014-09-01,264.414
2014-10-01,261.979
2014-11-01,256.131
2014-12-01,245.777
2015-01-01,229.249
2015-02-01,231.376
2015-03-01,235.338
2015-04-01,232.779
2015-05-01,238.491
2015-06-01,239.579
2015-07-01,241.576
2015-08-01,237.593
2015-09-01,228.533
2015-10-01,228.843
2015-11-01,229.011
2015-12-01,225.581
2016-01-01,222.029
2016-02-01,214.231
2016-03-01,217.532
2016-04-01,220.605
2016-05-01,221.905
2016-06-01,225.139
2016-07-01,222.967
2016-08-01,222.958
2016-09-01,225.829
2016-10-01,229.827
2016-11-01,229.674
2016-12-01,233.905
2017-01-01,237.448
2017-02-01,235.87
2017-03-01,234.527
2017-04-01,233.986
2017-05-01,228.864
2017-06-01,227.98
2017-07-01,227.173
2017-08-01,231.846
2017-09-01,241.926
2017-10-01,238.689
2017-11-01,242.787
2017-12-01,242.909
2018-01-01,245.171
2018-02-01,248.14
2018-03-01,244.987
2018-04-01,247.49
2018-05-01,250.659
2018-06-01,252.144
2018-07-01,251.396
2018-08-01,251.779
2018-09-01,252.711
2018-10-01,253.838
2018-11-01,247.939
2018-12-01,241.044
2019-01-01,235.759
2019-02-01,239.209
2019-03-01,243.933
2019-04-01,250.934
2019-05-01,250.455
2019-06-01,246.369
2019-07-01,247.3
2019-08-01,245.146
2019-09-01,244.564
2019-10-01,247.132
2019-11-01,248.007
2019-12-01,251.4
2020-01-01,250.293
2020-02-01,247.289
2020-03-01,234.749
2020-04-01,219.509
2020-05-01,216.042
2020-06-01,224.277
2020-07-01,227.359
2020-08-01,230.552
2020-09-01,231.709
2020-10-01,230.063
2020-11-01,229.969
2020-12-01,237.435
2021-01-01,243.561
2021-02-01,249.273
2021-03-01,252.177
2021-04-01,254.004
2021-05-01,254.091
2021-06-01,257.669
2021-07-01,259.586
2021-08-01,265.02
2021-09-01,268.025
2021-10-01,273.227
2021-11-01,278.963
2021-12-01,283.525
2022-01-01,285.245
2022-02-01,292.34
2022-03-01,307.692
2022-04-01,306.768
2022-05-01,314.335
2022-06-01,330.9
2022-07-01,317.535
2022-08-01,306.299
2022-09-01,301.679
2022-10-01,306.876
2022-11-01,305
2022-12-01,295.705
2023-01-01,299.234
2023-02-01,300.557
2023-03-01,292.156
2023-04-01,297.416
2023-05-01,291.385
2023-06-01,292.769
2023-07-01,292.031
2023-08-01,305.481
2023-09-01,309.663
2023-10-01,303.356
2023-11-01,296.6
