"Date","CUSR0000SEHE"
1963-07-01,14.5
1963-08-01,14.5
1963-09-01,14.5
1963-10-01,14.5
1963-11-01,14.6
1963-12-01,14.5
1964-01-01,14.5
1964-02-01,14.5
1964-03-01,14.5
1964-04-01,14.2
1964-05-01,14.3
1964-06-01,14.3
1964-07-01,14.2
1964-08-01,14.2
1964-09-01,14.2
1964-10-01,14.3
1964-11-01,14.3
1964-12-01,14.5
1965-01-01,14.5
1965-02-01,14.6
1965-03-01,14.6
1965-04-01,14.6
1965-05-01,14.6
1965-06-01,14.6
1965-07-01,14.5
1965-08-01,14.6
1965-09-01,14.6
1965-10-01,14.9
1965-11-01,14.8
1965-12-01,14.9
1966-01-01,14.9
1966-02-01,14.9
1966-03-01,15
1966-04-01,15
1966-05-01,15.1
1966-06-01,15
1966-07-01,15
1966-08-01,15
1966-09-01,15
1966-10-01,15
1966-11-01,15.1
1966-12-01,15.2
1967-01-01,15.3
1967-02-01,15.4
1967-03-01,15.4
1967-04-01,15.4
1967-05-01,15.4
1967-06-01,15.4
1967-07-01,15.5
1967-08-01,15.5
1967-09-01,15.6
1967-10-01,15.6
1967-11-01,15.7
1967-12-01,15.7
1968-01-01,15.7
1968-02-01,15.7
1968-03-01,15.8
1968-04-01,15.8
1968-05-01,16
1968-06-01,16
1968-07-01,16.1
1968-08-01,16.1
1968-09-01,16.1
1968-10-01,16.1
1968-11-01,16.1
1968-12-01,16.1
1969-01-01,16.1
1969-02-01,16.1
1969-03-01,16.2
1969-04-01,16.2
1969-05-01,16.3
1969-06-01,16.3
1969-07-01,16.3
1969-08-01,16.4
1969-09-01,16.5
1969-10-01,16.5
1969-11-01,16.5
1969-12-01,16.6
1970-01-01,16.5
1970-02-01,16.6
1970-03-01,16.6
1970-04-01,16.7
1970-05-01,16.7
1970-06-01,16.8
1970-07-01,17
1970-08-01,17.2
1970-09-01,17.4
1970-10-01,17.6
1970-11-01,17.7
1970-12-01,17.8
1971-01-01,17.9
1971-02-01,17.9
1971-03-01,18
1971-04-01,18
1971-05-01,18.1
1971-06-01,18.2
1971-07-01,18.3
1971-08-01,18.4
1971-09-01,18.5
1971-10-01,18.5
1971-11-01,18.3
1971-12-01,18.3
1972-01-01,18.2
1972-02-01,18.1
1972-03-01,18.1
1972-04-01,18.2
1972-05-01,18.3
1972-06-01,18.3
1972-07-01,18.4
1972-08-01,18.5
1972-09-01,18.6
1972-10-01,18.5
1972-11-01,18.5
1972-12-01,18.4
1973-01-01,18.4
1973-02-01,19.3
1973-03-01,19.5
1973-04-01,19.7
1973-05-01,20
1973-06-01,20.5
1973-07-01,20.6
1973-08-01,20.9
1973-09-01,21.1
1973-10-01,22.2
1973-11-01,24.2
1973-12-01,26.6
1974-01-01,29.6
1974-02-01,30.6
1974-03-01,30.7
1974-04-01,31.7
1974-05-01,32.6
1974-06-01,33.3
1974-07-01,34.2
1974-08-01,34.8
1974-09-01,35.2
1974-10-01,35.5
1974-11-01,35.6
1974-12-01,35.2
1975-01-01,34.9
1975-02-01,34.8
1975-03-01,34.9
1975-04-01,35.3
1975-05-01,35.7
1975-06-01,35.9
1975-07-01,36.6
1975-08-01,37.1
1975-09-01,37.6
1975-10-01,38.1
1975-11-01,38.1
1975-12-01,38.2
1976-01-01,38.4
1976-02-01,38.2
1976-03-01,37.9
1976-04-01,38
1976-05-01,38
1976-06-01,38.3
1976-07-01,38.5
1976-08-01,38.8
1976-09-01,39.2
1976-10-01,39.5
1976-11-01,40.3
1976-12-01,41
1977-01-01,42.1
1977-02-01,42.5
1977-03-01,42.7
1977-04-01,43
1977-05-01,43.4
1977-06-01,43.6
1977-07-01,44
1977-08-01,44.2
1977-09-01,44.7
1977-10-01,45.2
1977-11-01,45.7
1977-12-01,45.7
1978-01-01,45.5
1978-02-01,45.3
1978-03-01,45.4
1978-04-01,45.7
1978-05-01,45.8
1978-06-01,45.7
1978-07-01,45.7
1978-08-01,45.8
1978-09-01,46.2
1978-10-01,47
1978-11-01,47.8
1978-12-01,48.4
1979-01-01,48.6
1979-02-01,49.6
1979-03-01,51.7
1979-04-01,53.9
1979-05-01,56.6
1979-06-01,60.7
1979-07-01,64.2
1979-08-01,68.4
1979-09-01,72.3
1979-10-01,73.6
1979-11-01,74.6
1979-12-01,75.5
1980-01-01,78.5
1980-02-01,80.8
1980-03-01,83.7
1980-04-01,86.3
1980-05-01,86.3
1980-06-01,86.7
1980-07-01,87.4
1980-08-01,88.1
1980-09-01,88.2
1980-10-01,87.6
1980-11-01,88.6
1980-12-01,91
1981-01-01,95.5
1981-02-01,101.9
1981-03-01,106.1
1981-04-01,107.8
1981-05-01,106.5
1981-06-01,106.2
1981-07-01,106.3
1981-08-01,106.2
1981-09-01,106.2
1981-10-01,104.8
1981-11-01,104.4
1981-12-01,104.2
1982-01-01,103.5
1982-02-01,103.3
1982-03-01,102.8
1982-04-01,101.8
1982-05-01,101.6
1982-06-01,103.3
1982-07-01,104.1
1982-08-01,104.4
1982-09-01,103.9
1982-10-01,104.5
1982-11-01,104.8
1982-12-01,102.8
1983-01-01,102
1983-02-01,98.4
1983-03-01,95.3
1983-04-01,95.1
1983-05-01,97
1983-06-01,96.9
1983-07-01,97.2
1983-08-01,97.9
1983-09-01,98.1
1983-10-01,97.3
1983-11-01,96.1
1983-12-01,95
1984-01-01,97.5
1984-02-01,103.7
1984-03-01,100.7
1984-04-01,101.3
1984-05-01,101.1
1984-06-01,100.9
1984-07-01,100.6
1984-08-01,99.5
1984-09-01,98.2
1984-10-01,97.7
1984-11-01,96.4
1984-12-01,94.8
1985-01-01,94.6
1985-02-01,94.3
1985-03-01,94.7
1985-04-01,95.7
1985-05-01,96
1985-06-01,95.3
1985-07-01,94.9
1985-08-01,94.5
1985-09-01,95.2
1985-10-01,96.3
1985-11-01,98.8
1985-12-01,100.5
1986-01-01,99.7
1986-02-01,89.9
1986-03-01,84.2
1986-04-01,79.4
1986-05-01,76.4
1986-06-01,75.4
1986-07-01,72
1986-08-01,70.6
1986-09-01,71.4
1986-10-01,70.8
1986-11-01,70.1
1986-12-01,71
1987-01-01,73.6
1987-02-01,75
1987-03-01,75.6
1987-04-01,76
1987-05-01,76.1
1987-06-01,77.3
1987-07-01,79.2
1987-08-01,80.6
1987-09-01,80.3
1987-10-01,80.6
1987-11-01,80.9
1987-12-01,80
1988-01-01,78.5
1988-02-01,78.7
1988-03-01,78.8
1988-04-01,78.7
1988-05-01,79.6
1988-06-01,79.6
1988-07-01,78.8
1988-08-01,79
1988-09-01,78.2
1988-10-01,76.3
1988-11-01,74.7
1988-12-01,75.9
1989-01-01,78
1989-02-01,79
1989-03-01,79.7
1989-04-01,81
1989-05-01,80.8
1989-06-01,80.7
1989-07-01,81.6
1989-08-01,81.3
1989-09-01,81.6
1989-10-01,83.5
1989-11-01,84.7
1989-12-01,87.9
1990-01-01,110.6
1990-02-01,92.8
1990-03-01,89.8
1990-04-01,88.4
1990-05-01,87.5
1990-06-01,85.5
1990-07-01,84.4
1990-08-01,94.4
1990-09-01,107.2
1990-10-01,120.3
1990-11-01,117.2
1990-12-01,113.1
1991-01-01,108.2
1991-02-01,103
1991-03-01,97.6
1991-04-01,93.3
1991-05-01,90.5
1991-06-01,90
1991-07-01,89.5
1991-08-01,90.2
1991-09-01,91.1
1991-10-01,92
1991-11-01,95.3
1991-12-01,93.8
1992-01-01,89.3
1992-02-01,88.7
1992-03-01,88.3
1992-04-01,88.6
1992-05-01,89.5
1992-06-01,91.3
1992-07-01,92.4
1992-08-01,92.8
1992-09-01,92.5
1992-10-01,92.5
1992-11-01,92.3
1992-12-01,90.9
1993-01-01,90.2
1993-02-01,89.8
1993-03-01,91.3
1993-04-01,91.8
1993-05-01,91.2
1993-06-01,91.5
1993-07-01,91.4
1993-08-01,90.5
1993-09-01,89.9
1993-10-01,89.7
1993-11-01,89.2
1993-12-01,87.3
1994-01-01,87.2
1994-02-01,91.1
1994-03-01,90.8
1994-04-01,89.2
1994-05-01,88.5
1994-06-01,88.6
1994-07-01,89.3
1994-08-01,89.5
1994-09-01,88.9
1994-10-01,87.8
1994-11-01,87.4
1994-12-01,87.2
1995-01-01,87.3
1995-02-01,86.9
1995-03-01,87.1
1995-04-01,87.3
1995-05-01,88.2
1995-06-01,88.9
1995-07-01,89.3
1995-08-01,89.3
1995-09-01,88.9
1995-10-01,88
1995-11-01,87.5
1995-12-01,88.5
1996-01-01,94.9
1996-02-01,94.1
1996-03-01,96.2
1996-04-01,100.2
1996-05-01,99.2
1996-06-01,95.8
1996-07-01,95.2
1996-08-01,95.7
1996-09-01,98.3
1996-10-01,104.5
1996-11-01,106.7
1996-12-01,109.5
1997-01-01,108.3
1997-02-01,105.6
1997-03-01,102.4
1997-04-01,100.3
1997-05-01,100.1
1997-06-01,99.6
1997-07-01,98.2
1997-08-01,97.6
1997-09-01,96.5
1997-10-01,96.9
1997-11-01,96.7
1997-12-01,95.2
1998-01-01,92.8
1998-02-01,91.3
1998-03-01,91.6
1998-04-01,91
1998-05-01,91.6
1998-06-01,91.2
1998-07-01,91.5
1998-08-01,91
1998-09-01,88.8
1998-10-01,87.8
1998-11-01,86.9
1998-12-01,84.2
1999-01-01,83.7
1999-02-01,82.9
1999-03-01,83.4
1999-04-01,85.6
1999-05-01,87.3
1999-06-01,88.8
1999-07-01,91
1999-08-01,93.6
1999-09-01,97.2
1999-10-01,99.4
1999-11-01,101
1999-12-01,104.9
2000-01-01,111
2000-02-01,141.1
2000-03-01,125.1
2000-04-01,120.6
2000-05-01,120.6
2000-06-01,122.6
2000-07-01,125.5
2000-08-01,126.3
2000-09-01,138.6
2000-10-01,140.4
2000-11-01,141.5
2000-12-01,144.3
2001-01-01,145.2
2001-02-01,138.2
2001-03-01,131.9
2001-04-01,130.5
2001-05-01,130.4
2001-06-01,131.4
2001-07-01,128.6
2001-08-01,127.6
2001-09-01,129.7
2001-10-01,124
2001-11-01,119.7
2001-12-01,112.6
2002-01-01,109.7
2002-02-01,107.3
2002-03-01,109.5
2002-04-01,112.7
2002-05-01,113.9
2002-06-01,114.5
2002-07-01,115.8
2002-08-01,116.6
2002-09-01,118
2002-10-01,120.6
2002-11-01,122.8
2002-12-01,125
2003-01-01,134.7
2003-02-01,148.8
2003-03-01,163.2
2003-04-01,144.2
2003-05-01,137.5
2003-06-01,135.5
2003-07-01,135.6
2003-08-01,135.6
2003-09-01,133.1
2003-10-01,131.6
2003-11-01,134.7
2003-12-01,136.5
2004-01-01,148.7
2004-02-01,147.2
2004-03-01,146.6
2004-04-01,145.5
2004-05-01,151.3
2004-06-01,154.9
2004-07-01,156.4
2004-08-01,161.3
2004-09-01,164.5
2004-10-01,176.5
2004-11-01,186.4
2004-12-01,183.1
2005-01-01,181.2
2005-02-01,188.5
2005-03-01,195.5
2005-04-01,199.5
2005-05-01,193.9
2005-06-01,195
2005-07-01,202.9
2005-08-01,209.8
2005-09-01,235.9
2005-10-01,241.1
2005-11-01,231.5
2005-12-01,227.8
2006-01-01,229.5
2006-02-01,230.5
2006-03-01,230.4
2006-04-01,236.4
2006-05-01,239.8
2006-06-01,239.1
2006-07-01,241.9
2006-08-01,245.3
2006-09-01,237.1
2006-10-01,227.9
2006-11-01,227.2
2006-12-01,233.2
2007-01-01,227.93
2007-02-01,231.8
2007-03-01,236.863
2007-04-01,240.09
2007-05-01,241.473
2007-06-01,241.589
2007-07-01,245.68
2007-08-01,246.542
2007-09-01,252.58
2007-10-01,261.745
2007-11-01,291.845
2007-12-01,299.296
2008-01-01,306.937
2008-02-01,308.269
2008-03-01,332.139
2008-04-01,342.811
2008-05-01,363.872
2008-06-01,389.423
2008-07-01,395.706
2008-08-01,367.794
2008-09-01,349.164
2008-10-01,318.667
2008-11-01,281.869
2008-12-01,256.209
2009-01-01,247.163
2009-02-01,242.264
2009-03-01,230.837
2009-04-01,228.107
2009-05-01,225.164
2009-06-01,232.638
2009-07-01,230.192
2009-08-01,237.521
2009-09-01,236.616
2009-10-01,243.936
2009-11-01,260.25
2009-12-01,262.649
2010-01-01,280.85
2010-02-01,277.284
2010-03-01,276.027
2010-04-01,278.08
2010-05-01,272.606
2010-06-01,265.521
2010-07-01,261.257
2010-08-01,263.196
2010-09-01,265.812
2010-10-01,276.551
2010-11-01,286.367
2010-12-01,298.037
2011-01-01,308.306
2011-02-01,315.129
2011-03-01,328.847
2011-04-01,340.035
2011-05-01,345.325
2011-06-01,345.235
2011-07-01,346.556
2011-08-01,345.613
2011-09-01,344.318
2011-10-01,343.218
2011-11-01,346.209
2011-12-01,341.472
2012-01-01,338.522
2012-02-01,339.818
2012-03-01,339.337
2012-04-01,344.224
2012-05-01,341.34
2012-06-01,323.907
2012-07-01,320.495
2012-08-01,330.489
2012-09-01,336.39
2012-10-01,339.808
2012-11-01,339.536
2012-12-01,335.029
2013-01-01,332.369
2013-02-01,333.382
2013-03-01,326.197
2013-04-01,322.008
2013-05-01,319.91
2013-06-01,324.282
2013-07-01,329.138
2013-08-01,336.346
2013-09-01,338.721
2013-10-01,336.807
2013-11-01,339.241
2013-12-01,344.229
2014-01-01,362.119
2014-02-01,381.604
2014-03-01,352.431
2014-04-01,340.56
2014-05-01,339.154
2014-06-01,338.331
2014-07-01,338.806
2014-08-01,340.2
2014-09-01,333.25
2014-10-01,323.344
2014-11-01,317.626
2014-12-01,295.589
2015-01-01,271.328
2015-02-01,269.641
2015-03-01,277.899
2015-04-01,266.924
2015-05-01,265.835
2015-06-01,264.841
2015-07-01,256.667
2015-08-01,247.622
2015-09-01,241.051
2015-10-01,240.798
2015-11-01,241.288
2015-12-01,226.805
2016-01-01,215.393
2016-02-01,211.663
2016-03-01,212.927
2016-04-01,215.225
2016-05-01,222.945
2016-06-01,230.486
2016-07-01,230.473
2016-08-01,229.326
2016-09-01,230.585
2016-10-01,237.05
2016-11-01,236.704
2016-12-01,243.498
2017-01-01,250.636
2017-02-01,252.102
2017-03-01,249.799
2017-04-01,251.602
2017-05-01,247.118
2017-06-01,243.269
2017-07-01,240.827
2017-08-01,250.736
2017-09-01,260.479
2017-10-01,261.249
2017-11-01,270.037
2017-12-01,275.414
2018-01-01,286.177
2018-02-01,281.993
2018-03-01,281.306
2018-04-01,291.357
2018-05-01,291.823
2018-06-01,292.436
2018-07-01,298.175
2018-08-01,303.794
2018-09-01,306.195
2018-10-01,306.119
2018-11-01,298.763
2018-12-01,280.556
2019-01-01,269.058
2019-02-01,275.283
2019-03-01,279.31
2019-04-01,287.521
2019-05-01,288.047
2019-06-01,278.104
2019-07-01,282.717
2019-08-01,282.128
2019-09-01,282.008
2019-10-01,278.747
2019-11-01,280.664
2019-12-01,286.83
2020-01-01,277.265
2020-02-01,262.284
2020-03-01,239.519
2020-04-01,220.343
2020-05-01,213.13
2020-06-01,222.805
2020-07-01,231.733
2020-08-01,237.861
2020-09-01,232.313
2020-10-01,228.235
2020-11-01,233.491
2020-12-01,248.766
2021-01-01,257.931
2021-02-01,277.095
2021-03-01,282.168
2021-04-01,282.617
2021-05-01,287.383
2021-06-01,294.062
2021-07-01,303.006
2021-08-01,306.274
2021-09-01,316.896
2021-10-01,338.486
2021-11-01,345.872
2021-12-01,344.35
2022-01-01,352.84
2022-02-01,369.456
2022-03-01,426.737
2022-04-01,449.212
2022-05-01,505.167
2022-06-01,499.803
2022-07-01,468.111
2022-08-01,456.22
2022-09-01,443.956
2022-10-01,487.993
2022-11-01,490.09
2022-12-01,434.034
2023-01-01,417.322
2023-02-01,390.519
2023-03-01,380.782
2023-04-01,380.812
2023-05-01,360.657
2023-06-01,355.716
2023-07-01,368.835
2023-08-01,399.784
2023-09-01,419.052
2023-10-01,404.752
2023-11-01,395.746
