"Date","CUURA102SA0L1E"
2005-01-01,NA
2005-02-01,212.4
2005-03-01,NA
2005-04-01,215.2
2005-05-01,NA
2005-06-01,216.3
2005-07-01,NA
2005-08-01,217
2005-09-01,NA
2005-10-01,216.7
2005-11-01,NA
2005-12-01,215.7
2006-01-01,NA
2006-02-01,219
2006-03-01,NA
2006-04-01,221.3
2006-05-01,NA
2006-06-01,222.2
2006-07-01,NA
2006-08-01,224.4
2006-09-01,NA
2006-10-01,222.5
2006-11-01,NA
2006-12-01,222.4
2007-01-01,NA
2007-02-01,223.68
2007-03-01,NA
2007-04-01,224.437
2007-05-01,NA
2007-06-01,224.45
2007-07-01,NA
2007-08-01,227.296
2007-09-01,NA
2007-10-01,228.332
2007-11-01,NA
2007-12-01,226.768
2008-01-01,NA
2008-02-01,228.929
2008-03-01,NA
2008-04-01,230.601
2008-05-01,NA
2008-06-01,231.181
2008-07-01,NA
2008-08-01,232.104
2008-09-01,NA
2008-10-01,231.177
2008-11-01,NA
2008-12-01,229.523
2009-01-01,NA
2009-02-01,231.66
2009-03-01,NA
2009-04-01,233.519
2009-05-01,NA
2009-06-01,233.677
2009-07-01,NA
2009-08-01,236.496
2009-09-01,NA
2009-10-01,236.623
2009-11-01,NA
2009-12-01,235.328
2010-01-01,NA
2010-02-01,236.942
2010-03-01,NA
2010-04-01,237.721
2010-05-01,NA
2010-06-01,238.396
2010-07-01,NA
2010-08-01,239.243
2010-09-01,NA
2010-10-01,239.172
2010-11-01,NA
2010-12-01,237.331
2011-01-01,NA
2011-02-01,239.286
2011-03-01,NA
2011-04-01,239.51
2011-05-01,NA
2011-06-01,240.806
2011-07-01,NA
2011-08-01,242.981
2011-09-01,NA
2011-10-01,243.065
2011-11-01,NA
2011-12-01,242.229
2012-01-01,NA
2012-02-01,243.017
2012-03-01,NA
2012-04-01,244.246
2012-05-01,NA
2012-06-01,245.678
2012-07-01,NA
2012-08-01,247.763
2012-09-01,NA
2012-10-01,247.794
2012-11-01,NA
2012-12-01,246.571
2013-01-01,NA
2013-02-01,248.049
2013-03-01,NA
2013-04-01,249.109
2013-05-01,NA
2013-06-01,250.068
2013-07-01,NA
2013-08-01,251.19
2013-09-01,NA
2013-10-01,250.744
2013-11-01,NA
2013-12-01,250.534
2014-01-01,NA
2014-02-01,251.717
2014-03-01,NA
2014-04-01,252.458
2014-05-01,NA
2014-06-01,253.898
2014-07-01,NA
2014-08-01,254.745
2014-09-01,NA
2014-10-01,255.913
2014-11-01,NA
2014-12-01,254.957
2015-01-01,NA
2015-02-01,256.614
2015-03-01,NA
2015-04-01,257.463
2015-05-01,NA
2015-06-01,258.494
2015-07-01,NA
2015-08-01,258.122
2015-09-01,NA
2015-10-01,258.771
2015-11-01,NA
2015-12-01,257.405
2016-01-01,NA
2016-02-01,259.638
2016-03-01,NA
2016-04-01,261.519
2016-05-01,NA
2016-06-01,261.529
2016-07-01,NA
2016-08-01,261.474
2016-09-01,NA
2016-10-01,263.211
2016-11-01,NA
2016-12-01,262.508
2017-01-01,NA
2017-02-01,264.208
2017-03-01,NA
2017-04-01,263.287
2017-05-01,NA
2017-06-01,263.217
2017-07-01,NA
2017-08-01,264.341
2017-09-01,NA
2017-10-01,264.177
2017-11-01,NA
2017-12-01,262.82
2018-01-01,NA
2018-02-01,263.583
2018-03-01,NA
2018-04-01,265.848
2018-05-01,NA
2018-06-01,266.052
2018-07-01,NA
2018-08-01,266.911
2018-09-01,NA
2018-10-01,267.021
2018-11-01,NA
2018-12-01,266.36
2019-01-01,NA
2019-02-01,268.87
2019-03-01,NA
2019-04-01,270.859
2019-05-01,NA
2019-06-01,272.678
2019-07-01,NA
2019-08-01,274.405
2019-09-01,NA
2019-10-01,273.766
2019-11-01,NA
2019-12-01,273.055
2020-01-01,NA
2020-02-01,276.314
2020-03-01,NA
2020-04-01,272.608
2020-05-01,NA
2020-06-01,274.171
2020-07-01,NA
2020-08-01,276.495
2020-09-01,NA
2020-10-01,276.696
2020-11-01,NA
2020-12-01,275.535
2021-01-01,NA
2021-02-01,278.099
2021-03-01,NA
2021-04-01,281.159
2021-05-01,NA
2021-06-01,286.441
2021-07-01,NA
2021-08-01,287.838
2021-09-01,NA
2021-10-01,289.5
2021-11-01,NA
2021-12-01,291.045
2022-01-01,NA
2022-02-01,294.445
2022-03-01,NA
2022-04-01,298.91
2022-05-01,NA
2022-06-01,302.438
2022-07-01,NA
2022-08-01,304.443
2022-09-01,NA
2022-10-01,306.184
2022-11-01,NA
2022-12-01,306.294
2023-01-01,NA
2023-02-01,313.141
2023-03-01,NA
2023-04-01,313.744
2023-05-01,NA
2023-06-01,316.439
2023-07-01,NA
2023-08-01,318.452
2023-09-01,NA
2023-10-01,319.773
