"Date","CUURA207SEHF02"
1995-10-01,82.4
1995-11-01,86.8
1995-12-01,91.1
1996-01-01,94.9
1996-02-01,97.5
1996-03-01,103.7
1996-04-01,105
1996-05-01,113.3
1996-06-01,110
1996-07-01,109.4
1996-08-01,110.5
1996-09-01,111.3
1996-10-01,107.1
1996-11-01,108.5
1996-12-01,112.1
1997-01-01,135
1997-02-01,134.1
1997-03-01,111.1
1997-04-01,96.6
1997-05-01,87.2
1997-06-01,90.9
1997-07-01,92.3
1997-08-01,92.3
1997-09-01,96.8
1997-10-01,105.7
1997-11-01,118.9
1997-12-01,116.5
1998-01-01,106.5
1998-02-01,100.1
1998-03-01,102.3
1998-04-01,102.1
1998-05-01,108.4
1998-06-01,104.4
1998-07-01,100.2
1998-08-01,99.3
1998-09-01,96.1
1998-10-01,96.1
1998-11-01,98.2
1998-12-01,102.7
1999-01-01,100.7
1999-02-01,96.2
1999-03-01,94.1
1999-04-01,91.4
1999-05-01,96
1999-06-01,100.3
1999-07-01,105.3
1999-08-01,105.6
1999-09-01,114
1999-10-01,120.9
1999-11-01,122
1999-12-01,116.5
2000-01-01,114
2000-02-01,110.1
2000-03-01,110.5
2000-04-01,115.2
2000-05-01,121.1
2000-06-01,141.1
2000-07-01,149.5
2000-08-01,150.2
2000-09-01,152.7
2000-10-01,177.1
2000-11-01,181.7
2000-12-01,190.2
2001-01-01,241.8
2001-02-01,237.8
2001-03-01,202.9
2001-04-01,171.1
2001-05-01,167.6
2001-06-01,152
2001-07-01,123.3
2001-08-01,119.8
2001-09-01,101.7
2001-10-01,91.9
2001-11-01,102.6
2001-12-01,111.5
2002-01-01,109.3
2002-02-01,103.7
2002-03-01,105.8
2002-04-01,121.7
2002-05-01,133.4
2002-06-01,135.8
2002-07-01,133.9
2002-08-01,125.2
2002-09-01,125.2
2002-10-01,136.9
2002-11-01,145.1
2002-12-01,145.3
2003-01-01,152
2003-02-01,155.2
2003-03-01,200.1
2003-04-01,181.6
2003-05-01,170.5
2003-06-01,178.6
2003-07-01,181.2
2003-08-01,169.2
2003-09-01,163.7
2003-10-01,158.3
2003-11-01,166
2003-12-01,163.8
2004-01-01,181.4
2004-02-01,171.3
2004-03-01,164.1
2004-04-01,171
2004-05-01,172.9
2004-06-01,188.2
2004-07-01,193.1
2004-08-01,184.6
2004-09-01,177.8
2004-10-01,176.8
2004-11-01,205
2004-12-01,201.7
2005-01-01,201.6
2005-02-01,193.5
2005-03-01,184.6
2005-04-01,200.3
2005-05-01,204.5
2005-06-01,192.5
2005-07-01,204.2
2005-08-01,205.7
2005-09-01,240.7
2005-10-01,279.9
2005-11-01,288.3
2005-12-01,275
2006-01-01,272.7
2006-02-01,249.5
2006-03-01,215.3
2006-04-01,189.1
2006-05-01,184
2006-06-01,171
2006-07-01,173.9
2006-08-01,166.2
2006-09-01,169.5
2006-10-01,153.8
2006-11-01,182.6
2006-12-01,211
2007-01-01,205.173
2007-02-01,214.389
2007-03-01,229.683
2007-04-01,231.339
2007-05-01,228.703
2007-06-01,221.784
2007-07-01,215.496
2007-08-01,193.959
2007-09-01,188.835
2007-10-01,189.458
2007-11-01,202.823
2007-12-01,198.784
2008-01-01,204.583
2008-02-01,223.141
2008-03-01,246.777
2008-04-01,258.042
2008-05-01,300.757
2008-06-01,298.528
2008-07-01,347.739
2008-08-01,297.343
2008-09-01,256.868
2008-10-01,232.592
2008-11-01,240.296
2008-12-01,219.798
2009-01-01,200.382
2009-02-01,192.614
2009-03-01,165.047
2009-04-01,138.487
2009-05-01,146.396
2009-06-01,143.653
2009-07-01,158.659
2009-08-01,149.571
2009-09-01,141.736
2009-10-01,148.096
2009-11-01,160.918
2009-12-01,157.979
2010-01-01,187.128
2010-02-01,189.937
2010-03-01,190.258
2010-04-01,162.809
2010-05-01,160.033
2010-06-01,165.885
2010-07-01,182.57
2010-08-01,163.211
2010-09-01,159.574
2010-10-01,157.367
2010-11-01,151.351
2010-12-01,157.261
2011-01-01,157.811
2011-02-01,162.013
2011-03-01,159.371
2011-04-01,159.545
2011-05-01,159.858
2011-06-01,165.812
2011-07-01,176.751
2011-08-01,159.401
2011-09-01,167.518
2011-10-01,161.545
2011-11-01,154.626
2011-12-01,155.265
2012-01-01,147.828
2012-02-01,133.046
2012-03-01,130.259
2012-04-01,121.011
2012-05-01,113.226
2012-06-01,127.333
2012-07-01,131.653
2012-08-01,139.292
2012-09-01,142.708
2012-10-01,142.825
2012-11-01,149.923
2012-12-01,148.971
2013-01-01,150.632
2013-02-01,149.087
2013-03-01,148.852
2013-04-01,161.029
2013-05-01,169.575
2013-06-01,173.323
2013-07-01,178.347
2013-08-01,176.329
2013-09-01,171.845
2013-10-01,166.769
2013-11-01,165.771
2013-12-01,164.641
2014-01-01,171.795
2014-02-01,183.168
2014-03-01,239.854
2014-04-01,263.375
2014-05-01,229.468
2014-06-01,218.906
2014-07-01,224.066
2014-08-01,211.934
2014-09-01,190.65
2014-10-01,167.32
2014-11-01,171.207
2014-12-01,180.138
2015-01-01,162.824
2015-02-01,147.67
2015-03-01,153.3
2015-04-01,144.816
2015-05-01,142.946
2015-06-01,146.285
2015-07-01,147.867
2015-08-01,149.779
2015-09-01,148.482
2015-10-01,143.561
2015-11-01,138.474
2015-12-01,132.6
2016-01-01,135.55
2016-02-01,138.482
2016-03-01,137.028
2016-04-01,134.023
2016-05-01,133.639
2016-06-01,140.672
2016-07-01,147.672
2016-08-01,153.617
2016-09-01,159.538
2016-10-01,161.008
2016-11-01,164.254
2016-12-01,157.948
2017-01-01,165.549
2017-02-01,167.158
2017-03-01,163.828
2017-04-01,162.697
2017-05-01,165.41
2017-06-01,168.16
2017-07-01,165.876
2017-08-01,162.964
2017-09-01,159.971
2017-10-01,156.871
2017-11-01,155.527
2017-12-01,161.41
2018-01-01,152.756
2018-02-01,152.336
2018-03-01,153.31
2018-04-01,155.684
2018-05-01,156.377
2018-06-01,154.953
2018-07-01,157.559
2018-08-01,161.726
2018-09-01,161.145
2018-10-01,154.388
2018-11-01,156.437
2018-12-01,165.432
2019-01-01,160.81
2019-02-01,154.16
2019-03-01,145.803
2019-04-01,143.495
2019-05-01,146.962
2019-06-01,153.425
2019-07-01,150.895
2019-08-01,149.63
2019-09-01,142.855
2019-10-01,144.752
2019-11-01,146.011
2019-12-01,145.303
2020-01-01,147.574
2020-02-01,147.284
2020-03-01,144.716
2020-04-01,141.635
2020-05-01,143.897
2020-06-01,147.961
2020-07-01,145.788
2020-08-01,145.844
2020-09-01,151.283
2020-10-01,151.691
2020-11-01,154.469
2020-12-01,154.471
2021-01-01,157.124
2021-02-01,159.093
2021-03-01,167.434
2021-04-01,198.335
2021-05-01,204.171
2021-06-01,212.479
2021-07-01,210.607
2021-08-01,214.22
2021-09-01,215.666
2021-10-01,228.012
2021-11-01,226.113
2021-12-01,234.856
2022-01-01,223.108
2022-02-01,216.496
2022-03-01,235.138
2022-04-01,240.176
2022-05-01,312.385
2022-06-01,338.808
2022-07-01,336.896
2022-08-01,333.602
2022-09-01,331.501
2022-10-01,329.029
2022-11-01,299.259
2022-12-01,255.013
2023-01-01,242.141
2023-02-01,219.659
2023-03-01,192.541
2023-04-01,190.942
2023-05-01,188.098
2023-06-01,184.017
2023-07-01,186.432
2023-08-01,189.519
2023-09-01,189.708
2023-10-01,190.576
2023-11-01,188.505
