"Date","CUUR0400SAS"
2004-09-01,228.6
2004-10-01,228.9
2004-11-01,228.9
2004-12-01,228.9
2005-01-01,230.2
2005-02-01,231.2
2005-03-01,232.1
2005-04-01,232.5
2005-05-01,233
2005-06-01,233
2005-07-01,233.7
2005-08-01,234.4
2005-09-01,235.4
2005-10-01,237
2005-11-01,237.1
2005-12-01,237
2006-01-01,239.4
2006-02-01,240.4
2006-03-01,241.3
2006-04-01,242.1
2006-05-01,242.8
2006-06-01,242.4
2006-07-01,243.4
2006-08-01,244.5
2006-09-01,246
2006-10-01,246.4
2006-11-01,246.3
2006-12-01,246.2
2007-01-01,248.404
2007-02-01,250.075
2007-03-01,250.623
2007-04-01,251.322
2007-05-01,252.082
2007-06-01,252.739
2007-07-01,253.678
2007-08-01,254.209
2007-09-01,254.897
2007-10-01,255.403
2007-11-01,255.305
2007-12-01,255.553
2008-01-01,257.291
2008-02-01,258.252
2008-03-01,259.697
2008-04-01,259.956
2008-05-01,261.268
2008-06-01,262.185
2008-07-01,263.6
2008-08-01,263.842
2008-09-01,263.89
2008-10-01,264.253
2008-11-01,263.579
2008-12-01,263.259
2009-01-01,264.481
2009-02-01,265.171
2009-03-01,265.423
2009-04-01,265.505
2009-05-01,265.709
2009-06-01,265.649
2009-07-01,265.803
2009-08-01,266.217
2009-09-01,265.99
2009-10-01,265.937
2009-11-01,264.639
2009-12-01,264.205
2010-01-01,264.622
2010-02-01,265.173
2010-03-01,265.042
2010-04-01,265.382
2010-05-01,265.955
2010-06-01,265.976
2010-07-01,266.438
2010-08-01,266.712
2010-09-01,266.728
2010-10-01,266.709
2010-11-01,266.489
2010-12-01,266.973
2011-01-01,267.67
2011-02-01,268.589
2011-03-01,268.928
2011-04-01,269.161
2011-05-01,270.01
2011-06-01,270.289
2011-07-01,270.756
2011-08-01,271.28
2011-09-01,271.805
2011-10-01,272.238
2011-11-01,272.006
2011-12-01,272.554
2012-01-01,273.352
2012-02-01,273.824
2012-03-01,274.427
2012-04-01,275.081
2012-05-01,275.976
2012-06-01,276.59
2012-07-01,277.179
2012-08-01,277.94
2012-09-01,278.36
2012-10-01,278.998
2012-11-01,278.692
2012-12-01,279
2013-01-01,280.022
2013-02-01,280.953
2013-03-01,281.552
2013-04-01,281.842
2013-05-01,282.91
2013-06-01,283.379
2013-07-01,283.832
2013-08-01,284.93
2013-09-01,285.571
2013-10-01,286.201
2013-11-01,286.061
2013-12-01,286.487
2014-01-01,287.382
2014-02-01,288.311
2014-03-01,289.155
2014-04-01,289.225
2014-05-01,291.656
2014-06-01,292.36
2014-07-01,292.99
2014-08-01,293.037
2014-09-01,293.76
2014-10-01,294.449
2014-11-01,294.457
2014-12-01,294.763
2015-01-01,295.685
2015-02-01,296.863
2015-03-01,297.488
2015-04-01,298.908
2015-05-01,300.174
2015-06-01,301.127
2015-07-01,301.866
2015-08-01,302.133
2015-09-01,302.596
2015-10-01,303.877
2015-11-01,304.128
2015-12-01,304.636
2016-01-01,306.318
2016-02-01,307.77
2016-03-01,308.242
2016-04-01,309.109
2016-05-01,311.323
2016-06-01,312.223
2016-07-01,313.008
2016-08-01,314.176
2016-09-01,314.903
2016-10-01,315.754
2016-11-01,315.799
2016-12-01,316.878
2017-01-01,318.074
2017-02-01,319.44
2017-03-01,319.945
2017-04-01,320.904
2017-05-01,322.266
2017-06-01,323.025
2017-07-01,323.926
2017-08-01,324.861
2017-09-01,325.645
2017-10-01,327.59
2017-11-01,327.355
2017-12-01,328.447
2018-01-01,329.818
2018-02-01,331.26
2018-03-01,332.527
2018-04-01,332.917
2018-05-01,334.595
2018-06-01,335.919
2018-07-01,336.793
2018-08-01,337.754
2018-09-01,338.639
2018-10-01,339.488
2018-11-01,339.594
2018-12-01,340.293
2019-01-01,341.62
2019-02-01,342.496
2019-03-01,343.635
2019-04-01,345.218
2019-05-01,346.298
2019-06-01,347.5
2019-07-01,348.499
2019-08-01,349.461
2019-09-01,350.092
2019-10-01,351.102
2019-11-01,351.264
2019-12-01,351.706
2020-01-01,353.146
2020-02-01,354.386
2020-03-01,354.069
2020-04-01,353.443
2020-05-01,354.215
2020-06-01,354.845
2020-07-01,356.613
2020-08-01,356.307
2020-09-01,355.533
2020-10-01,356.485
2020-11-01,357.159
2020-12-01,356.772
2021-01-01,357.05
2021-02-01,358.426
2021-03-01,359.55
2021-04-01,362.045
2021-05-01,363.731
2021-06-01,365.436
2021-07-01,366.763
2021-08-01,366.581
2021-09-01,367.423
2021-10-01,369.925
2021-11-01,371.298
2021-12-01,372.228
2022-01-01,375.241
2022-02-01,377.199
2022-03-01,380.009
2022-04-01,382.716
2022-05-01,385.326
2022-06-01,388.311
2022-07-01,389.69
2022-08-01,391.538
2022-09-01,394.206
2022-10-01,396.383
2022-11-01,397.112
2022-12-01,399.007
2023-01-01,403.783
2023-02-01,405.137
2023-03-01,407.302
2023-04-01,409.081
2023-05-01,410.805
2023-06-01,411.792
2023-07-01,412.915
2023-08-01,414.611
2023-09-01,416.435
2023-10-01,417.486
2023-11-01,418.58
