"Date","CUURA320SAH"
1992-09-01,125.1
1992-10-01,NA
1992-11-01,127
1992-12-01,NA
1993-01-01,128.5
1993-02-01,NA
1993-03-01,130.3
1993-04-01,NA
1993-05-01,129.8
1993-06-01,NA
1993-07-01,130.5
1993-08-01,NA
1993-09-01,131.2
1993-10-01,NA
1993-11-01,131.1
1993-12-01,NA
1994-01-01,133
1994-02-01,NA
1994-03-01,134.3
1994-04-01,NA
1994-05-01,134.9
1994-06-01,NA
1994-07-01,135.3
1994-08-01,NA
1994-09-01,136.1
1994-10-01,NA
1994-11-01,136
1994-12-01,NA
1995-01-01,138.5
1995-02-01,NA
1995-03-01,139.1
1995-04-01,NA
1995-05-01,138.4
1995-06-01,NA
1995-07-01,139
1995-08-01,NA
1995-09-01,140.6
1995-10-01,NA
1995-11-01,142.6
1995-12-01,NA
1996-01-01,143.8
1996-02-01,NA
1996-03-01,144.5
1996-04-01,NA
1996-05-01,143.5
1996-06-01,NA
1996-07-01,144.5
1996-08-01,NA
1996-09-01,145.7
1996-10-01,NA
1996-11-01,147
1996-12-01,NA
1997-01-01,149.7
1997-02-01,NA
1997-03-01,150.3
1997-04-01,NA
1997-05-01,149.6
1997-06-01,NA
1997-07-01,149.8
1997-08-01,NA
1997-09-01,149.8
1997-10-01,NA
1997-11-01,151.6
1997-12-01,151.6
1998-01-01,NA
1998-02-01,153.2
1998-03-01,NA
1998-04-01,153.4
1998-05-01,NA
1998-06-01,153.3
1998-07-01,NA
1998-08-01,153.6
1998-09-01,NA
1998-10-01,153.9
1998-11-01,NA
1998-12-01,154.4
1999-01-01,NA
1999-02-01,155.5
1999-03-01,NA
1999-04-01,155
1999-05-01,NA
1999-06-01,154.6
1999-07-01,NA
1999-08-01,154.9
1999-09-01,NA
1999-10-01,155.5
1999-11-01,NA
1999-12-01,156.1
2000-01-01,NA
2000-02-01,157.2
2000-03-01,NA
2000-04-01,158.2
2000-05-01,NA
2000-06-01,158.7
2000-07-01,NA
2000-08-01,159.1
2000-09-01,NA
2000-10-01,159.8
2000-11-01,NA
2000-12-01,159.7
2001-01-01,NA
2001-02-01,162.8
2001-03-01,NA
2001-04-01,164.1
2001-05-01,NA
2001-06-01,164.4
2001-07-01,NA
2001-08-01,165
2001-09-01,NA
2001-10-01,164.8
2001-11-01,NA
2001-12-01,165.6
2002-01-01,NA
2002-02-01,167.3
2002-03-01,NA
2002-04-01,166.9
2002-05-01,NA
2002-06-01,166.5
2002-07-01,NA
2002-08-01,167.5
2002-09-01,NA
2002-10-01,169.3
2002-11-01,NA
2002-12-01,170.2
2003-01-01,NA
2003-02-01,172.3
2003-03-01,NA
2003-04-01,172.5
2003-05-01,NA
2003-06-01,171.4
2003-07-01,NA
2003-08-01,173.1
2003-09-01,NA
2003-10-01,174.3
2003-11-01,NA
2003-12-01,175.3
2004-01-01,NA
2004-02-01,177.1
2004-03-01,NA
2004-04-01,178.2
2004-05-01,NA
2004-06-01,177.9
2004-07-01,NA
2004-08-01,179.6
2004-09-01,NA
2004-10-01,180.6
2004-11-01,NA
2004-12-01,183.7
2005-01-01,NA
2005-02-01,187.5
2005-03-01,NA
2005-04-01,189.2
2005-05-01,NA
2005-06-01,188.5
2005-07-01,NA
2005-08-01,191.2
2005-09-01,NA
2005-10-01,193.5
2005-11-01,NA
2005-12-01,195.6
2006-01-01,NA
2006-02-01,203.4
2006-03-01,NA
2006-04-01,203.5
2006-05-01,NA
2006-06-01,203.1
2006-07-01,NA
2006-08-01,204.4
2006-09-01,NA
2006-10-01,207.2
2006-11-01,NA
2006-12-01,209
2007-01-01,NA
2007-02-01,212.055
2007-03-01,NA
2007-04-01,214.33
2007-05-01,NA
2007-06-01,216.635
2007-07-01,NA
2007-08-01,218.31
2007-09-01,NA
2007-10-01,219.895
2007-11-01,NA
2007-12-01,221.365
2008-01-01,NA
2008-02-01,223.382
2008-03-01,NA
2008-04-01,224
2008-05-01,NA
2008-06-01,225.734
2008-07-01,NA
2008-08-01,227.405
2008-09-01,NA
2008-10-01,227.916
2008-11-01,NA
2008-12-01,228.252
2009-01-01,NA
2009-02-01,229.788
2009-03-01,NA
2009-04-01,229.421
2009-05-01,NA
2009-06-01,227.356
2009-07-01,NA
2009-08-01,226.1
2009-09-01,NA
2009-10-01,226.109
2009-11-01,NA
2009-12-01,225.782
2010-01-01,NA
2010-02-01,223.555
2010-03-01,NA
2010-04-01,223.463
2010-05-01,NA
2010-06-01,223.926
2010-07-01,NA
2010-08-01,223.803
2010-09-01,NA
2010-10-01,224.114
2010-11-01,NA
2010-12-01,225.612
2011-01-01,NA
2011-02-01,225.85
2011-03-01,NA
2011-04-01,226.011
2011-05-01,NA
2011-06-01,225.134
2011-07-01,NA
2011-08-01,225.28
2011-09-01,NA
2011-10-01,225.798
2011-11-01,NA
2011-12-01,226.648
2012-01-01,NA
2012-02-01,228.016
2012-03-01,NA
2012-04-01,227.762
2012-05-01,NA
2012-06-01,228.262
2012-07-01,NA
2012-08-01,228.835
2012-09-01,NA
2012-10-01,230.207
2012-11-01,NA
2012-12-01,230.925
2013-01-01,NA
2013-02-01,231.44
2013-03-01,NA
2013-04-01,231.676
2013-05-01,NA
2013-06-01,231.83
2013-07-01,NA
2013-08-01,231.561
2013-09-01,NA
2013-10-01,233.678
2013-11-01,NA
2013-12-01,235.162
2014-01-01,NA
2014-02-01,237.827
2014-03-01,NA
2014-04-01,238.64
2014-05-01,NA
2014-06-01,239.216
2014-07-01,NA
2014-08-01,239.737
2014-09-01,NA
2014-10-01,240.924
2014-11-01,NA
2014-12-01,243.744
2015-01-01,NA
2015-02-01,245.551
2015-03-01,NA
2015-04-01,247.014
2015-05-01,NA
2015-06-01,246.268
2015-07-01,NA
2015-08-01,247.677
2015-09-01,NA
2015-10-01,249.557
2015-11-01,NA
2015-12-01,252.215
2016-01-01,NA
2016-02-01,253.24
2016-03-01,NA
2016-04-01,253.624
2016-05-01,NA
2016-06-01,253.858
2016-07-01,NA
2016-08-01,255.648
2016-09-01,NA
2016-10-01,257.876
2016-11-01,NA
2016-12-01,260.582
2017-01-01,NA
2017-02-01,263.924
2017-03-01,NA
2017-04-01,264.299
2017-05-01,NA
2017-06-01,265.326
2017-07-01,NA
2017-08-01,267.527
2017-09-01,NA
2017-10-01,270.046
2017-11-01,NA
2017-12-01,270.748
2018-01-01,NA
2018-02-01,273.751
2018-03-01,NA
2018-04-01,271.917
2018-05-01,NA
2018-06-01,274.317
2018-07-01,NA
2018-08-01,274.293
2018-09-01,NA
2018-10-01,277.971
2018-11-01,NA
2018-12-01,279.948
2019-01-01,NA
2019-02-01,285.079
2019-03-01,NA
2019-04-01,283.92
2019-05-01,NA
2019-06-01,284.942
2019-07-01,NA
2019-08-01,285.629
2019-09-01,NA
2019-10-01,286.921
2019-11-01,NA
2019-12-01,286.638
2020-01-01,NA
2020-02-01,287.385
2020-03-01,NA
2020-04-01,287.265
2020-05-01,NA
2020-06-01,287.547
2020-07-01,NA
2020-08-01,289.733
2020-09-01,NA
2020-10-01,291.21
2020-11-01,NA
2020-12-01,292.49
2021-01-01,NA
2021-02-01,292.645
2021-03-01,NA
2021-04-01,294.903
2021-05-01,NA
2021-06-01,297.906
2021-07-01,NA
2021-08-01,299.782
2021-09-01,NA
2021-10-01,304.341
2021-11-01,NA
2021-12-01,308.144
2022-01-01,NA
2022-02-01,316.707
2022-03-01,NA
2022-04-01,322.723
2022-05-01,NA
2022-06-01,328.937
2022-07-01,NA
2022-08-01,337.064
2022-09-01,NA
2022-10-01,346.5
2022-11-01,NA
2022-12-01,357.491
2023-01-01,NA
2023-02-01,364.84
2023-03-01,NA
2023-04-01,372.496
2023-05-01,NA
2023-06-01,375.268
2023-07-01,NA
2023-08-01,379.36
2023-09-01,NA
2023-10-01,383.48
