"Date","APU0100FD3101"
2015-12-01,3.777
2016-01-01,3.51
2016-02-01,3.417
2016-03-01,3.491
2016-04-01,3.55
2016-05-01,3.57
2016-06-01,3.694
2016-07-01,3.712
2016-08-01,3.725
2016-09-01,3.605
2016-10-01,3.627
2016-11-01,3.467
2016-12-01,3.436
2017-01-01,3.173
2017-02-01,3.426
2017-03-01,3.578
2017-04-01,3.575
2017-05-01,3.456
2017-06-01,3.513
2017-07-01,3.546
2017-08-01,3.489
2017-09-01,3.571
2017-10-01,3.43
2017-11-01,3.443
2017-12-01,3.339
2018-01-01,3.298
2018-02-01,3.25
2018-03-01,3.267
2018-04-01,3.743
2018-05-01,3.283
2018-06-01,3.084
2018-07-01,3.211
2018-08-01,3.374
2018-09-01,3.316
2018-10-01,3.43
2018-11-01,3.476
2018-12-01,3.496
2019-01-01,3.405
2019-02-01,3.572
2019-03-01,3.491
2019-04-01,3.458
2019-05-01,3.389
2019-06-01,3.32
2019-07-01,3.654
2019-08-01,3.556
2019-09-01,3.587
2019-10-01,3.275
2019-11-01,3.392
2019-12-01,3.381
2020-01-01,3.473
2020-02-01,3.614
2020-03-01,3.816
2020-04-01,NA
2020-05-01,4.157
2020-06-01,4.071
2020-07-01,3.93
2020-08-01,3.857
2020-09-01,3.704
2020-10-01,3.361
2020-11-01,3.646
2020-12-01,3.681
2021-01-01,3.711
2021-02-01,3.79
2021-03-01,3.76
2021-04-01,3.998
2021-05-01,4.092
2021-06-01,4.134
2021-07-01,4.06
2021-08-01,4.203
2021-09-01,4.118
2021-10-01,4.184
2021-11-01,4.059
2021-12-01,4.18
2022-01-01,4.137
2022-02-01,4.18
2022-03-01,4.187
2022-04-01,4.198
2022-05-01,4.037
2022-06-01,3.994
2022-07-01,4.17
2022-08-01,4.192
2022-09-01,4.126
2022-10-01,4.318
2022-11-01,4.181
2022-12-01,4.237
2023-01-01,3.896
2023-02-01,4.068
2023-03-01,4.049
2023-04-01,4.068
2023-05-01,4.003
2023-06-01,4.052
2023-07-01,4.001
2023-08-01,4.101
2023-09-01,4.106
2023-10-01,4.192
2023-11-01,3.911
