"Date","CP0300USM086NEST"
2011-12-01,97.22
2012-01-01,95.85
2012-02-01,96.91
2012-03-01,100.04
2012-04-01,101.2
2012-05-01,100.73
2012-06-01,98.67
2012-07-01,96.43
2012-08-01,97.23
2012-09-01,101.17
2012-10-01,103.36
2012-11-01,102.27
2012-12-01,99.24
2013-01-01,98.34
2013-02-01,99.59
2013-03-01,101.26
2013-04-01,101.8
2013-05-01,101.09
2013-06-01,99.56
2013-07-01,97.82
2013-08-01,99.16
2013-09-01,102.27
2013-10-01,103.45
2013-11-01,102.28
2013-12-01,100.04
2014-01-01,98.33
2014-02-01,99.37
2014-03-01,101.98
2014-04-01,102.65
2014-05-01,102.22
2014-06-01,100.85
2014-07-01,98.67
2014-08-01,99.53
2014-09-01,103.04
2014-10-01,104.42
2014-11-01,102.34
2014-12-01,98.52
2015-01-01,97.28
2015-02-01,98.85
2015-03-01,101.76
2015-04-01,102.09
2015-05-01,101.04
2015-06-01,99.32
2015-07-01,97.33
2015-08-01,98.77
2015-09-01,101.84
2015-10-01,102.72
2015-11-01,101.05
2015-12-01,97.94
2016-01-01,96.93
2016-02-01,99.46
2016-03-01,101.22
2016-04-01,101.56
2016-05-01,101.35
2016-06-01,99.67
2016-07-01,97.66
2016-08-01,98.92
2016-09-01,101.87
2016-10-01,103.38
2016-11-01,101.3
2016-12-01,97.81
2017-01-01,97.88
2017-02-01,100.02
2017-03-01,101.93
2017-04-01,101.77
2017-05-01,100.54
2017-06-01,99.14
2017-07-01,97.43
2017-08-01,98.6
2017-09-01,101.51
2017-10-01,102.72
2017-11-01,99.7
2017-12-01,96.2
2018-01-01,97.38
2018-02-01,100.64
2018-03-01,102.2
2018-04-01,102.89
2018-05-01,102.09
2018-06-01,99.9
2018-07-01,97.71
2018-08-01,97.51
2018-09-01,101.48
2018-10-01,102.7
2018-11-01,99.8
2018-12-01,96.54
2019-01-01,97.78
2019-02-01,100.45
2019-03-01,100.67
2019-04-01,100.31
2019-05-01,99.43
2019-06-01,98.68
2019-07-01,97.47
2019-08-01,98.83
2019-09-01,101.63
2019-10-01,100.92
2019-11-01,98.58
2019-12-01,95.81
2020-01-01,96.93
2020-02-01,99.79
2020-03-01,99.43
2020-04-01,95.33
2020-05-01,92.35
2020-06-01,92.31
2020-07-01,91.79
2020-08-01,93.45
2020-09-01,95.81
2020-10-01,95.8
2020-11-01,93.98
2020-12-01,92.31
2021-01-01,94.59
2021-02-01,96.51
2021-03-01,96.89
2021-04-01,96.8
2021-05-01,96.94
2021-06-01,96.5
2021-07-01,95.49
2021-08-01,97.21
2021-09-01,98.99
2021-10-01,99.88
2021-11-01,98.76
2021-12-01,97.8
2022-01-01,99.73
2022-02-01,103.12
2022-03-01,103.9
2022-04-01,102.68
2022-05-01,102.41
2022-06-01,102.08
2022-07-01,100.93
2022-08-01,102.65
2022-09-01,104.7
2022-10-01,104.53
2022-11-01,102.55
2022-12-01,100.8
2023-01-01,102.63
2023-02-01,106.25
2023-03-01,107.02
2023-04-01,106.09
2023-05-01,105.87
2023-06-01,104.93
2023-07-01,103.64
2023-08-01,105.64
2023-09-01,107.46
2023-10-01,107.3
