"Date","APU0400FD3101"
2011-07-01,3.494
2011-08-01,3.701
2011-09-01,3.692
2011-10-01,3.709
2011-11-01,3.768
2011-12-01,3.715
2012-01-01,3.814
2012-02-01,3.811
2012-03-01,3.829
2012-04-01,3.695
2012-05-01,3.665
2012-06-01,3.757
2012-07-01,3.777
2012-08-01,3.845
2012-09-01,3.707
2012-10-01,3.662
2012-11-01,3.681
2012-12-01,3.741
2013-01-01,3.596
2013-02-01,3.827
2013-03-01,3.749
2013-04-01,3.664
2013-05-01,3.638
2013-06-01,3.349
2013-07-01,3.636
2013-08-01,3.645
2013-09-01,3.581
2013-10-01,3.545
2013-11-01,4.109
2013-12-01,4.047
2014-01-01,4.119
2014-02-01,4.058
2014-03-01,4.061
2014-04-01,4.368
2014-05-01,4.385
2014-06-01,4.382
2014-07-01,4.191
2014-08-01,4.258
2014-09-01,4.35
2014-10-01,4.329
2014-11-01,4.367
2014-12-01,4.353
2015-01-01,4.295
2015-02-01,4.318
2015-03-01,3.969
2015-04-01,4.101
2015-05-01,4.029
2015-06-01,4.032
2015-07-01,4.252
2015-08-01,4.165
2015-09-01,4.031
2015-10-01,4.027
2015-11-01,4.05
2015-12-01,4.084
2016-01-01,3.874
2016-02-01,3.993
2016-03-01,4.048
2016-04-01,3.957
2016-05-01,3.881
2016-06-01,4.012
2016-07-01,3.998
2016-08-01,3.806
2016-09-01,3.683
2016-10-01,3.575
2016-11-01,3.61
2016-12-01,3.516
2017-01-01,3.429
2017-02-01,3.483
2017-03-01,3.551
2017-04-01,3.498
2017-05-01,3.404
2017-06-01,3.36
2017-07-01,3.399
2017-08-01,3.491
2017-09-01,3.5
2017-10-01,3.512
2017-11-01,3.498
2017-12-01,3.392
2018-01-01,3.326
2018-02-01,3.443
2018-03-01,3.263
2018-04-01,3.387
2018-05-01,3.347
2018-06-01,3.35
2018-07-01,3.486
2018-08-01,3.549
2018-09-01,3.278
2018-10-01,3.48
2018-11-01,3.488
2018-12-01,3.522
2019-01-01,3.536
2019-02-01,3.492
2019-03-01,3.411
2019-04-01,3.568
2019-05-01,3.578
2019-06-01,3.505
2019-07-01,3.697
2019-08-01,3.58
2019-09-01,3.628
2019-10-01,3.447
2019-11-01,3.556
2019-12-01,3.638
2020-01-01,3.357
2020-02-01,3.626
2020-03-01,3.44
2020-04-01,NA
2020-05-01,NA
2020-06-01,4.174
2020-07-01,3.838
2020-08-01,3.873
2020-09-01,3.968
2020-10-01,3.755
2020-11-01,3.871
2020-12-01,3.763
2021-01-01,3.815
2021-02-01,3.819
2021-03-01,3.98
2021-04-01,3.978
2021-05-01,3.916
2021-06-01,4.265
2021-07-01,4.193
2021-08-01,4.097
2021-09-01,4.121
2021-10-01,4.349
2021-11-01,4.148
2021-12-01,3.978
2022-01-01,3.895
2022-02-01,3.939
2022-03-01,4.004
2022-04-01,4.134
2022-05-01,4.101
2022-06-01,3.935
2022-07-01,3.945
2022-08-01,3.968
2022-09-01,3.902
2022-10-01,4.431
2022-11-01,4.532
2022-12-01,4.485
2023-01-01,4.181
2023-02-01,4.524
2023-03-01,4.487
2023-04-01,4.409
2023-05-01,4.383
2023-06-01,4.497
2023-07-01,4.521
2023-08-01,4.873
2023-09-01,4.776
2023-10-01,4.855
2023-11-01,4.658
