"Date","CUURA422SASL2RS"
2008-09-01,NA
2008-10-01,277.024
2008-11-01,NA
2008-12-01,272.58
2009-01-01,NA
2009-02-01,277.321
2009-03-01,NA
2009-04-01,279.14
2009-05-01,NA
2009-06-01,283.456
2009-07-01,NA
2009-08-01,284.998
2009-09-01,NA
2009-10-01,284.883
2009-11-01,NA
2009-12-01,283.236
2010-01-01,NA
2010-02-01,289.182
2010-03-01,NA
2010-04-01,293.631
2010-05-01,NA
2010-06-01,295.7
2010-07-01,NA
2010-08-01,294.03
2010-09-01,NA
2010-10-01,292.724
2010-11-01,NA
2010-12-01,291.033
2011-01-01,NA
2011-02-01,293.892
2011-03-01,NA
2011-04-01,296.071
2011-05-01,NA
2011-06-01,297.973
2011-07-01,NA
2011-08-01,299.782
2011-09-01,NA
2011-10-01,299.416
2011-11-01,NA
2011-12-01,296.903
2012-01-01,NA
2012-02-01,299.248
2012-03-01,NA
2012-04-01,302.155
2012-05-01,NA
2012-06-01,304.426
2012-07-01,NA
2012-08-01,306.748
2012-09-01,NA
2012-10-01,306.891
2012-11-01,NA
2012-12-01,306.041
2013-01-01,NA
2013-02-01,308.253
2013-03-01,NA
2013-04-01,308.039
2013-05-01,NA
2013-06-01,311.23
2013-07-01,NA
2013-08-01,313.778
2013-09-01,NA
2013-10-01,314.847
2013-11-01,NA
2013-12-01,312.791
2014-01-01,NA
2014-02-01,316.819
2014-03-01,NA
2014-04-01,319.058
2014-05-01,NA
2014-06-01,324.229
2014-07-01,NA
2014-08-01,321.638
2014-09-01,NA
2014-10-01,325.352
2014-11-01,NA
2014-12-01,323.957
2015-01-01,NA
2015-02-01,326.516
2015-03-01,NA
2015-04-01,330.358
2015-05-01,NA
2015-06-01,332.49
2015-07-01,NA
2015-08-01,330.741
2015-09-01,NA
2015-10-01,331.912
2015-11-01,NA
2015-12-01,329.655
2016-01-01,NA
2016-02-01,333.623
2016-03-01,NA
2016-04-01,335.571
2016-05-01,NA
2016-06-01,337.656
2016-07-01,NA
2016-08-01,340.199
2016-09-01,NA
2016-10-01,339.344
2016-11-01,NA
2016-12-01,336.962
2017-01-01,NA
2017-02-01,337.052
2017-03-01,NA
2017-04-01,341.58
2017-05-01,NA
2017-06-01,344.804
2017-07-01,NA
2017-08-01,341.512
2017-09-01,NA
2017-10-01,345.126
2017-11-01,NA
2017-12-01,343.863
2018-01-01,NA
2018-02-01,350.606
2018-03-01,NA
2018-04-01,352.323
2018-05-01,NA
2018-06-01,355.743
2018-07-01,NA
2018-08-01,358.203
2018-09-01,NA
2018-10-01,362.295
2018-11-01,NA
2018-12-01,363.173
2019-01-01,NA
2019-02-01,364.031
2019-03-01,NA
2019-04-01,370.732
2019-05-01,NA
2019-06-01,372.718
2019-07-01,NA
2019-08-01,373.629
2019-09-01,NA
2019-10-01,377.573
2019-11-01,NA
2019-12-01,377.741
2020-01-01,NA
2020-02-01,379.913
2020-03-01,NA
2020-04-01,376.932
2020-05-01,NA
2020-06-01,378.443
2020-07-01,NA
2020-08-01,378.324
2020-09-01,NA
2020-10-01,383.125
2020-11-01,NA
2020-12-01,383.574
2021-01-01,NA
2021-02-01,387.224
2021-03-01,NA
2021-04-01,392.789
2021-05-01,NA
2021-06-01,395.266
2021-07-01,NA
2021-08-01,393.355
2021-09-01,NA
2021-10-01,400.518
2021-11-01,NA
2021-12-01,400.231
2022-01-01,NA
2022-02-01,405.976
2022-03-01,NA
2022-04-01,415.532
2022-05-01,NA
2022-06-01,425.314
2022-07-01,NA
2022-08-01,421.685
2022-09-01,NA
2022-10-01,425.089
2022-11-01,NA
2022-12-01,424.773
2023-01-01,NA
2023-02-01,435.94
2023-03-01,NA
2023-04-01,434.426
2023-05-01,NA
2023-06-01,434.681
2023-07-01,NA
2023-08-01,441.08
2023-09-01,NA
2023-10-01,444.924
