"Date","CUSR0000SANL1"
2006-09-01,179.7
2006-10-01,172.7
2006-11-01,172.2
2006-12-01,176.6
2007-01-01,175.444
2007-02-01,176.742
2007-03-01,179.892
2007-04-01,181.105
2007-05-01,184.414
2007-06-01,184.502
2007-07-01,184.935
2007-08-01,183.369
2007-09-01,185.649
2007-10-01,186.348
2007-11-01,192.523
2007-12-01,193.576
2008-01-01,194.576
2008-02-01,195.489
2008-03-01,196.662
2008-04-01,196.557
2008-05-01,201.024
2008-06-01,209.352
2008-07-01,212.769
2008-08-01,208.549
2008-09-01,208.46
2008-10-01,197.848
2008-11-01,177.599
2008-12-01,168.291
2009-01-01,169.618
2009-02-01,173.889
2009-03-01,171.891
2009-04-01,172.361
2009-05-01,174.258
2009-06-01,183.772
2009-07-01,183.873
2009-08-01,187.126
2009-09-01,188.561
2009-10-01,189.469
2009-11-01,191.887
2009-12-01,191.805
2010-01-01,193.12
2010-02-01,191.493
2010-03-01,190.683
2010-04-01,189.894
2010-05-01,188.858
2010-06-01,188.076
2010-07-01,189.279
2010-08-01,190.213
2010-09-01,190.814
2010-10-01,194.562
2010-11-01,196.278
2010-12-01,200.363
2011-01-01,201.657
2011-02-01,202.683
2011-03-01,206.557
2011-04-01,210.759
2011-05-01,212.722
2011-06-01,210.456
2011-07-01,210.83
2011-08-01,211.649
2011-09-01,212.157
2011-10-01,211.568
2011-11-01,212.69
2011-12-01,211.139
2012-01-01,212.665
2012-02-01,214.908
2012-03-01,216.785
2012-04-01,217.39
2012-05-01,213.364
2012-06-01,210.212
2012-07-01,209.187
2012-08-01,214.786
2012-09-01,218.947
2012-10-01,220.366
2012-11-01,216.123
2012-12-01,213.94
2013-01-01,213.963
2013-02-01,219.214
2013-03-01,214.958
2013-04-01,211.595
2013-05-01,211.367
2013-06-01,212.681
2013-07-01,213.207
2013-08-01,214.328
2013-09-01,212.754
2013-10-01,212.142
2013-11-01,212.179
2013-12-01,214.142
2014-01-01,215.109
2014-02-01,214.536
2014-03-01,213.429
2014-04-01,214.904
2014-05-01,214.341
2014-06-01,214.396
2014-07-01,214.39
2014-08-01,212.173
2014-09-01,210.954
2014-10-01,209.554
2014-11-01,206.004
2014-12-01,199.75
2015-01-01,189.931
2015-02-01,191.181
2015-03-01,193.702
2015-04-01,192.206
2015-05-01,195.284
2015-06-01,195.86
2015-07-01,197.001
2015-08-01,194.899
2015-09-01,189.736
2015-10-01,189.861
2015-11-01,190.069
2015-12-01,188.028
2016-01-01,185.701
2016-02-01,181.737
2016-03-01,183.309
2016-04-01,185.063
2016-05-01,186.106
2016-06-01,187.877
2016-07-01,186.393
2016-08-01,186.739
2016-09-01,188.475
2016-10-01,190.949
2016-11-01,190.825
2016-12-01,193.125
2017-01-01,195.045
2017-02-01,194.37
2017-03-01,193.372
2017-04-01,193.249
2017-05-01,189.878
2017-06-01,189.278
2017-07-01,188.756
2017-08-01,191.762
2017-09-01,197.843
2017-10-01,196.196
2017-11-01,198.067
2017-12-01,197.873
2018-01-01,199.162
2018-02-01,201.625
2018-03-01,199.751
2018-04-01,201.478
2018-05-01,203.407
2018-06-01,204.005
2018-07-01,203.334
2018-08-01,202.922
2018-09-01,203.909
2018-10-01,205.189
2018-11-01,201.23
2018-12-01,197.04
2019-01-01,193.847
2019-02-01,196.285
2019-03-01,198.329
2019-04-01,202.41
2019-05-01,202.213
2019-06-01,200.291
2019-07-01,200.874
2019-08-01,199.68
2019-09-01,199.238
2019-10-01,200.59
2019-11-01,200.791
2019-12-01,202.573
2020-01-01,201.672
2020-02-01,200.615
2020-03-01,192.666
2020-04-01,182.353
2020-05-01,179.398
2020-06-01,184.745
2020-07-01,186.733
2020-08-01,188.922
2020-09-01,189.579
2020-10-01,188.878
2020-11-01,188.832
2020-12-01,193.345
2021-01-01,197.098
2021-02-01,200.413
2021-03-01,201.669
2021-04-01,203.196
2021-05-01,203.673
2021-06-01,206.124
2021-07-01,207.278
2021-08-01,210.697
2021-09-01,212.072
2021-10-01,215.62
2021-11-01,219.203
2021-12-01,222.359
2022-01-01,223.421
2022-02-01,228.095
2022-03-01,236.83
2022-04-01,236.434
2022-05-01,241.264
2022-06-01,251.412
2022-07-01,243.783
2022-08-01,237.278
2022-09-01,234.342
2022-10-01,237.455
2022-11-01,236.673
2022-12-01,231.557
2023-01-01,233.74
2023-02-01,235.137
2023-03-01,230.108
2023-04-01,233.365
2023-05-01,230.173
2023-06-01,231.22
2023-07-01,230.852
2023-08-01,238.721
2023-09-01,240.643
2023-10-01,237.208
2023-11-01,232.762
