"Date","APUS23A7471A"
1989-04-01,1.178
1989-05-01,1.239
1989-06-01,1.228
1989-07-01,1.206
1989-08-01,1.172
1989-09-01,1.165
1989-10-01,1.183
1989-11-01,1.159
1989-12-01,1.136
1990-01-01,1.236
1990-02-01,1.212
1990-03-01,1.173
1990-04-01,1.233
1990-05-01,1.25
1990-06-01,1.282
1990-07-01,1.258
1990-08-01,1.374
1990-09-01,1.425
1990-10-01,1.534
1990-11-01,1.531
1990-12-01,1.502
1991-01-01,1.398
1991-02-01,1.309
1991-03-01,1.236
1991-04-01,1.247
1991-05-01,1.317
1991-06-01,1.332
1991-07-01,1.289
1991-08-01,1.318
1991-09-01,1.302
1991-10-01,1.258
1991-11-01,1.283
1991-12-01,1.271
1992-01-01,1.209
1992-02-01,1.165
1992-03-01,1.13
1992-04-01,1.163
1992-05-01,1.231
1992-06-01,1.276
1992-07-01,1.246
1992-08-01,1.219
1992-09-01,1.242
1992-10-01,1.271
1992-11-01,1.272
1992-12-01,1.238
1993-01-01,1.196
1993-02-01,1.193
1993-03-01,1.194
1993-04-01,1.234
1993-05-01,1.258
1993-06-01,1.241
1993-07-01,1.198
1993-08-01,1.178
1993-09-01,1.159
1993-10-01,1.196
1993-11-01,1.179
1993-12-01,1.129
1994-01-01,1.114
1994-02-01,1.147
1994-03-01,1.132
1994-04-01,1.17
1994-05-01,1.199
1994-06-01,1.244
1994-07-01,1.288
1994-08-01,1.34
1994-09-01,1.332
1994-10-01,1.281
1994-11-01,1.277
1994-12-01,1.278
1995-01-01,1.269
1995-02-01,1.25
1995-03-01,1.231
1995-04-01,1.273
1995-05-01,1.337
1995-06-01,1.374
1995-07-01,1.334
1995-08-01,1.289
1995-09-01,1.275
1995-10-01,1.247
1995-11-01,1.219
1995-12-01,1.241
1996-01-01,1.264
1996-02-01,1.257
1996-03-01,1.333
1996-04-01,1.394
1996-05-01,1.446
1996-06-01,1.433
1996-07-01,1.394
1996-08-01,1.35
1996-09-01,1.36
1996-10-01,1.37
1996-11-01,1.434
1996-12-01,1.444
1997-01-01,1.434
1997-02-01,1.392
1997-03-01,1.339
1997-04-01,1.312
1997-05-01,1.354
1997-06-01,1.373
1997-07-01,1.352
1997-08-01,1.404
1997-09-01,1.376
1997-10-01,1.313
1997-11-01,1.292
1997-12-01,1.268
1998-01-01,1.192
1998-02-01,1.163
1998-03-01,1.146
1998-04-01,1.173
1998-05-01,1.242
1998-06-01,1.256
1998-07-01,1.244
1998-08-01,1.211
1998-09-01,1.186
1998-10-01,1.201
1998-11-01,1.163
1998-12-01,1.104
1999-01-01,1.108
1999-02-01,1.068
1999-03-01,1.136
1999-04-01,1.242
1999-05-01,1.274
1999-06-01,1.26
1999-07-01,1.297
1999-08-01,1.335
1999-09-01,1.394
1999-10-01,1.372
1999-11-01,1.374
1999-12-01,1.387
2000-01-01,1.431
2000-02-01,1.534
2000-03-01,1.639
2000-04-01,1.578
2000-05-01,1.778
2000-06-01,2.175
2000-07-01,1.655
2000-08-01,1.465
2000-09-01,1.609
2000-10-01,1.595
2000-11-01,1.628
2000-12-01,1.542
2001-01-01,1.636
2001-02-01,1.585
2001-03-01,1.477
2001-04-01,1.825
2001-05-01,2.058
2001-06-01,1.875
2001-07-01,1.486
2001-08-01,1.62
2001-09-01,1.912
2001-10-01,1.544
2001-11-01,1.311
2001-12-01,1.25
2002-01-01,1.221
2002-02-01,1.208
2002-03-01,1.432
2002-04-01,1.612
2002-05-01,1.618
2002-06-01,1.617
2002-07-01,1.577
2002-08-01,1.606
2002-09-01,1.594
2002-10-01,1.655
2002-11-01,1.594
2002-12-01,1.448
2003-01-01,1.547
2003-02-01,1.732
2003-03-01,1.797
2003-04-01,1.626
2003-05-01,1.599
2003-06-01,1.655
2003-07-01,1.617
2003-08-01,1.727
2003-09-01,1.81
2003-10-01,1.69
2003-11-01,1.639
2003-12-01,1.588
2004-01-01,1.73
2004-02-01,1.756
2004-03-01,1.8
2004-04-01,1.946
2004-05-01,2.153
2004-06-01,2.07
2004-07-01,1.981
2004-08-01,1.981
2004-09-01,1.933
2004-10-01,2.118
2004-11-01,2.062
2004-12-01,1.924
2005-01-01,1.899
2005-02-01,1.973
2005-03-01,2.119
2005-04-01,2.336
2005-05-01,2.248
2005-06-01,2.251
2005-07-01,2.402
2005-08-01,2.669
2005-09-01,2.951
2005-10-01,2.763
2005-11-01,2.379
2005-12-01,2.27
2006-01-01,2.403
2006-02-01,2.331
2006-03-01,2.5
2006-04-01,2.843
2006-05-01,2.968
2006-06-01,3.029
2006-07-01,3.236
2006-08-01,3.227
2006-09-01,2.757
2006-10-01,2.33
2006-11-01,2.31
2006-12-01,2.381
2007-01-01,2.252
2007-02-01,2.372
2007-03-01,2.575
2007-04-01,2.934
2007-05-01,3.467
2007-06-01,3.419
2007-07-01,3.266
2007-08-01,3.064
2007-09-01,3.161
2007-10-01,2.941
2007-11-01,3.143
2007-12-01,3.088
2008-01-01,3.161
2008-02-01,3.118
2008-03-01,3.315
2008-04-01,3.616
2008-05-01,3.967
2008-06-01,4.217
2008-07-01,4.254
2008-08-01,4.049
2008-09-01,4.017
2008-10-01,3.45
2008-11-01,2.347
2008-12-01,1.755
2009-01-01,1.966
2009-02-01,1.991
2009-03-01,2.061
2009-04-01,2.186
2009-05-01,2.533
2009-06-01,2.862
2009-07-01,2.688
2009-08-01,2.747
2009-09-01,2.639
2009-10-01,2.658
2009-11-01,2.792
2009-12-01,2.712
2010-01-01,2.859
2010-02-01,2.781
2010-03-01,2.906
2010-04-01,3.087
2010-05-01,3.115
2010-06-01,2.934
2010-07-01,2.914
2010-08-01,2.907
2010-09-01,2.924
2010-10-01,2.966
2010-11-01,3.025
2010-12-01,3.167
2011-01-01,3.284
2011-02-01,3.368
2011-03-01,3.7
2011-04-01,4.125
2011-05-01,4.36
2011-06-01,4.131
2011-07-01,3.99
2011-08-01,3.966
2011-09-01,3.905
2011-10-01,3.561
2011-11-01,3.583
2011-12-01,3.432
2012-01-01,3.618
2012-02-01,3.635
2012-03-01,4.215
2012-04-01,4.278
2012-05-01,4.161
2012-06-01,3.903
2012-07-01,3.747
2012-08-01,4.22
2012-09-01,4.278
2012-10-01,3.962
2012-11-01,3.661
2012-12-01,3.541
2013-01-01,3.458
2013-02-01,3.934
2013-03-01,3.976
2013-04-01,3.982
2013-05-01,4.251
2013-06-01,4.312
2013-07-01,4.001
2013-08-01,3.874
2013-09-01,3.83
2013-10-01,NA
2013-11-01,3.436
2013-12-01,3.396
2014-01-01,3.545
2014-02-01,3.603
2014-03-01,3.919
2014-04-01,4.044
2014-05-01,3.92
2014-06-01,4.051
2014-07-01,3.769
2014-08-01,3.635
2014-09-01,3.671
2014-10-01,3.366
2014-11-01,3.063
2014-12-01,2.637
2015-01-01,2.14
2015-02-01,2.425
2015-03-01,2.664
2015-04-01,2.737
2015-05-01,2.942
2015-06-01,3.189
2015-07-01,3.029
2015-08-01,3.115
2015-09-01,2.737
2015-10-01,2.658
2015-11-01,2.332
2015-12-01,2.129
2016-01-01,1.992
2016-02-01,1.71
2016-03-01,2.095
2016-04-01,2.331
2016-05-01,2.499
2016-06-01,2.708
2016-07-01,2.403
2016-08-01,2.39
2016-09-01,2.415
2016-10-01,2.419
2016-11-01,2.242
2016-12-01,2.433
2017-01-01,2.556
2017-02-01,2.42
2017-03-01,2.456
2017-04-01,2.653
2017-05-01,2.538
2017-06-01,2.452
2017-07-01,2.487
2017-08-01,2.556
2017-09-01,2.688
2017-10-01,2.65
2017-11-01,2.848
2017-12-01,2.69
2018-01-01,2.793
2018-02-01,2.697
2018-03-01,2.742
2018-04-01,2.953
2018-05-01,3.132
2018-06-01,3.067
2018-07-01,2.998
2018-08-01,2.971
2018-09-01,2.99
2018-10-01,2.904
2018-11-01,2.541
2018-12-01,2.309
2019-01-01,2.216
2019-02-01,2.411
2019-03-01,2.761
2019-04-01,3.066
2019-05-01,3.166
2019-06-01,2.994
2019-07-01,3.095
2019-08-01,2.863
2019-09-01,2.796
2019-10-01,2.733
2019-11-01,2.676
2019-12-01,2.638
2020-01-01,2.682
2020-02-01,2.629
2020-03-01,2.366
2020-04-01,1.936
2020-05-01,2.166
2020-06-01,2.341
2020-07-01,2.37
2020-08-01,2.357
2020-09-01,2.312
2020-10-01,2.253
2020-11-01,2.176
2020-12-01,2.29
2021-01-01,2.472
2021-02-01,2.663
2021-03-01,2.963
2021-04-01,3.072
2021-05-01,3.223
2021-06-01,3.488
2021-07-01,3.543
2021-08-01,3.531
2021-09-01,3.534
2021-10-01,3.641
2021-11-01,3.697
2021-12-01,3.558
2022-01-01,3.565
2022-02-01,3.796
2022-03-01,4.562
2022-04-01,4.546
2022-05-01,5.027
2022-06-01,5.814
2022-07-01,5.364
2022-08-01,4.659
2022-09-01,4.327
2022-10-01,4.513
2022-11-01,4.3
2022-12-01,3.542
2023-01-01,3.658
2023-02-01,3.725
2023-03-01,3.821
2023-04-01,4.25
2023-05-01,4.231
2023-06-01,4.319
2023-07-01,4.172
2023-08-01,4.388
2023-09-01,4.169
2023-10-01,3.804
2023-11-01,3.664
