"Date","CUURA423SAH1"
1962-01-01,NA
1962-02-01,23
1962-03-01,NA
1962-04-01,NA
1962-05-01,23
1962-06-01,NA
1962-07-01,NA
1962-08-01,23.2
1962-09-01,NA
1962-10-01,NA
1962-11-01,23.1
1962-12-01,NA
1963-01-01,NA
1963-02-01,23
1963-03-01,NA
1963-04-01,NA
1963-05-01,23.2
1963-06-01,NA
1963-07-01,NA
1963-08-01,24.1
1963-09-01,NA
1963-10-01,NA
1963-11-01,24.5
1963-12-01,NA
1964-01-01,NA
1964-02-01,24.3
1964-03-01,NA
1964-04-01,NA
1964-05-01,24.1
1964-06-01,NA
1964-07-01,NA
1964-08-01,24.6
1964-09-01,NA
1964-10-01,NA
1964-11-01,24.5
1964-12-01,NA
1965-01-01,NA
1965-02-01,24.4
1965-03-01,NA
1965-04-01,NA
1965-05-01,24.3
1965-06-01,NA
1965-07-01,NA
1965-08-01,24.5
1965-09-01,NA
1965-10-01,NA
1965-11-01,24.7
1965-12-01,NA
1966-01-01,NA
1966-02-01,24.6
1966-03-01,NA
1966-04-01,NA
1966-05-01,24.9
1966-06-01,NA
1966-07-01,NA
1966-08-01,25.4
1966-09-01,NA
1966-10-01,NA
1966-11-01,25.7
1966-12-01,NA
1967-01-01,NA
1967-02-01,26.1
1967-03-01,NA
1967-04-01,NA
1967-05-01,26.2
1967-06-01,NA
1967-07-01,NA
1967-08-01,26.9
1967-09-01,NA
1967-10-01,NA
1967-11-01,27.2
1967-12-01,NA
1968-01-01,NA
1968-02-01,27.7
1968-03-01,NA
1968-04-01,NA
1968-05-01,27.8
1968-06-01,NA
1968-07-01,NA
1968-08-01,29
1968-09-01,NA
1968-10-01,NA
1968-11-01,29.6
1968-12-01,NA
1969-01-01,NA
1969-02-01,30.3
1969-03-01,NA
1969-04-01,NA
1969-05-01,30.9
1969-06-01,NA
1969-07-01,NA
1969-08-01,31.6
1969-09-01,NA
1969-10-01,NA
1969-11-01,31.9
1969-12-01,NA
1970-01-01,NA
1970-02-01,32.6
1970-03-01,NA
1970-04-01,NA
1970-05-01,33.3
1970-06-01,NA
1970-07-01,NA
1970-08-01,33.6
1970-09-01,NA
1970-10-01,NA
1970-11-01,33.5
1970-12-01,NA
1971-01-01,NA
1971-02-01,32.6
1971-03-01,NA
1971-04-01,NA
1971-05-01,32.3
1971-06-01,NA
1971-07-01,NA
1971-08-01,33.5
1971-09-01,NA
1971-10-01,NA
1971-11-01,33.4
1971-12-01,NA
1972-01-01,NA
1972-02-01,34.1
1972-03-01,NA
1972-04-01,NA
1972-05-01,33.5
1972-06-01,NA
1972-07-01,NA
1972-08-01,34
1972-09-01,NA
1972-10-01,NA
1972-11-01,34.4
1972-12-01,NA
1973-01-01,NA
1973-02-01,34.5
1973-03-01,NA
1973-04-01,NA
1973-05-01,35.8
1973-06-01,NA
1973-07-01,NA
1973-08-01,36.5
1973-09-01,NA
1973-10-01,NA
1973-11-01,38
1973-12-01,NA
1974-01-01,NA
1974-02-01,39.3
1974-03-01,NA
1974-04-01,NA
1974-05-01,39
1974-06-01,NA
1974-07-01,NA
1974-08-01,40.6
1974-09-01,NA
1974-10-01,NA
1974-11-01,42.7
1974-12-01,NA
1975-01-01,NA
1975-02-01,44
1975-03-01,NA
1975-04-01,NA
1975-05-01,44.8
1975-06-01,NA
1975-07-01,NA
1975-08-01,45.7
1975-09-01,NA
1975-10-01,NA
1975-11-01,46.5
1975-12-01,NA
1976-01-01,NA
1976-02-01,47.5
1976-03-01,NA
1976-04-01,NA
1976-05-01,46.5
1976-06-01,NA
1976-07-01,NA
1976-08-01,48.6
1976-09-01,NA
1976-10-01,NA
1976-11-01,49.1
1976-12-01,NA
1977-01-01,NA
1977-02-01,49.6
1977-03-01,NA
1977-04-01,NA
1977-05-01,52.6
1977-06-01,NA
1977-07-01,NA
1977-08-01,54.3
1977-09-01,NA
1977-10-01,NA
1977-11-01,55.4
1977-12-01,NA
1978-01-01,56.4
1978-02-01,NA
1978-03-01,57.7
1978-04-01,NA
1978-05-01,60.5
1978-06-01,NA
1978-07-01,61.1
1978-08-01,NA
1978-09-01,65
1978-10-01,NA
1978-11-01,65.9
1978-12-01,NA
1979-01-01,63.1
1979-02-01,NA
1979-03-01,64.3
1979-04-01,NA
1979-05-01,65.9
1979-06-01,NA
1979-07-01,68.2
1979-08-01,NA
1979-09-01,70.3
1979-10-01,NA
1979-11-01,72
1979-12-01,NA
1980-01-01,76.7
1980-02-01,NA
1980-03-01,79.7
1980-04-01,NA
1980-05-01,83.3
1980-06-01,NA
1980-07-01,86.7
1980-08-01,NA
1980-09-01,86.2
1980-10-01,NA
1980-11-01,88.6
1980-12-01,NA
1981-01-01,88.4
1981-02-01,NA
1981-03-01,89.8
1981-04-01,NA
1981-05-01,91.2
1981-06-01,NA
1981-07-01,95.3
1981-08-01,NA
1981-09-01,98.6
1981-10-01,NA
1981-11-01,97.5
1981-12-01,NA
1982-01-01,101.8
1982-02-01,NA
1982-03-01,99.7
1982-04-01,NA
1982-05-01,104
1982-06-01,NA
1982-07-01,97.8
1982-08-01,NA
1982-09-01,102
1982-10-01,NA
1982-11-01,97
1982-12-01,NA
1983-01-01,97
1983-02-01,NA
1983-03-01,96.7
1983-04-01,NA
1983-05-01,97
1983-06-01,NA
1983-07-01,99.7
1983-08-01,NA
1983-09-01,99.5
1983-10-01,NA
1983-11-01,98.6
1983-12-01,NA
1984-01-01,99.3
1984-02-01,NA
1984-03-01,100.3
1984-04-01,NA
1984-05-01,101.1
1984-06-01,NA
1984-07-01,101.9
1984-08-01,NA
1984-09-01,102.6
1984-10-01,NA
1984-11-01,103.6
1984-12-01,NA
1985-01-01,103.5
1985-02-01,NA
1985-03-01,103.6
1985-04-01,NA
1985-05-01,104.9
1985-06-01,NA
1985-07-01,106.5
1985-08-01,NA
1985-09-01,106.1
1985-10-01,NA
1985-11-01,107.5
1985-12-01,NA
1986-01-01,108.7
1986-02-01,NA
1986-03-01,109.4
1986-04-01,NA
1986-05-01,109.9
1986-06-01,NA
1986-07-01,109.7
1986-08-01,NA
1986-09-01,111.3
1986-10-01,NA
1986-11-01,110.8
1986-12-01,111.1
1987-01-01,NA
1987-02-01,NA
1987-03-01,NA
1987-04-01,NA
1987-05-01,NA
1987-06-01,NA
1987-07-01,NA
1987-08-01,NA
1987-09-01,NA
1987-10-01,NA
1987-11-01,NA
1987-12-01,NA
1988-01-01,NA
1988-02-01,NA
1988-03-01,NA
1988-04-01,NA
1988-05-01,NA
1988-06-01,NA
1988-07-01,NA
1988-08-01,NA
1988-09-01,NA
1988-10-01,NA
1988-11-01,NA
1988-12-01,NA
1989-01-01,NA
1989-02-01,NA
1989-03-01,NA
1989-04-01,NA
1989-05-01,NA
1989-06-01,NA
1989-07-01,NA
1989-08-01,NA
1989-09-01,NA
1989-10-01,NA
1989-11-01,NA
1989-12-01,NA
1990-01-01,NA
1990-02-01,NA
1990-03-01,NA
1990-04-01,NA
1990-05-01,NA
1990-06-01,NA
1990-07-01,NA
1990-08-01,NA
1990-09-01,NA
1990-10-01,NA
1990-11-01,NA
1990-12-01,NA
1991-01-01,NA
1991-02-01,NA
1991-03-01,NA
1991-04-01,NA
1991-05-01,NA
1991-06-01,NA
1991-07-01,NA
1991-08-01,NA
1991-09-01,NA
1991-10-01,NA
1991-11-01,NA
1991-12-01,NA
1992-01-01,NA
1992-02-01,NA
1992-03-01,NA
1992-04-01,NA
1992-05-01,NA
1992-06-01,NA
1992-07-01,NA
1992-08-01,NA
1992-09-01,NA
1992-10-01,NA
1992-11-01,NA
1992-12-01,NA
1993-01-01,NA
1993-02-01,NA
1993-03-01,NA
1993-04-01,NA
1993-05-01,NA
1993-06-01,NA
1993-07-01,NA
1993-08-01,NA
1993-09-01,NA
1993-10-01,NA
1993-11-01,NA
1993-12-01,NA
1994-01-01,NA
1994-02-01,NA
1994-03-01,NA
1994-04-01,NA
1994-05-01,NA
1994-06-01,NA
1994-07-01,NA
1994-08-01,NA
1994-09-01,NA
1994-10-01,NA
1994-11-01,NA
1994-12-01,NA
1995-01-01,NA
1995-02-01,NA
1995-03-01,NA
1995-04-01,NA
1995-05-01,NA
1995-06-01,NA
1995-07-01,NA
1995-08-01,NA
1995-09-01,NA
1995-10-01,NA
1995-11-01,NA
1995-12-01,NA
1996-01-01,NA
1996-02-01,NA
1996-03-01,NA
1996-04-01,NA
1996-05-01,NA
1996-06-01,NA
1996-07-01,NA
1996-08-01,NA
1996-09-01,NA
1996-10-01,NA
1996-11-01,NA
1996-12-01,NA
1997-01-01,NA
1997-02-01,NA
1997-03-01,NA
1997-04-01,NA
1997-05-01,NA
1997-06-01,NA
1997-07-01,NA
1997-08-01,NA
1997-09-01,NA
1997-10-01,NA
1997-11-01,NA
1997-12-01,181.3
1998-01-01,181.7
1998-02-01,182.8
1998-03-01,184
1998-04-01,185
1998-05-01,186.6
1998-06-01,187.5
1998-07-01,189.4
1998-08-01,189.1
1998-09-01,189.8
1998-10-01,190.3
1998-11-01,190.6
1998-12-01,191.4
1999-01-01,191.8
1999-02-01,192.7
1999-03-01,193.1
1999-04-01,193.9
1999-05-01,195.4
1999-06-01,196.6
1999-07-01,197.2
1999-08-01,197.8
1999-09-01,197.5
1999-10-01,197.5
1999-11-01,196.7
1999-12-01,197.3
2000-01-01,198.8
2000-02-01,199
2000-03-01,199.4
2000-04-01,200.9
2000-05-01,202.6
2000-06-01,204.3
2000-07-01,205.2
2000-08-01,205.9
2000-09-01,206.2
2000-10-01,205.8
2000-11-01,205.5
2000-12-01,205.2
2001-01-01,206.1
2001-02-01,208
2001-03-01,208.3
2001-04-01,210.7
2001-05-01,211.9
2001-06-01,213.1
2001-07-01,214.3
2001-08-01,216.4
2001-09-01,216.6
2001-10-01,215.6
2001-11-01,215.6
2001-12-01,215.4
2002-01-01,215.9
2002-02-01,217.1
2002-03-01,215.9
2002-04-01,217.2
2002-05-01,216.7
2002-06-01,218.7
2002-07-01,219.7
2002-08-01,219.1
2002-09-01,221
2002-10-01,219.3
2002-11-01,219
2002-12-01,217.6
2003-01-01,217
2003-02-01,216.6
2003-03-01,216
2003-04-01,217.4
2003-05-01,217.3
2003-06-01,220
2003-07-01,221.2
2003-08-01,222.1
2003-09-01,220.6
2003-10-01,219.6
2003-11-01,217.2
2003-12-01,216.1
2004-01-01,217.1
2004-02-01,216.8
2004-03-01,217.4
2004-04-01,217.8
2004-05-01,217.7
2004-06-01,216.6
2004-07-01,216.7
2004-08-01,217.4
2004-09-01,219.8
2004-10-01,218.6
2004-11-01,215.2
2004-12-01,217.5
2005-01-01,218.2
2005-02-01,220.6
2005-03-01,221.1
2005-04-01,221.2
2005-05-01,220.6
2005-06-01,220
2005-07-01,220.8
2005-08-01,221.1
2005-09-01,224.2
2005-10-01,225
2005-11-01,222.6
2005-12-01,223.7
2006-01-01,225.5
2006-02-01,230.1
2006-03-01,229.3
2006-04-01,232.3
2006-05-01,232.4
2006-06-01,231.4
2006-07-01,234.2
2006-08-01,234.2
2006-09-01,237.4
2006-10-01,238.5
2006-11-01,236
2006-12-01,235.4
2007-01-01,241.109
2007-02-01,241.252
2007-03-01,241.785
2007-04-01,244.101
2007-05-01,242.837
2007-06-01,241.853
2007-07-01,245.161
2007-08-01,247.461
2007-09-01,248.988
2007-10-01,250.198
2007-11-01,249.66
2007-12-01,250.315
2008-01-01,254.474
2008-02-01,255.858
2008-03-01,256.801
2008-04-01,257.1
2008-05-01,257.815
2008-06-01,260.201
2008-07-01,261.29
2008-08-01,261.099
2008-09-01,263.504
2008-10-01,263.507
2008-11-01,266.085
2008-12-01,265.504
2009-01-01,267.324
2009-02-01,267.854
2009-03-01,267.341
2009-04-01,267.051
2009-05-01,267.346
2009-06-01,266.934
2009-07-01,266.288
2009-08-01,266.995
2009-09-01,265.362
2009-10-01,264.107
2009-11-01,261.414
2009-12-01,263.129
2010-01-01,262.047
2010-02-01,260.123
2010-03-01,259.45
2010-04-01,258.009
2010-05-01,257.607
2010-06-01,257.926
2010-07-01,257.981
2010-08-01,259.78
2010-09-01,258.755
2010-10-01,258.172
2010-11-01,258.645
2010-12-01,258.724
2011-01-01,259.602
2011-02-01,261.091
2011-03-01,261.558
2011-04-01,258.375
2011-05-01,259.461
2011-06-01,259.594
2011-07-01,262.339
2011-08-01,262.607
2011-09-01,262.238
2011-10-01,265.715
2011-11-01,266.027
2011-12-01,266.38
2012-01-01,266.364
2012-02-01,266.801
2012-03-01,267.145
2012-04-01,267.551
2012-05-01,267.641
2012-06-01,269.654
2012-07-01,271.109
2012-08-01,272.136
2012-09-01,271.017
2012-10-01,271.785
2012-11-01,271.607
2012-12-01,271.891
2013-01-01,272.326
2013-02-01,272.524
2013-03-01,273.389
2013-04-01,274.503
2013-05-01,276.224
2013-06-01,277.912
2013-07-01,279.597
2013-08-01,280.95
2013-09-01,279.885
2013-10-01,281.156
2013-11-01,282.505
2013-12-01,283.142
2014-01-01,283.873
2014-02-01,285.619
2014-03-01,287.313
2014-04-01,288.42
2014-05-01,289.93
2014-06-01,292.035
2014-07-01,293.733
2014-08-01,293.361
2014-09-01,293.37
2014-10-01,295.754
2014-11-01,296.16
2014-12-01,297.672
2015-01-01,297.918
2015-02-01,299.053
2015-03-01,300.628
2015-04-01,301.863
2015-05-01,304.249
2015-06-01,307.976
2015-07-01,308.826
2015-08-01,309.149
2015-09-01,308.765
2015-10-01,310.82
2015-11-01,311.31
2015-12-01,312.557
2016-01-01,313.364
2016-02-01,315.89
2016-03-01,318.556
2016-04-01,319.45
2016-05-01,323.252
2016-06-01,324.367
2016-07-01,325.952
2016-08-01,327.922
2016-09-01,326.994
2016-10-01,328.533
2016-11-01,328.482
2016-12-01,335.588
2017-01-01,334.453
2017-02-01,337.72
2017-03-01,336.926
2017-04-01,340.26
2017-05-01,342.303
2017-06-01,344.928
2017-07-01,347.85
2017-08-01,347.847
2017-09-01,350.064
2017-10-01,350.461
2017-11-01,350.647
2017-12-01,354.356
2018-01-01,355.528
2018-02-01,358.355
2018-03-01,359.351
2018-04-01,360.257
2018-05-01,364.516
2018-06-01,366.998
2018-07-01,367.97
2018-08-01,368.505
2018-09-01,369.59
2018-10-01,368.569
2018-11-01,369.202
2018-12-01,372.055
2019-01-01,370.782
2019-02-01,373.099
2019-03-01,373.635
2019-04-01,378.411
2019-05-01,379.042
2019-06-01,378.254
2019-07-01,382.141
2019-08-01,386.127
2019-09-01,386.997
2019-10-01,382.431
2019-11-01,383.475
2019-12-01,385.48
2020-01-01,388.035
2020-02-01,390.166
2020-03-01,388.354
2020-04-01,390.109
2020-05-01,394.223
2020-06-01,391.737
2020-07-01,393.422
2020-08-01,394.928
2020-09-01,394.174
2020-10-01,394.036
2020-11-01,393.051
2020-12-01,395.061
2021-01-01,396.636
2021-02-01,394.825
2021-03-01,395.103
2021-04-01,396.604
2021-05-01,397.663
2021-06-01,397.205
2021-07-01,399.775
2021-08-01,401.243
2021-09-01,400.694
2021-10-01,404.396
2021-11-01,405.828
2021-12-01,406.791
2022-01-01,408.264
2022-02-01,411.594
2022-03-01,419.585
2022-04-01,421.577
2022-05-01,426.549
2022-06-01,429.416
2022-07-01,429.981
2022-08-01,435.149
2022-09-01,437.959
2022-10-01,440.79
2022-11-01,448.717
2022-12-01,450.46
2023-01-01,453.249
2023-02-01,456.994
2023-03-01,458.342
2023-04-01,459.731
2023-05-01,463.751
2023-06-01,468.014
2023-07-01,468.352
2023-08-01,469.773
2023-09-01,473.552
2023-10-01,476.399
2023-11-01,477.648
