"Date","CWUR0000SETC"
1989-09-01,100.3
1989-10-01,100.2
1989-11-01,100.5
1989-12-01,100.6
1990-01-01,100.2
1990-02-01,100.4
1990-03-01,100.2
1990-04-01,100
1990-05-01,100
1990-06-01,100
1990-07-01,99.9
1990-08-01,100.4
1990-09-01,100.5
1990-10-01,100.3
1990-11-01,101.4
1990-12-01,101.5
1991-01-01,101.4
1991-02-01,101.4
1991-03-01,100.7
1991-04-01,100.6
1991-05-01,101
1991-06-01,100.8
1991-07-01,101.7
1991-08-01,102
1991-09-01,101.7
1991-10-01,101.8
1991-11-01,102.6
1991-12-01,103
1992-01-01,102.9
1992-02-01,102.6
1992-03-01,102.8
1992-04-01,102.4
1992-05-01,102.3
1992-06-01,102.2
1992-07-01,101.9
1992-08-01,102.3
1992-09-01,102.5
1992-10-01,102.2
1992-11-01,102.3
1992-12-01,102.2
1993-01-01,102.6
1993-02-01,102.1
1993-03-01,101.4
1993-04-01,101.4
1993-05-01,101
1993-06-01,100.5
1993-07-01,100.5
1993-08-01,100.2
1993-09-01,100.5
1993-10-01,100.3
1993-11-01,100.2
1993-12-01,100.7
1994-01-01,100.9
1994-02-01,100.8
1994-03-01,100.8
1994-04-01,100.7
1994-05-01,100.7
1994-06-01,100.8
1994-07-01,100.5
1994-08-01,100.4
1994-09-01,100.1
1994-10-01,99.9
1994-11-01,100.7
1994-12-01,101
1995-01-01,100.9
1995-02-01,101.2
1995-03-01,101.2
1995-04-01,101.1
1995-05-01,101.3
1995-06-01,101.1
1995-07-01,101.4
1995-08-01,101.5
1995-09-01,101.4
1995-10-01,101.5
1995-11-01,101.6
1995-12-01,101.6
1996-01-01,101.8
1996-02-01,101.7
1996-03-01,101.5
1996-04-01,101.4
1996-05-01,101.1
1996-06-01,101.4
1996-07-01,100.9
1996-08-01,101
1996-09-01,101.3
1996-10-01,101.2
1996-11-01,101.3
1996-12-01,101.4
1997-01-01,101.4
1997-02-01,101.6
1997-03-01,101.3
1997-04-01,100.8
1997-05-01,100.7
1997-06-01,100.8
1997-07-01,101.5
1997-08-01,101
1997-09-01,100.8
1997-10-01,100.6
1997-11-01,100.7
1997-12-01,100.8
1998-01-01,100.7
1998-02-01,100.9
1998-03-01,100.7
1998-04-01,99.9
1998-05-01,99.9
1998-06-01,100.3
1998-07-01,100.5
1998-08-01,100.5
1998-09-01,100.5
1998-10-01,100.7
1998-11-01,100.7
1998-12-01,100.5
1999-01-01,100.6
1999-02-01,100.5
1999-03-01,99.8
1999-04-01,99.6
1999-05-01,99.7
1999-06-01,99.6
1999-07-01,99.5
1999-08-01,99.6
1999-09-01,99.9
1999-10-01,99.8
1999-11-01,100.6
1999-12-01,100.2
2000-01-01,100.3
2000-02-01,100.5
2000-03-01,100.9
2000-04-01,100.6
2000-05-01,100.5
2000-06-01,100.5
2000-07-01,100.8
2000-08-01,100.7
2000-09-01,100.9
2000-10-01,101
2000-11-01,101.8
2000-12-01,102.3
2001-01-01,103
2001-02-01,103.4
2001-03-01,104
2001-04-01,103.5
2001-05-01,103.6
2001-06-01,103.6
2001-07-01,104.3
2001-08-01,104.1
2001-09-01,104.4
2001-10-01,104.7
2001-11-01,105
2001-12-01,104.9
2002-01-01,105.3
2002-02-01,105.3
2002-03-01,105.7
2002-04-01,106
2002-05-01,106
2002-06-01,105.9
2002-07-01,106.7
2002-08-01,107
2002-09-01,106.7
2002-10-01,106.2
2002-11-01,106.5
2002-12-01,106.3
2003-01-01,107.1
2003-02-01,107.5
2003-03-01,107.2
2003-04-01,107.1
2003-05-01,107.2
2003-06-01,107.1
2003-07-01,107
2003-08-01,107.3
2003-09-01,107.2
2003-10-01,107.5
2003-11-01,107.5
2003-12-01,107.3
2004-01-01,107.6
2004-02-01,107.6
2004-03-01,107.4
2004-04-01,107.5
2004-05-01,107.5
2004-06-01,107.8
2004-07-01,108.2
2004-08-01,108.4
2004-09-01,108.7
2004-10-01,108.9
2004-11-01,109.4
2004-12-01,109.3
2005-01-01,110.1
2005-02-01,110.4
2005-03-01,110.5
2005-04-01,110.4
2005-05-01,110.5
2005-06-01,110.8
2005-07-01,111.4
2005-08-01,111.9
2005-09-01,112.3
2005-10-01,112.6
2005-11-01,113.2
2005-12-01,113.6
2006-01-01,113.9
2006-02-01,114.3
2006-03-01,114.9
2006-04-01,115.3
2006-05-01,116.5
2006-06-01,116.6
2006-07-01,117.5
2006-08-01,117.8
2006-09-01,118.4
2006-10-01,118.6
2006-11-01,119.2
2006-12-01,119.2
2007-01-01,119.464
2007-02-01,119.897
2007-03-01,120.17
2007-04-01,120.367
2007-05-01,120.709
2007-06-01,120.666
2007-07-01,121.35
2007-08-01,121.584
2007-09-01,122.144
2007-10-01,122.83
2007-11-01,123.302
2007-12-01,123.786
2008-01-01,124.416
2008-02-01,125.238
2008-03-01,126.33
2008-04-01,126.032
2008-05-01,126.742
2008-06-01,127.75
2008-07-01,128.997
2008-08-01,130.228
2008-09-01,131.072
2008-10-01,132.088
2008-11-01,133.125
2008-12-01,133.295
2009-01-01,133.645
2009-02-01,134.264
2009-03-01,134.485
2009-04-01,134.614
2009-05-01,134.439
2009-06-01,134.273
2009-07-01,133.787
2009-08-01,133.587
2009-09-01,133.504
2009-10-01,133.764
2009-11-01,134.346
2009-12-01,134.892
2010-01-01,135.383
2010-02-01,135.694
2010-03-01,135.573
2010-04-01,135.914
2010-05-01,136.182
2010-06-01,136.719
2010-07-01,137.218
2010-08-01,137.612
2010-09-01,137.728
2010-10-01,138.153
2010-11-01,138.654
2010-12-01,139.15
2011-01-01,140.289
2011-02-01,140.763
2011-03-01,140.693
2011-04-01,141.505
2011-05-01,143.257
2011-06-01,144.458
2011-07-01,144.84
2011-08-01,145.39
2011-09-01,145.652
2011-10-01,145.326
2011-11-01,146.151
2011-12-01,147.223
2012-01-01,147.804
2012-02-01,147.905
2012-03-01,147.99
2012-04-01,148.046
2012-05-01,148.28
2012-06-01,148.323
2012-07-01,148.897
2012-08-01,148.614
2012-09-01,148.729
2012-10-01,148.465
2012-11-01,148.483
2012-12-01,148.644
2013-01-01,148.024
2013-02-01,147.639
2013-03-01,147.878
2013-04-01,147.188
2013-05-01,146.872
2013-06-01,146.467
2013-07-01,146.271
2013-08-01,145.972
2013-09-01,145.735
2013-10-01,145.646
2013-11-01,145.551
2013-12-01,146.075
2014-01-01,145.87
2014-02-01,145.688
2014-03-01,145.656
2014-04-01,145.894
2014-05-01,145.585
2014-06-01,145.228
2014-07-01,145.4
2014-08-01,145.611
2014-09-01,145.255
2014-10-01,145.17
2014-11-01,144.978
2014-12-01,145.589
2015-01-01,145.78
2015-02-01,146.061
2015-03-01,145.397
2015-04-01,145.2
2015-05-01,145.497
2015-06-01,144.858
2015-07-01,144.733
2015-08-01,144.768
2015-09-01,145.489
2015-10-01,144.212
2015-11-01,144.892
2015-12-01,145.128
2016-01-01,145.7
2016-02-01,145.531
2016-03-01,145.015
2016-04-01,145.477
2016-05-01,144.581
2016-06-01,144.747
2016-07-01,143.813
2016-08-01,144.598
2016-09-01,143.506
2016-10-01,143.874
2016-11-01,142.801
2016-12-01,144.028
2017-01-01,144.215
2017-02-01,144.541
2017-03-01,145.135
2017-04-01,145.209
2017-05-01,144.747
2017-06-01,144.813
2017-07-01,144.839
2017-08-01,144.497
2017-09-01,144.313
2017-10-01,143.603
2017-11-01,143.012
2017-12-01,143.733
2018-01-01,144.283
2018-02-01,144.461
2018-03-01,144.918
2018-04-01,144.365
2018-05-01,145.167
2018-06-01,145.515
2018-07-01,145.581
2018-08-01,145.752
2018-09-01,145.496
2018-10-01,145.567
2018-11-01,146.215
2018-12-01,146.968
2019-01-01,147.596
2019-02-01,147.38
2019-03-01,147.687
2019-04-01,147.486
2019-05-01,148.298
2019-06-01,148.47
2019-07-01,147.517
2019-08-01,148.072
2019-09-01,148.972
2019-10-01,148.529
2019-11-01,149.237
2019-12-01,149.37
2020-01-01,149.679
2020-02-01,149.614
2020-03-01,149.32
2020-04-01,148.656
2020-05-01,149.956
2020-06-01,148.87
2020-07-01,149.609
2020-08-01,149.298
2020-09-01,149.253
2020-10-01,148.614
2020-11-01,148.394
2020-12-01,149.316
2021-01-01,150.16
2021-02-01,150.091
2021-03-01,150.16
2021-04-01,151.441
2021-05-01,152.85
2021-06-01,153.918
2021-07-01,155.683
2021-08-01,158.274
2021-09-01,159.404
2021-10-01,161.825
2021-11-01,163.393
2021-12-01,165.958
2022-01-01,168.889
2022-02-01,171.638
2022-03-01,171.465
2022-04-01,173.349
2022-05-01,176.295
2022-06-01,176.973
2022-07-01,177.48
2022-08-01,179.285
2022-09-01,180.976
2022-10-01,181.694
2022-11-01,182.749
2022-12-01,182.679
2023-01-01,183.088
2023-02-01,182.025
2023-03-01,182.352
2023-04-01,183.311
2023-05-01,183.353
2023-06-01,183.226
2023-07-01,182.309
2023-08-01,182.546
2023-09-01,179.914
2023-10-01,179.477
2023-11-01,179.486
