"Date","CUURA207SASL2RS"
1990-09-01,141.3
1990-10-01,135.8
1990-11-01,137.4
1990-12-01,139.2
1991-01-01,142.3
1991-02-01,142.7
1991-03-01,144.2
1991-04-01,143.2
1991-05-01,143.2
1991-06-01,145.5
1991-07-01,146.6
1991-08-01,146.2
1991-09-01,148.4
1991-10-01,147.2
1991-11-01,145.4
1991-12-01,148.4
1992-01-01,150.8
1992-02-01,149.8
1992-03-01,149.8
1992-04-01,150
1992-05-01,150.1
1992-06-01,151.5
1992-07-01,151.6
1992-08-01,151.1
1992-09-01,152.7
1992-10-01,151.9
1992-11-01,153
1992-12-01,155.2
1993-01-01,155.8
1993-02-01,155.8
1993-03-01,155.7
1993-04-01,157.1
1993-05-01,158.1
1993-06-01,159.9
1993-07-01,160.7
1993-08-01,160.8
1993-09-01,161.9
1993-10-01,161
1993-11-01,157.6
1993-12-01,158
1994-01-01,158.6
1994-02-01,158.9
1994-03-01,159.9
1994-04-01,159.8
1994-05-01,158.1
1994-06-01,159.9
1994-07-01,159.8
1994-08-01,160.9
1994-09-01,161.2
1994-10-01,160.2
1994-11-01,162
1994-12-01,163.3
1995-01-01,166.2
1995-02-01,165.7
1995-03-01,166.2
1995-04-01,165.8
1995-05-01,165.4
1995-06-01,168.1
1995-07-01,168
1995-08-01,168.1
1995-09-01,168.1
1995-10-01,167.8
1995-11-01,167.7
1995-12-01,167.2
1996-01-01,169.1
1996-02-01,170.2
1996-03-01,171.1
1996-04-01,171.1
1996-05-01,173.4
1996-06-01,175.1
1996-07-01,176.1
1996-08-01,177.4
1996-09-01,177.6
1996-10-01,177.1
1996-11-01,177.2
1996-12-01,178
1997-01-01,180.6
1997-02-01,181.9
1997-03-01,180.7
1997-04-01,179.6
1997-05-01,178.6
1997-06-01,181.1
1997-07-01,181.2
1997-08-01,181.9
1997-09-01,181
1997-10-01,181.4
1997-11-01,183
1997-12-01,183.2
1998-01-01,183.5
1998-02-01,182.8
1998-03-01,185.1
1998-04-01,185.3
1998-05-01,186.5
1998-06-01,189.2
1998-07-01,188.8
1998-08-01,185.8
1998-09-01,184.7
1998-10-01,184.7
1998-11-01,184.7
1998-12-01,185
1999-01-01,186.8
1999-02-01,187.1
1999-03-01,187.2
1999-04-01,184.7
1999-05-01,188.1
1999-06-01,191.5
1999-07-01,192.2
1999-08-01,191.9
1999-09-01,191.3
1999-10-01,192.3
1999-11-01,192.6
1999-12-01,192.4
2000-01-01,194.1
2000-02-01,194.2
2000-03-01,194.4
2000-04-01,194.8
2000-05-01,195.9
2000-06-01,199.6
2000-07-01,200.7
2000-08-01,201.4
2000-09-01,200.1
2000-10-01,202.6
2000-11-01,203.4
2000-12-01,204.9
2001-01-01,211.8
2001-02-01,212.5
2001-03-01,207.8
2001-04-01,207.9
2001-05-01,207.8
2001-06-01,208.1
2001-07-01,205.1
2001-08-01,205.2
2001-09-01,203.7
2001-10-01,201.7
2001-11-01,202.9
2001-12-01,204.4
2002-01-01,205.5
2002-02-01,205.6
2002-03-01,206.4
2002-04-01,206
2002-05-01,206.9
2002-06-01,209.8
2002-07-01,210.8
2002-08-01,211.6
2002-09-01,211.6
2002-10-01,213
2002-11-01,213.8
2002-12-01,213.9
2003-01-01,215.1
2003-02-01,215.5
2003-03-01,218.7
2003-04-01,216.3
2003-05-01,216.5
2003-06-01,217.7
2003-07-01,219.1
2003-08-01,217.8
2003-09-01,218.2
2003-10-01,218.2
2003-11-01,219
2003-12-01,219.1
2004-01-01,221.2
2004-02-01,221.7
2004-03-01,221
2004-04-01,222
2004-05-01,222
2004-06-01,225.1
2004-07-01,227.1
2004-08-01,227.2
2004-09-01,227.3
2004-10-01,225.7
2004-11-01,229
2004-12-01,228.8
2005-01-01,229.8
2005-02-01,228.8
2005-03-01,228.8
2005-04-01,230.6
2005-05-01,231
2005-06-01,232.7
2005-07-01,233.7
2005-08-01,233.5
2005-09-01,238
2005-10-01,242
2005-11-01,243
2005-12-01,241.1
2006-01-01,242.5
2006-02-01,240.8
2006-03-01,237.6
2006-04-01,234.6
2006-05-01,235
2006-06-01,236
2006-07-01,236.1
2006-08-01,236.2
2006-09-01,237.2
2006-10-01,234
2006-11-01,236.9
2006-12-01,239.4
2007-01-01,244.312
2007-02-01,245.755
2007-03-01,247.128
2007-04-01,249.344
2007-05-01,247.801
2007-06-01,248.289
2007-07-01,247.565
2007-08-01,248.322
2007-09-01,249.771
2007-10-01,250.829
2007-11-01,252.337
2007-12-01,252.36
2008-01-01,255.041
2008-02-01,256.789
2008-03-01,259.084
2008-04-01,261.596
2008-05-01,266.202
2008-06-01,268.378
2008-07-01,273.714
2008-08-01,268.979
2008-09-01,266.936
2008-10-01,266.038
2008-11-01,266.211
2008-12-01,264.067
2009-01-01,263.41
2009-02-01,262.97
2009-03-01,260.563
2009-04-01,258.75
2009-05-01,261.901
2009-06-01,261.799
2009-07-01,262.963
2009-08-01,262.413
2009-09-01,262.884
2009-10-01,263.602
2009-11-01,265.927
2009-12-01,264.285
2010-01-01,266.886
2010-02-01,269.151
2010-03-01,269.334
2010-04-01,268.64
2010-05-01,268.58
2010-06-01,271.482
2010-07-01,273.933
2010-08-01,273.191
2010-09-01,272.979
2010-10-01,271.473
2010-11-01,272.318
2010-12-01,272.415
2011-01-01,274.03
2011-02-01,275.869
2011-03-01,275.549
2011-04-01,275.302
2011-05-01,275.725
2011-06-01,276.801
2011-07-01,275.836
2011-08-01,274.723
2011-09-01,274.918
2011-10-01,275.421
2011-11-01,274.691
2011-12-01,273.657
2012-01-01,275.48
2012-02-01,275.138
2012-03-01,276.721
2012-04-01,276.951
2012-05-01,277.005
2012-06-01,277.956
2012-07-01,278.006
2012-08-01,278.702
2012-09-01,280.225
2012-10-01,281.749
2012-11-01,282.96
2012-12-01,282.71
2013-01-01,284.2
2013-02-01,285.055
2013-03-01,283.259
2013-04-01,282.751
2013-05-01,284.484
2013-06-01,283.591
2013-07-01,284.593
2013-08-01,284.732
2013-09-01,284.087
2013-10-01,283.63
2013-11-01,283.638
2013-12-01,283.213
2014-01-01,286.46
2014-02-01,288.334
2014-03-01,293.941
2014-04-01,296.467
2014-05-01,294.672
2014-06-01,296.849
2014-07-01,297.348
2014-08-01,296.722
2014-09-01,294.713
2014-10-01,294.829
2014-11-01,292.484
2014-12-01,294.935
2015-01-01,297.793
2015-02-01,295.044
2015-03-01,295.657
2015-04-01,295.894
2015-05-01,297.833
2015-06-01,295.496
2015-07-01,295.702
2015-08-01,295.76
2015-09-01,295.147
2015-10-01,295.751
2015-11-01,296.12
2015-12-01,294.506
2016-01-01,295.199
2016-02-01,296.728
2016-03-01,296.96
2016-04-01,298.071
2016-05-01,297.371
2016-06-01,297.871
2016-07-01,297.665
2016-08-01,297.792
2016-09-01,300.212
2016-10-01,300.87
2016-11-01,304.841
2016-12-01,304.185
2017-01-01,305.271
2017-02-01,307.536
2017-03-01,308.418
2017-04-01,307.962
2017-05-01,307.927
2017-06-01,308.48
2017-07-01,309.785
2017-08-01,309.448
2017-09-01,308.929
2017-10-01,306.825
2017-11-01,307.695
2017-12-01,307.953
2018-01-01,310.209
2018-02-01,310.848
2018-03-01,310.595
2018-04-01,311.456
2018-05-01,312.808
2018-06-01,311.288
2018-07-01,311.431
2018-08-01,312.826
2018-09-01,311.988
2018-10-01,312.213
2018-11-01,311.86
2018-12-01,311.455
2019-01-01,312.706
2019-02-01,313.582
2019-03-01,312.249
2019-04-01,306.055
2019-05-01,311.348
2019-06-01,311.035
2019-07-01,311.966
2019-08-01,314.212
2019-09-01,312.864
2019-10-01,319.014
2019-11-01,318.473
2019-12-01,317.475
2020-01-01,321.621
2020-02-01,321.697
2020-03-01,317.415
2020-04-01,315.484
2020-05-01,316.885
2020-06-01,317.824
2020-07-01,318.504
2020-08-01,319.318
2020-09-01,319.429
2020-10-01,319.935
2020-11-01,319.28
2020-12-01,316.882
2021-01-01,317.361
2021-02-01,319.193
2021-03-01,320.796
2021-04-01,326.529
2021-05-01,330.241
2021-06-01,328.855
2021-07-01,327.544
2021-08-01,325.425
2021-09-01,322.517
2021-10-01,327.147
2021-11-01,328.509
2021-12-01,330.116
2022-01-01,332.58
2022-02-01,334.114
2022-03-01,338.196
2022-04-01,340.86
2022-05-01,350.903
2022-06-01,351.261
2022-07-01,350.521
2022-08-01,351.797
2022-09-01,355.391
2022-10-01,352.58
2022-11-01,350.907
2022-12-01,348.647
2023-01-01,350.544
2023-02-01,351.909
2023-03-01,355.002
2023-04-01,359.872
2023-05-01,358.988
2023-06-01,357.909
2023-07-01,357.083
2023-08-01,356.091
2023-09-01,357.034
2023-10-01,359.467
2023-11-01,361.347
