"Date","CUUR0000SEHC"
2008-12-01,254.875
2009-01-01,255.5
2009-02-01,255.779
2009-03-01,256.321
2009-04-01,256.622
2009-05-01,256.875
2009-06-01,256.981
2009-07-01,256.872
2009-08-01,257.155
2009-09-01,256.865
2009-10-01,256.89
2009-11-01,256.731
2009-12-01,256.727
2010-01-01,256.591
2010-02-01,256.483
2010-03-01,256.272
2010-04-01,256.17
2010-05-01,256.163
2010-06-01,256.352
2010-07-01,256.395
2010-08-01,256.509
2010-09-01,256.59
2010-10-01,256.823
2010-11-01,257.202
2010-12-01,257.452
2011-01-01,257.775
2011-02-01,258.073
2011-03-01,258.263
2011-04-01,258.4
2011-05-01,258.587
2011-06-01,259.01
2011-07-01,259.573
2011-08-01,260.178
2011-09-01,260.459
2011-10-01,261.034
2011-11-01,261.503
2011-12-01,261.982
2012-01-01,262.543
2012-02-01,262.812
2012-03-01,263.317
2012-04-01,263.765
2012-05-01,264.012
2012-06-01,264.276
2012-07-01,264.74
2012-08-01,265.422
2012-09-01,266.013
2012-10-01,266.581
2012-11-01,267.099
2012-12-01,267.48
2013-01-01,267.995
2013-02-01,268.448
2013-03-01,268.802
2013-04-01,269.216
2013-05-01,269.635
2013-06-01,270.126
2013-07-01,270.537
2013-08-01,271.352
2013-09-01,271.915
2013-10-01,272.623
2013-11-01,273.437
2013-12-01,274.135
2014-01-01,274.74
2014-02-01,275.185
2014-03-01,275.817
2014-04-01,276.265
2014-05-01,276.748
2014-06-01,277.256
2014-07-01,277.886
2014-08-01,278.621
2014-09-01,279.292
2014-10-01,280.046
2014-11-01,280.84
2014-12-01,281.288
2015-01-01,281.98
2015-02-01,282.579
2015-03-01,283.244
2015-04-01,283.92
2015-05-01,284.473
2015-06-01,285.436
2015-07-01,286.22
2015-08-01,287.026
2015-09-01,287.916
2015-10-01,288.7
2015-11-01,289.48
2015-12-01,290.133
2016-01-01,290.884
2016-02-01,291.505
2016-03-01,292.08
2016-04-01,292.855
2016-05-01,293.759
2016-06-01,294.702
2016-07-01,295.554
2016-08-01,296.521
2016-09-01,297.636
2016-10-01,298.645
2016-11-01,299.738
2016-12-01,300.501
2017-01-01,301.181
2017-02-01,301.785
2017-03-01,302.259
2017-04-01,302.767
2017-05-01,303.312
2017-06-01,304.218
2017-07-01,305.037
2017-08-01,306.201
2017-09-01,307.106
2017-10-01,308.19
2017-11-01,309.101
2017-12-01,310.041
2018-01-01,310.828
2018-02-01,311.28
2018-03-01,312.107
2018-04-01,312.935
2018-05-01,313.656
2018-06-01,314.472
2018-07-01,315.391
2018-08-01,316.401
2018-09-01,317.149
2018-10-01,318.215
2018-11-01,319.338
2018-12-01,320.038
2019-01-01,320.789
2019-02-01,321.627
2019-03-01,322.482
2019-04-01,323.426
2019-05-01,324.143
2019-06-01,325.189
2019-07-01,326.023
2019-08-01,326.977
2019-09-01,327.933
2019-10-01,328.762
2019-11-01,329.745
2019-12-01,330.527
2020-01-01,331.522
2020-02-01,332.177
2020-03-01,332.864
2020-04-01,333.358
2020-05-01,334.052
2020-06-01,334.424
2020-07-01,335.144
2020-08-01,335.763
2020-09-01,336.095
2020-10-01,336.965
2020-11-01,337.247
2020-12-01,337.695
2021-01-01,338.181
2021-02-01,338.918
2021-03-01,339.565
2021-04-01,340.162
2021-05-01,341.095
2021-06-01,342.258
2021-07-01,343.293
2021-08-01,344.327
2021-09-01,345.824
2021-10-01,347.522
2021-11-01,349.152
2021-12-01,350.508
2022-01-01,352.005
2022-02-01,353.512
2022-03-01,354.968
2022-04-01,356.439
2022-05-01,358.469
2022-06-01,361.018
2022-07-01,363.311
2022-08-01,365.993
2022-09-01,368.932
2022-10-01,371.45
2022-11-01,374.04
2022-12-01,376.897
2023-01-01,379.328
2023-02-01,381.844
2023-03-01,383.502
2023-04-01,385.366
2023-05-01,387.323
2023-06-01,389.223
2023-07-01,391.131
2023-08-01,392.794
2023-09-01,395.039
2023-10-01,396.881
2023-11-01,399.032
