"Date","CUURA422SAH1"
1982-03-01,NA
1982-04-01,98.7
1982-05-01,NA
1982-06-01,100.2
1982-07-01,NA
1982-08-01,99.2
1982-09-01,NA
1982-10-01,96.6
1982-11-01,NA
1982-12-01,91.4
1983-01-01,NA
1983-02-01,95.7
1983-03-01,NA
1983-04-01,95.9
1983-05-01,NA
1983-06-01,96.6
1983-07-01,NA
1983-08-01,99.6
1983-09-01,NA
1983-10-01,99.8
1983-11-01,NA
1983-12-01,100.5
1984-01-01,NA
1984-02-01,101.2
1984-03-01,NA
1984-04-01,103
1984-05-01,NA
1984-06-01,103.8
1984-07-01,NA
1984-08-01,107
1984-09-01,NA
1984-10-01,108
1984-11-01,NA
1984-12-01,108.4
1985-01-01,NA
1985-02-01,109.4
1985-03-01,NA
1985-04-01,110.9
1985-05-01,NA
1985-06-01,112.3
1985-07-01,NA
1985-08-01,116
1985-09-01,NA
1985-10-01,116.8
1985-11-01,NA
1985-12-01,117.3
1986-01-01,NA
1986-02-01,120.6
1986-03-01,NA
1986-04-01,120.1
1986-05-01,NA
1986-06-01,121.4
1986-07-01,NA
1986-08-01,124.8
1986-09-01,NA
1986-10-01,126.1
1986-11-01,NA
1986-12-01,124.5
1987-01-01,124.9
1987-02-01,126.2
1987-03-01,125.8
1987-04-01,127.5
1987-05-01,128.2
1987-06-01,128.2
1987-07-01,129.4
1987-08-01,130.2
1987-09-01,130.4
1987-10-01,130.8
1987-11-01,130.4
1987-12-01,130.5
1988-01-01,131.6
1988-02-01,131.4
1988-03-01,133.6
1988-04-01,131.4
1988-05-01,132.1
1988-06-01,132.6
1988-07-01,134.8
1988-08-01,137.9
1988-09-01,135.4
1988-10-01,135.9
1988-11-01,136.3
1988-12-01,137.1
1989-01-01,138.8
1989-02-01,138.6
1989-03-01,142.7
1989-04-01,138.3
1989-05-01,138.8
1989-06-01,138.9
1989-07-01,142.9
1989-08-01,143.7
1989-09-01,140.8
1989-10-01,141.5
1989-11-01,141.4
1989-12-01,142.4
1990-01-01,143.2
1990-02-01,143.9
1990-03-01,144.7
1990-04-01,145.2
1990-05-01,144.6
1990-06-01,146.1
1990-07-01,146.8
1990-08-01,147.6
1990-09-01,147.8
1990-10-01,147.8
1990-11-01,149.6
1990-12-01,150.3
1991-01-01,151.9
1991-02-01,151.5
1991-03-01,152.5
1991-04-01,151.4
1991-05-01,151.2
1991-06-01,152.7
1991-07-01,154.4
1991-08-01,155.1
1991-09-01,156.1
1991-10-01,154.9
1991-11-01,155.2
1991-12-01,155
1992-01-01,155.9
1992-02-01,156.7
1992-03-01,158.1
1992-04-01,156.6
1992-05-01,156.7
1992-06-01,156.1
1992-07-01,156.4
1992-08-01,156.9
1992-09-01,158.7
1992-10-01,159.5
1992-11-01,159.6
1992-12-01,159.9
1993-01-01,159.6
1993-02-01,159.7
1993-03-01,159.4
1993-04-01,161.7
1993-05-01,162.2
1993-06-01,161
1993-07-01,160.6
1993-08-01,161.2
1993-09-01,161.7
1993-10-01,161.5
1993-11-01,162.8
1993-12-01,162.9
1994-01-01,162.7
1994-02-01,162.8
1994-03-01,163.6
1994-04-01,163
1994-05-01,163.4
1994-06-01,164
1994-07-01,165.2
1994-08-01,165.7
1994-09-01,165.4
1994-10-01,164.7
1994-11-01,164.3
1994-12-01,164.1
1995-01-01,164.9
1995-02-01,165.4
1995-03-01,166
1995-04-01,166.5
1995-05-01,166.4
1995-06-01,166.9
1995-07-01,166.8
1995-08-01,167.7
1995-09-01,168
1995-10-01,168.1
1995-11-01,168.5
1995-12-01,168.1
1996-01-01,169.2
1996-02-01,169.5
1996-03-01,169.8
1996-04-01,169.9
1996-05-01,170.6
1996-06-01,171.4
1996-07-01,172.8
1996-08-01,173.4
1996-09-01,173.6
1996-10-01,174.5
1996-11-01,175.1
1996-12-01,174.9
1997-01-01,177.2
1997-02-01,177.1
1997-03-01,178.6
1997-04-01,179.6
1997-05-01,180.3
1997-06-01,180.7
1997-07-01,181.9
1997-08-01,183.8
1997-09-01,184.8
1997-10-01,186.4
1997-11-01,186.7
1997-12-01,187.3
1998-01-01,188.5
1998-02-01,189.2
1998-03-01,190.5
1998-04-01,192.4
1998-05-01,194.1
1998-06-01,194.6
1998-07-01,196.2
1998-08-01,196.8
1998-09-01,197.9
1998-10-01,199.1
1998-11-01,200
1998-12-01,200.5
1999-01-01,203
1999-02-01,204.2
1999-03-01,203.6
1999-04-01,205.8
1999-05-01,205.9
1999-06-01,207.3
1999-07-01,208.3
1999-08-01,209
1999-09-01,211.2
1999-10-01,212.8
1999-11-01,213.4
1999-12-01,213.1
2000-01-01,215.2
2000-02-01,216.5
2000-03-01,217.8
2000-04-01,218.9
2000-05-01,219.5
2000-06-01,219.7
2000-07-01,221.3
2000-08-01,222.9
2000-09-01,223.8
2000-10-01,227.5
2000-11-01,228.5
2000-12-01,229
2001-01-01,231.4
2001-02-01,236.6
2001-03-01,238.1
2001-04-01,241.1
2001-05-01,243.2
2001-06-01,244.8
2001-07-01,247
2001-08-01,248.1
2001-09-01,247.3
2001-10-01,250.2
2001-11-01,249.2
2001-12-01,249.6
2002-01-01,249.3
2002-02-01,250
2002-03-01,250.4
2002-04-01,251.3
2002-05-01,251.6
2002-06-01,253.5
2002-07-01,252.4
2002-08-01,253.8
2002-09-01,254.3
2002-10-01,252.3
2002-11-01,251.7
2002-12-01,251.6
2003-01-01,254
2003-02-01,256.1
2003-03-01,252.9
2003-04-01,254.4
2003-05-01,253.6
2003-06-01,254.8
2003-07-01,254.2
2003-08-01,255.5
2003-09-01,255.7
2003-10-01,254.5
2003-11-01,254.5
2003-12-01,252.6
2004-01-01,253.4
2004-02-01,253
2004-03-01,253.3
2004-04-01,251.9
2004-05-01,251.7
2004-06-01,251.8
2004-07-01,251.5
2004-08-01,251.8
2004-09-01,253.2
2004-10-01,253.4
2004-11-01,253
2004-12-01,252.9
2005-01-01,254
2005-02-01,254.6
2005-03-01,254.1
2005-04-01,253.1
2005-05-01,254.1
2005-06-01,253.9
2005-07-01,253.4
2005-08-01,253.4
2005-09-01,253.9
2005-10-01,254.8
2005-11-01,255.1
2005-12-01,255.6
2006-01-01,257.5
2006-02-01,259
2006-03-01,259.7
2006-04-01,259.2
2006-05-01,259.4
2006-06-01,258.5
2006-07-01,259.2
2006-08-01,259.7
2006-09-01,261
2006-10-01,262
2006-11-01,261.9
2006-12-01,262.6
2007-01-01,264.629
2007-02-01,266.249
2007-03-01,267.036
2007-04-01,268.454
2007-05-01,267.161
2007-06-01,267.517
2007-07-01,268.426
2007-08-01,268.922
2007-09-01,269.775
2007-10-01,270.398
2007-11-01,270.208
2007-12-01,268.813
2008-01-01,269.061
2008-02-01,270.193
2008-03-01,272.279
2008-04-01,271.192
2008-05-01,272.344
2008-06-01,272.247
2008-07-01,273.786
2008-08-01,273.98
2008-09-01,275.062
2008-10-01,277.405
2008-11-01,274.915
2008-12-01,274.453
2009-01-01,275.921
2009-02-01,277.254
2009-03-01,277.375
2009-04-01,278.504
2009-05-01,278.19
2009-06-01,277.425
2009-07-01,276.884
2009-08-01,277.325
2009-09-01,276.342
2009-10-01,276.353
2009-11-01,274.394
2009-12-01,273.933
2010-01-01,273.762
2010-02-01,273.915
2010-03-01,273.908
2010-04-01,274.367
2010-05-01,274.966
2010-06-01,273.892
2010-07-01,275.178
2010-08-01,275.063
2010-09-01,275.493
2010-10-01,276.031
2010-11-01,275.969
2010-12-01,274.894
2011-01-01,275.203
2011-02-01,275.594
2011-03-01,276.787
2011-04-01,277.67
2011-05-01,277.923
2011-06-01,278.277
2011-07-01,279.323
2011-08-01,280.01
2011-09-01,281.676
2011-10-01,281.961
2011-11-01,282.007
2011-12-01,282.941
2012-01-01,283.697
2012-02-01,284.427
2012-03-01,284.997
2012-04-01,285.641
2012-05-01,286.919
2012-06-01,287.926
2012-07-01,288.454
2012-08-01,289.954
2012-09-01,291.227
2012-10-01,290.996
2012-11-01,291.699
2012-12-01,291.139
2013-01-01,293.217
2013-02-01,294.266
2013-03-01,295.945
2013-04-01,296.81
2013-05-01,297.562
2013-06-01,298.956
2013-07-01,299.054
2013-08-01,300.783
2013-09-01,302.809
2013-10-01,301.944
2013-11-01,302.174
2013-12-01,302.836
2014-01-01,304.988
2014-02-01,306.605
2014-03-01,308.46
2014-04-01,309.644
2014-05-01,312.382
2014-06-01,311.497
2014-07-01,313.828
2014-08-01,315.196
2014-09-01,316.782
2014-10-01,318.105
2014-11-01,318.562
2014-12-01,319.102
2015-01-01,322.137
2015-02-01,322.714
2015-03-01,322.974
2015-04-01,325.441
2015-05-01,327.648
2015-06-01,328.284
2015-07-01,331.582
2015-08-01,331.436
2015-09-01,334.406
2015-10-01,335.907
2015-11-01,337.979
2015-12-01,338.391
2016-01-01,340.642
2016-02-01,342.825
2016-03-01,343.574
2016-04-01,345.409
2016-05-01,347.702
2016-06-01,348.043
2016-07-01,349.68
2016-08-01,352.965
2016-09-01,355.955
2016-10-01,360.081
2016-11-01,360.005
2016-12-01,361.605
2017-01-01,363.451
2017-02-01,364.845
2017-03-01,365.826
2017-04-01,367.424
2017-05-01,368.979
2017-06-01,368.358
2017-07-01,369.076
2017-08-01,372.764
2017-09-01,371.23
2017-10-01,375.48
2017-11-01,374.924
2017-12-01,376.805
2018-01-01,377.833
2018-02-01,379.33
2018-03-01,381.872
2018-04-01,381.346
2018-05-01,382.009
2018-06-01,386.091
2018-07-01,386.722
2018-08-01,388.421
2018-09-01,388.059
2018-10-01,389.814
2018-11-01,389.454
2018-12-01,391.23
2019-01-01,391.167
2019-02-01,392.626
2019-03-01,393.992
2019-04-01,395.518
2019-05-01,396.532
2019-06-01,396.831
2019-07-01,397.806
2019-08-01,397.988
2019-09-01,399.03
2019-10-01,400.713
2019-11-01,402.623
2019-12-01,403.366
2020-01-01,404.651
2020-02-01,406.369
2020-03-01,408.835
2020-04-01,406.463
2020-05-01,407.686
2020-06-01,408.086
2020-07-01,408.303
2020-08-01,408.494
2020-09-01,406.632
2020-10-01,409.262
2020-11-01,409.791
2020-12-01,408.547
2021-01-01,408.446
2021-02-01,409.85
2021-03-01,411.202
2021-04-01,416.798
2021-05-01,410.584
2021-06-01,409.726
2021-07-01,411.572
2021-08-01,411.229
2021-09-01,409.431
2021-10-01,411.127
2021-11-01,411.193
2021-12-01,411.972
2022-01-01,412.937
2022-02-01,415.76
2022-03-01,414.415
2022-04-01,416.308
2022-05-01,415.002
2022-06-01,419.16
2022-07-01,420.911
2022-08-01,420.049
2022-09-01,420.799
2022-10-01,421.899
2022-11-01,423.908
2022-12-01,426.481
2023-01-01,430.591
2023-02-01,434.093
2023-03-01,437.421
2023-04-01,438.763
2023-05-01,438.964
2023-06-01,439.713
2023-07-01,439.469
2023-08-01,436.689
2023-09-01,436.017
2023-10-01,437.202
2023-11-01,439.423
