"Date","CUUR0300SEHA"
2009-10-01,223.987
2009-11-01,223.63
2009-12-01,223.75
2010-01-01,223.671
2010-02-01,223.417
2010-03-01,223.545
2010-04-01,223.297
2010-05-01,223.34
2010-06-01,223.286
2010-07-01,223.286
2010-08-01,222.334
2010-09-01,222.914
2010-10-01,222.905
2010-11-01,223.26
2010-12-01,223.642
2011-01-01,224.378
2011-02-01,224.615
2011-03-01,224.786
2011-04-01,225.193
2011-05-01,225.387
2011-06-01,225.675
2011-07-01,226.059
2011-08-01,227.71
2011-09-01,228.177
2011-10-01,229.174
2011-11-01,229.801
2011-12-01,230.528
2012-01-01,230.498
2012-02-01,230.952
2012-03-01,231.251
2012-04-01,231.577
2012-05-01,231.801
2012-06-01,231.863
2012-07-01,232.7
2012-08-01,232.796
2012-09-01,233.476
2012-10-01,235.876
2012-11-01,236.382
2012-12-01,236.632
2013-01-01,237.547
2013-02-01,237.828
2013-03-01,238.197
2013-04-01,238.256
2013-05-01,238.833
2013-06-01,239.509
2013-07-01,240.079
2013-08-01,240.978
2013-09-01,241.233
2013-10-01,241.94
2013-11-01,242.429
2013-12-01,243.434
2014-01-01,243.787
2014-02-01,244.517
2014-03-01,245.735
2014-04-01,246.444
2014-05-01,247.082
2014-06-01,247.61
2014-07-01,248.352
2014-08-01,248.868
2014-09-01,249.696
2014-10-01,250.536
2014-11-01,251.781
2014-12-01,252.723
2015-01-01,253.373
2015-02-01,254.203
2015-03-01,255.041
2015-04-01,255.547
2015-05-01,255.748
2015-06-01,256.66
2015-07-01,257.795
2015-08-01,258.98
2015-09-01,259.653
2015-10-01,260.738
2015-11-01,261.335
2015-12-01,261.682
2016-01-01,262.351
2016-02-01,262.581
2016-03-01,263.374
2016-04-01,264.147
2016-05-01,264.949
2016-06-01,265.603
2016-07-01,266.237
2016-08-01,267.107
2016-09-01,267.808
2016-10-01,268.955
2016-11-01,269.896
2016-12-01,270.779
2017-01-01,271.433
2017-02-01,272.144
2017-03-01,272.418
2017-04-01,273.243
2017-05-01,274.189
2017-06-01,275.135
2017-07-01,275.889
2017-08-01,277.156
2017-09-01,278.236
2017-10-01,279.36
2017-11-01,280.416
2017-12-01,281.13
2018-01-01,281.731
2018-02-01,282.086
2018-03-01,282.695
2018-04-01,283.436
2018-05-01,284.241
2018-06-01,285.134
2018-07-01,286.015
2018-08-01,286.803
2018-09-01,287.498
2018-10-01,288.276
2018-11-01,289.481
2018-12-01,289.885
2019-01-01,290.478
2019-02-01,291.13
2019-03-01,291.899
2019-04-01,293.032
2019-05-01,293.788
2019-06-01,294.996
2019-07-01,295.659
2019-08-01,296.843
2019-09-01,297.531
2019-10-01,298.053
2019-11-01,299.082
2019-12-01,299.871
2020-01-01,300.887
2020-02-01,301.558
2020-03-01,302.806
2020-04-01,303.173
2020-05-01,303.855
2020-06-01,304.267
2020-07-01,305.309
2020-08-01,305.966
2020-09-01,306.246
2020-10-01,307.332
2020-11-01,307.514
2020-12-01,308.157
2021-01-01,308.875
2021-02-01,308.989
2021-03-01,309.371
2021-04-01,309.792
2021-05-01,310.396
2021-06-01,311.589
2021-07-01,312.163
2021-08-01,313.508
2021-09-01,315.596
2021-10-01,317.726
2021-11-01,319.29
2021-12-01,320.899
2022-01-01,323.126
2022-02-01,325.362
2022-03-01,327.124
2022-04-01,329.443
2022-05-01,332.574
2022-06-01,336.108
2022-07-01,339.548
2022-08-01,342.96
2022-09-01,346.963
2022-10-01,350.275
2022-11-01,354.198
2022-12-01,357.39
2023-01-01,359.781
2023-02-01,362.735
2023-03-01,364.547
2023-04-01,367.578
2023-05-01,369.691
2023-06-01,371.09
2023-07-01,373.026
2023-08-01,375.042
2023-09-01,376.871
2023-10-01,379.497
2023-11-01,381.555
