"Date","APU0200FC4101"
2008-11-01,3.504
2008-12-01,3.257
2009-01-01,3.32
2009-02-01,3.208
2009-03-01,3.181
2009-04-01,3.09
2009-05-01,3.225
2009-06-01,3.286
2009-07-01,3.201
2009-08-01,3.185
2009-09-01,3.13
2009-10-01,3.226
2009-11-01,3.236
2009-12-01,3.234
2010-01-01,3.085
2010-02-01,3.174
2010-03-01,3.233
2010-04-01,3.348
2010-05-01,3.375
2010-06-01,3.491
2010-07-01,3.352
2010-08-01,3.376
2010-09-01,3.428
2010-10-01,3.297
2010-11-01,3.386
2010-12-01,3.333
2011-01-01,3.307
2011-02-01,3.481
2011-03-01,3.481
2011-04-01,3.574
2011-05-01,3.717
2011-06-01,3.798
2011-07-01,3.79
2011-08-01,3.684
2011-09-01,3.88
2011-10-01,3.771
2011-11-01,3.792
2011-12-01,3.682
2012-01-01,4.003
2012-02-01,3.963
2012-03-01,3.971
2012-04-01,3.871
2012-05-01,3.855
2012-06-01,3.985
2012-07-01,4.018
2012-08-01,3.953
2012-09-01,4.006
2012-10-01,3.89
2012-11-01,4.14
2012-12-01,4.076
2013-01-01,4.103
2013-02-01,4.256
2013-03-01,4.36
2013-04-01,4.453
2013-05-01,4.385
2013-06-01,4.372
2013-07-01,4.283
2013-08-01,4.257
2013-09-01,3.928
2013-10-01,3.897
2013-11-01,4.175
2013-12-01,4.07
2014-01-01,4.168
2014-02-01,4.127
2014-03-01,4.106
2014-04-01,4.184
2014-05-01,4.304
2014-06-01,4.073
2014-07-01,4.101
2014-08-01,4.283
2014-09-01,4.3
2014-10-01,4.401
2014-11-01,4.543
2014-12-01,4.647
2015-01-01,4.623
2015-02-01,4.552
2015-03-01,4.477
2015-04-01,4.609
2015-05-01,4.433
2015-06-01,4.738
2015-07-01,4.82
2015-08-01,4.796
2015-09-01,4.719
2015-10-01,4.631
2015-11-01,4.548
2015-12-01,4.58
2016-01-01,4.361
2016-02-01,4.508
2016-03-01,4.405
2016-04-01,4.404
2016-05-01,4.338
2016-06-01,4.55
2016-07-01,4.64
2016-08-01,4.511
2016-09-01,4.405
2016-10-01,4.609
2016-11-01,4.389
2016-12-01,4.562
2017-01-01,4.27
2017-02-01,4.389
2017-03-01,4.277
2017-04-01,4.568
2017-05-01,4.567
2017-06-01,4.752
2017-07-01,4.755
2017-08-01,4.653
2017-09-01,4.659
2017-10-01,4.611
2017-11-01,4.551
2017-12-01,4.54
2018-01-01,4.713
2018-02-01,4.676
2018-03-01,4.567
2018-04-01,4.494
2018-05-01,4.712
2018-06-01,4.786
2018-07-01,4.63
2018-08-01,4.607
2018-09-01,4.551
2018-10-01,4.603
2018-11-01,4.572
2018-12-01,4.438
2019-01-01,4.564
2019-02-01,4.568
2019-03-01,4.699
2019-04-01,4.783
2019-05-01,4.896
2019-06-01,5.223
2019-07-01,5.178
2019-08-01,4.976
2019-09-01,5.182
2019-10-01,5.228
2019-11-01,5.193
2019-12-01,5.195
2020-01-01,5.181
2020-02-01,5.301
2020-03-01,5.209
2020-04-01,5.408
2020-05-01,5.922
2020-06-01,6.246
2020-07-01,5.727
2020-08-01,5.62
2020-09-01,5.601
2020-10-01,5.337
2020-11-01,5.214
2020-12-01,5.317
2021-01-01,5.469
2021-02-01,5.301
2021-03-01,5.004
2021-04-01,5.334
2021-05-01,5.613
2021-06-01,6.32
2021-07-01,6.226
2021-08-01,6.347
2021-09-01,6.285
2021-10-01,6.744
2021-11-01,7.225
2021-12-01,7.179
2022-01-01,6.706
2022-02-01,7.064
2022-03-01,6.918
2022-04-01,6.9
2022-05-01,6.866
2022-06-01,7.016
2022-07-01,7.077
2022-08-01,7.093
2022-09-01,7.066
2022-10-01,6.978
2022-11-01,6.559
2022-12-01,6.936
2023-01-01,6.955
2023-02-01,6.978
2023-03-01,6.834
2023-04-01,6.952
2023-05-01,7.042
2023-06-01,6.75
2023-07-01,7.305
2023-08-01,7.311
2023-09-01,7.342
2023-10-01,7.338
2023-11-01,7.287
