"Date","APU0200FC2101"
2013-04-01,4.692
2013-05-01,4.48
2013-06-01,4.531
2013-07-01,4.68
2013-08-01,4.681
2013-09-01,4.578
2013-10-01,4.392
2013-11-01,4.544
2013-12-01,4.598
2014-01-01,4.62
2014-02-01,4.952
2014-03-01,5.019
2014-04-01,5.183
2014-05-01,5.087
2014-06-01,5.137
2014-07-01,5.211
2014-08-01,5.564
2014-09-01,5.524
2014-10-01,5.512
2014-11-01,5.56
2014-12-01,5.613
2015-01-01,5.795
2015-02-01,5.653
2015-03-01,5.721
2015-04-01,5.703
2015-05-01,5.83
2015-06-01,5.771
2015-07-01,5.759
2015-08-01,5.803
2015-09-01,5.623
2015-10-01,5.677
2015-11-01,5.651
2015-12-01,5.351
2016-01-01,5.167
2016-02-01,5.369
2016-03-01,5.313
2016-04-01,5.319
2016-05-01,5.637
2016-06-01,5.482
2016-07-01,5.291
2016-08-01,5.217
2016-09-01,5.021
2016-10-01,5.157
2016-11-01,5.023
2016-12-01,4.995
2017-01-01,5.082
2017-02-01,5.038
2017-03-01,5.149
2017-04-01,5.221
2017-05-01,5.173
2017-06-01,5.458
2017-07-01,5.289
2017-08-01,5.131
2017-09-01,5.158
2017-10-01,5.194
2017-11-01,5.027
2017-12-01,4.94
2018-01-01,4.882
2018-02-01,4.919
2018-03-01,4.886
2018-04-01,5.033
2018-05-01,5.136
2018-06-01,5.125
2018-07-01,5.099
2018-08-01,5.099
2018-09-01,5.051
2018-10-01,4.88
2018-11-01,4.807
2018-12-01,4.765
2019-01-01,5.124
2019-02-01,5.045
2019-03-01,5.128
2019-04-01,4.989
2019-05-01,5.289
2019-06-01,5.342
2019-07-01,5.293
2019-08-01,5.278
2019-09-01,5.189
2019-10-01,5.029
2019-11-01,5.081
2019-12-01,5.427
2020-01-01,5.22
2020-02-01,5.377
2020-03-01,5.217
2020-04-01,5.935
2020-05-01,7.45
2020-06-01,6.96
2020-07-01,6.298
2020-08-01,5.952
2020-09-01,5.635
2020-10-01,5.451
2020-11-01,5.747
2020-12-01,5.497
2021-01-01,5.67
2021-02-01,5.767
2021-03-01,5.936
2021-04-01,5.807
2021-05-01,6.214
2021-06-01,6.462
2021-07-01,6.666
2021-08-01,6.634
2021-09-01,7.271
2021-10-01,7.239
2021-11-01,6.928
2021-12-01,6.875
2022-01-01,7.168
2022-02-01,7.134
2022-03-01,6.992
2022-04-01,6.947
2022-05-01,6.657
2022-06-01,6.593
2022-07-01,6.651
2022-08-01,6.803
2022-09-01,6.803
2022-10-01,6.83
2022-11-01,6.701
2022-12-01,6.772
2023-01-01,6.806
2023-02-01,6.979
2023-03-01,6.775
2023-04-01,6.673
2023-05-01,7.314
2023-06-01,7.194
2023-07-01,7.264
2023-08-01,7.517
2023-09-01,7.409
2023-10-01,7.468
2023-11-01,7.808
