"Date","CUUR0200SAH1"
1986-05-01,NA
1986-06-01,113.1
1986-07-01,NA
1986-08-01,113.8
1986-09-01,NA
1986-10-01,114.7
1986-11-01,NA
1986-12-01,115.3
1987-01-01,116.1
1987-02-01,116.3
1987-03-01,117.2
1987-04-01,117.9
1987-05-01,118
1987-06-01,118.4
1987-07-01,119.3
1987-08-01,120.5
1987-09-01,120.3
1987-10-01,120.7
1987-11-01,120.7
1987-12-01,120.6
1988-01-01,121
1988-02-01,121.8
1988-03-01,122.7
1988-04-01,122.7
1988-05-01,123.3
1988-06-01,123.5
1988-07-01,124.7
1988-08-01,125.4
1988-09-01,125.1
1988-10-01,126.1
1988-11-01,125.7
1988-12-01,125.2
1989-01-01,125.9
1989-02-01,126.8
1989-03-01,127.2
1989-04-01,127.9
1989-05-01,128.1
1989-06-01,128.9
1989-07-01,129.8
1989-08-01,130
1989-09-01,129.8
1989-10-01,130.7
1989-11-01,130.7
1989-12-01,130.9
1990-01-01,131.3
1990-02-01,132
1990-03-01,133.2
1990-04-01,133.6
1990-05-01,133.7
1990-06-01,134.6
1990-07-01,136.2
1990-08-01,137.1
1990-09-01,137
1990-10-01,137.5
1990-11-01,137.6
1990-12-01,137.2
1991-01-01,137.7
1991-02-01,138.4
1991-03-01,139.7
1991-04-01,139.5
1991-05-01,140.5
1991-06-01,140.4
1991-07-01,140.8
1991-08-01,141.2
1991-09-01,141.6
1991-10-01,142.4
1991-11-01,142.1
1991-12-01,142.6
1992-01-01,143.8
1992-02-01,143.9
1992-03-01,143.8
1992-04-01,143.9
1992-05-01,144.2
1992-06-01,145.4
1992-07-01,146.4
1992-08-01,146.6
1992-09-01,146
1992-10-01,146.4
1992-11-01,146.4
1992-12-01,146.5
1993-01-01,147.6
1993-02-01,148.5
1993-03-01,148.9
1993-04-01,148.8
1993-05-01,149.1
1993-06-01,149.9
1993-07-01,150.5
1993-08-01,150.8
1993-09-01,151
1993-10-01,151.6
1993-11-01,151.8
1993-12-01,152
1994-01-01,152.6
1994-02-01,153.4
1994-03-01,154.2
1994-04-01,154.6
1994-05-01,155
1994-06-01,155.5
1994-07-01,156.1
1994-08-01,156.8
1994-09-01,156.7
1994-10-01,157.2
1994-11-01,157.5
1994-12-01,157.5
1995-01-01,158.4
1995-02-01,159.3
1995-03-01,160.1
1995-04-01,160.6
1995-05-01,160.5
1995-06-01,161.3
1995-07-01,162.4
1995-08-01,163.1
1995-09-01,163.4
1995-10-01,163.8
1995-11-01,164.1
1995-12-01,164.2
1996-01-01,164.9
1996-02-01,165.8
1996-03-01,166.4
1996-04-01,166.8
1996-05-01,166.7
1996-06-01,167.4
1996-07-01,168.4
1996-08-01,168.7
1996-09-01,168.5
1996-10-01,168.8
1996-11-01,169
1996-12-01,168.9
1997-01-01,170.1
1997-02-01,171
1997-03-01,171.5
1997-04-01,171.7
1997-05-01,172
1997-06-01,172.8
1997-07-01,173.6
1997-08-01,174.2
1997-09-01,174
1997-10-01,174.4
1997-11-01,174.5
1997-12-01,174.4
1998-01-01,175.5
1998-02-01,176.2
1998-03-01,176.9
1998-04-01,177.4
1998-05-01,177.8
1998-06-01,178.4
1998-07-01,178.9
1998-08-01,179.3
1998-09-01,179.4
1998-10-01,179.9
1998-11-01,179.8
1998-12-01,179.7
1999-01-01,180.3
1999-02-01,181
1999-03-01,181.8
1999-04-01,182.5
1999-05-01,182.6
1999-06-01,183.2
1999-07-01,183.6
1999-08-01,184
1999-09-01,184.1
1999-10-01,184.1
1999-11-01,184
1999-12-01,184
2000-01-01,185.3
2000-02-01,186.3
2000-03-01,187.3
2000-04-01,187.7
2000-05-01,188.4
2000-06-01,189.3
2000-07-01,190.1
2000-08-01,190.2
2000-09-01,190.4
2000-10-01,190.6
2000-11-01,190.4
2000-12-01,190.1
2001-01-01,191.2
2001-02-01,192
2001-03-01,193
2001-04-01,193.1
2001-05-01,193.5
2001-06-01,194.3
2001-07-01,194.8
2001-08-01,195.7
2001-09-01,195.6
2001-10-01,196
2001-11-01,196.6
2001-12-01,196.8
2002-01-01,197.8
2002-02-01,198.9
2002-03-01,199.9
2002-04-01,200.4
2002-05-01,200.8
2002-06-01,201.5
2002-07-01,201.7
2002-08-01,202.3
2002-09-01,202.1
2002-10-01,202.4
2002-11-01,202.2
2002-12-01,202.4
2003-01-01,202.7
2003-02-01,204.2
2003-03-01,204.3
2003-04-01,204.2
2003-05-01,204.6
2003-06-01,205.1
2003-07-01,205.2
2003-08-01,205.3
2003-09-01,205.2
2003-10-01,205.6
2003-11-01,205.5
2003-12-01,205.2
2004-01-01,205.9
2004-02-01,206.2
2004-03-01,208.2
2004-04-01,208.3
2004-05-01,208.9
2004-06-01,209.8
2004-07-01,210.4
2004-08-01,210.2
2004-09-01,210.1
2004-10-01,210.4
2004-11-01,210
2004-12-01,209.6
2005-01-01,209.8
2005-02-01,211.3
2005-03-01,212.5
2005-04-01,212.7
2005-05-01,212.5
2005-06-01,213.2
2005-07-01,213.6
2005-08-01,213.6
2005-09-01,213.1
2005-10-01,213.3
2005-11-01,212.7
2005-12-01,212.7
2006-01-01,213
2006-02-01,213.8
2006-03-01,215.4
2006-04-01,215.3
2006-05-01,215.8
2006-06-01,216.7
2006-07-01,217.2
2006-08-01,217.4
2006-09-01,217.5
2006-10-01,218.2
2006-11-01,218
2006-12-01,218
2007-01-01,218.463
2007-02-01,219.554
2007-03-01,220.831
2007-04-01,221.069
2007-05-01,221.103
2007-06-01,221.263
2007-07-01,221.71
2007-08-01,222.31
2007-09-01,222.525
2007-10-01,222.896
2007-11-01,222.05
2007-12-01,222.149
2008-01-01,223.675
2008-02-01,224.058
2008-03-01,225.046
2008-04-01,225.023
2008-05-01,224.687
2008-06-01,225.317
2008-07-01,225.325
2008-08-01,225.008
2008-09-01,224.634
2008-10-01,224.875
2008-11-01,224.05
2008-12-01,223.533
2009-01-01,224.8
2009-02-01,225.322
2009-03-01,225.665
2009-04-01,226.008
2009-05-01,225.895
2009-06-01,226.806
2009-07-01,227.312
2009-08-01,227.851
2009-09-01,227.42
2009-10-01,227.579
2009-11-01,226.728
2009-12-01,226.116
2010-01-01,226.286
2010-02-01,226.495
2010-03-01,226.596
2010-04-01,226.704
2010-05-01,226.651
2010-06-01,226.831
2010-07-01,226.847
2010-08-01,227.072
2010-09-01,227.127
2010-10-01,227.339
2010-11-01,227.458
2010-12-01,227.566
2011-01-01,228.204
2011-02-01,228.549
2011-03-01,228.786
2011-04-01,228.701
2011-05-01,228.893
2011-06-01,229.304
2011-07-01,229.928
2011-08-01,230.18
2011-09-01,230.145
2011-10-01,230.581
2011-11-01,230.717
2011-12-01,230.972
2012-01-01,231.449
2012-02-01,231.957
2012-03-01,232.64
2012-04-01,233.06
2012-05-01,233.523
2012-06-01,234.034
2012-07-01,234.248
2012-08-01,234.598
2012-09-01,234.875
2012-10-01,235.34
2012-11-01,235.456
2012-12-01,235.642
2013-01-01,236.539
2013-02-01,237.137
2013-03-01,237.588
2013-04-01,237.839
2013-05-01,238.281
2013-06-01,239.12
2013-07-01,239.653
2013-08-01,239.627
2013-09-01,239.769
2013-10-01,239.814
2013-11-01,240.424
2013-12-01,240.496
2014-01-01,241.274
2014-02-01,241.587
2014-03-01,242.105
2014-04-01,242.539
2014-05-01,242.98
2014-06-01,243.648
2014-07-01,244.121
2014-08-01,244.437
2014-09-01,244.808
2014-10-01,245.395
2014-11-01,245.477
2014-12-01,245.502
2015-01-01,246.573
2015-02-01,246.874
2015-03-01,247.671
2015-04-01,247.83
2015-05-01,248.321
2015-06-01,249.241
2015-07-01,249.676
2015-08-01,249.789
2015-09-01,250.435
2015-10-01,250.776
2015-11-01,251.104
2015-12-01,251.159
2016-01-01,252.717
2016-02-01,253.512
2016-03-01,254.079
2016-04-01,254.693
2016-05-01,255.109
2016-06-01,256.656
2016-07-01,256.461
2016-08-01,256.634
2016-09-01,257.954
2016-10-01,257.898
2016-11-01,258.337
2016-12-01,258.348
2017-01-01,259.528
2017-02-01,260.016
2017-03-01,260.312
2017-04-01,261.077
2017-05-01,262.233
2017-06-01,263.258
2017-07-01,262.779
2017-08-01,263.051
2017-09-01,264.066
2017-10-01,264.438
2017-11-01,264.847
2017-12-01,265.446
2018-01-01,266.364
2018-02-01,267.342
2018-03-01,268.376
2018-04-01,269.145
2018-05-01,270.278
2018-06-01,270.494
2018-07-01,271.218
2018-08-01,271.663
2018-09-01,272.185
2018-10-01,273.686
2018-11-01,274.129
2018-12-01,274.41
2019-01-01,275.22
2019-02-01,276.593
2019-03-01,278.067
2019-04-01,278.535
2019-05-01,279.672
2019-06-01,280.235
2019-07-01,280.794
2019-08-01,280.599
2019-09-01,281.723
2019-10-01,281.992
2019-11-01,281.961
2019-12-01,283.184
2020-01-01,284.095
2020-02-01,285.087
2020-03-01,285.236
2020-04-01,284.083
2020-05-01,285.288
2020-06-01,286.137
2020-07-01,286.463
2020-08-01,287.179
2020-09-01,286.953
2020-10-01,287.428
2020-11-01,287.663
2020-12-01,288.195
2021-01-01,288.325
2021-02-01,289.397
2021-03-01,290.464
2021-04-01,291.656
2021-05-01,292.571
2021-06-01,294.263
2021-07-01,296.222
2021-08-01,297.007
2021-09-01,297.995
2021-10-01,299.37
2021-11-01,300.638
2021-12-01,301.055
2022-01-01,301.535
2022-02-01,303.249
2022-03-01,305.136
2022-04-01,305.815
2022-05-01,307.74
2022-06-01,309.877
2022-07-01,311.079
2022-08-01,312.253
2022-09-01,313.166
2022-10-01,315.262
2022-11-01,317.131
2022-12-01,319.195
2023-01-01,320.948
2023-02-01,323.149
2023-03-01,326.09
2023-04-01,327.503
2023-05-01,330.151
2023-06-01,332.532
2023-07-01,336.212
2023-08-01,334.737
2023-09-01,336.337
2023-10-01,337.211
2023-11-01,338.643
