"Date","CP0500USM086NEST"
2020-03-01,101.3
2020-04-01,101.49
2020-05-01,101.83
2020-06-01,102.35
2020-07-01,102.39
2020-08-01,103.07
2020-09-01,103.25
2020-10-01,103.13
2020-11-01,103.19
2020-12-01,103.36
2021-01-01,103.63
2021-02-01,103.83
2021-03-01,104.22
2021-04-01,105.06
2021-05-01,106.53
2021-06-01,106.56
2021-07-01,106.43
2021-08-01,107.39
2021-09-01,108.5
2021-10-01,109.54
2021-11-01,110.04
2021-12-01,111.23
2022-01-01,113.2
2022-02-01,114.09
2022-03-01,114.92
2022-04-01,115.54
2022-05-01,116.08
2022-06-01,116.69
2022-07-01,117.12
2022-08-01,117.78
2022-09-01,118.47
2022-10-01,118.6
2022-11-01,118.01
2022-12-01,118.28
2023-01-01,119.66
2023-02-01,120.47
2023-03-01,120.71
2023-04-01,121.16
2023-05-01,120.22
2023-06-01,120.22
2023-07-01,119.96
2023-08-01,119.71
2023-09-01,120
2023-10-01,120.14
