"Date","CUUR0000SA0L2"
1989-04-01,121
1989-05-01,121.7
1989-06-01,122
1989-07-01,122
1989-08-01,122
1989-09-01,122.6
1989-10-01,123.1
1989-11-01,123.3
1989-12-01,123.5
1990-01-01,125
1990-02-01,125.7
1990-03-01,126.2
1990-04-01,126.5
1990-05-01,126.7
1990-06-01,127.3
1990-07-01,127.5
1990-08-01,128.6
1990-09-01,130.1
1990-10-01,131.2
1990-11-01,131.5
1990-12-01,131.5
1991-01-01,132.1
1991-02-01,132.2
1991-03-01,132.2
1991-04-01,132.6
1991-05-01,133.1
1991-06-01,133.3
1991-07-01,133.3
1991-08-01,133.7
1991-09-01,134.5
1991-10-01,134.6
1991-11-01,135
1991-12-01,135
1992-01-01,135.1
1992-02-01,135.5
1992-03-01,136.2
1992-04-01,136.6
1992-05-01,136.9
1992-06-01,137.2
1992-07-01,137.3
1992-08-01,137.7
1992-09-01,138.4
1992-10-01,138.9
1992-11-01,139.2
1992-12-01,139.1
1993-01-01,139.5
1993-02-01,140
1993-03-01,140.5
1993-04-01,140.9
1993-05-01,141.3
1993-06-01,141.2
1993-07-01,141.1
1993-08-01,141.5
1993-09-01,142
1993-10-01,142.6
1993-11-01,142.9
1993-12-01,142.7
1994-01-01,142.9
1994-02-01,143.2
1994-03-01,143.7
1994-04-01,144
1994-05-01,144.2
1994-06-01,144.6
1994-07-01,144.9
1994-08-01,145.5
1994-09-01,146
1994-10-01,146.1
1994-11-01,146.3
1994-12-01,146.3
1995-01-01,146.8
1995-02-01,147.2
1995-03-01,147.7
1995-04-01,148.3
1995-05-01,148.6
1995-06-01,148.8
1995-07-01,148.6
1995-08-01,148.9
1995-09-01,149.4
1995-10-01,149.8
1995-11-01,149.7
1995-12-01,149.6
1996-01-01,150.3
1996-02-01,150.8
1996-03-01,151.6
1996-04-01,152.4
1996-05-01,152.8
1996-06-01,152.8
1996-07-01,152.8
1996-08-01,152.9
1996-09-01,153.8
1996-10-01,154.2
1996-11-01,154.6
1996-12-01,154.7
1997-01-01,155
1997-02-01,155.3
1997-03-01,155.6
1997-04-01,155.8
1997-05-01,155.7
1997-06-01,155.7
1997-07-01,155.6
1997-08-01,155.9
1997-09-01,156.6
1997-10-01,156.9
1997-11-01,156.8
1997-12-01,156.4
1998-01-01,156.4
1998-02-01,156.4
1998-03-01,156.5
1998-04-01,156.9
1998-05-01,157.3
1998-06-01,157.3
1998-07-01,157.3
1998-08-01,157.4
1998-09-01,157.6
1998-10-01,157.9
1998-11-01,157.9
1998-12-01,157.8
1999-01-01,158.1
1999-02-01,158.1
1999-03-01,158.5
1999-04-01,159.9
1999-05-01,159.9
1999-06-01,159.7
1999-07-01,160.1
1999-08-01,160.6
1999-09-01,161.6
1999-10-01,162
1999-11-01,162.1
1999-12-01,162.1
2000-01-01,162.3
2000-02-01,163.3
2000-03-01,164.8
2000-04-01,164.9
2000-05-01,165.1
2000-06-01,166
2000-07-01,166.2
2000-08-01,166
2000-09-01,167.4
2000-10-01,167.5
2000-11-01,167.7
2000-12-01,167.5
2001-01-01,168.6
2001-02-01,169.1
2001-03-01,169.2
2001-04-01,170.1
2001-05-01,170.9
2001-06-01,171
2001-07-01,170
2001-08-01,169.7
2001-09-01,170.9
2001-10-01,169.9
2001-11-01,169.3
2001-12-01,168.2
2002-01-01,168.4
2002-02-01,168.7
2002-03-01,169.7
2002-04-01,170.9
2002-05-01,170.9
2002-06-01,170.9
2002-07-01,170.9
2002-08-01,171.3
2002-09-01,171.9
2002-10-01,172.2
2002-11-01,172.3
2002-12-01,171.7
2003-01-01,172.3
2003-02-01,174
2003-03-01,175.3
2003-04-01,174.7
2003-05-01,174.1
2003-06-01,174.3
2003-07-01,174.2
2003-08-01,175
2003-09-01,176
2003-10-01,175.5
2003-11-01,174.9
2003-12-01,174.7
2004-01-01,175.6
2004-02-01,176.7
2004-03-01,177.6
2004-04-01,178.2
2004-05-01,179.6
2004-06-01,180.2
2004-07-01,179.6
2004-08-01,179.5
2004-09-01,180.1
2004-10-01,181.4
2004-11-01,181.9
2004-12-01,180.9
2005-01-01,180.9
2005-02-01,181.9
2005-03-01,183.2
2005-04-01,185.1
2005-05-01,185
2005-06-01,184.9
2005-07-01,185.7
2005-08-01,187.1
2005-09-01,191
2005-10-01,191.1
2005-11-01,189
2005-12-01,187.7
2006-01-01,189.3
2006-02-01,189.4
2006-03-01,190.3
2006-04-01,192.3
2006-05-01,193.5
2006-06-01,193.7
2006-07-01,194
2006-08-01,194.4
2006-09-01,193.1
2006-10-01,191.2
2006-11-01,190.7
2006-12-01,191.1
2007-01-01,191.328
2007-02-01,192.272
2007-03-01,194.482
2007-04-01,196.062
2007-05-01,197.783
2007-06-01,197.913
2007-07-01,197.408
2007-08-01,196.803
2007-09-01,197.708
2007-10-01,198.171
2007-11-01,199.998
2007-12-01,199.734
2008-01-01,200.609
2008-02-01,201.11
2008-03-01,203.217
2008-04-01,205.04
2008-05-01,207.566
2008-06-01,210.242
2008-07-01,211.468
2008-08-01,210.264
2008-09-01,209.936
2008-10-01,206.776
2008-11-01,201.075
2008-12-01,198.127
2009-01-01,198.936
2009-02-01,200.184
2009-03-01,200.626
2009-04-01,201.271
2009-05-01,202.171
2009-06-01,204.578
2009-07-01,204.069
2009-08-01,204.776
2009-09-01,205.263
2009-10-01,205.567
2009-11-01,206.286
2009-12-01,205.888
2010-01-01,206.892
2010-02-01,206.948
2010-03-01,208.181
2010-04-01,208.722
2010-05-01,208.932
2010-06-01,208.486
2010-07-01,208.469
2010-08-01,208.925
2010-09-01,209.133
2010-10-01,209.467
2010-11-01,209.56
2010-12-01,209.996
2011-01-01,211.273
2011-02-01,212.633
2011-03-01,215.505
2011-04-01,217.475
2011-05-01,218.847
2011-06-01,218.239
2011-07-01,218.23
2011-08-01,218.952
2011-09-01,219.396
2011-10-01,218.558
2011-11-01,218.205
2011-12-01,217.26
2012-01-01,218.378
2012-02-01,219.58
2012-03-01,221.744
2012-04-01,222.552
2012-05-01,222.01
2012-06-01,221.336
2012-07-01,220.629
2012-08-01,222.251
2012-09-01,223.535
2012-10-01,223.181
2012-11-01,221.572
2012-12-01,220.582
2013-01-01,221.246
2013-02-01,223.629
2013-03-01,224.241
2013-04-01,223.774
2013-05-01,224.105
2013-06-01,224.647
2013-07-01,224.563
2013-08-01,224.732
2013-09-01,224.988
2013-10-01,223.993
2013-11-01,223.088
2013-12-01,222.834
2014-01-01,223.71
2014-02-01,224.665
2014-03-01,226.391
2014-04-01,227.302
2014-05-01,228.124
2014-06-01,228.531
2014-07-01,228.084
2014-08-01,227.302
2014-09-01,227.361
2014-10-01,226.273
2014-11-01,224.294
2014-12-01,222.267
2015-01-01,220.322
2015-02-01,221.432
2015-03-01,223.014
2015-04-01,223.446
2015-05-01,224.911
2015-06-01,225.729
2015-07-01,225.318
2015-08-01,224.632
2015-09-01,223.824
2015-10-01,223.404
2015-11-01,222.526
2015-12-01,221.203
2016-01-01,221.321
2016-02-01,221.229
2016-03-01,222.363
2016-04-01,223.693
2016-05-01,224.625
2016-06-01,225.284
2016-07-01,224.463
2016-08-01,224.451
2016-09-01,224.934
2016-10-01,224.982
2016-11-01,224.244
2016-12-01,224.099
2017-01-01,225.699
2017-02-01,226.424
2017-03-01,226.469
2017-04-01,227.223
2017-05-01,227.205
2017-06-01,227.149
2017-07-01,226.729
2017-08-01,227.274
2017-09-01,228.825
2017-10-01,228.218
2017-11-01,228.096
2017-12-01,227.582
2018-01-01,229.08
2018-02-01,230.358
2018-03-01,230.692
2018-04-01,231.735
2018-05-01,232.727
2018-06-01,233.054
2018-07-01,232.755
2018-08-01,232.615
2018-09-01,232.868
2018-10-01,233.231
2018-11-01,231.856
2018-12-01,230.492
2019-01-01,230.765
2019-02-01,231.792
2019-03-01,233.29
2019-04-01,234.723
2019-05-01,235.131
2019-06-01,234.791
2019-07-01,235.071
2019-08-01,234.853
2019-09-01,234.802
2019-10-01,235.538
2019-11-01,235.162
2019-12-01,234.656
2020-01-01,235.553
2020-02-01,236.084
2020-03-01,235.184
2020-04-01,232.86
2020-05-01,232.598
2020-06-01,234.316
2020-07-01,235.82
2020-08-01,236.785
2020-09-01,237.237
2020-10-01,237.328
2020-11-01,237.052
2020-12-01,237.289
2021-01-01,238.594
2021-02-01,240.288
2021-03-01,242.43
2021-04-01,244.958
2021-05-01,247.484
2021-06-01,250.261
2021-07-01,251.473
2021-08-01,252.072
2021-09-01,252.664
2021-10-01,255.337
2021-11-01,256.714
2021-12-01,257.431
2022-01-01,260.156
2022-02-01,262.949
2022-03-01,267.42
2022-04-01,268.974
2022-05-01,272.55
2022-06-01,277.194
2022-07-01,276.416
2022-08-01,275.409
2022-09-01,275.381
2022-10-01,276.154
2022-11-01,274.96
2022-12-01,272.711
2023-01-01,274.976
2023-02-01,276.174
2023-03-01,276.61
2023-04-01,278.101
2023-05-01,278.336
2023-06-01,279.002
2023-07-01,279.181
2023-08-01,280.663
2023-09-01,280.869
2023-10-01,280.313
2023-11-01,278.876
