"Date","CUURA300SA0L2"
2000-10-01,166.2
2000-11-01,166.1
2000-12-01,166
2001-01-01,166.6
2001-02-01,167.6
2001-03-01,167.9
2001-04-01,169
2001-05-01,169.4
2001-06-01,170.1
2001-07-01,169.7
2001-08-01,169.1
2001-09-01,170.4
2001-10-01,170
2001-11-01,168.7
2001-12-01,167.8
2002-01-01,167.3
2002-02-01,167.6
2002-03-01,168.7
2002-04-01,169.9
2002-05-01,170.1
2002-06-01,170.5
2002-07-01,170.1
2002-08-01,170.5
2002-09-01,171
2002-10-01,171.8
2002-11-01,171.4
2002-12-01,171
2003-01-01,171.8
2003-02-01,173.3
2003-03-01,174.3
2003-04-01,174.1
2003-05-01,173.7
2003-06-01,174.3
2003-07-01,174.1
2003-08-01,175.2
2003-09-01,175.8
2003-10-01,175.2
2003-11-01,174
2003-12-01,174
2004-01-01,174.7
2004-02-01,175.6
2004-03-01,176.5
2004-04-01,177.4
2004-05-01,178.8
2004-06-01,180.3
2004-07-01,179.3
2004-08-01,179.3
2004-09-01,179.5
2004-10-01,180.7
2004-11-01,180.5
2004-12-01,180.1
2005-01-01,180
2005-02-01,181.1
2005-03-01,182.5
2005-04-01,184.4
2005-05-01,184.6
2005-06-01,185.1
2005-07-01,185.7
2005-08-01,186.8
2005-09-01,191.4
2005-10-01,192.1
2005-11-01,189.5
2005-12-01,187.7
2006-01-01,189.9
2006-02-01,189.5
2006-03-01,189.8
2006-04-01,192.5
2006-05-01,193.8
2006-06-01,194.6
2006-07-01,195.2
2006-08-01,195.5
2006-09-01,194.2
2006-10-01,191.8
2006-11-01,190.7
2006-12-01,191.4
2007-01-01,191.064
2007-02-01,191.843
2007-03-01,194.212
2007-04-01,196.119
2007-05-01,197.561
2007-06-01,198.986
2007-07-01,198.072
2007-08-01,197.424
2007-09-01,198.756
2007-10-01,199.105
2007-11-01,200.553
2007-12-01,200.687
2008-01-01,201.572
2008-02-01,201.646
2008-03-01,203.572
2008-04-01,204.915
2008-05-01,207.416
2008-06-01,210.758
2008-07-01,211.89
2008-08-01,210.675
2008-09-01,211.097
2008-10-01,207.732
2008-11-01,201.594
2008-12-01,198.462
2009-01-01,198.69
2009-02-01,200.032
2009-03-01,200.407
2009-04-01,201.171
2009-05-01,201.576
2009-06-01,204.491
2009-07-01,204.075
2009-08-01,204.599
2009-09-01,204.79
2009-10-01,204.672
2009-11-01,205.86
2009-12-01,205.361
2010-01-01,206.277
2010-02-01,205.87
2010-03-01,207.477
2010-04-01,207.997
2010-05-01,208.002
2010-06-01,207.766
2010-07-01,207.202
2010-08-01,207.553
2010-09-01,208.489
2010-10-01,208.47
2010-11-01,208.183
2010-12-01,208.817
2011-01-01,210.711
2011-02-01,211.972
2011-03-01,215.18
2011-04-01,217.305
2011-05-01,218.887
2011-06-01,217.936
2011-07-01,218.229
2011-08-01,219.273
2011-09-01,218.7
2011-10-01,217.249
2011-11-01,217.35
2011-12-01,216.417
2012-01-01,217.431
2012-02-01,219.245
2012-03-01,221.227
2012-04-01,222.357
2012-05-01,220.954
2012-06-01,220.59
2012-07-01,219.489
2012-08-01,221.408
2012-09-01,222.622
2012-10-01,221.27
2012-11-01,219.659
2012-12-01,218.937
2013-01-01,219.576
2013-02-01,222.387
2013-03-01,223.075
2013-04-01,222.596
2013-05-01,222.586
2013-06-01,223.362
2013-07-01,224.007
2013-08-01,224.338
2013-09-01,224.338
2013-10-01,223.431
2013-11-01,222.314
2013-12-01,223.003
2014-01-01,223.613
2014-02-01,224.434
2014-03-01,225.806
2014-04-01,226.852
2014-05-01,227.306
2014-06-01,227.933
2014-07-01,227.211
2014-08-01,226.539
2014-09-01,226.52
2014-10-01,225.432
2014-11-01,223.538
2014-12-01,221.734
2015-01-01,219.168
2015-02-01,219.995
2015-03-01,221.653
2015-04-01,221.908
2015-05-01,223.068
2015-06-01,224.659
2015-07-01,223.463
2015-08-01,223.105
2015-09-01,222.822
2015-10-01,222.329
2015-11-01,221.35
2015-12-01,220.15
2016-01-01,219.737
2016-02-01,220.017
2016-03-01,221.175
2016-04-01,222.248
2016-05-01,223.008
2016-06-01,224.12
2016-07-01,223.772
2016-08-01,223.516
2016-09-01,223.836
2016-10-01,223.56
2016-11-01,223.456
2016-12-01,223.369
2017-01-01,224.346
2017-02-01,224.627
2017-03-01,224.527
2017-04-01,225.221
2017-05-01,225.147
2017-06-01,225.673
2017-07-01,224.941
2017-08-01,225.87
2017-09-01,228.316
2017-10-01,227.275
2017-11-01,226.976
2017-12-01,226.316
2018-01-01,227.188
2018-02-01,229.815
2018-03-01,229.485
2018-04-01,230.52
2018-05-01,231.589
2018-06-01,232.409
2018-07-01,231.943
2018-08-01,231.637
2018-09-01,231.421
2018-10-01,231.71
2018-11-01,230.693
2018-12-01,229.042
2019-01-01,228.812
2019-02-01,230.257
2019-03-01,232.136
2019-04-01,234.138
2019-05-01,234.189
2019-06-01,232.589
2019-07-01,233.241
2019-08-01,233.353
2019-09-01,233.276
2019-10-01,233.815
2019-11-01,233.226
2019-12-01,232.656
2020-01-01,233.013
2020-02-01,233.445
2020-03-01,232.661
2020-04-01,230.012
2020-05-01,229.173
2020-06-01,231.004
2020-07-01,232.758
2020-08-01,233.62
2020-09-01,234.517
2020-10-01,234.436
2020-11-01,233.821
2020-12-01,234.076
2021-01-01,235.703
2021-02-01,237.394
2021-03-01,239.748
2021-04-01,241.957
2021-05-01,244.694
2021-06-01,246.874
2021-07-01,247.741
2021-08-01,248.684
2021-09-01,249.093
2021-10-01,252.012
2021-11-01,253.511
2021-12-01,254.923
2022-01-01,257.459
2022-02-01,261.224
2022-03-01,266.009
2022-04-01,266.917
2022-05-01,271.258
2022-06-01,274.735
2022-07-01,273.827
2022-08-01,272.988
2022-09-01,272.267
2022-10-01,272.638
2022-11-01,271.479
2022-12-01,268.91
2023-01-01,270.111
2023-02-01,271.632
2023-03-01,272.994
2023-04-01,274.706
2023-05-01,275.41
2023-06-01,275.928
2023-07-01,275.848
2023-08-01,277.636
2023-09-01,277.837
2023-10-01,277.032
2023-11-01,276.568
