"Date","APU0000FC2101"
2006-03-01,3.699
2006-04-01,3.645
2006-05-01,3.58
2006-06-01,3.603
2006-07-01,3.585
2006-08-01,3.602
2006-09-01,3.599
2006-10-01,3.674
2006-11-01,3.679
2006-12-01,3.602
2007-01-01,3.647
2007-02-01,3.779
2007-03-01,3.727
2007-04-01,3.895
2007-05-01,3.828
2007-06-01,3.802
2007-07-01,3.76
2007-08-01,3.795
2007-09-01,3.83
2007-10-01,3.693
2007-11-01,3.797
2007-12-01,3.766
2008-01-01,3.76
2008-02-01,3.794
2008-03-01,3.873
2008-04-01,3.73
2008-05-01,3.825
2008-06-01,3.891
2008-07-01,3.988
2008-08-01,4.043
2008-09-01,4.101
2008-10-01,4.154
2008-11-01,4.074
2008-12-01,4.007
2009-01-01,4.051
2009-02-01,4.112
2009-03-01,3.955
2009-04-01,3.92
2009-05-01,3.903
2009-06-01,3.912
2009-07-01,3.864
2009-08-01,3.871
2009-09-01,3.941
2009-10-01,3.931
2009-11-01,4.13
2009-12-01,4.006
2010-01-01,3.99
2010-02-01,4.014
2010-03-01,4.073
2010-04-01,4.044
2010-05-01,4.071
2010-06-01,4.039
2010-07-01,4.084
2010-08-01,4.054
2010-09-01,4.136
2010-10-01,4.121
2010-11-01,4.197
2010-12-01,4.153
2011-01-01,4.241
2011-02-01,4.337
2011-03-01,4.444
2011-04-01,4.443
2011-05-01,4.46
2011-06-01,4.439
2011-07-01,4.551
2011-08-01,4.487
2011-09-01,4.524
2011-10-01,4.518
2011-11-01,4.628
2011-12-01,4.674
2012-01-01,4.694
2012-02-01,4.676
2012-03-01,4.665
2012-04-01,4.68
2012-05-01,4.725
2012-06-01,4.697
2012-07-01,4.671
2012-08-01,4.661
2012-09-01,4.594
2012-10-01,4.782
2012-11-01,4.76
2012-12-01,4.741
2013-01-01,4.681
2013-02-01,4.716
2013-03-01,4.748
2013-04-01,4.689
2013-05-01,4.707
2013-06-01,4.796
2013-07-01,4.866
2013-08-01,4.876
2013-09-01,4.833
2013-10-01,4.821
2013-11-01,4.887
2013-12-01,4.905
2014-01-01,4.827
2014-02-01,5.221
2014-03-01,5.231
2014-04-01,5.374
2014-05-01,5.339
2014-06-01,5.299
2014-07-01,5.366
2014-08-01,5.711
2014-09-01,5.738
2014-10-01,5.686
2014-11-01,5.776
2014-12-01,5.854
2015-01-01,5.838
2015-02-01,5.844
2015-03-01,5.872
2015-04-01,5.864
2015-05-01,5.915
2015-06-01,5.927
2015-07-01,5.905
2015-08-01,5.871
2015-09-01,5.785
2015-10-01,5.762
2015-11-01,5.718
2015-12-01,5.482
2016-01-01,5.421
2016-02-01,5.526
2016-03-01,5.662
2016-04-01,5.576
2016-05-01,5.687
2016-06-01,5.601
2016-07-01,5.504
2016-08-01,5.451
2016-09-01,5.315
2016-10-01,5.277
2016-11-01,5.301
2016-12-01,5.159
2017-01-01,5.138
2017-02-01,5.208
2017-03-01,5.264
2017-04-01,5.315
2017-05-01,5.354
2017-06-01,5.498
2017-07-01,5.453
2017-08-01,5.349
2017-09-01,5.329
2017-10-01,5.156
2017-11-01,5.163
2017-12-01,5.207
2018-01-01,5.109
2018-02-01,5.184
2018-03-01,5.259
2018-04-01,5.378
2018-05-01,5.369
2018-06-01,5.481
2018-07-01,5.508
2018-08-01,5.506
2018-09-01,5.386
2018-10-01,5.203
2018-11-01,5.17
2018-12-01,5.202
2019-01-01,5.283
2019-02-01,5.319
2019-03-01,5.439
2019-04-01,5.445
2019-05-01,5.521
2019-06-01,5.627
2019-07-01,5.609
2019-08-01,5.471
2019-09-01,5.43
2019-10-01,5.277
2019-11-01,5.376
2019-12-01,5.537
2020-01-01,5.515
2020-02-01,5.532
2020-03-01,5.535
2020-04-01,5.896
2020-05-01,7.068
2020-06-01,7.057
2020-07-01,6.461
2020-08-01,6.059
2020-09-01,6.035
2020-10-01,5.841
2020-11-01,5.883
2020-12-01,5.868
2021-01-01,5.861
2021-02-01,6.063
2021-03-01,6.229
2021-04-01,6.216
2021-05-01,6.512
2021-06-01,6.824
2021-07-01,6.749
2021-08-01,6.727
2021-09-01,7.133
2021-10-01,7.127
2021-11-01,7.161
2021-12-01,6.948
2022-01-01,6.845
2022-02-01,6.898
2022-03-01,6.971
2022-04-01,6.927
2022-05-01,6.934
2022-06-01,6.783
2022-07-01,6.742
2022-08-01,6.827
2022-09-01,6.832
2022-10-01,6.69
2022-11-01,6.667
2022-12-01,6.724
2023-01-01,6.765
2023-02-01,6.817
2023-03-01,6.765
2023-04-01,6.803
2023-05-01,7.064
2023-06-01,7.02
2023-07-01,7.203
2023-08-01,7.285
2023-09-01,7.251
2023-10-01,7.321
2023-11-01,7.482
