"Date","CUURA101SASL2RS"
1994-03-01,173.1
1994-04-01,173.2
1994-05-01,173.2
1994-06-01,174.5
1994-07-01,174.9
1994-08-01,175.6
1994-09-01,175.7
1994-10-01,175.4
1994-11-01,175.7
1994-12-01,176.1
1995-01-01,176.7
1995-02-01,177.6
1995-03-01,178.1
1995-04-01,178.1
1995-05-01,179.3
1995-06-01,180.6
1995-07-01,180.5
1995-08-01,181
1995-09-01,181.8
1995-10-01,181.9
1995-11-01,182.1
1995-12-01,182.9
1996-01-01,183.8
1996-02-01,185.4
1996-03-01,185.8
1996-04-01,184.7
1996-05-01,185.6
1996-06-01,186.9
1996-07-01,187.6
1996-08-01,188.8
1996-09-01,189.8
1996-10-01,189
1996-11-01,189.3
1996-12-01,190.4
1997-01-01,191.2
1997-02-01,191.7
1997-03-01,192.1
1997-04-01,191.3
1997-05-01,191.5
1997-06-01,193.4
1997-07-01,193.8
1997-08-01,192.6
1997-09-01,193.8
1997-10-01,194
1997-11-01,193.4
1997-12-01,194
1998-01-01,194
1998-02-01,194.8
1998-03-01,195.1
1998-04-01,195.5
1998-05-01,195.4
1998-06-01,195.9
1998-07-01,196.4
1998-08-01,196.7
1998-09-01,197.3
1998-10-01,196.8
1998-11-01,197.2
1998-12-01,197.1
1999-01-01,197.2
1999-02-01,197.9
1999-03-01,198.2
1999-04-01,197.4
1999-05-01,197.6
1999-06-01,199
1999-07-01,199.5
1999-08-01,199.1
1999-09-01,199.4
1999-10-01,200.1
1999-11-01,200.2
1999-12-01,200.6
2000-01-01,200.2
2000-02-01,201.2
2000-03-01,201.8
2000-04-01,201.9
2000-05-01,202.1
2000-06-01,204.5
2000-07-01,206.5
2000-08-01,205.6
2000-09-01,206.6
2000-10-01,206.3
2000-11-01,208.1
2000-12-01,208.1
2001-01-01,210.3
2001-02-01,209.7
2001-03-01,209.9
2001-04-01,210.2
2001-05-01,211
2001-06-01,212.9
2001-07-01,213.7
2001-08-01,213.2
2001-09-01,212.6
2001-10-01,212.1
2001-11-01,212.2
2001-12-01,212.3
2002-01-01,213.8
2002-02-01,214.4
2002-03-01,215.1
2002-04-01,215.1
2002-05-01,215.6
2002-06-01,217.4
2002-07-01,218.5
2002-08-01,218.7
2002-09-01,218.7
2002-10-01,218.3
2002-11-01,218.9
2002-12-01,219.6
2003-01-01,220.5
2003-02-01,221.8
2003-03-01,223.1
2003-04-01,223.5
2003-05-01,225.5
2003-06-01,227.4
2003-07-01,228
2003-08-01,228.3
2003-09-01,229.1
2003-10-01,228.1
2003-11-01,228.2
2003-12-01,228.7
2004-01-01,228.6
2004-02-01,230.7
2004-03-01,229.8
2004-04-01,230.3
2004-05-01,231
2004-06-01,233.8
2004-07-01,235
2004-08-01,234.1
2004-09-01,234.1
2004-10-01,233.3
2004-11-01,234.4
2004-12-01,235
2005-01-01,237.1
2005-02-01,237.7
2005-03-01,237.8
2005-04-01,238.4
2005-05-01,239.2
2005-06-01,239.8
2005-07-01,241.8
2005-08-01,243.9
2005-09-01,247.5
2005-10-01,248.1
2005-11-01,248.8
2005-12-01,248.4
2006-01-01,249.8
2006-02-01,247.1
2006-03-01,247.3
2006-04-01,247.8
2006-05-01,248.5
2006-06-01,252.2
2006-07-01,252.4
2006-08-01,253.5
2006-09-01,253.3
2006-10-01,250.4
2006-11-01,250.9
2006-12-01,252.2
2007-01-01,252.992
2007-02-01,253.006
2007-03-01,254.346
2007-04-01,255.165
2007-05-01,256.215
2007-06-01,259.27
2007-07-01,260.022
2007-08-01,259.588
2007-09-01,259.413
2007-10-01,259.498
2007-11-01,260.155
2007-12-01,260.397
2008-01-01,262.046
2008-02-01,262.256
2008-03-01,262.143
2008-04-01,263.044
2008-05-01,266.407
2008-06-01,271.532
2008-07-01,274.238
2008-08-01,275.872
2008-09-01,272.156
2008-10-01,271.275
2008-11-01,269.623
2008-12-01,272.531
2009-01-01,273.285
2009-02-01,272.414
2009-03-01,272.298
2009-04-01,271.22
2009-05-01,270.897
2009-06-01,274.306
2009-07-01,276.673
2009-08-01,276.705
2009-09-01,276.625
2009-10-01,275.712
2009-11-01,276.737
2009-12-01,276.561
2010-01-01,277.711
2010-02-01,277.984
2010-03-01,278.385
2010-04-01,279.422
2010-05-01,280.009
2010-06-01,280.881
2010-07-01,281.903
2010-08-01,280.949
2010-09-01,280.749
2010-10-01,279.874
2010-11-01,279.744
2010-12-01,280.13
2011-01-01,280.051
2011-02-01,281.877
2011-03-01,282.571
2011-04-01,282.115
2011-05-01,284.264
2011-06-01,285.509
2011-07-01,287.236
2011-08-01,287.212
2011-09-01,288.929
2011-10-01,287.193
2011-11-01,286.743
2011-12-01,286.16
2012-01-01,286.935
2012-02-01,287.545
2012-03-01,288.292
2012-04-01,288.548
2012-05-01,289.485
2012-06-01,292.174
2012-07-01,291.154
2012-08-01,291.109
2012-09-01,292.26
2012-10-01,291.731
2012-11-01,292.626
2012-12-01,292.718
2013-01-01,295.292
2013-02-01,296.304
2013-03-01,296.616
2013-04-01,296.06
2013-05-01,297.764
2013-06-01,299.288
2013-07-01,300.433
2013-08-01,298.197
2013-09-01,300.593
2013-10-01,298.376
2013-11-01,299.387
2013-12-01,298.878
2014-01-01,304.519
2014-02-01,301.66
2014-03-01,302.155
2014-04-01,300.924
2014-05-01,303.55
2014-06-01,304.227
2014-07-01,303.003
2014-08-01,301.525
2014-09-01,300.447
2014-10-01,300.4
2014-11-01,300.801
2014-12-01,300.214
2015-01-01,303.072
2015-02-01,304.297
2015-03-01,301.477
2015-04-01,301.887
2015-05-01,303.333
2015-06-01,304.731
2015-07-01,302.901
2015-08-01,302.539
2015-09-01,302.694
2015-10-01,303.266
2015-11-01,304.12
2015-12-01,302.096
2016-01-01,303.449
2016-02-01,304.439
2016-03-01,305.913
2016-04-01,307.055
2016-05-01,307.034
2016-06-01,309.412
2016-07-01,309.104
2016-08-01,308.392
2016-09-01,308.334
2016-10-01,307.882
2016-11-01,309.062
2016-12-01,310.022
2017-01-01,310.83
2017-02-01,313.742
2017-03-01,311.779
2017-04-01,312.899
2017-05-01,314.084
2017-06-01,315.428
2017-07-01,314.17
2017-08-01,312.425
2017-09-01,313.95
2017-10-01,312.833
2017-11-01,313.733
2017-12-01,314.641
2018-01-01,315.263
2018-02-01,317.163
2018-03-01,316.911
2018-04-01,317.469
2018-05-01,318.659
2018-06-01,320.028
2018-07-01,319.561
2018-08-01,318.48
2018-09-01,320.09
2018-10-01,318.839
2018-11-01,319.628
2018-12-01,319.746
2019-01-01,322.447
2019-02-01,322.814
2019-03-01,323.287
2019-04-01,324.226
2019-05-01,324.505
2019-06-01,326.992
2019-07-01,327.641
2019-08-01,327.993
2019-09-01,327.319
2019-10-01,328.421
2019-11-01,330.752
2019-12-01,330.667
2020-01-01,332.594
2020-02-01,334.401
2020-03-01,333.199
2020-04-01,330.281
2020-05-01,335.975
2020-06-01,336.311
2020-07-01,339.715
2020-08-01,336.71
2020-09-01,338.308
2020-10-01,339.63
2020-11-01,338.268
2020-12-01,340.205
2021-01-01,339.053
2021-02-01,339.904
2021-03-01,339.566
2021-04-01,343.048
2021-05-01,345.127
2021-06-01,350.162
2021-07-01,346.951
2021-08-01,346.958
2021-09-01,348.115
2021-10-01,350.106
2021-11-01,350.79
2021-12-01,349.746
2022-01-01,355.756
2022-02-01,351.667
2022-03-01,357.505
2022-04-01,366.603
2022-05-01,362.67
2022-06-01,375.262
2022-07-01,370.527
2022-08-01,373.917
2022-09-01,378.068
2022-10-01,377.9
2022-11-01,375.614
2022-12-01,379.653
2023-01-01,381.796
2023-02-01,384.022
2023-03-01,378.696
2023-04-01,378.47
2023-05-01,379.82
2023-06-01,382.665
2023-07-01,385.873
2023-08-01,387.274
2023-09-01,387.114
2023-10-01,385.642
2023-11-01,387.426
