"Date","CUURA101SEHC01"
2015-02-01,351.807
2015-03-01,351.892
2015-04-01,353.084
2015-05-01,353.649
2015-06-01,355.136
2015-07-01,355.598
2015-08-01,356.962
2015-09-01,358.867
2015-10-01,359.38
2015-11-01,359.73
2015-12-01,360.339
2016-01-01,360.93
2016-02-01,361.705
2016-03-01,362.266
2016-04-01,362.873
2016-05-01,363.763
2016-06-01,365.279
2016-07-01,365.812
2016-08-01,366.89
2016-09-01,368.429
2016-10-01,369.572
2016-11-01,370.812
2016-12-01,371.213
2017-01-01,371.656
2017-02-01,371.598
2017-03-01,371.431
2017-04-01,371.66
2017-05-01,372.968
2017-06-01,373.131
2017-07-01,373.857
2017-08-01,375.867
2017-09-01,376.459
2017-10-01,377.324
2017-11-01,377.483
2017-12-01,378.344
2018-01-01,379.859
2018-02-01,379.631
2018-03-01,380.273
2018-04-01,381.837
2018-05-01,382.333
2018-06-01,382.629
2018-07-01,383.544
2018-08-01,384.801
2018-09-01,385.092
2018-10-01,386.139
2018-11-01,387.314
2018-12-01,387.875
2019-01-01,387.961
2019-02-01,388.13
2019-03-01,388.481
2019-04-01,389.461
2019-05-01,389.385
2019-06-01,389.395
2019-07-01,390.747
2019-08-01,391.837
2019-09-01,392.984
2019-10-01,393.061
2019-11-01,394.943
2019-12-01,395.348
2020-01-01,397.216
2020-02-01,397.398
2020-03-01,398.296
2020-04-01,399.459
2020-05-01,399.705
2020-06-01,399.885
2020-07-01,400.007
2020-08-01,400.495
2020-09-01,401.056
2020-10-01,400.726
2020-11-01,401.327
2020-12-01,401.538
2021-01-01,401.903
2021-02-01,402.2
2021-03-01,401.873
2021-04-01,402.735
2021-05-01,403.177
2021-06-01,403.829
2021-07-01,404.215
2021-08-01,405.347
2021-09-01,405.908
2021-10-01,406.773
2021-11-01,407.468
2021-12-01,407.832
2022-01-01,408.944
2022-02-01,411.028
2022-03-01,411.652
2022-04-01,412.965
2022-05-01,414.192
2022-06-01,416.311
2022-07-01,417.716
2022-08-01,419.511
2022-09-01,422.095
2022-10-01,423.846
2022-11-01,426.983
2022-12-01,429.956
2023-01-01,431.302
2023-02-01,433.687
2023-03-01,434.741
2023-04-01,436.761
2023-05-01,437.93
2023-06-01,439.501
2023-07-01,442.553
2023-08-01,445.554
2023-09-01,448.825
2023-10-01,450.276
2023-11-01,452.727
