"Date","CUUR0100SEHA"
2023-02-01,406.089
2023-03-01,407.727
2023-04-01,409.454
2023-05-01,410.567
2023-06-01,412.417
2023-07-01,414.384
2023-08-01,416.497
2023-09-01,419.414
2023-10-01,421.432
2023-11-01,423.237
