"Date","CUSR0000SAS367"
2009-02-01,301.62
2009-03-01,302.315
2009-04-01,302.03
2009-05-01,302.697
2009-06-01,303.723
2009-07-01,304.536
2009-08-01,305.358
2009-09-01,305.941
2009-10-01,306.128
2009-11-01,306.359
2009-12-01,306.513
2010-01-01,307.183
2010-02-01,307.253
2010-03-01,307.568
2010-04-01,308.675
2010-05-01,309.303
2010-06-01,309.997
2010-07-01,310.561
2010-08-01,310.9
2010-09-01,310.714
2010-10-01,310.744
2010-11-01,311.355
2010-12-01,311.092
2011-01-01,311.566
2011-02-01,312.062
2011-03-01,312.367
2011-04-01,312.76
2011-05-01,313.613
2011-06-01,313.99
2011-07-01,314.119
2011-08-01,315.284
2011-09-01,315.733
2011-10-01,316.349
2011-11-01,317.102
2011-12-01,318.32
2012-01-01,319.6
2012-02-01,319.517
2012-03-01,320.258
2012-04-01,320.949
2012-05-01,321.577
2012-06-01,322.499
2012-07-01,322.656
2012-08-01,322.921
2012-09-01,323.661
2012-10-01,324.213
2012-11-01,324.836
2012-12-01,325.274
2013-01-01,326.279
2013-02-01,327.278
2013-03-01,327.433
2013-04-01,327.212
2013-05-01,327.708
2013-06-01,327.909
2013-07-01,328.395
2013-08-01,329.251
2013-09-01,330.111
2013-10-01,330.624
2013-11-01,331.287
2013-12-01,331.576
2014-01-01,332.329
2014-02-01,332.653
2014-03-01,333.038
2014-04-01,333.643
2014-05-01,334.116
2014-06-01,334.471
2014-07-01,335.196
2014-08-01,335.231
2014-09-01,335.493
2014-10-01,335.416
2014-11-01,335.403
2014-12-01,335.64
2015-01-01,336.643
2015-02-01,336.452
2015-03-01,336.934
2015-04-01,337.622
2015-05-01,337.972
2015-06-01,338.981
2015-07-01,339.591
2015-08-01,340.182
2015-09-01,341.002
2015-10-01,341.898
2015-11-01,342.519
2015-12-01,342.909
2016-01-01,343.527
2016-02-01,343.937
2016-03-01,344.944
2016-04-01,345.557
2016-05-01,345.925
2016-06-01,346.734
2016-07-01,347.014
2016-08-01,347.118
2016-09-01,346.683
2016-10-01,346.458
2016-11-01,347.057
2016-12-01,347.472
2017-01-01,348.624
2017-02-01,349.316
2017-03-01,346.404
2017-04-01,346.306
2017-05-01,346.398
2017-06-01,346.533
2017-07-01,347.07
2017-08-01,347.598
2017-09-01,348.016
2017-10-01,348.451
2017-11-01,348.959
2017-12-01,349.644
2018-01-01,350.146
2018-02-01,350.232
2018-03-01,350.388
2018-04-01,350.562
2018-05-01,351.477
2018-06-01,352.792
2018-07-01,353.449
2018-08-01,353.732
2018-09-01,354.766
2018-10-01,354.967
2018-11-01,354.9
2018-12-01,355.396
2019-01-01,356.197
2019-02-01,356.756
2019-03-01,357.237
2019-04-01,357.772
2019-05-01,357.437
2019-06-01,357.795
2019-07-01,358.439
2019-08-01,359.256
2019-09-01,359.308
2019-10-01,360.648
2019-11-01,362.132
2019-12-01,363.267
2020-01-01,364.666
2020-02-01,364.626
2020-03-01,365.48
2020-04-01,365.946
2020-05-01,367.49
2020-06-01,366.654
2020-07-01,368.02
2020-08-01,368.865
2020-09-01,369.476
2020-10-01,370.451
2020-11-01,371.026
2020-12-01,371.094
2021-01-01,370.034
2021-02-01,371.119
2021-03-01,372.397
2021-04-01,373.539
2021-05-01,373.92
2021-06-01,374.784
2021-07-01,376.476
2021-08-01,377.514
2021-09-01,378.704
2021-10-01,380.507
2021-11-01,380.163
2021-12-01,380.737
2022-01-01,382.194
2022-02-01,383.795
2022-03-01,384.287
2022-04-01,385.354
2022-05-01,386.413
2022-06-01,387.288
2022-07-01,388.047
2022-08-01,388.697
2022-09-01,389.436
2022-10-01,390.966
2022-11-01,394.654
2022-12-01,395.507
2023-01-01,397.73
2023-02-01,400.365
2023-03-01,401.259
2023-04-01,403.309
2023-05-01,403.164
2023-06-01,403.358
2023-07-01,404.943
2023-08-01,405.446
2023-09-01,406.667
2023-10-01,406.982
2023-11-01,407.385
