"Date","CUSR0000SAA1"
1968-01-01,54.3
1968-02-01,54.6
1968-03-01,54.8
1968-04-01,55.2
1968-05-01,55.4
1968-06-01,55.7
1968-07-01,56.2
1968-08-01,56.6
1968-09-01,57.2
1968-10-01,57.3
1968-11-01,57.6
1968-12-01,57.9
1969-01-01,58.4
1969-02-01,58.7
1969-03-01,58.8
1969-04-01,59
1969-05-01,59.3
1969-06-01,59.5
1969-07-01,59.9
1969-08-01,60.1
1969-09-01,60.2
1969-10-01,60.4
1969-11-01,60.8
1969-12-01,61
1970-01-01,61.2
1970-02-01,61.4
1970-03-01,61.6
1970-04-01,61.8
1970-05-01,61.9
1970-06-01,62.1
1970-07-01,62.2
1970-08-01,62.2
1970-09-01,62.5
1970-10-01,62.7
1970-11-01,63
1970-12-01,63.2
1971-01-01,63.2
1971-02-01,63.2
1971-03-01,63.5
1971-04-01,63.6
1971-05-01,64
1971-06-01,64.2
1971-07-01,64.2
1971-08-01,63.9
1971-09-01,64.1
1971-10-01,64.2
1971-11-01,64.1
1971-12-01,64.2
1972-01-01,64.2
1972-02-01,64.2
1972-03-01,64
1972-04-01,64.4
1972-05-01,64.6
1972-06-01,64.4
1972-07-01,64.5
1972-08-01,64.3
1972-09-01,65
1972-10-01,65.2
1972-11-01,65.7
1972-12-01,65.9
1973-01-01,66.2
1973-02-01,66.1
1973-03-01,66.3
1973-04-01,66.6
1973-05-01,66.8
1973-06-01,67.1
1973-07-01,67.2
1973-08-01,67.4
1973-09-01,67.5
1973-10-01,67.6
1973-11-01,67.8
1973-12-01,68.2
1974-01-01,68.5
1974-02-01,69.3
1974-03-01,70.1
1974-04-01,71
1974-05-01,71.5
1974-06-01,72.5
1974-07-01,72.9
1974-08-01,73.8
1974-09-01,74.2
1974-10-01,74.6
1974-11-01,74.9
1974-12-01,75.2
1975-01-01,75.3
1975-02-01,75.3
1975-03-01,75.2
1975-04-01,75.3
1975-05-01,75.3
1975-06-01,75.3
1975-07-01,75.4
1975-08-01,75.2
1975-09-01,75.5
1975-10-01,75.8
1975-11-01,76.1
1975-12-01,76
1976-01-01,76.6
1976-02-01,77.2
1976-03-01,77.3
1976-04-01,77.3
1976-05-01,77.7
1976-06-01,77.7
1976-07-01,78.1
1976-08-01,78.7
1976-09-01,79.4
1976-10-01,79.1
1976-11-01,79.1
1976-12-01,79.3
1977-01-01,79.9
1977-02-01,80.8
1977-03-01,81.1
1977-04-01,81.2
1977-05-01,81.5
1977-06-01,81.6
1977-07-01,81.9
1977-08-01,82.4
1977-09-01,82.3
1977-10-01,82.3
1977-11-01,82.9
1977-12-01,83
1978-01-01,83
1978-02-01,82.5
1978-03-01,82.8
1978-04-01,83.1
1978-05-01,83.3
1978-06-01,83.8
1978-07-01,83.9
1978-08-01,83.8
1978-09-01,83.8
1978-10-01,83.8
1978-11-01,83.9
1978-12-01,84.1
1979-01-01,84.4
1979-02-01,84.3
1979-03-01,84.4
1979-04-01,84.7
1979-05-01,84.7
1979-06-01,85.2
1979-07-01,85.5
1979-08-01,85.3
1979-09-01,85.8
1979-10-01,86.2
1979-11-01,86.5
1979-12-01,86.9
1980-01-01,87.3
1980-02-01,87.6
1980-03-01,88.2
1980-04-01,88.6
1980-05-01,89
1980-06-01,88.7
1980-07-01,89
1980-08-01,89.8
1980-09-01,90.4
1980-10-01,91.1
1980-11-01,91.3
1980-12-01,91.7
1981-01-01,91.7
1981-02-01,92.4
1981-03-01,93.2
1981-04-01,93.2
1981-05-01,93.6
1981-06-01,94
1981-07-01,94.3
1981-08-01,95
1981-09-01,95.4
1981-10-01,95.9
1981-11-01,95.9
1981-12-01,95.8
1982-01-01,95.7
1982-02-01,96.6
1982-03-01,96.8
1982-04-01,97.2
1982-05-01,97.4
1982-06-01,97.7
1982-07-01,98.1
1982-08-01,98.1
1982-09-01,98.1
1982-10-01,98.4
1982-11-01,98.6
1982-12-01,98.7
1983-01-01,99.3
1983-02-01,99.4
1983-03-01,99.5
1983-04-01,99.7
1983-05-01,100.2
1983-06-01,100.8
1983-07-01,101.3
1983-08-01,100.6
1983-09-01,100.3
1983-10-01,100.1
1983-11-01,100.7
1983-12-01,101.1
1984-01-01,101.9
1984-02-01,101.2
1984-03-01,101.3
1984-04-01,101.1
1984-05-01,100.8
1984-06-01,101.5
1984-07-01,102.1
1984-08-01,102.9
1984-09-01,102.9
1984-10-01,103.1
1984-11-01,103.1
1984-12-01,103.3
1985-01-01,103.6
1985-02-01,103.8
1985-03-01,104
1985-04-01,104.6
1985-05-01,104.5
1985-06-01,104.8
1985-07-01,104.9
1985-08-01,105.5
1985-09-01,106
1985-10-01,106
1985-11-01,106.1
1985-12-01,106.6
1986-01-01,106.6
1986-02-01,106.1
1986-03-01,105.7
1986-04-01,105.6
1986-05-01,105.7
1986-06-01,105.7
1986-07-01,105.6
1986-08-01,106
1986-09-01,106.9
1986-10-01,106.4
1986-11-01,106.8
1986-12-01,106.8
1987-01-01,107.2
1987-02-01,107.9
1987-03-01,108.3
1987-04-01,108.7
1987-05-01,109.1
1987-06-01,109.5
1987-07-01,109.6
1987-08-01,109.6
1987-09-01,109.7
1987-10-01,109.9
1987-11-01,110.2
1987-12-01,110.3
1988-01-01,110.8
1988-02-01,111
1988-03-01,111.8
1988-04-01,112.2
1988-05-01,112.5
1988-06-01,113
1988-07-01,113.8
1988-08-01,113
1988-09-01,114.6
1988-10-01,115.3
1988-11-01,115.8
1988-12-01,116.9
1989-01-01,117
1989-02-01,116.1
1989-03-01,116
1989-04-01,116.2
1989-05-01,116.4
1989-06-01,116.4
1989-07-01,116.7
1989-08-01,116.2
1989-09-01,117.2
1989-10-01,118.1
1989-11-01,118.9
1989-12-01,118.5
1990-01-01,118.4
1990-02-01,118.8
1990-03-01,119.3
1990-04-01,119.8
1990-05-01,120.6
1990-06-01,120.4
1990-07-01,120.6
1990-08-01,121.1
1990-09-01,121
1990-10-01,121.3
1990-11-01,121.4
1990-12-01,121.9
1991-01-01,122.4
1991-02-01,122.4
1991-03-01,122.8
1991-04-01,124
1991-05-01,124.8
1991-06-01,124.5
1991-07-01,122.8
1991-08-01,125.1
1991-09-01,125.7
1991-10-01,125
1991-11-01,125.5
1991-12-01,125.6
1992-01-01,126.2
1992-02-01,126.9
1992-03-01,126.8
1992-04-01,126.4
1992-05-01,126.1
1992-06-01,126.7
1992-07-01,126.4
1992-08-01,125.8
1992-09-01,126.3
1992-10-01,126.7
1992-11-01,126.6
1992-12-01,127
1993-01-01,126.7
1993-02-01,127.6
1993-03-01,127.9
1993-04-01,127.7
1993-05-01,127.2
1993-06-01,127.1
1993-07-01,127.2
1993-08-01,127.7
1993-09-01,127.2
1993-10-01,127.4
1993-11-01,128.6
1993-12-01,127.6
1994-01-01,126.7
1994-02-01,125.1
1994-03-01,124.6
1994-04-01,125.8
1994-05-01,126.1
1994-06-01,126.6
1994-07-01,127.3
1994-08-01,127.3
1994-09-01,127.9
1994-10-01,126.9
1994-11-01,127
1994-12-01,125.5
1995-01-01,126.4
1995-02-01,126.6
1995-03-01,126.3
1995-04-01,125.8
1995-05-01,126.4
1995-06-01,126.2
1995-07-01,125.7
1995-08-01,125.9
1995-09-01,126.5
1995-10-01,126.4
1995-11-01,126.1
1995-12-01,126.5
1996-01-01,127
1996-02-01,127.5
1996-03-01,128.3
1996-04-01,127.6
1996-05-01,127.7
1996-06-01,127.8
1996-07-01,127.5
1996-08-01,127.7
1996-09-01,127.2
1996-10-01,127.2
1996-11-01,128.9
1996-12-01,128.5
1997-01-01,129.2
1997-02-01,128.3
1997-03-01,128.5
1997-04-01,129.8
1997-05-01,129.9
1997-06-01,129.6
1997-07-01,130.6
1997-08-01,130.7
1997-09-01,131.4
1997-10-01,131
1997-11-01,130.7
1997-12-01,131.8
1998-01-01,132
1998-02-01,131.9
1998-03-01,132.6
1998-04-01,131.7
1998-05-01,131.3
1998-06-01,131.6
1998-07-01,132.2
1998-08-01,132.8
1998-09-01,131.4
1998-10-01,131.7
1998-11-01,131.7
1998-12-01,130.7
1999-01-01,130.4
1999-02-01,131
1999-03-01,130.4
1999-04-01,131.7
1999-05-01,131.5
1999-06-01,131.9
1999-07-01,131.2
1999-08-01,129.7
1999-09-01,131
1999-10-01,131.3
1999-11-01,130.5
1999-12-01,131.9
2000-01-01,131.6
2000-02-01,131.1
2000-03-01,130.6
2000-04-01,129.6
2000-05-01,130.2
2000-06-01,129.9
2000-07-01,129.4
2000-08-01,129.9
2000-09-01,129.6
2000-10-01,127.7
2000-11-01,128.5
2000-12-01,128.4
2001-01-01,128.1
2001-02-01,127.7
2001-03-01,126.2
2001-04-01,126
2001-05-01,126.7
2001-06-01,126.3
2001-07-01,125.6
2001-08-01,124.8
2001-09-01,124.3
2001-10-01,124.8
2001-11-01,124.4
2001-12-01,123.2
2002-01-01,123.3
2002-02-01,123
2002-03-01,123.6
2002-04-01,123.1
2002-05-01,121.9
2002-06-01,121.5
2002-07-01,121.7
2002-08-01,121.9
2002-09-01,120.8
2002-10-01,120.2
2002-11-01,120.3
2002-12-01,119.7
2003-01-01,118.6
2003-02-01,118.4
2003-03-01,119
2003-04-01,118.2
2003-05-01,117.2
2003-06-01,117
2003-07-01,117.2
2003-08-01,116.7
2003-09-01,118.1
2003-10-01,118.3
2003-11-01,118.6
2003-12-01,118.4
2004-01-01,118
2004-02-01,118.2
2004-03-01,117.6
2004-04-01,117.3
2004-05-01,117.9
2004-06-01,118.7
2004-07-01,118.8
2004-08-01,117.3
2004-09-01,116.8
2004-10-01,115.8
2004-11-01,116.3
2004-12-01,116.7
2005-01-01,117.4
2005-02-01,117.3
2005-03-01,117.5
2005-04-01,117.1
2005-05-01,117.2
2005-06-01,116.3
2005-07-01,115.3
2005-08-01,115.7
2005-09-01,114.5
2005-10-01,114.9
2005-11-01,115.1
2005-12-01,114.7
2006-01-01,114.7
2006-02-01,113.5
2006-03-01,114.3
2006-04-01,114.7
2006-05-01,113.9
2006-06-01,114
2006-07-01,113.9
2006-08-01,114
2006-09-01,114.8
2006-10-01,114.2
2006-11-01,113.6
2006-12-01,113.9
2007-01-01,112.692
2007-02-01,112.049
2007-03-01,111.957
2007-04-01,112.086
2007-05-01,111.721
2007-06-01,111.894
2007-07-01,112.819
2007-08-01,111.947
2007-09-01,112.497
2007-10-01,112.728
2007-11-01,113.071
2007-12-01,112.977
2008-01-01,113.103
2008-02-01,113.734
2008-03-01,113.537
2008-04-01,113.676
2008-05-01,113.869
2008-06-01,113.098
2008-07-01,112.576
2008-08-01,112.853
2008-09-01,112.663
2008-10-01,112.746
2008-11-01,112.694
2008-12-01,111.901
2009-01-01,113.163
2009-02-01,115.887
2009-03-01,116.458
2009-04-01,114.543
2009-05-01,114.579
2009-06-01,113.495
2009-07-01,112.319
2009-08-01,113.115
2009-09-01,112.844
2009-10-01,112.526
2009-11-01,112.219
2009-12-01,112.171
2010-01-01,111.962
2010-02-01,112.045
2010-03-01,112.164
2010-04-01,111.633
2010-05-01,111.725
2010-06-01,112.574
2010-07-01,111.754
2010-08-01,112.074
2010-09-01,112.018
2010-10-01,111.858
2010-11-01,111.337
2010-12-01,111.532
2011-01-01,111.974
2011-02-01,111.859
2011-03-01,111.811
2011-04-01,111.856
2011-05-01,113.075
2011-06-01,114.12
2011-07-01,115.489
2011-08-01,116.084
2011-09-01,116.403
2011-10-01,117.203
2011-11-01,118.243
2011-12-01,118.05
2012-01-01,118.555
2012-02-01,117.578
2012-03-01,119.166
2012-04-01,119.688
2012-05-01,119.314
2012-06-01,118.357
2012-07-01,120.136
2012-08-01,120.715
2012-09-01,119.961
2012-10-01,119.616
2012-11-01,120.562
2012-12-01,120.764
2013-01-01,121.711
2013-02-01,120.829
2013-03-01,120.528
2013-04-01,121.903
2013-05-01,121.917
2013-06-01,121.879
2013-07-01,121.761
2013-08-01,121.758
2013-09-01,121.133
2013-10-01,122.263
2013-11-01,121.577
2013-12-01,122.094
2014-01-01,120.819
2014-02-01,120.73
2014-03-01,121.162
2014-04-01,121.1
2014-05-01,120.814
2014-06-01,121.395
2014-07-01,122.385
2014-08-01,119.862
2014-09-01,120.424
2014-10-01,119.878
2014-11-01,119.819
2014-12-01,119.205
2015-01-01,118.122
2015-02-01,119.946
2015-03-01,121.35
2015-04-01,120.297
2015-05-01,119.827
2015-06-01,119.582
2015-07-01,118.813
2015-08-01,118.522
2015-09-01,119.597
2015-10-01,118.908
2015-11-01,119.699
2015-12-01,121.216
2016-01-01,118.652
2016-02-01,118.301
2016-03-01,117.361
2016-04-01,118.718
2016-05-01,119.482
2016-06-01,119.359
2016-07-01,119.919
2016-08-01,120.139
2016-09-01,119.154
2016-10-01,118.971
2016-11-01,118.4
2016-12-01,118.108
2017-01-01,118.441
2017-02-01,118.898
2017-03-01,117.369
2017-04-01,116.515
2017-05-01,117.275
2017-06-01,116.691
2017-07-01,116.481
2017-08-01,117.047
2017-09-01,117.119
2017-10-01,117.578
2017-11-01,116.829
2017-12-01,116.781
2018-01-01,117.47
2018-02-01,117.5
2018-03-01,117.504
2018-04-01,118.883
2018-05-01,118.215
2018-06-01,118.02
2018-07-01,118.019
2018-08-01,114.99
2018-09-01,117.992
2018-10-01,120.916
2018-11-01,119.309
2018-12-01,118.699
2019-01-01,118.224
2019-02-01,120.189
2019-03-01,118.549
2019-04-01,117.508
2019-05-01,117.359
2019-06-01,118.044
2019-07-01,118.393
2019-08-01,118.214
2019-09-01,121.173
2019-10-01,121.045
2019-11-01,117.755
2019-12-01,116.198
2020-01-01,117.378
2020-02-01,117.287
2020-03-01,117.175
2020-04-01,111.996
2020-05-01,109.57
2020-06-01,111.742
2020-07-01,112.24
2020-08-01,112.521
2020-09-01,112.514
2020-10-01,111.401
2020-11-01,111.464
2020-12-01,112.278
2021-01-01,114.126
2021-02-01,112.443
2021-03-01,113.719
2021-04-01,114.221
2021-05-01,114.285
2021-06-01,114.241
2021-07-01,115.581
2021-08-01,116.741
2021-09-01,117.64
2021-10-01,118.798
2021-11-01,120.442
2021-12-01,120.873
2022-01-01,121.396
2022-02-01,122.021
2022-03-01,122.351
2022-04-01,122.197
2022-05-01,122.669
2022-06-01,123.515
2022-07-01,122.713
2022-08-01,122.743
2022-09-01,122.109
2022-10-01,122.222
2022-11-01,122.183
2022-12-01,123.419
2023-01-01,125.171
2023-02-01,124.642
2023-03-01,125.872
2023-04-01,126.511
2023-05-01,126.881
2023-06-01,127.909
2023-07-01,127.945
2023-08-01,127.129
2023-09-01,128.07
2023-10-01,128.748
2023-11-01,125.615
