"Date","CUUR0400SEHA"
1988-07-01,130
1988-08-01,130.7
1988-09-01,131.4
1988-10-01,132.1
1988-11-01,132.7
1988-12-01,132.7
1989-01-01,132.7
1989-02-01,133.4
1989-03-01,133.5
1989-04-01,133.9
1989-05-01,133.6
1989-06-01,134.3
1989-07-01,135.6
1989-08-01,135.8
1989-09-01,136.4
1989-10-01,137.5
1989-11-01,138
1989-12-01,138.5
1990-01-01,138.8
1990-02-01,138.9
1990-03-01,139.6
1990-04-01,139.9
1990-05-01,140
1990-06-01,141.2
1990-07-01,141.8
1990-08-01,142.3
1990-09-01,143.4
1990-10-01,143.8
1990-11-01,144.3
1990-12-01,144.6
1991-01-01,145
1991-02-01,145.3
1991-03-01,145.5
1991-04-01,146
1991-05-01,145.7
1991-06-01,146.2
1991-07-01,146.6
1991-08-01,147
1991-09-01,148.2
1991-10-01,148.2
1991-11-01,148.8
1991-12-01,148.5
1992-01-01,149
1992-02-01,149.2
1992-03-01,149.9
1992-04-01,149.6
1992-05-01,149.5
1992-06-01,149.5
1992-07-01,149.6
1992-08-01,150.2
1992-09-01,150.6
1992-10-01,151.4
1992-11-01,152.2
1992-12-01,152.1
1993-01-01,152.2
1993-02-01,152.2
1993-03-01,151.9
1993-04-01,152.9
1993-05-01,152.6
1993-06-01,153
1993-07-01,153.3
1993-08-01,153.5
1993-09-01,153.8
1993-10-01,153.9
1993-11-01,154.5
1993-12-01,154.5
1994-01-01,155
1994-02-01,155.5
1994-03-01,156
1994-04-01,155.9
1994-05-01,155.2
1994-06-01,155.1
1994-07-01,156.2
1994-08-01,156.7
1994-09-01,157.1
1994-10-01,157.5
1994-11-01,157.4
1994-12-01,157.2
1995-01-01,157.2
1995-02-01,157.6
1995-03-01,157.8
1995-04-01,158
1995-05-01,158.2
1995-06-01,158.6
1995-07-01,158.9
1995-08-01,159.2
1995-09-01,159.3
1995-10-01,159.6
1995-11-01,160
1995-12-01,160.3
1996-01-01,160.4
1996-02-01,160.7
1996-03-01,161
1996-04-01,161.2
1996-05-01,161.4
1996-06-01,161.8
1996-07-01,162.3
1996-08-01,162.7
1996-09-01,163
1996-10-01,163.2
1996-11-01,163.7
1996-12-01,164
1997-01-01,164.5
1997-02-01,164.8
1997-03-01,165.2
1997-04-01,165.7
1997-05-01,166
1997-06-01,166.2
1997-07-01,166.5
1997-08-01,167.2
1997-09-01,168
1997-10-01,168.4
1997-11-01,169.2
1997-12-01,169.7
1998-01-01,170.1
1998-02-01,170.5
1998-03-01,171
1998-04-01,171.6
1998-05-01,171.9
1998-06-01,172.6
1998-07-01,173.3
1998-08-01,173.9
1998-09-01,174.6
1998-10-01,175.2
1998-11-01,176
1998-12-01,176.7
1999-01-01,177.2
1999-02-01,177.6
1999-03-01,178.1
1999-04-01,178.7
1999-05-01,179.1
1999-06-01,179.7
1999-07-01,180.2
1999-08-01,180.9
1999-09-01,181.4
1999-10-01,182
1999-11-01,183.1
1999-12-01,183.7
2000-01-01,184.5
2000-02-01,184.9
2000-03-01,185.4
2000-04-01,185.9
2000-05-01,186.5
2000-06-01,187.1
2000-07-01,188.1
2000-08-01,188.9
2000-09-01,189.6
2000-10-01,190.8
2000-11-01,191.9
2000-12-01,193.1
2001-01-01,193.9
2001-02-01,194.7
2001-03-01,195.7
2001-04-01,196.6
2001-05-01,197.7
2001-06-01,198.6
2001-07-01,199.6
2001-08-01,200.7
2001-09-01,201.8
2001-10-01,202.9
2001-11-01,203.7
2001-12-01,204.8
2002-01-01,205.5
2002-02-01,206.2
2002-03-01,206.5
2002-04-01,206.7
2002-05-01,206.9
2002-06-01,207.2
2002-07-01,207.7
2002-08-01,207.8
2002-09-01,208.3
2002-10-01,208.7
2002-11-01,209.4
2002-12-01,210.1
2003-01-01,211
2003-02-01,211.3
2003-03-01,211.7
2003-04-01,212.1
2003-05-01,212.5
2003-06-01,212.5
2003-07-01,212.8
2003-08-01,213.3
2003-09-01,213.9
2003-10-01,214.4
2003-11-01,215
2003-12-01,215.7
2004-01-01,216.4
2004-02-01,217
2004-03-01,217.4
2004-04-01,218
2004-05-01,218.4
2004-06-01,219
2004-07-01,219.2
2004-08-01,220.3
2004-09-01,220.9
2004-10-01,221.3
2004-11-01,221.9
2004-12-01,222.6
2005-01-01,223.4
2005-02-01,223.8
2005-03-01,224.2
2005-04-01,224.6
2005-05-01,224.9
2005-06-01,225.5
2005-07-01,226.1
2005-08-01,226.9
2005-09-01,227.4
2005-10-01,228.2
2005-11-01,229.1
2005-12-01,229.9
2006-01-01,230.1
2006-02-01,230.7
2006-03-01,231.8
2006-04-01,232.7
2006-05-01,233.4
2006-06-01,233.9
2006-07-01,234.7
2006-08-01,235.8
2006-09-01,236.5
2006-10-01,237.4
2006-11-01,238.4
2006-12-01,239.7
2007-01-01,240.984
2007-02-01,242.4
2007-03-01,243.491
2007-04-01,243.832
2007-05-01,244.18
2007-06-01,244.674
2007-07-01,245.551
2007-08-01,246.193
2007-09-01,247.075
2007-10-01,248.549
2007-11-01,250.111
2007-12-01,251.468
2008-01-01,252.359
2008-02-01,252.979
2008-03-01,253.575
2008-04-01,254.217
2008-05-01,254.181
2008-06-01,254.677
2008-07-01,255.331
2008-08-01,255.857
2008-09-01,256.817
2008-10-01,258.001
2008-11-01,259.343
2008-12-01,260.32
2009-01-01,261.077
2009-02-01,261.496
2009-03-01,261.443
2009-04-01,261.482
2009-05-01,261.512
2009-06-01,260.953
2009-07-01,260.66
2009-08-01,260.093
2009-09-01,260.007
2009-10-01,259.541
2009-11-01,259.213
2009-12-01,259.237
2010-01-01,259.357
2010-02-01,259.039
2010-03-01,258.607
2010-04-01,258.523
2010-05-01,257.945
2010-06-01,257.677
2010-07-01,257.345
2010-08-01,257.382
2010-09-01,257.644
2010-10-01,257.912
2010-11-01,259.328
2010-12-01,260.7
2011-01-01,261.606
2011-02-01,261.922
2011-03-01,262.076
2011-04-01,261.481
2011-05-01,261.475
2011-06-01,261.16
2011-07-01,261.519
2011-08-01,262.168
2011-09-01,263.1
2011-10-01,264.418
2011-11-01,265.453
2011-12-01,266.99
2012-01-01,267.825
2012-02-01,268.59
2012-03-01,268.921
2012-04-01,269.074
2012-05-01,268.976
2012-06-01,268.886
2012-07-01,269.655
2012-08-01,270.389
2012-09-01,271.366
2012-10-01,272.171
2012-11-01,273.524
2012-12-01,274.871
2013-01-01,275.381
2013-02-01,276.009
2013-03-01,276.455
2013-04-01,276.855
2013-05-01,277.21
2013-06-01,277.003
2013-07-01,277.742
2013-08-01,279.077
2013-09-01,280.253
2013-10-01,281.216
2013-11-01,282.358
2013-12-01,283.763
2014-01-01,284.443
2014-02-01,285.041
2014-03-01,285.716
2014-04-01,286.259
2014-05-01,286.829
2014-06-01,287.719
2014-07-01,289.131
2014-08-01,290.083
2014-09-01,291.184
2014-10-01,292.639
2014-11-01,294
2014-12-01,294.877
2015-01-01,295.927
2015-02-01,296.88
2015-03-01,297.729
2015-04-01,298.514
2015-05-01,299.516
2015-06-01,300.077
2015-07-01,301.282
2015-08-01,302.665
2015-09-01,304.138
2015-10-01,305.692
2015-11-01,307.166
2015-12-01,308.893
2016-01-01,310.112
2016-02-01,311.351
2016-03-01,312.443
2016-04-01,313.242
2016-05-01,314.318
2016-06-01,315.746
2016-07-01,317.191
2016-08-01,318.858
2016-09-01,320.634
2016-10-01,322.717
2016-11-01,324.716
2016-12-01,326.453
2017-01-01,327.754
2017-02-01,328.85
2017-03-01,329.966
2017-04-01,330.389
2017-05-01,331.457
2017-06-01,332.809
2017-07-01,334.22
2017-08-01,335.741
2017-09-01,336.493
2017-10-01,338.364
2017-11-01,339.973
2017-12-01,342.109
2018-01-01,343.295
2018-02-01,344.082
2018-03-01,344.503
2018-04-01,345.911
2018-05-01,346.695
2018-06-01,348.033
2018-07-01,349.575
2018-08-01,351.431
2018-09-01,353.14
2018-10-01,354.472
2018-11-01,356.448
2018-12-01,357.85
2019-01-01,358.907
2019-02-01,359.909
2019-03-01,361.809
2019-04-01,363.035
2019-05-01,363.623
2019-06-01,365.456
2019-07-01,367.222
2019-08-01,368.205
2019-09-01,370.096
2019-10-01,371.955
2019-11-01,373.143
2019-12-01,374.382
2020-01-01,375.39
2020-02-01,376.628
2020-03-01,377.417
2020-04-01,378.119
2020-05-01,379.044
2020-06-01,379.296
2020-07-01,379.785
2020-08-01,379.915
2020-09-01,380.372
2020-10-01,380.975
2020-11-01,381.102
2020-12-01,381.592
2021-01-01,381.621
2021-02-01,382.538
2021-03-01,383.015
2021-04-01,383.676
2021-05-01,384.865
2021-06-01,385.176
2021-07-01,385.96
2021-08-01,387.334
2021-09-01,388.815
2021-10-01,390.734
2021-11-01,392.999
2021-12-01,394.665
2022-01-01,396.584
2022-02-01,398.598
2022-03-01,400.197
2022-04-01,402.333
2022-05-01,404.198
2022-06-01,406.873
2022-07-01,409.379
2022-08-01,412.007
2022-09-01,415.793
2022-10-01,418.953
2022-11-01,421.796
2022-12-01,425.21
2023-01-01,428.56
2023-02-01,431.79
2023-03-01,433.373
2023-04-01,434.691
2023-05-01,436.623
2023-06-01,438.909
2023-07-01,440.117
2023-08-01,441.884
2023-09-01,444.34
2023-10-01,446.285
2023-11-01,448.966
