"Date","CUURA103SEHC"
2020-04-01,382.891
2020-05-01,383.912
2020-06-01,384.552
2020-07-01,384.724
2020-08-01,385.086
2020-09-01,385.336
2020-10-01,384.679
2020-11-01,385.294
2020-12-01,385.673
2021-01-01,386.511
2021-02-01,386.56
2021-03-01,388.654
2021-04-01,390.279
2021-05-01,390.503
2021-06-01,390.685
2021-07-01,393.353
2021-08-01,393.27
2021-09-01,393.473
2021-10-01,395.13
2021-11-01,395.614
2021-12-01,398.589
2022-01-01,399.853
2022-02-01,401.577
2022-03-01,402.554
2022-04-01,403.791
2022-05-01,405.346
2022-06-01,407.971
2022-07-01,409.915
2022-08-01,412.564
2022-09-01,414.602
2022-10-01,416.576
2022-11-01,418.458
2022-12-01,420.567
2023-01-01,424.862
2023-02-01,425.959
2023-03-01,429.454
2023-04-01,432.058
2023-05-01,433.072
2023-06-01,435.119
2023-07-01,437.948
2023-08-01,441.146
2023-09-01,442.168
2023-10-01,444.03
2023-11-01,448.099
