"Date","CUURA318SA0L2"
2005-03-01,NA
2005-04-01,170.6
2005-05-01,NA
2005-06-01,171.2
2005-07-01,NA
2005-08-01,173.1
2005-09-01,NA
2005-10-01,177.1
2005-11-01,NA
2005-12-01,173.6
2006-01-01,NA
2006-02-01,175.1
2006-03-01,NA
2006-04-01,179.3
2006-05-01,NA
2006-06-01,181.2
2006-07-01,NA
2006-08-01,181.2
2006-09-01,NA
2006-10-01,177.6
2006-11-01,NA
2006-12-01,176.5
2007-01-01,NA
2007-02-01,178.307
2007-03-01,NA
2007-04-01,182.201
2007-05-01,NA
2007-06-01,182.948
2007-07-01,NA
2007-08-01,182.011
2007-09-01,NA
2007-10-01,183.39
2007-11-01,NA
2007-12-01,184.8
2008-01-01,NA
2008-02-01,184.961
2008-03-01,NA
2008-04-01,187.077
2008-05-01,NA
2008-06-01,193.334
2008-07-01,NA
2008-08-01,192.585
2008-09-01,NA
2008-10-01,189.274
2008-11-01,NA
2008-12-01,180.906
2009-01-01,NA
2009-02-01,182.703
2009-03-01,NA
2009-04-01,184.616
2009-05-01,NA
2009-06-01,188.246
2009-07-01,NA
2009-08-01,187.027
2009-09-01,NA
2009-10-01,186.898
2009-11-01,NA
2009-12-01,186.452
2010-01-01,NA
2010-02-01,188.183
2010-03-01,NA
2010-04-01,190.514
2010-05-01,NA
2010-06-01,190.449
2010-07-01,NA
2010-08-01,190.808
2010-09-01,NA
2010-10-01,191.337
2010-11-01,NA
2010-12-01,190.872
2011-01-01,NA
2011-02-01,194.644
2011-03-01,NA
2011-04-01,200.277
2011-05-01,NA
2011-06-01,199.227
2011-07-01,NA
2011-08-01,200.625
2011-09-01,NA
2011-10-01,199.171
2011-11-01,NA
2011-12-01,197.982
2012-01-01,NA
2012-02-01,202.756
2012-03-01,NA
2012-04-01,204.584
2012-05-01,NA
2012-06-01,202.625
2012-07-01,NA
2012-08-01,200.86
2012-09-01,NA
2012-10-01,200.926
2012-11-01,NA
2012-12-01,198.152
2013-01-01,NA
2013-02-01,201.578
2013-03-01,NA
2013-04-01,202.499
2013-05-01,NA
2013-06-01,202.829
2013-07-01,NA
2013-08-01,203.747
2013-09-01,NA
2013-10-01,202.16
2013-11-01,NA
2013-12-01,204.687
2014-01-01,NA
2014-02-01,206.369
2014-03-01,NA
2014-04-01,207.969
2014-05-01,NA
2014-06-01,208.915
2014-07-01,NA
2014-08-01,207.647
2014-09-01,NA
2014-10-01,208.499
2014-11-01,NA
2014-12-01,204.423
2015-01-01,NA
2015-02-01,200.723
2015-03-01,NA
2015-04-01,202.576
2015-05-01,NA
2015-06-01,203.853
2015-07-01,NA
2015-08-01,204.052
2015-09-01,NA
2015-10-01,202.92
2015-11-01,NA
2015-12-01,200.29
2016-01-01,NA
2016-02-01,201.653
2016-03-01,NA
2016-04-01,202.732
2016-05-01,NA
2016-06-01,204.833
2016-07-01,NA
2016-08-01,203.744
2016-09-01,NA
2016-10-01,204.864
2016-11-01,NA
2016-12-01,204.31
2017-01-01,NA
2017-02-01,206.392
2017-03-01,NA
2017-04-01,207.241
2017-05-01,NA
2017-06-01,208.092
2017-07-01,NA
2017-08-01,207.657
2017-09-01,NA
2017-10-01,210.382
2017-11-01,NA
2017-12-01,208.4
2018-01-01,NA
2018-02-01,212.606
2018-03-01,NA
2018-04-01,212.41
2018-05-01,NA
2018-06-01,214.65
2018-07-01,NA
2018-08-01,213.269
2018-09-01,NA
2018-10-01,214.808
2018-11-01,NA
2018-12-01,213.124
2019-01-01,NA
2019-02-01,212.593
2019-03-01,NA
2019-04-01,215.686
2019-05-01,NA
2019-06-01,214.252
2019-07-01,NA
2019-08-01,214.032
2019-09-01,NA
2019-10-01,215.215
2019-11-01,NA
2019-12-01,213.29
2020-01-01,NA
2020-02-01,214.56
2020-03-01,NA
2020-04-01,208.759
2020-05-01,NA
2020-06-01,212.037
2020-07-01,NA
2020-08-01,212.621
2020-09-01,NA
2020-10-01,213.815
2020-11-01,NA
2020-12-01,214.141
2021-01-01,NA
2021-02-01,216.908
2021-03-01,NA
2021-04-01,222.498
2021-05-01,NA
2021-06-01,225.625
2021-07-01,NA
2021-08-01,228.248
2021-09-01,NA
2021-10-01,231.851
2021-11-01,NA
2021-12-01,233.233
2022-01-01,NA
2022-02-01,238.726
2022-03-01,NA
2022-04-01,245.935
2022-05-01,NA
2022-06-01,254.256
2022-07-01,NA
2022-08-01,253.418
2022-09-01,NA
2022-10-01,249.303
2022-11-01,NA
2022-12-01,242.22
2023-01-01,NA
2023-02-01,245.955
2023-03-01,NA
2023-04-01,249.041
2023-05-01,NA
2023-06-01,249.604
2023-07-01,NA
2023-08-01,252.881
2023-09-01,NA
2023-10-01,250.148
