"Date","CUURA103SA0L2"
1985-04-01,NA
1985-05-01,107.3
1985-06-01,NA
1985-07-01,107.5
1985-08-01,NA
1985-09-01,108.8
1985-10-01,NA
1985-11-01,110.1
1985-12-01,NA
1986-01-01,111.1
1986-02-01,NA
1986-03-01,109.3
1986-04-01,NA
1986-05-01,108.2
1986-06-01,NA
1986-07-01,108.7
1986-08-01,NA
1986-09-01,109.6
1986-10-01,NA
1986-11-01,109.6
1986-12-01,NA
1987-01-01,110.9
1987-02-01,NA
1987-03-01,112.6
1987-04-01,NA
1987-05-01,112
1987-06-01,NA
1987-07-01,112.6
1987-08-01,NA
1987-09-01,115
1987-10-01,NA
1987-11-01,115.3
1987-12-01,NA
1988-01-01,115.4
1988-02-01,NA
1988-03-01,118
1988-04-01,NA
1988-05-01,118.1
1988-06-01,NA
1988-07-01,118.3
1988-08-01,NA
1988-09-01,120.8
1988-10-01,NA
1988-11-01,122.2
1988-12-01,NA
1989-01-01,123
1989-02-01,NA
1989-03-01,123
1989-04-01,NA
1989-05-01,124.9
1989-06-01,NA
1989-07-01,124.6
1989-08-01,NA
1989-09-01,125.5
1989-10-01,NA
1989-11-01,128.3
1989-12-01,NA
1990-01-01,130.6
1990-02-01,NA
1990-03-01,130.6
1990-04-01,NA
1990-05-01,130.7
1990-06-01,NA
1990-07-01,130.9
1990-08-01,NA
1990-09-01,136.2
1990-10-01,NA
1990-11-01,139.2
1990-12-01,NA
1991-01-01,138.8
1991-02-01,NA
1991-03-01,138.3
1991-04-01,NA
1991-05-01,138.2
1991-06-01,NA
1991-07-01,140
1991-08-01,NA
1991-09-01,141.7
1991-10-01,NA
1991-11-01,143.4
1991-12-01,NA
1992-01-01,142.9
1992-02-01,NA
1992-03-01,143.1
1992-04-01,NA
1992-05-01,143
1992-06-01,NA
1992-07-01,144
1992-08-01,NA
1992-09-01,144.9
1992-10-01,NA
1992-11-01,146.6
1992-12-01,NA
1993-01-01,147.9
1993-02-01,NA
1993-03-01,150.9
1993-04-01,NA
1993-05-01,148.4
1993-06-01,NA
1993-07-01,148.3
1993-08-01,NA
1993-09-01,148
1993-10-01,NA
1993-11-01,151.1
1993-12-01,NA
1994-01-01,150.5
1994-02-01,NA
1994-03-01,151.7
1994-04-01,NA
1994-05-01,150.3
1994-06-01,NA
1994-07-01,150.1
1994-08-01,NA
1994-09-01,151.9
1994-10-01,NA
1994-11-01,153
1994-12-01,NA
1995-01-01,153.9
1995-02-01,NA
1995-03-01,153.8
1995-04-01,NA
1995-05-01,154
1995-06-01,NA
1995-07-01,153.7
1995-08-01,NA
1995-09-01,154.1
1995-10-01,NA
1995-11-01,156.4
1995-12-01,NA
1996-01-01,157.2
1996-02-01,NA
1996-03-01,158.3
1996-04-01,NA
1996-05-01,157.2
1996-06-01,NA
1996-07-01,156.4
1996-08-01,NA
1996-09-01,158
1996-10-01,NA
1996-11-01,161.2
1996-12-01,NA
1997-01-01,162.1
1997-02-01,NA
1997-03-01,162.2
1997-04-01,NA
1997-05-01,161
1997-06-01,NA
1997-07-01,160.7
1997-08-01,NA
1997-09-01,161.5
1997-10-01,NA
1997-11-01,163.6
1997-12-01,NA
1998-01-01,165.1
1998-02-01,NA
1998-03-01,164.7
1998-04-01,NA
1998-05-01,164.5
1998-06-01,NA
1998-07-01,163.8
1998-08-01,NA
1998-09-01,164.4
1998-10-01,NA
1998-11-01,166
1998-12-01,NA
1999-01-01,166.6
1999-02-01,NA
1999-03-01,166.9
1999-04-01,NA
1999-05-01,166.7
1999-06-01,NA
1999-07-01,167.1
1999-08-01,NA
1999-09-01,168.6
1999-10-01,NA
1999-11-01,170.9
1999-12-01,NA
2000-01-01,171.4
2000-02-01,NA
2000-03-01,173.8
2000-04-01,NA
2000-05-01,172.9
2000-06-01,NA
2000-07-01,174.7
2000-08-01,NA
2000-09-01,175.5
2000-10-01,NA
2000-11-01,177.7
2000-12-01,NA
2001-01-01,178.4
2001-02-01,NA
2001-03-01,180.5
2001-04-01,NA
2001-05-01,180.5
2001-06-01,NA
2001-07-01,181.1
2001-08-01,NA
2001-09-01,180.8
2001-10-01,NA
2001-11-01,179.9
2001-12-01,NA
2002-01-01,178.4
2002-02-01,NA
2002-03-01,178.8
2002-04-01,NA
2002-05-01,178.5
2002-06-01,NA
2002-07-01,178.4
2002-08-01,NA
2002-09-01,181.2
2002-10-01,NA
2002-11-01,182.4
2002-12-01,NA
2003-01-01,182.5
2003-02-01,NA
2003-03-01,186.5
2003-04-01,NA
2003-05-01,185.3
2003-06-01,NA
2003-07-01,185.2
2003-08-01,NA
2003-09-01,189
2003-10-01,NA
2003-11-01,187.5
2003-12-01,NA
2004-01-01,187.8
2004-02-01,NA
2004-03-01,189.7
2004-04-01,NA
2004-05-01,189.9
2004-06-01,NA
2004-07-01,190.2
2004-08-01,NA
2004-09-01,190.6
2004-10-01,NA
2004-11-01,195.1
2004-12-01,NA
2005-01-01,193.9
2005-02-01,NA
2005-03-01,197.4
2005-04-01,NA
2005-05-01,198.6
2005-06-01,NA
2005-07-01,198.8
2005-08-01,NA
2005-09-01,207.2
2005-10-01,NA
2005-11-01,203.2
2005-12-01,NA
2006-01-01,204.9
2006-02-01,NA
2006-03-01,205.6
2006-04-01,NA
2006-05-01,208.9
2006-06-01,NA
2006-07-01,209.3
2006-08-01,NA
2006-09-01,208.8
2006-10-01,NA
2006-11-01,206.9
2006-12-01,NA
2007-01-01,207.799
2007-02-01,NA
2007-03-01,210.678
2007-04-01,NA
2007-05-01,210.891
2007-06-01,NA
2007-07-01,210.225
2007-08-01,NA
2007-09-01,211.296
2007-10-01,NA
2007-11-01,216.523
2007-12-01,NA
2008-01-01,217.169
2008-02-01,NA
2008-03-01,220.097
2008-04-01,NA
2008-05-01,223.604
2008-06-01,NA
2008-07-01,228.348
2008-08-01,NA
2008-09-01,226.929
2008-10-01,NA
2008-11-01,220.166
2008-12-01,NA
2009-01-01,217.2
2009-02-01,NA
2009-03-01,218.186
2009-04-01,NA
2009-05-01,216.825
2009-06-01,NA
2009-07-01,217.728
2009-08-01,NA
2009-09-01,222.043
2009-10-01,NA
2009-11-01,224.206
2009-12-01,NA
2010-01-01,225.24
2010-02-01,NA
2010-03-01,226.454
2010-04-01,NA
2010-05-01,226.899
2010-06-01,NA
2010-07-01,224.549
2010-08-01,NA
2010-09-01,225.086
2010-10-01,NA
2010-11-01,227.815
2010-12-01,NA
2011-01-01,230.005
2011-02-01,NA
2011-03-01,233.975
2011-04-01,NA
2011-05-01,236.458
2011-06-01,NA
2011-07-01,235.066
2011-08-01,NA
2011-09-01,235.97
2011-10-01,NA
2011-11-01,235.521
2011-12-01,NA
2012-01-01,236.768
2012-02-01,NA
2012-03-01,237.988
2012-04-01,NA
2012-05-01,236.606
2012-06-01,NA
2012-07-01,235.411
2012-08-01,NA
2012-09-01,239.595
2012-10-01,NA
2012-11-01,239.968
2012-12-01,NA
2013-01-01,240.42
2013-02-01,NA
2013-03-01,241.316
2013-04-01,NA
2013-05-01,239.678
2013-06-01,NA
2013-07-01,240.593
2013-08-01,NA
2013-09-01,241.096
2013-10-01,NA
2013-11-01,241.294
2013-12-01,NA
2014-01-01,242.405
2014-02-01,NA
2014-03-01,243.645
2014-04-01,NA
2014-05-01,243.159
2014-06-01,NA
2014-07-01,243.164
2014-08-01,NA
2014-09-01,242.892
2014-10-01,NA
2014-11-01,243.442
2014-12-01,NA
2015-01-01,240.982
2015-02-01,NA
2015-03-01,242.916
2015-04-01,NA
2015-05-01,241.728
2015-06-01,NA
2015-07-01,240.764
2015-08-01,NA
2015-09-01,239.422
2015-10-01,NA
2015-11-01,242.298
2015-12-01,NA
2016-01-01,240.993
2016-02-01,NA
2016-03-01,241.542
2016-04-01,NA
2016-05-01,242.782
2016-06-01,NA
2016-07-01,241.986
2016-08-01,NA
2016-09-01,243.682
2016-10-01,NA
2016-11-01,243.575
2016-12-01,NA
2017-01-01,247.19
2017-02-01,NA
2017-03-01,247.615
2017-04-01,NA
2017-05-01,248.025
2017-06-01,NA
2017-07-01,247.032
2017-08-01,NA
2017-09-01,250.226
2017-10-01,NA
2017-11-01,250.374
2017-12-01,NA
2018-01-01,252.932
2018-02-01,NA
2018-03-01,254.992
2018-04-01,NA
2018-05-01,253.77
2018-06-01,NA
2018-07-01,253.854
2018-08-01,NA
2018-09-01,256.436
2018-10-01,NA
2018-11-01,256.108
2018-12-01,NA
2019-01-01,255.724
2019-02-01,NA
2019-03-01,257.866
2019-04-01,NA
2019-05-01,257.238
2019-06-01,NA
2019-07-01,255.185
2019-08-01,NA
2019-09-01,255.735
2019-10-01,NA
2019-11-01,258.471
2019-12-01,NA
2020-01-01,259.784
2020-02-01,NA
2020-03-01,259.778
2020-04-01,NA
2020-05-01,254.981
2020-06-01,NA
2020-07-01,255.248
2020-08-01,NA
2020-09-01,255.434
2020-10-01,NA
2020-11-01,257.33
2020-12-01,NA
2021-01-01,260.189
2021-02-01,NA
2021-03-01,263.333
2021-04-01,NA
2021-05-01,265.827
2021-06-01,NA
2021-07-01,268.168
2021-08-01,NA
2021-09-01,268.736
2021-10-01,NA
2021-11-01,275.433
2021-12-01,NA
2022-01-01,279.78
2022-02-01,NA
2022-03-01,287.607
2022-04-01,NA
2022-05-01,291.367
2022-06-01,NA
2022-07-01,293.759
2022-08-01,NA
2022-09-01,296.071
2022-10-01,NA
2022-11-01,298.036
2022-12-01,NA
2023-01-01,300.046
2023-02-01,NA
2023-03-01,297.319
2023-04-01,NA
2023-05-01,295.196
2023-06-01,NA
2023-07-01,294.459
2023-08-01,NA
2023-09-01,296.243
2023-10-01,NA
2023-11-01,296.81
