"Date","APU0300FD3101"
2017-05-01,3.329
2017-06-01,3.367
2017-07-01,3.327
2017-08-01,3.448
2017-09-01,3.41
2017-10-01,3.225
2017-11-01,3.277
2017-12-01,3.211
2018-01-01,3.007
2018-02-01,3.101
2018-03-01,3.187
2018-04-01,3.135
2018-05-01,3.225
2018-06-01,3.28
2018-07-01,3.166
2018-08-01,3.169
2018-09-01,3.22
2018-10-01,3.22
2018-11-01,3.182
2018-12-01,3.136
2019-01-01,3.047
2019-02-01,3.17
2019-03-01,3.066
2019-04-01,3.166
2019-05-01,3.261
2019-06-01,3.113
2019-07-01,3.199
2019-08-01,3.198
2019-09-01,3.164
2019-10-01,3.114
2019-11-01,3.303
2019-12-01,3.316
2020-01-01,3.324
2020-02-01,3.346
2020-03-01,3.27
2020-04-01,3.608
2020-05-01,3.816
2020-06-01,4.142
2020-07-01,3.92
2020-08-01,3.836
2020-09-01,3.887
2020-10-01,3.679
2020-11-01,3.786
2020-12-01,3.827
2021-01-01,3.666
2021-02-01,3.578
2021-03-01,3.707
2021-04-01,3.863
2021-05-01,3.854
2021-06-01,3.952
2021-07-01,3.923
2021-08-01,3.86
2021-09-01,3.823
2021-10-01,3.899
2021-11-01,3.824
2021-12-01,3.685
2022-01-01,3.732
2022-02-01,3.719
2022-03-01,3.857
2022-04-01,4.002
2022-05-01,3.883
2022-06-01,4.066
2022-07-01,4.085
2022-08-01,4.166
2022-09-01,4.056
2022-10-01,4.043
2022-11-01,4.107
2022-12-01,4.19
2023-01-01,4.1
2023-02-01,4.07
2023-03-01,3.948
2023-04-01,4.115
2023-05-01,3.988
2023-06-01,4.028
2023-07-01,4.049
2023-08-01,4.111
2023-09-01,4.036
2023-10-01,4.157
2023-11-01,4.328
