"Date","CUURA316SAH"
1990-02-01,111.6
1990-03-01,NA
1990-04-01,112.2
1990-05-01,NA
1990-06-01,114
1990-07-01,NA
1990-08-01,116.1
1990-09-01,NA
1990-10-01,118.3
1990-11-01,NA
1990-12-01,114.8
1991-01-01,NA
1991-02-01,116.8
1991-03-01,NA
1991-04-01,117.1
1991-05-01,NA
1991-06-01,117.8
1991-07-01,NA
1991-08-01,119.1
1991-09-01,NA
1991-10-01,121.9
1991-11-01,NA
1991-12-01,120.3
1992-01-01,NA
1992-02-01,118.4
1992-03-01,NA
1992-04-01,119
1992-05-01,NA
1992-06-01,123.9
1992-07-01,NA
1992-08-01,124.9
1992-09-01,NA
1992-10-01,123.2
1992-11-01,NA
1992-12-01,121.7
1993-01-01,NA
1993-02-01,123.9
1993-03-01,NA
1993-04-01,123.7
1993-05-01,NA
1993-06-01,123.6
1993-07-01,NA
1993-08-01,127.6
1993-09-01,NA
1993-10-01,128.1
1993-11-01,NA
1993-12-01,126.1
1994-01-01,NA
1994-02-01,126.6
1994-03-01,NA
1994-04-01,128.5
1994-05-01,NA
1994-06-01,129.5
1994-07-01,NA
1994-08-01,130.1
1994-09-01,NA
1994-10-01,131
1994-11-01,NA
1994-12-01,128.9
1995-01-01,NA
1995-02-01,131.6
1995-03-01,NA
1995-04-01,131.5
1995-05-01,NA
1995-06-01,131.5
1995-07-01,NA
1995-08-01,132.6
1995-09-01,NA
1995-10-01,133.8
1995-11-01,NA
1995-12-01,132.3
1996-01-01,NA
1996-02-01,132.2
1996-03-01,NA
1996-04-01,134.1
1996-05-01,NA
1996-06-01,136.2
1996-07-01,NA
1996-08-01,137.5
1996-09-01,NA
1996-10-01,138.1
1996-11-01,NA
1996-12-01,136.1
1997-01-01,NA
1997-02-01,137.9
1997-03-01,NA
1997-04-01,136.7
1997-05-01,NA
1997-06-01,139
1997-07-01,NA
1997-08-01,138.2
1997-09-01,NA
1997-10-01,141.5
1997-11-01,NA
1997-12-01,140.5
1998-01-01,140.6
1998-02-01,NA
1998-03-01,141.2
1998-04-01,NA
1998-05-01,141.9
1998-06-01,NA
1998-07-01,145.2
1998-08-01,NA
1998-09-01,145.9
1998-10-01,NA
1998-11-01,143.6
1998-12-01,NA
1999-01-01,144.6
1999-02-01,NA
1999-03-01,145.1
1999-04-01,NA
1999-05-01,145.4
1999-06-01,NA
1999-07-01,148.7
1999-08-01,NA
1999-09-01,148.7
1999-10-01,NA
1999-11-01,147.5
1999-12-01,NA
2000-01-01,148.3
2000-02-01,NA
2000-03-01,149.7
2000-04-01,NA
2000-05-01,150.4
2000-06-01,NA
2000-07-01,155.1
2000-08-01,NA
2000-09-01,155.8
2000-10-01,NA
2000-11-01,154.5
2000-12-01,NA
2001-01-01,155.4
2001-02-01,NA
2001-03-01,158.2
2001-04-01,NA
2001-05-01,157.4
2001-06-01,NA
2001-07-01,163.5
2001-08-01,NA
2001-09-01,163.1
2001-10-01,NA
2001-11-01,162.7
2001-12-01,NA
2002-01-01,162.4
2002-02-01,NA
2002-03-01,162.6
2002-04-01,NA
2002-05-01,162.2
2002-06-01,NA
2002-07-01,163
2002-08-01,NA
2002-09-01,162.6
2002-10-01,NA
2002-11-01,161.8
2002-12-01,NA
2003-01-01,162.9
2003-02-01,NA
2003-03-01,165.3
2003-04-01,NA
2003-05-01,166.3
2003-06-01,NA
2003-07-01,166.9
2003-08-01,NA
2003-09-01,166.5
2003-10-01,NA
2003-11-01,164.6
2003-12-01,NA
2004-01-01,163.2
2004-02-01,NA
2004-03-01,162.9
2004-04-01,NA
2004-05-01,163.4
2004-06-01,NA
2004-07-01,166.6
2004-08-01,NA
2004-09-01,167.8
2004-10-01,NA
2004-11-01,166.5
2004-12-01,NA
2005-01-01,167.7
2005-02-01,NA
2005-03-01,166.3
2005-04-01,NA
2005-05-01,168.1
2005-06-01,NA
2005-07-01,171.2
2005-08-01,NA
2005-09-01,172.4
2005-10-01,NA
2005-11-01,175.2
2005-12-01,NA
2006-01-01,175.7
2006-02-01,NA
2006-03-01,173.5
2006-04-01,NA
2006-05-01,173.9
2006-06-01,NA
2006-07-01,175.5
2006-08-01,NA
2006-09-01,176.1
2006-10-01,NA
2006-11-01,173.3
2006-12-01,NA
2007-01-01,172.929
2007-02-01,NA
2007-03-01,174.101
2007-04-01,NA
2007-05-01,174.899
2007-06-01,NA
2007-07-01,178.588
2007-08-01,NA
2007-09-01,178.291
2007-10-01,NA
2007-11-01,176.563
2007-12-01,NA
2008-01-01,177.469
2008-02-01,NA
2008-03-01,177.992
2008-04-01,NA
2008-05-01,181.626
2008-06-01,NA
2008-07-01,185.8
2008-08-01,NA
2008-09-01,186.698
2008-10-01,NA
2008-11-01,185.732
2008-12-01,NA
2009-01-01,185.444
2009-02-01,NA
2009-03-01,184.339
2009-04-01,NA
2009-05-01,182.467
2009-06-01,NA
2009-07-01,182.895
2009-08-01,NA
2009-09-01,182.336
2009-10-01,NA
2009-11-01,180.436
2009-12-01,NA
2010-01-01,180.119
2010-02-01,NA
2010-03-01,178.767
2010-04-01,NA
2010-05-01,178.694
2010-06-01,NA
2010-07-01,179.231
2010-08-01,NA
2010-09-01,179.09
2010-10-01,NA
2010-11-01,177.027
2010-12-01,NA
2011-01-01,177.624
2011-02-01,NA
2011-03-01,178.929
2011-04-01,NA
2011-05-01,180.047
2011-06-01,NA
2011-07-01,181.514
2011-08-01,NA
2011-09-01,182.468
2011-10-01,NA
2011-11-01,182.221
2011-12-01,NA
2012-01-01,181.796
2012-02-01,NA
2012-03-01,182.582
2012-04-01,NA
2012-05-01,183.075
2012-06-01,NA
2012-07-01,185.272
2012-08-01,NA
2012-09-01,185.735
2012-10-01,NA
2012-11-01,186.885
2012-12-01,NA
2013-01-01,188.398
2013-02-01,NA
2013-03-01,188.472
2013-04-01,NA
2013-05-01,188.881
2013-06-01,NA
2013-07-01,189.249
2013-08-01,NA
2013-09-01,190.639
2013-10-01,NA
2013-11-01,190.126
2013-12-01,NA
2014-01-01,190.357
2014-02-01,NA
2014-03-01,193.353
2014-04-01,NA
2014-05-01,194.563
2014-06-01,NA
2014-07-01,196.035
2014-08-01,NA
2014-09-01,195.923
2014-10-01,NA
2014-11-01,195.129
2014-12-01,NA
2015-01-01,196.475
2015-02-01,NA
2015-03-01,197.523
2015-04-01,NA
2015-05-01,198.139
2015-06-01,NA
2015-07-01,200.056
2015-08-01,NA
2015-09-01,199.335
2015-10-01,NA
2015-11-01,199.23
2015-12-01,NA
2016-01-01,201.464
2016-02-01,NA
2016-03-01,201.544
2016-04-01,NA
2016-05-01,204.029
2016-06-01,NA
2016-07-01,205.992
2016-08-01,NA
2016-09-01,207.343
2016-10-01,NA
2016-11-01,208.188
2016-12-01,NA
2017-01-01,209.83
2017-02-01,NA
2017-03-01,211.429
2017-04-01,NA
2017-05-01,213.061
2017-06-01,NA
2017-07-01,216.164
2017-08-01,NA
2017-09-01,218.044
2017-10-01,NA
2017-11-01,219.947
2017-12-01,NA
2018-01-01,220.283
2018-02-01,NA
2018-03-01,220.437
2018-04-01,NA
2018-05-01,224.436
2018-06-01,NA
2018-07-01,224.944
2018-08-01,NA
2018-09-01,225.016
2018-10-01,NA
2018-11-01,228.69
2018-12-01,NA
2019-01-01,229.081
2019-02-01,NA
2019-03-01,228.979
2019-04-01,NA
2019-05-01,228.109
2019-06-01,NA
2019-07-01,231.993
2019-08-01,NA
2019-09-01,233.628
2019-10-01,NA
2019-11-01,233.371
2019-12-01,NA
2020-01-01,235.154
2020-02-01,NA
2020-03-01,237.318
2020-04-01,NA
2020-05-01,238.598
2020-06-01,NA
2020-07-01,238.954
2020-08-01,NA
2020-09-01,239.168
2020-10-01,NA
2020-11-01,239.36
2020-12-01,NA
2021-01-01,241.223
2021-02-01,NA
2021-03-01,242.489
2021-04-01,NA
2021-05-01,245.318
2021-06-01,NA
2021-07-01,247.315
2021-08-01,NA
2021-09-01,250.438
2021-10-01,NA
2021-11-01,253.541
2021-12-01,NA
2022-01-01,257.655
2022-02-01,NA
2022-03-01,261.709
2022-04-01,NA
2022-05-01,265.781
2022-06-01,NA
2022-07-01,272.042
2022-08-01,NA
2022-09-01,276.995
2022-10-01,NA
2022-11-01,280.344
2022-12-01,NA
2023-01-01,284.645
2023-02-01,NA
2023-03-01,285.355
2023-04-01,NA
2023-05-01,286.584
2023-06-01,NA
2023-07-01,288.067
2023-08-01,NA
2023-09-01,292.561
2023-10-01,NA
2023-11-01,297.795
