"Date","APU0000FD4101"
2022-06-01,3.683
2022-07-01,3.645
2022-08-01,3.633
2022-09-01,3.714
2022-10-01,3.642
2022-11-01,3.692
2022-12-01,3.64
2023-01-01,3.608
2023-02-01,3.588
2023-03-01,3.525
2023-04-01,3.582
2023-05-01,3.598
2023-06-01,3.458
2023-07-01,3.556
2023-08-01,3.63
2023-09-01,3.627
2023-10-01,3.743
2023-11-01,3.711
