"Date","CUURA101SA0E"
1998-08-01,104.8
1998-09-01,104
1998-10-01,102.3
1998-11-01,102.7
1998-12-01,101.5
1999-01-01,100.7
1999-02-01,100
1999-03-01,99.7
1999-04-01,102.7
1999-05-01,103.6
1999-06-01,106.9
1999-07-01,107.5
1999-08-01,108.5
1999-09-01,110.9
1999-10-01,111.6
1999-11-01,111.4
1999-12-01,112.1
2000-01-01,111.4
2000-02-01,119.6
2000-03-01,119.3
2000-04-01,118.8
2000-05-01,117.8
2000-06-01,124.8
2000-07-01,130.9
2000-08-01,125.1
2000-09-01,128.7
2000-10-01,125.7
2000-11-01,129
2000-12-01,128.8
2001-01-01,131
2001-02-01,126.5
2001-03-01,123.7
2001-04-01,124.7
2001-05-01,130.8
2001-06-01,134.9
2001-07-01,132.8
2001-08-01,127
2001-09-01,123
2001-10-01,115.5
2001-11-01,111.6
2001-12-01,107.1
2002-01-01,107.3
2002-02-01,106.7
2002-03-01,108.8
2002-04-01,114.5
2002-05-01,115.7
2002-06-01,119.7
2002-07-01,119.4
2002-08-01,119.9
2002-09-01,119.5
2002-10-01,117.8
2002-11-01,119.3
2002-12-01,121.4
2003-01-01,124.6
2003-02-01,131.3
2003-03-01,138.3
2003-04-01,133.8
2003-05-01,130.1
2003-06-01,131.6
2003-07-01,131.4
2003-08-01,134.3
2003-09-01,142.4
2003-10-01,135.2
2003-11-01,132.7
2003-12-01,132.3
2004-01-01,134.4
2004-02-01,139
2004-03-01,137.4
2004-04-01,138.4
2004-05-01,144.9
2004-06-01,156.1
2004-07-01,154.8
2004-08-01,152.9
2004-09-01,149.3
2004-10-01,149.6
2004-11-01,153.2
2004-12-01,150.8
2005-01-01,150
2005-02-01,152.2
2005-03-01,154.4
2005-04-01,161.8
2005-05-01,163
2005-06-01,167.5
2005-07-01,176.7
2005-08-01,182.4
2005-09-01,207.6
2005-10-01,199.3
2005-11-01,185.5
2005-12-01,178.8
2006-01-01,187.3
2006-02-01,178.2
2006-03-01,178
2006-04-01,189.6
2006-05-01,198.9
2006-06-01,207.3
2006-07-01,210.2
2006-08-01,210.6
2006-09-01,197
2006-10-01,174.2
2006-11-01,173.6
2006-12-01,181.8
2007-01-01,181.975
2007-02-01,179.202
2007-03-01,191.671
2007-04-01,197.481
2007-05-01,206.794
2007-06-01,214.768
2007-07-01,213.255
2007-08-01,204.633
2007-09-01,200.011
2007-10-01,198.178
2007-11-01,211.307
2007-12-01,213.865
2008-01-01,217.924
2008-02-01,216.522
2008-03-01,220.181
2008-04-01,228.579
2008-05-01,246.402
2008-06-01,268.49
2008-07-01,275.268
2008-08-01,264.974
2008-09-01,245.543
2008-10-01,222.851
2008-11-01,191.18
2008-12-01,179.954
2009-01-01,178.936
2009-02-01,180.278
2009-03-01,179.791
2009-04-01,179.376
2009-05-01,185.418
2009-06-01,204.363
2009-07-01,205.72
2009-08-01,206.219
2009-09-01,204.442
2009-10-01,197.212
2009-11-01,204.724
2009-12-01,204.008
2010-01-01,208.368
2010-02-01,206.279
2010-03-01,208.152
2010-04-01,212.124
2010-05-01,213.949
2010-06-01,210.225
2010-07-01,209.738
2010-08-01,208.381
2010-09-01,204.88
2010-10-01,206.677
2010-11-01,211.882
2010-12-01,218.025
2011-01-01,221.313
2011-02-01,223.891
2011-03-01,234.401
2011-04-01,241.571
2011-05-01,250.728
2011-06-01,246.529
2011-07-01,246.942
2011-08-01,242.773
2011-09-01,241.718
2011-10-01,231.151
2011-11-01,229.351
2011-12-01,223.324
2012-01-01,227.181
2012-02-01,230.974
2012-03-01,237.342
2012-04-01,239.373
2012-05-01,236.536
2012-06-01,232.521
2012-07-01,230.964
2012-08-01,236.44
2012-09-01,244.487
2012-10-01,238.804
2012-11-01,238.219
2012-12-01,231.426
2013-01-01,236.993
2013-02-01,241.822
2013-03-01,238.293
2013-04-01,231.477
2013-05-01,232.887
2013-06-01,235.735
2013-07-01,240.19
2013-08-01,235.864
2013-09-01,239.829
2013-10-01,225.512
2013-11-01,222.995
2013-12-01,229.165
2014-01-01,246.581
2014-02-01,238.122
2014-03-01,241.129
2014-04-01,237.186
2014-05-01,241.877
2014-06-01,242.27
2014-07-01,240.171
2014-08-01,232.53
2014-09-01,226.936
2014-10-01,217.168
2014-11-01,208.657
2014-12-01,199.698
2015-01-01,189.263
2015-02-01,192.18
2015-03-01,188.255
2015-04-01,187.458
2015-05-01,195.871
2015-06-01,202.639
2015-07-01,199.302
2015-08-01,191.334
2015-09-01,182.653
2015-10-01,173.933
2015-11-01,173.801
2015-12-01,167.724
2016-01-01,164.917
2016-02-01,158.388
2016-03-01,164.258
2016-04-01,171.881
2016-05-01,174.573
2016-06-01,181.925
2016-07-01,179.845
2016-08-01,175.157
2016-09-01,176.174
2016-10-01,173.699
2016-11-01,178.323
2016-12-01,183.116
2017-01-01,187.773
2017-02-01,188.161
2017-03-01,185.553
2017-04-01,187.875
2017-05-01,191.888
2017-06-01,193.402
2017-07-01,189.791
2017-08-01,190.395
2017-09-01,201.202
2017-10-01,191.166
2017-11-01,192.583
2017-12-01,195.283
2018-01-01,197.004
2018-02-01,201.51
2018-03-01,200.928
2018-04-01,203.774
2018-05-01,213.077
2018-06-01,217.13
2018-07-01,215.616
2018-08-01,211.412
2018-09-01,211.348
2018-10-01,209.046
2018-11-01,203.113
2018-12-01,197.33
2019-01-01,197.187
2019-02-01,192.94
2019-03-01,198.185
2019-04-01,201.948
2019-05-01,205.33
2019-06-01,208.222
2019-07-01,206.481
2019-08-01,202.981
2019-09-01,199.539
2019-10-01,196.399
2019-11-01,198.918
2019-12-01,198.837
2020-01-01,201.655
2020-02-01,196.98
2020-03-01,189.692
2020-04-01,179.746
2020-05-01,177.516
2020-06-01,187.978
2020-07-01,188.409
2020-08-01,184.925
2020-09-01,185.227
2020-10-01,181.818
2020-11-01,182.86
2020-12-01,189.109
2021-01-01,196.015
2021-02-01,204.83
2021-03-01,201.575
2021-04-01,208.61
2021-05-01,213.605
2021-06-01,219.623
2021-07-01,220.523
2021-08-01,225.06
2021-09-01,226.369
2021-10-01,231.275
2021-11-01,233.247
2021-12-01,230.256
2022-01-01,251.912
2022-02-01,236.894
2022-03-01,267.556
2022-04-01,270.704
2022-05-01,293.717
2022-06-01,305.732
2022-07-01,287.905
2022-08-01,282.833
2022-09-01,267.439
2022-10-01,266.048
2022-11-01,274.553
2022-12-01,260.773
2023-01-01,263.057
2023-02-01,256.082
2023-03-01,243.412
2023-04-01,241.879
2023-05-01,241.983
2023-06-01,251.997
2023-07-01,254.755
2023-08-01,263.188
2023-09-01,265.191
2023-10-01,255.787
2023-11-01,257.063
