"Date","CUUR0300SAH3"
1989-06-01,112.1
1989-07-01,112.2
1989-08-01,112.7
1989-09-01,113.2
1989-10-01,113.3
1989-11-01,112.8
1989-12-01,112.3
1990-01-01,113
1990-02-01,114.1
1990-03-01,113.9
1990-04-01,113.5
1990-05-01,114
1990-06-01,113.9
1990-07-01,114.6
1990-08-01,114.3
1990-09-01,114.1
1990-10-01,115
1990-11-01,115.2
1990-12-01,114.9
1991-01-01,114.8
1991-02-01,116.4
1991-03-01,116.4
1991-04-01,116.3
1991-05-01,116.6
1991-06-01,116.6
1991-07-01,116.6
1991-08-01,116.7
1991-09-01,117.3
1991-10-01,117.4
1991-11-01,117
1991-12-01,117
1992-01-01,117.2
1992-02-01,117.4
1992-03-01,117.4
1992-04-01,117.7
1992-05-01,118
1992-06-01,118.8
1992-07-01,118.4
1992-08-01,118.3
1992-09-01,118.4
1992-10-01,118.6
1992-11-01,118.6
1992-12-01,117.9
1993-01-01,117.9
1993-02-01,118.4
1993-03-01,118.6
1993-04-01,119.6
1993-05-01,120
1993-06-01,119.8
1993-07-01,119.8
1993-08-01,120.2
1993-09-01,120.7
1993-10-01,121
1993-11-01,121.2
1993-12-01,121.4
1994-01-01,121.8
1994-02-01,121.9
1994-03-01,121.6
1994-04-01,121.9
1994-05-01,122
1994-06-01,122.2
1994-07-01,122.4
1994-08-01,122.6
1994-09-01,122.9
1994-10-01,122.9
1994-11-01,122.4
1994-12-01,121.6
1995-01-01,122.5
1995-02-01,124.1
1995-03-01,124
1995-04-01,123.5
1995-05-01,123.3
1995-06-01,122.7
1995-07-01,123.6
1995-08-01,124.9
1995-09-01,125.4
1995-10-01,125.1
1995-11-01,125.3
1995-12-01,124.9
1996-01-01,125.1
1996-02-01,125.9
1996-03-01,125.7
1996-04-01,125.8
1996-05-01,125.9
1996-06-01,126.2
1996-07-01,126.7
1996-08-01,126.8
1996-09-01,127
1996-10-01,126.8
1996-11-01,126.2
1996-12-01,126.5
1997-01-01,127.2
1997-02-01,127.6
1997-03-01,127.4
1997-04-01,127.7
1997-05-01,128
1997-06-01,127.7
1997-07-01,127.2
1997-08-01,126.9
1997-09-01,126.9
1997-10-01,126.7
1997-11-01,126.4
1997-12-01,125.4
1998-01-01,126
1998-02-01,126.3
1998-03-01,126.5
1998-04-01,126.7
1998-05-01,126.4
1998-06-01,126.8
1998-07-01,127.6
1998-08-01,127.8
1998-09-01,127.5
1998-10-01,127.6
1998-11-01,127.2
1998-12-01,126.8
1999-01-01,126.9
1999-02-01,127.2
1999-03-01,127.3
1999-04-01,127.1
1999-05-01,127.1
1999-06-01,127
1999-07-01,127.3
1999-08-01,127.1
1999-09-01,126.8
1999-10-01,126.7
1999-11-01,126.7
1999-12-01,126.6
2000-01-01,127.2
2000-02-01,127.6
2000-03-01,127.9
2000-04-01,128.6
2000-05-01,128.8
2000-06-01,128.5
2000-07-01,129.1
2000-08-01,129.3
2000-09-01,129
2000-10-01,128.8
2000-11-01,128.8
2000-12-01,128.8
2001-01-01,129
2001-02-01,129.3
2001-03-01,129.3
2001-04-01,129.1
2001-05-01,128.5
2001-06-01,128.3
2001-07-01,128.2
2001-08-01,128.4
2001-09-01,128.4
2001-10-01,128.2
2001-11-01,128.2
2001-12-01,127.8
2002-01-01,128
2002-02-01,128
2002-03-01,128.1
2002-04-01,128.4
2002-05-01,128.4
2002-06-01,128
2002-07-01,127.9
2002-08-01,128.1
2002-09-01,128.3
2002-10-01,128.3
2002-11-01,127.8
2002-12-01,127.1
2003-01-01,126.9
2003-02-01,127.5
2003-03-01,127.6
2003-04-01,127.1
2003-05-01,126.6
2003-06-01,126.8
2003-07-01,126.4
2003-08-01,125.9
2003-09-01,125.9
2003-10-01,126.1
2003-11-01,125.3
2003-12-01,125
2004-01-01,125.4
2004-02-01,126.5
2004-03-01,126.3
2004-04-01,125.8
2004-05-01,125.7
2004-06-01,126.3
2004-07-01,126.2
2004-08-01,126.2
2004-09-01,126.6
2004-10-01,126.3
2004-11-01,125.5
2004-12-01,125.5
2005-01-01,126
2005-02-01,126.1
2005-03-01,126
2005-04-01,126
2005-05-01,126.3
2005-06-01,125.6
2005-07-01,125.3
2005-08-01,125.2
2005-09-01,124.6
2005-10-01,125
2005-11-01,125.4
2005-12-01,125.9
2006-01-01,125.9
2006-02-01,126
2006-03-01,125.8
2006-04-01,126.1
2006-05-01,126.1
2006-06-01,126.1
2006-07-01,126
2006-08-01,126
2006-09-01,125.9
2006-10-01,126.1
2006-11-01,125.7
2006-12-01,125.6
2007-01-01,126.109
2007-02-01,126.602
2007-03-01,126.39
2007-04-01,126.415
2007-05-01,126.264
2007-06-01,126.271
2007-07-01,126.073
2007-08-01,125.74
2007-09-01,125.448
2007-10-01,125.934
2007-11-01,125.451
2007-12-01,125.589
2008-01-01,126.04
2008-02-01,126.632
2008-03-01,127.121
2008-04-01,126.959
2008-05-01,126.929
2008-06-01,127.116
2008-07-01,127.439
2008-08-01,127.379
2008-09-01,128.35
2008-10-01,128.377
2008-11-01,127.859
2008-12-01,128.204
2009-01-01,128.516
2009-02-01,129.321
2009-03-01,130.141
2009-04-01,130.147
2009-05-01,130.19
2009-06-01,130.287
2009-07-01,130.226
2009-08-01,129.173
2009-09-01,128.942
2009-10-01,128.872
2009-11-01,128.784
2009-12-01,128.324
2010-01-01,128.237
2010-02-01,128.212
2010-03-01,127.914
2010-04-01,127.484
2010-05-01,127.074
2010-06-01,126.277
2010-07-01,125.997
2010-08-01,125.886
2010-09-01,125.767
2010-10-01,125.799
2010-11-01,125.276
2010-12-01,125.223
2011-01-01,125.708
2011-02-01,126.194
2011-03-01,125.987
2011-04-01,125.7
2011-05-01,125.576
2011-06-01,125.566
2011-07-01,125.548
2011-08-01,125.619
2011-09-01,125.545
2011-10-01,126.191
2011-11-01,126.131
2011-12-01,126.058
2012-01-01,126.453
2012-02-01,126.916
2012-03-01,126.737
2012-04-01,126.539
2012-05-01,126.555
2012-06-01,126.525
2012-07-01,126.687
2012-08-01,126.228
2012-09-01,125.699
2012-10-01,125.464
2012-11-01,126.022
2012-12-01,125.885
2013-01-01,126.035
2013-02-01,126.268
2013-03-01,125.749
2013-04-01,125.455
2013-05-01,125.366
2013-06-01,125.637
2013-07-01,125.306
2013-08-01,124.951
2013-09-01,124.689
2013-10-01,124.275
2013-11-01,123.207
2013-12-01,122.936
2014-01-01,122.955
2014-02-01,123.037
2014-03-01,122.918
2014-04-01,123.093
2014-05-01,123.044
2014-06-01,122.821
2014-07-01,122.673
2014-08-01,122.775
2014-09-01,122.581
2014-10-01,122.608
2014-11-01,122.278
2014-12-01,122.128
2015-01-01,122.116
2015-02-01,122.089
2015-03-01,122.225
2015-04-01,122.784
2015-05-01,122.777
2015-06-01,122.551
2015-07-01,121.793
2015-08-01,121.579
2015-09-01,121.708
2015-10-01,121.789
2015-11-01,121.614
2015-12-01,121.533
2016-01-01,121.496
2016-02-01,121.849
2016-03-01,121.449
2016-04-01,121.265
2016-05-01,120.981
2016-06-01,121.493
2016-07-01,121.494
2016-08-01,121.468
2016-09-01,121.655
2016-10-01,121.665
2016-11-01,120.947
2016-12-01,121.013
2017-01-01,121.672
2017-02-01,121.403
2017-03-01,121.71
2017-04-01,121.141
2017-05-01,121.058
2017-06-01,120.72
2017-07-01,120.582
2017-08-01,120.043
2017-09-01,120.091
2017-10-01,120.359
2017-11-01,119.831
2017-12-01,119.787
2018-01-01,121.071
2018-02-01,121.962
2018-03-01,121.505
2018-04-01,121.904
2018-05-01,121.732
2018-06-01,121.879
2018-07-01,122.145
2018-08-01,121.743
2018-09-01,121.586
2018-10-01,121.955
2018-11-01,122.283
2018-12-01,122.739
2019-01-01,123.601
2019-02-01,123.599
2019-03-01,123.671
2019-04-01,124.156
2019-05-01,123.579
2019-06-01,125.599
2019-07-01,125.685
2019-08-01,124.888
2019-09-01,124.737
2019-10-01,125.581
2019-11-01,125.513
2019-12-01,125.034
2020-01-01,125.774
2020-02-01,125.751
2020-03-01,125.542
2020-04-01,125.161
2020-05-01,125.194
2020-06-01,126.023
2020-07-01,126.993
2020-08-01,127.567
2020-09-01,127.31
2020-10-01,127.271
2020-11-01,126.908
2020-12-01,126.78
2021-01-01,127.819
2021-02-01,127.518
2021-03-01,127.802
2021-04-01,128.853
2021-05-01,131.044
2021-06-01,131.199
2021-07-01,131.194
2021-08-01,132.01
2021-09-01,132.841
2021-10-01,133.946
2021-11-01,134.633
2021-12-01,135.47
2022-01-01,138.434
2022-02-01,139.782
2022-03-01,141.153
2022-04-01,141.85
2022-05-01,142.272
2022-06-01,142.514
2022-07-01,143.368
2022-08-01,144.65
2022-09-01,146.275
2022-10-01,147.092
2022-11-01,146.301
2022-12-01,146.112
2023-01-01,147.474
2023-02-01,147.904
2023-03-01,149.782
2023-04-01,150.342
2023-05-01,148.53
2023-06-01,148.164
2023-07-01,147.159
2023-08-01,147.507
2023-09-01,149.58
2023-10-01,148.912
2023-11-01,147.684
