"Date","APUS12A7471A"
1986-12-01,0.852
1987-01-01,0.868
1987-02-01,0.907
1987-03-01,0.923
1987-04-01,0.947
1987-05-01,0.966
1987-06-01,0.99
1987-07-01,1.02
1987-08-01,1.052
1987-09-01,1.055
1987-10-01,1.038
1987-11-01,1.029
1987-12-01,1.042
1988-01-01,1.031
1988-02-01,1.012
1988-03-01,1.001
1988-04-01,0.995
1988-05-01,0.994
1988-06-01,1.007
1988-07-01,1.023
1988-08-01,1.041
1988-09-01,1.038
1988-10-01,1.034
1988-11-01,1.034
1988-12-01,1.035
1989-01-01,1.036
1989-02-01,1.047
1989-03-01,1.055
1989-04-01,1.106
1989-05-01,1.174
1989-06-01,1.187
1989-07-01,1.178
1989-08-01,1.152
1989-09-01,1.117
1989-10-01,1.114
1989-11-01,1.109
1989-12-01,1.1
1990-01-01,1.122
1990-02-01,1.125
1990-03-01,1.101
1990-04-01,1.096
1990-05-01,1.101
1990-06-01,1.155
1990-07-01,1.178
1990-08-01,1.229
1990-09-01,1.355
1990-10-01,1.486
1990-11-01,1.527
1990-12-01,1.521
1991-01-01,1.375
1991-02-01,1.262
1991-03-01,1.224
1991-04-01,1.241
1991-05-01,1.281
1991-06-01,1.288
1991-07-01,1.286
1991-08-01,1.288
1991-09-01,1.305
1991-10-01,1.286
1991-11-01,1.289
1991-12-01,1.287
1992-01-01,1.257
1992-02-01,1.235
1992-03-01,1.227
1992-04-01,1.219
1992-05-01,1.243
1992-06-01,1.294
1992-07-01,1.307
1992-08-01,1.274
1992-09-01,1.287
1992-10-01,1.301
1992-11-01,1.346
1992-12-01,1.34
1993-01-01,1.323
1993-02-01,1.297
1993-03-01,1.269
1993-04-01,1.236
1993-05-01,1.238
1993-06-01,1.24
1993-07-01,1.228
1993-08-01,1.229
1993-09-01,1.216
1993-10-01,1.289
1993-11-01,1.281
1993-12-01,1.246
1994-01-01,1.213
1994-02-01,1.192
1994-03-01,1.185
1994-04-01,1.18
1994-05-01,1.188
1994-06-01,1.219
1994-07-01,1.245
1994-08-01,1.278
1994-09-01,1.29
1994-10-01,1.323
1994-11-01,1.323
1994-12-01,1.312
1995-01-01,1.306
1995-02-01,1.295
1995-03-01,1.29
1995-04-01,1.288
1995-05-01,1.336
1995-06-01,1.384
1995-07-01,1.379
1995-08-01,1.345
1995-09-01,1.309
1995-10-01,1.289
1995-11-01,1.261
1995-12-01,1.257
1996-01-01,1.298
1996-02-01,1.289
1996-03-01,1.293
1996-04-01,1.359
1996-05-01,1.425
1996-06-01,1.415
1996-07-01,1.385
1996-08-01,1.359
1996-09-01,1.352
1996-10-01,1.342
1996-11-01,1.391
1996-12-01,1.42
1997-01-01,1.417
1997-02-01,1.4
1997-03-01,1.368
1997-04-01,1.338
1997-05-01,1.313
1997-06-01,1.326
1997-07-01,1.316
1997-08-01,1.373
1997-09-01,1.427
1997-10-01,1.363
1997-11-01,1.33
1997-12-01,1.299
1998-01-01,1.261
1998-02-01,1.22
1998-03-01,1.16
1998-04-01,1.161
1998-05-01,1.162
1998-06-01,1.17
1998-07-01,1.156
1998-08-01,1.147
1998-09-01,1.134
1998-10-01,1.133
1998-11-01,1.134
1998-12-01,1.114
1999-01-01,1.086
1999-02-01,1.062
1999-03-01,1.061
1999-04-01,1.184
1999-05-01,1.234
1999-06-01,1.228
1999-07-01,1.244
1999-08-01,1.312
1999-09-01,1.359
1999-10-01,1.396
1999-11-01,1.381
1999-12-01,1.411
2000-01-01,1.416
2000-02-01,1.445
2000-03-01,1.569
2000-04-01,1.597
2000-05-01,1.563
2000-06-01,1.663
2000-07-01,1.725
2000-08-01,1.681
2000-09-01,1.655
2000-10-01,1.638
2000-11-01,1.645
2000-12-01,1.615
2001-01-01,1.581
2001-02-01,1.565
2001-03-01,1.524
2001-04-01,1.565
2001-05-01,1.86
2001-06-01,1.897
2001-07-01,1.762
2001-08-01,1.666
2001-09-01,1.606
2001-10-01,1.528
2001-11-01,1.449
2001-12-01,1.331
2002-01-01,1.317
2002-02-01,1.325
2002-03-01,1.375
2002-04-01,1.566
2002-05-01,1.553
2002-06-01,1.536
2002-07-01,1.515
2002-08-01,1.558
2002-09-01,1.554
2002-10-01,1.569
2002-11-01,1.596
2002-12-01,1.609
2003-01-01,1.647
2003-02-01,1.718
2003-03-01,1.766
2003-04-01,1.726
2003-05-01,1.648
2003-06-01,1.599
2003-07-01,1.588
2003-08-01,1.656
2003-09-01,1.888
2003-10-01,1.814
2003-11-01,1.743
2003-12-01,1.694
2004-01-01,1.706
2004-02-01,1.761
2004-03-01,1.829
2004-04-01,1.862
2004-05-01,2.066
2004-06-01,2.204
2004-07-01,2.131
2004-08-01,2.083
2004-09-01,2.023
2004-10-01,2.098
2004-11-01,2.109
2004-12-01,2.05
2005-01-01,1.963
2005-02-01,1.992
2005-03-01,2.065
2005-04-01,2.261
2005-05-01,2.28
2005-06-01,2.26
2005-07-01,2.447
2005-08-01,2.597
2005-09-01,3.21
2005-10-01,2.855
2005-11-01,2.448
2005-12-01,2.285
2006-01-01,2.481
2006-02-01,2.434
2006-03-01,2.441
2006-04-01,2.837
2006-05-01,3.118
2006-06-01,3.103
2006-07-01,3.189
2006-08-01,3.158
2006-09-01,2.76
2006-10-01,2.331
2006-11-01,2.283
2006-12-01,2.42
2007-01-01,2.409
2007-02-01,2.328
2007-03-01,2.653
2007-04-01,2.876
2007-05-01,3.132
2007-06-01,3.167
2007-07-01,3.108
2007-08-01,2.93
2007-09-01,2.84
2007-10-01,2.846
2007-11-01,3.134
2007-12-01,3.198
2008-01-01,3.208
2008-02-01,3.163
2008-03-01,3.294
2008-04-01,3.482
2008-05-01,3.926
2008-06-01,4.202
2008-07-01,4.253
2008-08-01,3.947
2008-09-01,3.723
2008-10-01,3.254
2008-11-01,2.379
2008-12-01,1.908
2009-01-01,1.86
2009-02-01,2.002
2009-03-01,2.026
2009-04-01,2.129
2009-05-01,2.331
2009-06-01,2.706
2009-07-01,2.693
2009-08-01,2.765
2009-09-01,2.741
2009-10-01,2.652
2009-11-01,2.775
2009-12-01,2.755
2010-01-01,2.83
2010-02-01,2.785
2010-03-01,2.826
2010-04-01,2.905
2010-05-01,3.002
2010-06-01,2.86
2010-07-01,2.827
2010-08-01,2.831
2010-09-01,2.762
2010-10-01,2.886
2010-11-01,3.014
2010-12-01,3.172
2011-01-01,3.266
2011-02-01,3.318
2011-03-01,3.632
2011-04-01,3.907
2011-05-01,4.134
2011-06-01,3.952
2011-07-01,3.896
2011-08-01,3.886
2011-09-01,3.818
2011-10-01,3.655
2011-11-01,3.597
2011-12-01,3.486
2012-01-01,3.578
2012-02-01,3.767
2012-03-01,3.93
2012-04-01,4.054
2012-05-01,3.949
2012-06-01,3.706
2012-07-01,3.683
2012-08-01,3.885
2012-09-01,4.054
2012-10-01,4.018
2012-11-01,3.918
2012-12-01,3.736
2013-01-01,3.692
2013-02-01,3.889
2013-03-01,3.884
2013-04-01,3.732
2013-05-01,3.697
2013-06-01,3.711
2013-07-01,3.823
2013-08-01,3.825
2013-09-01,3.764
2013-10-01,3.554
2013-11-01,3.5
2013-12-01,3.61
2014-01-01,3.593
2014-02-01,3.606
2014-03-01,3.695
2014-04-01,3.768
2014-05-01,3.835
2014-06-01,3.852
2014-07-01,3.839
2014-08-01,3.672
2014-09-01,3.557
2014-10-01,3.363
2014-11-01,3.031
2014-12-01,2.775
2015-01-01,2.297
2015-02-01,2.334
2015-03-01,2.479
2015-04-01,2.521
2015-05-01,2.778
2015-06-01,2.862
2015-07-01,2.851
2015-08-01,2.683
2015-09-01,2.435
2015-10-01,2.294
2015-11-01,2.246
2015-12-01,2.177
2016-01-01,2.048
2016-02-01,1.904
2016-03-01,1.932
2016-04-01,2.172
2016-05-01,2.326
2016-06-01,2.379
2016-07-01,2.308
2016-08-01,2.215
2016-09-01,2.232
2016-10-01,2.269
2016-11-01,2.388
2016-12-01,2.438
2017-01-01,2.542
2017-02-01,2.492
2017-03-01,2.438
2017-04-01,2.516
2017-05-01,2.511
2017-06-01,2.488
2017-07-01,2.441
2017-08-01,2.512
2017-09-01,2.827
2017-10-01,2.652
2017-11-01,2.658
2017-12-01,2.623
2018-01-01,2.685
2018-02-01,2.75
2018-03-01,2.682
2018-04-01,2.814
2018-05-01,3.02
2018-06-01,3.065
2018-07-01,3.003
2018-08-01,2.988
2018-09-01,2.975
2018-10-01,2.974
2018-11-01,2.845
2018-12-01,2.655
2019-01-01,2.507
2019-02-01,2.477
2019-03-01,2.628
2019-04-01,2.839
2019-05-01,2.997
2019-06-01,2.912
2019-07-01,2.902
2019-08-01,2.844
2019-09-01,2.706
2019-10-01,2.676
2019-11-01,2.675
2019-12-01,2.674
2020-01-01,2.705
2020-02-01,2.617
2020-03-01,2.483
2020-04-01,2.261
2020-05-01,2.151
2020-06-01,2.205
2020-07-01,2.258
2020-08-01,2.245
2020-09-01,2.261
2020-10-01,2.248
2020-11-01,2.209
2020-12-01,2.285
2021-01-01,2.446
2021-02-01,2.612
2021-03-01,2.87
2021-04-01,2.911
2021-05-01,3.038
2021-06-01,3.202
2021-07-01,3.286
2021-08-01,3.314
2021-09-01,3.349
2021-10-01,3.488
2021-11-01,3.625
2021-12-01,3.581
2022-01-01,3.537
2022-02-01,3.719
2022-03-01,4.388
2022-04-01,4.29
2022-05-01,4.828
2022-06-01,5.131
2022-07-01,4.8
2022-08-01,4.323
2022-09-01,3.832
2022-10-01,3.732
2022-11-01,3.97
2022-12-01,3.6
2023-01-01,3.569
2023-02-01,3.576
2023-03-01,3.501
2023-04-01,3.636
2023-05-01,3.699
2023-06-01,3.721
2023-07-01,3.753
2023-08-01,3.938
2023-09-01,3.95
2023-10-01,3.851
2023-11-01,3.678
