"Date","APU0200FC1101"
2012-05-01,3.51
2012-06-01,3.583
2012-07-01,3.527
2012-08-01,3.567
2012-09-01,3.602
2012-10-01,3.574
2012-11-01,3.561
2012-12-01,3.552
2013-01-01,3.583
2013-02-01,3.656
2013-03-01,3.625
2013-04-01,3.62
2013-05-01,3.554
2013-06-01,3.503
2013-07-01,3.535
2013-08-01,3.593
2013-09-01,3.579
2013-10-01,3.618
2013-11-01,3.682
2013-12-01,3.607
2014-01-01,3.635
2014-02-01,3.834
2014-03-01,3.877
2014-04-01,4.046
2014-05-01,3.974
2014-06-01,4.034
2014-07-01,3.985
2014-08-01,4.208
2014-09-01,4.348
2014-10-01,4.44
2014-11-01,4.429
2014-12-01,4.378
2015-01-01,4.546
2015-02-01,4.545
2015-03-01,4.514
2015-04-01,4.497
2015-05-01,4.469
2015-06-01,4.443
2015-07-01,4.416
2015-08-01,4.408
2015-09-01,4.433
2015-10-01,4.369
2015-11-01,4.276
2015-12-01,4.245
2016-01-01,4.121
2016-02-01,4.088
2016-03-01,4.128
2016-04-01,4.065
2016-05-01,4.05
2016-06-01,4.046
2016-07-01,4.039
2016-08-01,4.049
2016-09-01,4.038
2016-10-01,3.902
2016-11-01,3.804
2016-12-01,3.773
2017-01-01,3.784
2017-02-01,3.78
2017-03-01,3.801
2017-04-01,3.922
2017-05-01,3.925
2017-06-01,3.999
2017-07-01,4.031
2017-08-01,3.992
2017-09-01,4.075
2017-10-01,3.899
2017-11-01,3.977
2017-12-01,3.946
2018-01-01,4.057
2018-02-01,4.017
2018-03-01,4.032
2018-04-01,4.085
2018-05-01,4.087
2018-06-01,4.062
2018-07-01,4.093
2018-08-01,4.085
2018-09-01,4.029
2018-10-01,4.012
2018-11-01,4.113
2018-12-01,4.065
2019-01-01,4.179
2019-02-01,4.152
2019-03-01,4.121
2019-04-01,4.214
2019-05-01,4.377
2019-06-01,4.255
2019-07-01,4.245
2019-08-01,4.176
2019-09-01,4.221
2019-10-01,4.123
2019-11-01,4.037
2019-12-01,4.063
2020-01-01,4.144
2020-02-01,4.083
2020-03-01,4.172
2020-04-01,4.421
2020-05-01,4.872
2020-06-01,5.448
2020-07-01,4.493
2020-08-01,4.315
2020-09-01,4.287
2020-10-01,4.047
2020-11-01,4.228
2020-12-01,4.14
2021-01-01,4.139
2021-02-01,4.23
2021-03-01,4.209
2021-04-01,4.216
2021-05-01,4.319
2021-06-01,4.639
2021-07-01,4.834
2021-08-01,4.876
2021-09-01,4.993
2021-10-01,5.04
2021-11-01,5.097
2021-12-01,5.007
2022-01-01,4.941
2022-02-01,5.016
2022-03-01,5.241
2022-04-01,5.23
2022-05-01,5.168
2022-06-01,5.301
2022-07-01,5.35
2022-08-01,5.361
2022-09-01,5.217
2022-10-01,5.218
2022-11-01,5.148
2022-12-01,5.079
2023-01-01,5.179
2023-02-01,5.178
2023-03-01,5.16
2023-04-01,5.25
2023-05-01,5.363
2023-06-01,5.463
2023-07-01,5.583
2023-08-01,5.561
2023-09-01,5.638
2023-10-01,5.682
2023-11-01,5.861
