"Date","CUUR0200SAD"
1987-06-01,107.6
1987-07-01,107.9
1987-08-01,107.7
1987-09-01,108.1
1987-10-01,108.4
1987-11-01,108.9
1987-12-01,109.1
1988-01-01,108.9
1988-02-01,108.6
1988-03-01,108.5
1988-04-01,108.7
1988-05-01,109
1988-06-01,109.3
1988-07-01,109.6
1988-08-01,109.9
1988-09-01,109.8
1988-10-01,110.4
1988-11-01,111.2
1988-12-01,111.6
1989-01-01,112
1989-02-01,111.9
1989-03-01,111.6
1989-04-01,111.3
1989-05-01,111.4
1989-06-01,111.6
1989-07-01,111.5
1989-08-01,111
1989-09-01,110.8
1989-10-01,111.6
1989-11-01,112.8
1989-12-01,113
1990-01-01,113.2
1990-02-01,112.8
1990-03-01,112.5
1990-04-01,112.1
1990-05-01,112.2
1990-06-01,111.9
1990-07-01,111.7
1990-08-01,111.8
1990-09-01,112.2
1990-10-01,112.6
1990-11-01,113
1990-12-01,113.6
1991-01-01,114
1991-02-01,114.4
1991-03-01,114.5
1991-04-01,114.4
1991-05-01,114.9
1991-06-01,115.3
1991-07-01,115.5
1991-08-01,114.9
1991-09-01,114.6
1991-10-01,115.5
1991-11-01,116.3
1991-12-01,116.7
1992-01-01,116.6
1992-02-01,116.5
1992-03-01,116.9
1992-04-01,116.7
1992-05-01,117.1
1992-06-01,117
1992-07-01,117.2
1992-08-01,117.3
1992-09-01,117.6
1992-10-01,118.2
1992-11-01,119.2
1992-12-01,119.8
1993-01-01,119.6
1993-02-01,118.9
1993-03-01,119
1993-04-01,119.2
1993-05-01,119.2
1993-06-01,119.7
1993-07-01,119.4
1993-08-01,120.4
1993-09-01,120.7
1993-10-01,121.7
1993-11-01,122.7
1993-12-01,122.8
1994-01-01,122.4
1994-02-01,122.4
1994-03-01,122.6
1994-04-01,122.9
1994-05-01,123.6
1994-06-01,124.5
1994-07-01,124.6
1994-08-01,124.3
1994-09-01,124.8
1994-10-01,125.3
1994-11-01,126.4
1994-12-01,127.1
1995-01-01,127.2
1995-02-01,127.5
1995-03-01,127.8
1995-04-01,128.2
1995-05-01,128
1995-06-01,127.6
1995-07-01,127.7
1995-08-01,127
1995-09-01,126.9
1995-10-01,127.9
1995-11-01,128.1
1995-12-01,128.3
1996-01-01,128.5
1996-02-01,128.5
1996-03-01,128.9
1996-04-01,129.2
1996-05-01,129
1996-06-01,128.9
1996-07-01,128.4
1996-08-01,128.3
1996-09-01,128.6
1996-10-01,129
1996-11-01,128.9
1996-12-01,129.3
1997-01-01,128.8
1997-02-01,128.8
1997-03-01,129.2
1997-04-01,128.9
1997-05-01,128.8
1997-06-01,128.4
1997-07-01,127.8
1997-08-01,127.4
1997-09-01,127
1997-10-01,127.2
1997-11-01,127.1
1997-12-01,127.3
1998-01-01,127.7
1998-02-01,127.8
1998-03-01,127.8
1998-04-01,128.1
1998-05-01,127
1998-06-01,126.7
1998-07-01,126.9
1998-08-01,126.1
1998-09-01,125.8
1998-10-01,126
1998-11-01,126.8
1998-12-01,126.9
1999-01-01,126.5
1999-02-01,125.4
1999-03-01,125.2
1999-04-01,125.4
1999-05-01,124.9
1999-06-01,124.7
1999-07-01,124.4
1999-08-01,124.2
1999-09-01,124.3
1999-10-01,124.6
1999-11-01,124.7
1999-12-01,124.8
2000-01-01,124.4
2000-02-01,123.8
2000-03-01,123.9
2000-04-01,123.9
2000-05-01,123.8
2000-06-01,123.6
2000-07-01,123
2000-08-01,122.5
2000-09-01,123.1
2000-10-01,123.3
2000-11-01,124
2000-12-01,124.3
2001-01-01,124.2
2001-02-01,124.1
2001-03-01,123.7
2001-04-01,123.6
2001-05-01,123.2
2001-06-01,122.5
2001-07-01,122.1
2001-08-01,121.7
2001-09-01,122
2001-10-01,122.4
2001-11-01,123.1
2001-12-01,123.1
2002-01-01,121.5
2002-02-01,120.6
2002-03-01,120.2
2002-04-01,120
2002-05-01,119.8
2002-06-01,119.5
2002-07-01,119.1
2002-08-01,118.9
2002-09-01,118.7
2002-10-01,118.8
2002-11-01,118.3
2002-12-01,118.1
2003-01-01,117.8
2003-02-01,117.6
2003-03-01,117.3
2003-04-01,116.6
2003-05-01,116.3
2003-06-01,115.8
2003-07-01,114.9
2003-08-01,114.1
2003-09-01,113.1
2003-10-01,112.6
2003-11-01,112.7
2003-12-01,112.1
2004-01-01,112
2004-02-01,112.2
2004-03-01,112
2004-04-01,111.8
2004-05-01,111.9
2004-06-01,111.4
2004-07-01,110.8
2004-08-01,110.3
2004-09-01,110.4
2004-10-01,111.5
2004-11-01,112.5
2004-12-01,112.5
2005-01-01,113
2005-02-01,112.9
2005-03-01,112.6
2005-04-01,112.6
2005-05-01,112.7
2005-06-01,112.5
2005-07-01,111.8
2005-08-01,111.7
2005-09-01,111.7
2005-10-01,111.9
2005-11-01,111.7
2005-12-01,111.3
2006-01-01,111.7
2006-02-01,111.8
2006-03-01,111.7
2006-04-01,111.6
2006-05-01,111.3
2006-06-01,111.1
2006-07-01,110.8
2006-08-01,110.9
2006-09-01,110.2
2006-10-01,110.1
2006-11-01,110.6
2006-12-01,110.3
2007-01-01,110.14
2007-02-01,110.116
2007-03-01,110.151
2007-04-01,109.85
2007-05-01,109.65
2007-06-01,109.548
2007-07-01,109.337
2007-08-01,109.227
2007-09-01,109.116
2007-10-01,109.65
2007-11-01,110.195
2007-12-01,110.084
2008-01-01,110.371
2008-02-01,110.098
2008-03-01,110.295
2008-04-01,110.311
2008-05-01,109.747
2008-06-01,109.568
2008-07-01,109.619
2008-08-01,109.288
2008-09-01,108.614
2008-10-01,108.227
2008-11-01,108.061
2008-12-01,107.578
2009-01-01,107.668
2009-02-01,108.066
2009-03-01,108.053
2009-04-01,107.805
2009-05-01,107.642
2009-06-01,107.831
2009-07-01,107.684
2009-08-01,107.428
2009-09-01,107.35
2009-10-01,108.374
2009-11-01,108.364
2009-12-01,108.667
2010-01-01,108.807
2010-02-01,109.087
2010-03-01,109.045
2010-04-01,108.744
2010-05-01,108.724
2010-06-01,108.967
2010-07-01,109.03
2010-08-01,109.14
2010-09-01,108.618
2010-10-01,108.495
2010-11-01,108.249
2010-12-01,108.189
2011-01-01,108.273
2011-02-01,108.672
2011-03-01,109.15
2011-04-01,109.67
2011-05-01,110.354
2011-06-01,111.246
2011-07-01,111.395
2011-08-01,111.698
2011-09-01,111.354
2011-10-01,110.988
2011-11-01,110.468
2011-12-01,110.301
2012-01-01,110.333
2012-02-01,110.626
2012-03-01,110.686
2012-04-01,111.244
2012-05-01,111.733
2012-06-01,111.923
2012-07-01,111.639
2012-08-01,111.02
2012-09-01,110.09
2012-10-01,109.903
2012-11-01,109.676
2012-12-01,109.438
2013-01-01,109.49
2013-02-01,109.779
2013-03-01,109.996
2013-04-01,110.276
2013-05-01,110.223
2013-06-01,110.239
2013-07-01,109.877
2013-08-01,109.552
2013-09-01,109.281
2013-10-01,108.864
2013-11-01,108.559
2013-12-01,108.522
2014-01-01,108.408
2014-02-01,108.419
2014-03-01,108.531
2014-04-01,108.99
2014-05-01,108.943
2014-06-01,108.798
2014-07-01,108.941
2014-08-01,108.487
2014-09-01,108.154
2014-10-01,107.792
2014-11-01,107.056
2014-12-01,106.551
2015-01-01,106.515
2015-02-01,107.062
2015-03-01,107.504
2015-04-01,108.064
2015-05-01,108.192
2015-06-01,107.836
2015-07-01,107.646
2015-08-01,107.241
2015-09-01,107.081
2015-10-01,106.346
2015-11-01,105.538
2015-12-01,105.394
2016-01-01,105.74
2016-02-01,105.962
2016-03-01,106.174
2016-04-01,106.232
2016-05-01,105.995
2016-06-01,105.71
2016-07-01,105.093
2016-08-01,104.623
2016-09-01,104.189
2016-10-01,103.756
2016-11-01,103.066
2016-12-01,103.073
2017-01-01,103.529
2017-02-01,103.741
2017-03-01,103.652
2017-04-01,103.805
2017-05-01,103.708
2017-06-01,103.157
2017-07-01,102.624
2017-08-01,102.247
2017-09-01,101.408
2017-10-01,100.682
2017-11-01,100.394
2017-12-01,101.194
2018-01-01,101.307
2018-02-01,101.384
2018-03-01,101.954
2018-04-01,102.027
2018-05-01,101.711
2018-06-01,101.719
2018-07-01,101.841
2018-08-01,101.774
2018-09-01,100.267
2018-10-01,100.177
2018-11-01,100.892
2018-12-01,101.137
2019-01-01,101.268
2019-02-01,101.65
2019-03-01,102.28
2019-04-01,102.266
2019-05-01,101.49
2019-06-01,101.554
2019-07-01,101.94
2019-08-01,102.161
2019-09-01,101.098
2019-10-01,101.16
2019-11-01,101.082
2019-12-01,101.094
2020-01-01,101.002
2020-02-01,101.5
2020-03-01,102.021
2020-04-01,101.659
2020-05-01,101.686
2020-06-01,101.808
2020-07-01,103.008
2020-08-01,104.535
2020-09-01,105.148
2020-10-01,105.807
2020-11-01,105.717
2020-12-01,105.41
2021-01-01,104.78
2021-02-01,105.265
2021-03-01,105.705
2021-04-01,109.074
2021-05-01,112.628
2021-06-01,117.217
2021-07-01,118.962
2021-08-01,119.329
2021-09-01,118.648
2021-10-01,120.242
2021-11-01,121.706
2021-12-01,123.932
2022-01-01,125.63
2022-02-01,126.063
2022-03-01,125.337
2022-04-01,125.472
2022-05-01,125.842
2022-06-01,126.858
2022-07-01,127.372
2022-08-01,127.773
2022-09-01,126.411
2022-10-01,126.249
2022-11-01,124.888
2022-12-01,124.016
2023-01-01,123.923
2023-02-01,124.595
2023-03-01,125.278
2023-04-01,126.517
2023-05-01,127.173
2023-06-01,127.03
2023-07-01,126.76
2023-08-01,126.521
2023-09-01,124.364
2023-10-01,124.063
2023-11-01,123
