"Date","CUURA101SAF"
1989-11-01,133.4
1989-12-01,133.7
1990-01-01,136.9
1990-02-01,138.4
1990-03-01,138.5
1990-04-01,138.7
1990-05-01,138.7
1990-06-01,139.2
1990-07-01,140.4
1990-08-01,140.8
1990-09-01,140.4
1990-10-01,141.1
1990-11-01,141.1
1990-12-01,141.2
1991-01-01,143.3
1991-02-01,143.8
1991-03-01,144.2
1991-04-01,145.6
1991-05-01,145.2
1991-06-01,146.1
1991-07-01,144.6
1991-08-01,143.7
1991-09-01,143.9
1991-10-01,143.5
1991-11-01,143.4
1991-12-01,144.1
1992-01-01,145.2
1992-02-01,145.6
1992-03-01,146.2
1992-04-01,146.2
1992-05-01,145.3
1992-06-01,145.8
1992-07-01,144.9
1992-08-01,145.9
1992-09-01,146
1992-10-01,146.7
1992-11-01,146.4
1992-12-01,147.2
1993-01-01,148.7
1993-02-01,148.5
1993-03-01,148.8
1993-04-01,149.3
1993-05-01,149.3
1993-06-01,147.9
1993-07-01,147.9
1993-08-01,149
1993-09-01,148.9
1993-10-01,149.1
1993-11-01,149.9
1993-12-01,151
1994-01-01,151.8
1994-02-01,150.9
1994-03-01,150.8
1994-04-01,150.9
1994-05-01,151.3
1994-06-01,151.2
1994-07-01,152.3
1994-08-01,152.7
1994-09-01,152.7
1994-10-01,152.8
1994-11-01,152.9
1994-12-01,153
1995-01-01,154.6
1995-02-01,154.3
1995-03-01,154.4
1995-04-01,156
1995-05-01,155.5
1995-06-01,155.7
1995-07-01,155.9
1995-08-01,156.4
1995-09-01,156.8
1995-10-01,157
1995-11-01,157.2
1995-12-01,157
1996-01-01,158.1
1996-02-01,158.5
1996-03-01,158.7
1996-04-01,158.5
1996-05-01,158.8
1996-06-01,159.7
1996-07-01,159.4
1996-08-01,159.2
1996-09-01,160.9
1996-10-01,161
1996-11-01,161.6
1996-12-01,161.5
1997-01-01,161.6
1997-02-01,162.3
1997-03-01,162.9
1997-04-01,162.3
1997-05-01,162.8
1997-06-01,162.9
1997-07-01,162.8
1997-08-01,163.1
1997-09-01,163.5
1997-10-01,163.5
1997-11-01,164.4
1997-12-01,163.9
1998-01-01,164.9
1998-02-01,164.6
1998-03-01,164.8
1998-04-01,165.3
1998-05-01,165.7
1998-06-01,165
1998-07-01,166.1
1998-08-01,166.4
1998-09-01,166.6
1998-10-01,167.4
1998-11-01,167.8
1998-12-01,168.3
1999-01-01,169.9
1999-02-01,169.1
1999-03-01,168.5
1999-04-01,169.6
1999-05-01,170.6
1999-06-01,170.5
1999-07-01,170.6
1999-08-01,171.9
1999-09-01,171
1999-10-01,170.8
1999-11-01,171.7
1999-12-01,171.5
2000-01-01,171.7
2000-02-01,171.4
2000-03-01,171.4
2000-04-01,171.4
2000-05-01,173.3
2000-06-01,172.4
2000-07-01,173.1
2000-08-01,173.3
2000-09-01,173.9
2000-10-01,174.2
2000-11-01,173.4
2000-12-01,174.6
2001-01-01,175.5
2001-02-01,175.7
2001-03-01,176.6
2001-04-01,176.5
2001-05-01,177.8
2001-06-01,177.9
2001-07-01,178.3
2001-08-01,178.5
2001-09-01,178.3
2001-10-01,177.8
2001-11-01,178.6
2001-12-01,178.7
2002-01-01,179.8
2002-02-01,179.8
2002-03-01,179.9
2002-04-01,180.2
2002-05-01,179
2002-06-01,180
2002-07-01,180.3
2002-08-01,179.9
2002-09-01,180.2
2002-10-01,180.7
2002-11-01,181.8
2002-12-01,181.6
2003-01-01,180.7
2003-02-01,183.9
2003-03-01,183.4
2003-04-01,182.8
2003-05-01,183.1
2003-06-01,183
2003-07-01,184
2003-08-01,184.3
2003-09-01,184.5
2003-10-01,185.3
2003-11-01,186.1
2003-12-01,187.6
2004-01-01,187.9
2004-02-01,187.7
2004-03-01,189.9
2004-04-01,189.7
2004-05-01,190.9
2004-06-01,192.1
2004-07-01,192.1
2004-08-01,192.5
2004-09-01,192.2
2004-10-01,194.1
2004-11-01,194.7
2004-12-01,195.7
2005-01-01,195.3
2005-02-01,194.7
2005-03-01,195.5
2005-04-01,196.4
2005-05-01,196.8
2005-06-01,196.7
2005-07-01,197.3
2005-08-01,196.3
2005-09-01,197.4
2005-10-01,197.7
2005-11-01,199.1
2005-12-01,200.5
2006-01-01,201.3
2006-02-01,201.4
2006-03-01,201.6
2006-04-01,201
2006-05-01,201.2
2006-06-01,202.6
2006-07-01,203.1
2006-08-01,203.6
2006-09-01,204.1
2006-10-01,205.6
2006-11-01,204.4
2006-12-01,204.8
2007-01-01,207.251
2007-02-01,207.894
2007-03-01,207.674
2007-04-01,208.86
2007-05-01,209.562
2007-06-01,210.442
2007-07-01,211.266
2007-08-01,211.816
2007-09-01,212.657
2007-10-01,213.695
2007-11-01,214.436
2007-12-01,214.98
2008-01-01,216.257
2008-02-01,216.392
2008-03-01,217.953
2008-04-01,220.009
2008-05-01,221.159
2008-06-01,221.658
2008-07-01,223.278
2008-08-01,224.52
2008-09-01,226.728
2008-10-01,228.086
2008-11-01,228.189
2008-12-01,228.213
2009-01-01,229.014
2009-02-01,228.886
2009-03-01,227.88
2009-04-01,227.956
2009-05-01,227.592
2009-06-01,227.801
2009-07-01,226.852
2009-08-01,226.62
2009-09-01,226.991
2009-10-01,227.547
2009-11-01,228.525
2009-12-01,228.186
2010-01-01,228.899
2010-02-01,228.173
2010-03-01,228.699
2010-04-01,229.69
2010-05-01,229.329
2010-06-01,229.723
2010-07-01,229.232
2010-08-01,229.741
2010-09-01,230.274
2010-10-01,231.666
2010-11-01,231.839
2010-12-01,231.396
2011-01-01,233.387
2011-02-01,234.36
2011-03-01,234.456
2011-04-01,234.501
2011-05-01,235.301
2011-06-01,237.069
2011-07-01,238.507
2011-08-01,238.836
2011-09-01,239.485
2011-10-01,240.155
2011-11-01,239.385
2011-12-01,240.948
2012-01-01,242.539
2012-02-01,242.47
2012-03-01,242.203
2012-04-01,242.597
2012-05-01,243.844
2012-06-01,243.277
2012-07-01,243.866
2012-08-01,244.211
2012-09-01,244.015
2012-10-01,244.664
2012-11-01,245.804
2012-12-01,245.398
2013-01-01,246.755
2013-02-01,245.825
2013-03-01,245.958
2013-04-01,247.261
2013-05-01,245.856
2013-06-01,247.241
2013-07-01,246.514
2013-08-01,246.641
2013-09-01,247.219
2013-10-01,246.279
2013-11-01,246.469
2013-12-01,246.411
2014-01-01,246.98
2014-02-01,247.642
2014-03-01,248.545
2014-04-01,248.638
2014-05-01,250.316
2014-06-01,250.529
2014-07-01,252.924
2014-08-01,251.871
2014-09-01,253.453
2014-10-01,253.453
2014-11-01,253.418
2014-12-01,254.535
2015-01-01,254.693
2015-02-01,255.084
2015-03-01,255.006
2015-04-01,255.607
2015-05-01,255.673
2015-06-01,255.896
2015-07-01,255.558
2015-08-01,256.254
2015-09-01,257.249
2015-10-01,257.485
2015-11-01,257.088
2015-12-01,256.782
2016-01-01,258.139
2016-02-01,257.176
2016-03-01,256.386
2016-04-01,258.167
2016-05-01,256.937
2016-06-01,256.971
2016-07-01,256.924
2016-08-01,256.834
2016-09-01,257.292
2016-10-01,257.031
2016-11-01,257.208
2016-12-01,257.012
2017-01-01,258.304
2017-02-01,258.137
2017-03-01,259.424
2017-04-01,260.491
2017-05-01,259.929
2017-06-01,260.358
2017-07-01,260.865
2017-08-01,260.948
2017-09-01,261.175
2017-10-01,262.271
2017-11-01,262.153
2017-12-01,262.465
2018-01-01,263.111
2018-02-01,263.903
2018-03-01,263.637
2018-04-01,265.504
2018-05-01,265.892
2018-06-01,266.694
2018-07-01,267.197
2018-08-01,267.351
2018-09-01,269.321
2018-10-01,268.054
2018-11-01,267.789
2018-12-01,268.413
2019-01-01,269.8
2019-02-01,269.907
2019-03-01,270.636
2019-04-01,270.123
2019-05-01,269.707
2019-06-01,271.178
2019-07-01,270.245
2019-08-01,271.819
2019-09-01,272.174
2019-10-01,273.279
2019-11-01,271.232
2019-12-01,272.644
2020-01-01,274.084
2020-02-01,274.109
2020-03-01,274.523
2020-04-01,281.042
2020-05-01,284.171
2020-06-01,283.866
2020-07-01,281.823
2020-08-01,282.014
2020-09-01,281.898
2020-10-01,283.288
2020-11-01,282.741
2020-12-01,283.888
2021-01-01,283.663
2021-02-01,284.117
2021-03-01,284.883
2021-04-01,287.011
2021-05-01,286.955
2021-06-01,289.062
2021-07-01,291.148
2021-08-01,292.554
2021-09-01,296.715
2021-10-01,297.968
2021-11-01,300.351
2021-12-01,301.014
2022-01-01,303.79
2022-02-01,305.776
2022-03-01,306.791
2022-04-01,311.345
2022-05-01,313.714
2022-06-01,314.683
2022-07-01,320.077
2022-08-01,321.344
2022-09-01,321.447
2022-10-01,323.412
2022-11-01,325.845
2022-12-01,326.722
2023-01-01,329.179
2023-02-01,329.387
2023-03-01,330.989
2023-04-01,332.028
2023-05-01,329.81
2023-06-01,331.592
2023-07-01,331.731
2023-08-01,331.199
2023-09-01,332.96
2023-10-01,334.814
2023-11-01,334.719
