"Date","CUUR0400SEHC"
2008-02-01,264.344
2008-03-01,265.03
2008-04-01,265.752
2008-05-01,265.815
2008-06-01,266.587
2008-07-01,267.153
2008-08-01,267.752
2008-09-01,268.801
2008-10-01,269.481
2008-11-01,270.442
2008-12-01,270.769
2009-01-01,271.368
2009-02-01,271.574
2009-03-01,271.54
2009-04-01,271.479
2009-05-01,271.402
2009-06-01,271
2009-07-01,270.293
2009-08-01,269.898
2009-09-01,269.427
2009-10-01,268.994
2009-11-01,268.26
2009-12-01,268.183
2010-01-01,267.781
2010-02-01,267.456
2010-03-01,266.783
2010-04-01,266.434
2010-05-01,266.247
2010-06-01,265.901
2010-07-01,265.901
2010-08-01,266.108
2010-09-01,266.175
2010-10-01,266.005
2010-11-01,266.493
2010-12-01,267.015
2011-01-01,267.296
2011-02-01,267.474
2011-03-01,267.755
2011-04-01,267.799
2011-05-01,268.046
2011-06-01,268.339
2011-07-01,268.824
2011-08-01,269.17
2011-09-01,269.553
2011-10-01,270.086
2011-11-01,270.602
2011-12-01,271.508
2012-01-01,271.938
2012-02-01,272.398
2012-03-01,272.884
2012-04-01,273.4
2012-05-01,273.608
2012-06-01,273.621
2012-07-01,274.062
2012-08-01,274.78
2012-09-01,275.363
2012-10-01,275.908
2012-11-01,276.496
2012-12-01,277.087
2013-01-01,277.721
2013-02-01,278.373
2013-03-01,279.021
2013-04-01,279.484
2013-05-01,280.098
2013-06-01,280.531
2013-07-01,281.043
2013-08-01,282.053
2013-09-01,282.892
2013-10-01,283.858
2013-11-01,284.783
2013-12-01,285.563
2014-01-01,286.145
2014-02-01,286.672
2014-03-01,287.131
2014-04-01,287.774
2014-05-01,288.271
2014-06-01,289.005
2014-07-01,290.111
2014-08-01,290.94
2014-09-01,291.985
2014-10-01,293.171
2014-11-01,294.323
2014-12-01,295.058
2015-01-01,295.909
2015-02-01,296.871
2015-03-01,297.959
2015-04-01,298.891
2015-05-01,299.898
2015-06-01,300.971
2015-07-01,302.165
2015-08-01,303.446
2015-09-01,304.697
2015-10-01,305.84
2015-11-01,306.998
2015-12-01,308.301
2016-01-01,309.485
2016-02-01,310.751
2016-03-01,311.834
2016-04-01,312.866
2016-05-01,314.216
2016-06-01,315.603
2016-07-01,317.07
2016-08-01,318.592
2016-09-01,320.346
2016-10-01,321.546
2016-11-01,323.569
2016-12-01,325.186
2017-01-01,326.607
2017-02-01,327.843
2017-03-01,328.605
2017-04-01,329.569
2017-05-01,330.128
2017-06-01,331.53
2017-07-01,333.119
2017-08-01,334.579
2017-09-01,335.814
2017-10-01,337.539
2017-11-01,339.01
2017-12-01,340.216
2018-01-01,341.404
2018-02-01,342.157
2018-03-01,343.115
2018-04-01,344.234
2018-05-01,345.13
2018-06-01,346.374
2018-07-01,347.643
2018-08-01,349.126
2018-09-01,350.4
2018-10-01,351.644
2018-11-01,353.001
2018-12-01,354.193
2019-01-01,355.581
2019-02-01,356.837
2019-03-01,358.207
2019-04-01,359.596
2019-05-01,360.524
2019-06-01,362.056
2019-07-01,363.373
2019-08-01,364.784
2019-09-01,366.097
2019-10-01,367.314
2019-11-01,368.433
2019-12-01,369.702
2020-01-01,370.471
2020-02-01,371.409
2020-03-01,372.093
2020-04-01,372.566
2020-05-01,373.203
2020-06-01,373.384
2020-07-01,373.92
2020-08-01,374.293
2020-09-01,374.761
2020-10-01,375.91
2020-11-01,375.921
2020-12-01,376.555
2021-01-01,376.862
2021-02-01,377.607
2021-03-01,378.007
2021-04-01,378.36
2021-05-01,379.821
2021-06-01,381.084
2021-07-01,382.556
2021-08-01,384.151
2021-09-01,385.975
2021-10-01,388.374
2021-11-01,390.39
2021-12-01,392.23
2022-01-01,394.239
2022-02-01,395.783
2022-03-01,397.457
2022-04-01,399.367
2022-05-01,401.519
2022-06-01,404.144
2022-07-01,406.994
2022-08-01,409.704
2022-09-01,413.541
2022-10-01,416.203
2022-11-01,418.933
2022-12-01,422.34
2023-01-01,424.802
2023-02-01,427.127
2023-03-01,428.785
2023-04-01,430.211
2023-05-01,431.637
2023-06-01,433.261
2023-07-01,434.55
2023-08-01,436.052
2023-09-01,438.361
2023-10-01,440.068
2023-11-01,442.812
