"Date","CUURX300SA0"
2007-09-01,128.263
2007-10-01,128.6
2007-11-01,129.556
2007-12-01,129.368
2008-01-01,129.937
2008-02-01,130.351
2008-03-01,131.442
2008-04-01,132.516
2008-05-01,133.714
2008-06-01,134.98
2008-07-01,135.643
2008-08-01,135.004
2008-09-01,135.093
2008-10-01,133.285
2008-11-01,130.324
2008-12-01,129.099
2009-01-01,129.615
2009-02-01,130.38
2009-03-01,130.873
2009-04-01,131.37
2009-05-01,131.777
2009-06-01,133.056
2009-07-01,132.736
2009-08-01,132.729
2009-09-01,132.722
2009-10-01,133.035
2009-11-01,133.342
2009-12-01,133.252
2010-01-01,133.517
2010-02-01,133.575
2010-03-01,134.363
2010-04-01,134.606
2010-05-01,134.5
2010-06-01,134.173
2010-07-01,134.13
2010-08-01,134.335
2010-09-01,134.658
2010-10-01,134.89
2010-11-01,134.892
2010-12-01,135.24
2011-01-01,135.925
2011-02-01,136.625
2011-03-01,138.211
2011-04-01,139.177
2011-05-01,139.833
2011-06-01,139.639
2011-07-01,139.783
2011-08-01,140.378
2011-09-01,140.471
2011-10-01,140.303
2011-11-01,140.218
2011-12-01,139.838
2012-01-01,140.388
2012-02-01,141.133
2012-03-01,142.056
2012-04-01,142.718
2012-05-01,142.161
2012-06-01,141.906
2012-07-01,141.774
2012-08-01,142.432
2012-09-01,143.088
2012-10-01,142.927
2012-11-01,142.219
2012-12-01,142.009
2013-01-01,142.543
2013-02-01,143.758
2013-03-01,144.293
2013-04-01,143.935
2013-05-01,144.071
2013-06-01,144.627
2013-07-01,144.851
2013-08-01,145.056
2013-09-01,145.098
2013-10-01,144.825
2013-11-01,144.377
2013-12-01,144.382
2014-01-01,144.668
2014-02-01,145.341
2014-03-01,146.254
2014-04-01,147.265
2014-05-01,147.499
2014-06-01,147.733
2014-07-01,147.559
2014-08-01,147.178
2014-09-01,147.257
2014-10-01,146.905
2014-11-01,145.976
2014-12-01,144.952
2015-01-01,143.769
2015-02-01,144.591
2015-03-01,145.392
2015-04-01,145.939
2015-05-01,146.482
2015-06-01,147.126
2015-07-01,147.095
2015-08-01,146.695
2015-09-01,146.361
2015-10-01,146.314
2015-11-01,145.974
2015-12-01,145.378
2016-01-01,145.209
2016-02-01,145.279
2016-03-01,146.263
2016-04-01,146.907
2016-05-01,147.507
2016-06-01,148.037
2016-07-01,147.629
2016-08-01,147.934
2016-09-01,148.202
2016-10-01,148.435
2016-11-01,148.071
2016-12-01,148.254
2017-01-01,149.312
2017-02-01,149.643
2017-03-01,149.675
2017-04-01,149.998
2017-05-01,149.962
2017-06-01,150.192
2017-07-01,149.951
2017-08-01,150.509
2017-09-01,151.547
2017-10-01,151.27
2017-11-01,151.121
2017-12-01,150.825
2018-01-01,151.752
2018-02-01,152.413
2018-03-01,152.888
2018-04-01,153.429
2018-05-01,153.842
2018-06-01,154.051
2018-07-01,154.097
2018-08-01,153.964
2018-09-01,153.924
2018-10-01,154.301
2018-11-01,153.813
2018-12-01,152.891
2019-01-01,153.212
2019-02-01,154.019
2019-03-01,155.168
2019-04-01,155.916
2019-05-01,155.595
2019-06-01,155.687
2019-07-01,156.192
2019-08-01,155.873
2019-09-01,155.717
2019-10-01,156.136
2019-11-01,156.176
2019-12-01,156.171
2020-01-01,156.673
2020-02-01,156.872
2020-03-01,156.768
2020-04-01,155.508
2020-05-01,155.055
2020-06-01,156.135
2020-07-01,157.057
2020-08-01,157.796
2020-09-01,158.065
2020-10-01,158.346
2020-11-01,158.15
2020-12-01,158.502
2021-01-01,159.392
2021-02-01,160.195
2021-03-01,161.438
2021-04-01,162.686
2021-05-01,164.045
2021-06-01,165.666
2021-07-01,166.707
2021-08-01,167.078
2021-09-01,167.607
2021-10-01,169.263
2021-11-01,169.957
2021-12-01,170.309
2022-01-01,171.79
2022-02-01,173.657
2022-03-01,176.109
2022-04-01,176.855
2022-05-01,178.936
2022-06-01,181.839
2022-07-01,181.925
2022-08-01,181.459
2022-09-01,181.782
2022-10-01,182.519
2022-11-01,182.586
2022-12-01,182.073
2023-01-01,183.679
2023-02-01,184.804
2023-03-01,185.325
2023-04-01,186.628
2023-05-01,186.768
2023-06-01,187.373
2023-07-01,187.743
2023-08-01,188.787
2023-09-01,189.097
2023-10-01,188.928
2023-11-01,188.467
