"Date","CUUR0000SEFR"
1964-01-01,27.3
1964-02-01,27.3
1964-03-01,27.2
1964-04-01,27.1
1964-05-01,27
1964-06-01,26.7
1964-07-01,26.4
1964-08-01,26.4
1964-09-01,26.4
1964-10-01,26.3
1964-11-01,26.3
1964-12-01,26.2
1965-01-01,26.3
1965-02-01,26.2
1965-03-01,26.3
1965-04-01,26.3
1965-05-01,26.3
1965-06-01,26.3
1965-07-01,26.3
1965-08-01,26.3
1965-09-01,26.3
1965-10-01,26.3
1965-11-01,26
1965-12-01,25.9
1966-01-01,25.7
1966-02-01,25.6
1966-03-01,25.6
1966-04-01,25.6
1966-05-01,25.7
1966-06-01,25.6
1966-07-01,25.6
1966-08-01,25.6
1966-09-01,25.7
1966-10-01,25.8
1966-11-01,26.1
1966-12-01,26.2
1967-01-01,26.2
1967-02-01,26.3
1967-03-01,26.2
1967-04-01,26.4
1967-05-01,26.4
1967-06-01,26.5
1967-07-01,26.6
1967-08-01,26.6
1967-09-01,26.7
1967-10-01,26.7
1967-11-01,26.8
1967-12-01,26.9
1968-01-01,26.8
1968-02-01,26.8
1968-03-01,26.9
1968-04-01,26.9
1968-05-01,27
1968-06-01,27.2
1968-07-01,27.3
1968-08-01,27.9
1968-09-01,27.9
1968-10-01,28.1
1968-11-01,28.1
1968-12-01,28.2
1969-01-01,28.4
1969-02-01,28.5
1969-03-01,28.6
1969-04-01,28.8
1969-05-01,28.8
1969-06-01,29
1969-07-01,29
1969-08-01,29
1969-09-01,29.2
1969-10-01,29.2
1969-11-01,29.3
1969-12-01,29.5
1970-01-01,29.6
1970-02-01,29.7
1970-03-01,30
1970-04-01,30.2
1970-05-01,30.5
1970-06-01,30.6
1970-07-01,30.7
1970-08-01,30.8
1970-09-01,30.9
1970-10-01,31
1970-11-01,31.1
1970-12-01,31.2
1971-01-01,31.2
1971-02-01,31.3
1971-03-01,31.3
1971-04-01,31.5
1971-05-01,31.6
1971-06-01,31.7
1971-07-01,31.8
1971-08-01,31.9
1971-09-01,31.9
1971-10-01,31.9
1971-11-01,31.8
1971-12-01,31.9
1972-01-01,31.9
1972-02-01,32
1972-03-01,32.1
1972-04-01,32.2
1972-05-01,32.2
1972-06-01,32
1972-07-01,31.9
1972-08-01,32
1972-09-01,32
1972-10-01,32.1
1972-11-01,32.1
1972-12-01,32.2
1973-01-01,32.3
1973-02-01,32.6
1973-03-01,32.9
1973-04-01,33.2
1973-05-01,33.5
1973-06-01,33.8
1973-07-01,33.9
1973-08-01,34.2
1973-09-01,34.4
1973-10-01,34.8
1973-11-01,36
1973-12-01,36.7
1974-01-01,37.2
1974-02-01,39.7
1974-03-01,43
1974-04-01,45
1974-05-01,46.7
1974-06-01,48.8
1974-07-01,51.7
1974-08-01,54
1974-09-01,56.3
1974-10-01,60.1
1974-11-01,65
1974-12-01,74
1975-01-01,74.5
1975-02-01,72.7
1975-03-01,71.5
1975-04-01,67.8
1975-05-01,65.3
1975-06-01,62.8
1975-07-01,60.7
1975-08-01,62.6
1975-09-01,63.2
1975-10-01,62.3
1975-11-01,60.5
1975-12-01,59.9
1976-01-01,59.5
1976-02-01,59.4
1976-03-01,59
1976-04-01,58.6
1976-05-01,58.2
1976-06-01,58.2
1976-07-01,57.8
1976-08-01,57.8
1976-09-01,57
1976-10-01,56.6
1976-11-01,56.3
1976-12-01,56
1977-01-01,56.4
1977-02-01,58.1
1977-03-01,59.1
1977-04-01,60.1
1977-05-01,61
1977-06-01,61.7
1977-07-01,61.5
1977-08-01,61.7
1977-09-01,61.9
1977-10-01,62.2
1977-11-01,62.7
1977-12-01,63.6
1978-01-01,65
1978-02-01,65.8
1978-03-01,66.8
1978-04-01,67.6
1978-05-01,68
1978-06-01,68.7
1978-07-01,69.1
1978-08-01,69.5
1978-09-01,69.4
1978-10-01,69.6
1978-11-01,70
1978-12-01,70.3
1979-01-01,71.1
1979-02-01,71.7
1979-03-01,72.2
1979-04-01,72.7
1979-05-01,73.3
1979-06-01,73.6
1979-07-01,74.1
1979-08-01,74.5
1979-09-01,74.8
1979-10-01,75.1
1979-11-01,75.1
1979-12-01,75.5
1980-01-01,76.9
1980-02-01,78.9
1980-03-01,83.2
1980-04-01,84.7
1980-05-01,86.7
1980-06-01,90.7
1980-07-01,93.7
1980-08-01,94.2
1980-09-01,95.8
1980-10-01,97.9
1980-11-01,101.1
1980-12-01,102.5
1981-01-01,102.2
1981-02-01,102.2
1981-03-01,101.6
1981-04-01,99.7
1981-05-01,97.4
1981-06-01,95.8
1981-07-01,95.5
1981-08-01,95.8
1981-09-01,95.9
1981-10-01,95.5
1981-11-01,95.3
1981-12-01,95.3
1982-01-01,95.9
1982-02-01,96.6
1982-03-01,96.9
1982-04-01,96.9
1982-05-01,97
1982-06-01,97.3
1982-07-01,98
1982-08-01,98.2
1982-09-01,98.5
1982-10-01,98.3
1982-11-01,98.2
1982-12-01,97.9
1983-01-01,98.5
1983-02-01,98.3
1983-03-01,98.9
1983-04-01,99
1983-05-01,99
1983-06-01,99.3
1983-07-01,99.8
1983-08-01,99.7
1983-09-01,99.8
1983-10-01,99.6
1983-11-01,99.7
1983-12-01,100.2
1984-01-01,100.8
1984-02-01,101.1
1984-03-01,102.1
1984-04-01,102.8
1984-05-01,103.4
1984-06-01,103.8
1984-07-01,103.9
1984-08-01,104.1
1984-09-01,104.4
1984-10-01,104.3
1984-11-01,103.7
1984-12-01,103.9
1985-01-01,104.6
1985-02-01,104.7
1985-03-01,104.7
1985-04-01,105.1
1985-05-01,105.5
1985-06-01,105.6
1985-07-01,106.2
1985-08-01,106.6
1985-09-01,106.4
1985-10-01,106.8
1985-11-01,106.5
1985-12-01,106.7
1986-01-01,107.5
1986-02-01,108.4
1986-03-01,108.3
1986-04-01,109.1
1986-05-01,109.1
1986-06-01,109.1
1986-07-01,109.4
1986-08-01,109.6
1986-09-01,109.7
1986-10-01,109.7
1986-11-01,109.4
1986-12-01,109.2
1987-01-01,110.3
1987-02-01,110.3
1987-03-01,110.7
1987-04-01,110.7
1987-05-01,110.8
1987-06-01,111.2
1987-07-01,111.1
1987-08-01,111.3
1987-09-01,111.6
1987-10-01,111.6
1987-11-01,111.4
1987-12-01,111
1988-01-01,112.2
1988-02-01,112.2
1988-03-01,112.6
1988-04-01,112.3
1988-05-01,112.5
1988-06-01,113.3
1988-07-01,114
1988-08-01,114.8
1988-09-01,115.6
1988-10-01,116
1988-11-01,115.9
1988-12-01,116.7
1989-01-01,117.2
1989-02-01,117.8
1989-03-01,118
1989-04-01,117.9
1989-05-01,118.1
1989-06-01,119.2
1989-07-01,120.1
1989-08-01,120.6
1989-09-01,120.8
1989-10-01,121.3
1989-11-01,120.7
1989-12-01,121.1
1990-01-01,122.5
1990-02-01,122.9
1990-03-01,123
1990-04-01,123.6
1990-05-01,124.4
1990-06-01,124.5
1990-07-01,124.9
1990-08-01,125.6
1990-09-01,125.8
1990-10-01,126.6
1990-11-01,126.1
1990-12-01,126.4
1991-01-01,127.3
1991-02-01,127.1
1991-03-01,128.3
1991-04-01,128.2
1991-05-01,129.2
1991-06-01,129.5
1991-07-01,129.9
1991-08-01,130.3
1991-09-01,129.6
1991-10-01,130.5
1991-11-01,130.6
1991-12-01,130.9
1992-01-01,132
1992-02-01,132.4
1992-03-01,132.9
1992-04-01,133
1992-05-01,132.9
1992-06-01,133.3
1992-07-01,133.8
1992-08-01,133.8
1992-09-01,133.7
1992-10-01,133.7
1992-11-01,133
1992-12-01,132.1
1993-01-01,133.1
1993-02-01,133.3
1993-03-01,132.8
1993-04-01,133.2
1993-05-01,133.4
1993-06-01,133.1
1993-07-01,133.2
1993-08-01,133.7
1993-09-01,133.3
1993-10-01,134.1
1993-11-01,133.7
1993-12-01,133.3
1994-01-01,134.9
1994-02-01,135.6
1994-03-01,135.3
1994-04-01,135.9
1994-05-01,135.5
1994-06-01,134.9
1994-07-01,135.2
1994-08-01,135.1
1994-09-01,135.4
1994-10-01,135.6
1994-11-01,134.5
1994-12-01,134.5
1995-01-01,135.5
1995-02-01,135.8
1995-03-01,136.4
1995-04-01,136.7
1995-05-01,137.3
1995-06-01,137.3
1995-07-01,138.1
1995-08-01,138.7
1995-09-01,138.4
1995-10-01,139.2
1995-11-01,138.4
1995-12-01,138.5
1996-01-01,141.4
1996-02-01,141.6
1996-03-01,142.3
1996-04-01,142.2
1996-05-01,143.5
1996-06-01,143.7
1996-07-01,144.6
1996-08-01,144.6
1996-09-01,145.4
1996-10-01,145.7
1996-11-01,144.2
1996-12-01,144.7
1997-01-01,146.9
1997-02-01,147.2
1997-03-01,146.3
1997-04-01,147.9
1997-05-01,147.9
1997-06-01,148.1
1997-07-01,149.2
1997-08-01,147.8
1997-09-01,148.5
1997-10-01,148.2
1997-11-01,147.4
1997-12-01,147.9
1998-01-01,150.3
1998-02-01,149.6
1998-03-01,150.8
1998-04-01,150.1
1998-05-01,149.5
1998-06-01,150.5
1998-07-01,149.9
1998-08-01,150.2
1998-09-01,150.8
1998-10-01,150.5
1998-11-01,149.6
1998-12-01,150.1
1999-01-01,151.7
1999-02-01,151.3
1999-03-01,151
1999-04-01,151.7
1999-05-01,153
1999-06-01,152.4
1999-07-01,152.4
1999-08-01,152.7
1999-09-01,153.5
1999-10-01,153.3
1999-11-01,152.1
1999-12-01,152.3
2000-01-01,154.8
2000-02-01,154.4
2000-03-01,154.6
2000-04-01,152.4
2000-05-01,153.7
2000-06-01,154
2000-07-01,154.1
2000-08-01,154.6
2000-09-01,154.6
2000-10-01,153.9
2000-11-01,153
2000-12-01,153.5
2001-01-01,155.7
2001-02-01,155.8
2001-03-01,155.7
2001-04-01,154
2001-05-01,155.8
2001-06-01,155.7
2001-07-01,156.1
2001-08-01,156.1
2001-09-01,156.6
2001-10-01,156.4
2001-11-01,154.9
2001-12-01,156.1
2002-01-01,158.4
2002-02-01,158.5
2002-03-01,157.2
2002-04-01,159.6
2002-05-01,157.9
2002-06-01,158.7
2002-07-01,160.2
2002-08-01,159.9
2002-09-01,159.6
2002-10-01,159.9
2002-11-01,158.5
2002-12-01,159.1
2003-01-01,160.7
2003-02-01,161.8
2003-03-01,162.5
2003-04-01,161.4
2003-05-01,162.3
2003-06-01,162.8
2003-07-01,162.7
2003-08-01,162.5
2003-09-01,162.3
2003-10-01,162.5
2003-11-01,161.7
2003-12-01,161
2004-01-01,163
2004-02-01,163.9
2004-03-01,163.3
2004-04-01,162.6
2004-05-01,163.5
2004-06-01,162.8
2004-07-01,163.8
2004-08-01,164.4
2004-09-01,163.5
2004-10-01,162.6
2004-11-01,163.1
2004-12-01,161.3
2005-01-01,163
2005-02-01,164.2
2005-03-01,162.6
2005-04-01,164.9
2005-05-01,163.3
2005-06-01,165.7
2005-07-01,167.1
2005-08-01,164.7
2005-09-01,165.8
2005-10-01,166.3
2005-11-01,166.5
2005-12-01,167.8
2006-01-01,169.3
2006-02-01,167.3
2006-03-01,170.1
2006-04-01,171
2006-05-01,171.3
2006-06-01,171.9
2006-07-01,173.3
2006-08-01,173.5
2006-09-01,172.1
2006-10-01,172.5
2006-11-01,172.7
2006-12-01,172.4
2007-01-01,175.151
2007-02-01,174.3
2007-03-01,174.633
2007-04-01,175.932
2007-05-01,175.453
2007-06-01,176.665
2007-07-01,178.235
2007-08-01,178.256
2007-09-01,178.172
2007-10-01,177.236
2007-11-01,178.6
2007-12-01,178.631
2008-01-01,180.193
2008-02-01,180.588
2008-03-01,182.214
2008-04-01,184.878
2008-05-01,185.097
2008-06-01,185.558
2008-07-01,187.067
2008-08-01,187.813
2008-09-01,189.929
2008-10-01,190.515
2008-11-01,191.756
2008-12-01,193.312
2009-01-01,197.429
2009-02-01,196.676
2009-03-01,197.137
2009-04-01,197.301
2009-05-01,196.403
2009-06-01,197.009
2009-07-01,195.126
2009-08-01,195.43
2009-09-01,196.998
2009-10-01,196.747
2009-11-01,198.227
2009-12-01,198.712
2010-01-01,199.777
2010-02-01,201.942
2010-03-01,199.917
2010-04-01,200.775
2010-05-01,202.123
2010-06-01,199.737
2010-07-01,201.18
2010-08-01,200.335
2010-09-01,202.469
2010-10-01,202.962
2010-11-01,200.586
2010-12-01,203.098
2011-01-01,202.648
2011-02-01,204.168
2011-03-01,205.505
2011-04-01,203.783
2011-05-01,205.285
2011-06-01,207.672
2011-07-01,207.321
2011-08-01,209.78
2011-09-01,213.33
2011-10-01,213.602
2011-11-01,210.039
2011-12-01,210.846
2012-01-01,213.7
2012-02-01,213.902
2012-03-01,215.044
2012-04-01,215.776
2012-05-01,214.714
2012-06-01,215.549
2012-07-01,216.508
2012-08-01,214.962
2012-09-01,215.41
2012-10-01,214.941
2012-11-01,212.272
2012-12-01,213.265
2013-01-01,214.726
2013-02-01,212.039
2013-03-01,212.165
2013-04-01,211.978
2013-05-01,211.193
2013-06-01,212.204
2013-07-01,211.359
2013-08-01,209.093
2013-09-01,209.606
2013-10-01,210.389
2013-11-01,209.363
2013-12-01,207.795
2014-01-01,209.895
2014-02-01,209.741
2014-03-01,211.146
2014-04-01,208.982
2014-05-01,207.95
2014-06-01,208.688
2014-07-01,207.522
2014-08-01,208.111
2014-09-01,211.462
2014-10-01,209.363
2014-11-01,208.922
2014-12-01,210.019
2015-01-01,214.024
2015-02-01,216.65
2015-03-01,216.216
2015-04-01,214.157
2015-05-01,216.413
2015-06-01,215.925
2015-07-01,216.926
2015-08-01,217.194
2015-09-01,218.193
2015-10-01,216.697
2015-11-01,215.569
2015-12-01,215.451
2016-01-01,215.261
2016-02-01,215.325
2016-03-01,215.343
2016-04-01,216.681
2016-05-01,215.596
2016-06-01,215.527
2016-07-01,215.47
2016-08-01,215.865
2016-09-01,216.173
2016-10-01,214.893
2016-11-01,213.867
2016-12-01,213.943
2017-01-01,214.976
2017-02-01,213.745
2017-03-01,214.636
2017-04-01,214.014
2017-05-01,214.418
2017-06-01,215.648
2017-07-01,216.592
2017-08-01,216.24
2017-09-01,215.8
2017-10-01,214.78
2017-11-01,214.994
2017-12-01,214.975
2018-01-01,217.689
2018-02-01,217.059
2018-03-01,217.177
2018-04-01,215.453
2018-05-01,215.44
2018-06-01,215.968
2018-07-01,214.285
2018-08-01,214.046
2018-09-01,216.771
2018-10-01,215.318
2018-11-01,216.037
2018-12-01,214.957
2019-01-01,217.745
2019-02-01,218.293
2019-03-01,220.618
2019-04-01,217.498
2019-05-01,217.744
2019-06-01,220.473
2019-07-01,219.552
2019-08-01,219.893
2019-09-01,223.481
2019-10-01,223.642
2019-11-01,223.429
2019-12-01,220.581
2020-01-01,226.31
2020-02-01,224.932
2020-03-01,226.391
2020-04-01,227.387
2020-05-01,228.497
2020-06-01,226.962
2020-07-01,225.011
2020-08-01,226.895
2020-09-01,228.434
2020-10-01,229.884
2020-11-01,229.668
2020-12-01,230.721
2021-01-01,232.56
2021-02-01,231.515
2021-03-01,232.477
2021-04-01,232.004
2021-05-01,233.269
2021-06-01,232.923
2021-07-01,233.429
2021-08-01,234.13
2021-09-01,234.881
2021-10-01,235.383
2021-11-01,238.492
2021-12-01,241.25
2022-01-01,245.158
2022-02-01,247.832
2022-03-01,251.096
2022-04-01,250.611
2022-05-01,252.071
2022-06-01,254.877
2022-07-01,260.058
2022-08-01,263.972
2022-09-01,268.639
2022-10-01,270.465
2022-11-01,269.638
2022-12-01,270.762
2023-01-01,275.471
2023-02-01,276.775
2023-03-01,276.16
2023-04-01,276.858
2023-05-01,277.906
2023-06-01,282.813
2023-07-01,283.315
2023-08-01,285.144
2023-09-01,286.04
2023-10-01,284.572
2023-11-01,284.194
