"Date","CUURX100SA0"
2008-02-01,133.511
2008-03-01,134.611
2008-04-01,135.739
2008-05-01,136.913
2008-06-01,138.542
2008-07-01,139.623
2008-08-01,138.537
2008-09-01,137.723
2008-10-01,136.73
2008-11-01,134.445
2008-12-01,132.83
2009-01-01,133.308
2009-02-01,133.967
2009-03-01,134.411
2009-04-01,134.547
2009-05-01,134.857
2009-06-01,136.488
2009-07-01,136.417
2009-08-01,136.598
2009-09-01,136.691
2009-10-01,137.348
2009-11-01,137.646
2009-12-01,137.597
2010-01-01,138.416
2010-02-01,138.491
2010-03-01,138.871
2010-04-01,139.115
2010-05-01,139.362
2010-06-01,139.163
2010-07-01,139.274
2010-08-01,139.348
2010-09-01,139.229
2010-10-01,139.746
2010-11-01,140.282
2010-12-01,140.351
2011-01-01,141.001
2011-02-01,141.547
2011-03-01,143.001
2011-04-01,143.987
2011-05-01,144.697
2011-06-01,144.525
2011-07-01,144.952
2011-08-01,145.339
2011-09-01,145.369
2011-10-01,145.404
2011-11-01,145.335
2011-12-01,145.062
2012-01-01,145.456
2012-02-01,146.217
2012-03-01,146.961
2012-04-01,147.46
2012-05-01,147.244
2012-06-01,146.533
2012-07-01,146.456
2012-08-01,146.885
2012-09-01,147.846
2012-10-01,148.21
2012-11-01,147.246
2012-12-01,147.004
2013-01-01,147.337
2013-02-01,148.195
2013-03-01,147.909
2013-04-01,147.909
2013-05-01,147.971
2013-06-01,147.926
2013-07-01,148.223
2013-08-01,148.802
2013-09-01,148.683
2013-10-01,148.483
2013-11-01,148.42
2013-12-01,148.367
2014-01-01,149.186
2014-02-01,149.685
2014-03-01,150.706
2014-04-01,150.466
2014-05-01,151.354
2014-06-01,151.162
2014-07-01,151.359
2014-08-01,150.633
2014-09-01,150.559
2014-10-01,150.333
2014-11-01,149.15
2014-12-01,148.24
2015-01-01,147.599
2015-02-01,147.565
2015-03-01,148.225
2015-04-01,148.482
2015-05-01,149.237
2015-06-01,150.122
2015-07-01,150.008
2015-08-01,149.38
2015-09-01,148.967
2015-10-01,148.569
2015-11-01,148.509
2015-12-01,148.196
2016-01-01,148.264
2016-02-01,148.466
2016-03-01,148.834
2016-04-01,149.693
2016-05-01,150.261
2016-06-01,150.491
2016-07-01,150.523
2016-08-01,150.54
2016-09-01,150.819
2016-10-01,151.358
2016-11-01,151.01
2016-12-01,150.935
2017-01-01,152.007
2017-02-01,152.244
2017-03-01,152.004
2017-04-01,152.429
2017-05-01,152.575
2017-06-01,152.178
2017-07-01,151.613
2017-08-01,152.149
2017-09-01,152.827
2017-10-01,152.944
2017-11-01,153.181
2017-12-01,153.547
2018-01-01,154.533
2018-02-01,155.053
2018-03-01,155.249
2018-04-01,155.977
2018-05-01,157.068
2018-06-01,157.058
2018-07-01,156.833
2018-08-01,157.35
2018-09-01,156.961
2018-10-01,156.752
2018-11-01,156.131
2018-12-01,156.125
2019-01-01,156.632
2019-02-01,156.772
2019-03-01,157.64
2019-04-01,158.357
2019-05-01,158.925
2019-06-01,159.008
2019-07-01,159.182
2019-08-01,159.041
2019-09-01,159.106
2019-10-01,158.912
2019-11-01,158.992
2019-12-01,158.721
2020-01-01,159.824
2020-02-01,160.261
2020-03-01,159.816
2020-04-01,159.365
2020-05-01,159.111
2020-06-01,159.843
2020-07-01,160.631
2020-08-01,160.844
2020-09-01,160.756
2020-10-01,160.278
2020-11-01,160.685
2020-12-01,161.044
2021-01-01,161.827
2021-02-01,162.517
2021-03-01,163.941
2021-04-01,165.227
2021-05-01,166.31
2021-06-01,168.03
2021-07-01,168.552
2021-08-01,168.886
2021-09-01,169.156
2021-10-01,170.591
2021-11-01,171.75
2021-12-01,172.337
2022-01-01,173.177
2022-02-01,174.884
2022-03-01,177.076
2022-04-01,177.846
2022-05-01,179.924
2022-06-01,181.809
2022-07-01,181.579
2022-08-01,182.401
2022-09-01,182.232
2022-10-01,182.8
2022-11-01,182.81
2022-12-01,182.457
2023-01-01,183.459
2023-02-01,184.308
2023-03-01,183.514
2023-04-01,184.143
2023-05-01,184.128
2023-06-01,184.79
2023-07-01,184.946
2023-08-01,185.6
2023-09-01,186.188
2023-10-01,186.251
2023-11-01,186.389
