"Date","APUA42174714"
1986-05-01,1.015
1986-06-01,1.024
1986-07-01,0.936
1986-08-01,0.879
1986-09-01,0.887
1986-10-01,0.839
1986-11-01,0.812
1986-12-01,0.802
1987-01-01,0.827
1987-02-01,0.938
1987-03-01,0.963
1987-04-01,0.978
1987-05-01,0.982
1987-06-01,0.967
1987-07-01,0.934
1987-08-01,0.943
1987-09-01,0.937
1987-10-01,0.915
1987-11-01,0.907
1987-12-01,0.885
1988-01-01,0.866
1988-02-01,0.837
1988-03-01,0.839
1988-04-01,0.914
1988-05-01,0.947
1988-06-01,0.952
1988-07-01,0.955
1988-08-01,0.956
1988-09-01,0.953
1988-10-01,0.934
1988-11-01,0.901
1988-12-01,0.866
1989-01-01,0.834
1989-02-01,0.854
1989-03-01,0.923
1989-04-01,1.139
1989-05-01,1.154
1989-06-01,1.14
1989-07-01,1.093
1989-08-01,1.027
1989-09-01,0.952
1989-10-01,0.941
1989-11-01,0.893
1989-12-01,0.881
1990-01-01,0.927
1990-02-01,0.955
1990-03-01,0.983
1990-04-01,1.002
1990-05-01,1.056
1990-06-01,1.076
1990-07-01,1.103
1990-08-01,1.218
1990-09-01,1.289
1990-10-01,1.361
1990-11-01,1.363
1990-12-01,1.35
1991-01-01,1.202
1991-02-01,1.03
1991-03-01,0.939
1991-04-01,0.997
1991-05-01,1.11
1991-06-01,1.107
1991-07-01,1.051
1991-08-01,1.073
1991-09-01,1.109
1991-10-01,1.09
1991-11-01,1.084
1991-12-01,1.095
1992-01-01,1.098
1992-02-01,1.117
1992-03-01,1.123
1992-04-01,1.15
1992-05-01,1.226
1992-06-01,1.288
1992-07-01,1.308
1992-08-01,1.298
1992-09-01,1.295
1992-10-01,1.296
1992-11-01,1.326
1992-12-01,1.307
1993-01-01,1.301
1993-02-01,1.309
1993-03-01,1.287
1993-04-01,1.249
1993-05-01,1.235
1993-06-01,1.23
1993-07-01,1.204
1993-08-01,1.168
1993-09-01,1.172
1993-10-01,1.23
1993-11-01,1.214
1993-12-01,1.164
1994-01-01,1.131
1994-02-01,1.135
1994-03-01,1.147
1994-04-01,1.168
1994-05-01,1.183
1994-06-01,1.215
1994-07-01,1.236
1994-08-01,1.249
1994-09-01,1.253
1994-10-01,1.287
1994-11-01,1.29
1994-12-01,1.285
1995-01-01,1.291
1995-02-01,1.277
1995-03-01,1.26
1995-04-01,1.271
1995-05-01,1.292
1995-06-01,1.291
1995-07-01,1.26
1995-08-01,1.223
1995-09-01,1.19
1995-10-01,1.201
1995-11-01,1.202
1995-12-01,1.188
1996-01-01,1.194
1996-02-01,1.208
1996-03-01,1.249
1996-04-01,1.391
1996-05-01,1.544
1996-06-01,1.489
1996-07-01,1.439
1996-08-01,1.337
1996-09-01,1.27
1996-10-01,1.21
1996-11-01,1.149
1996-12-01,1.2
1997-01-01,1.253
1997-02-01,1.268
1997-03-01,1.331
1997-04-01,1.391
1997-05-01,1.369
1997-06-01,1.337
1997-07-01,1.294
1997-08-01,1.391
1997-09-01,1.478
1997-10-01,1.444
1997-11-01,1.39
1997-12-01,1.336
1998-01-01,1.248
1998-02-01,1.131
1998-03-01,1.048
1998-04-01,1.113
1998-05-01,1.236
1998-06-01,1.217
1998-07-01,1.191
1998-08-01,1.168
1998-09-01,1.16
1998-10-01,1.165
1998-11-01,1.159
1998-12-01,1.172
1999-01-01,1.17
1999-02-01,1.163
1999-03-01,1.209
1999-04-01,1.545
1999-05-01,1.464
1999-06-01,1.331
1999-07-01,1.343
1999-08-01,1.437
1999-09-01,1.374
1999-10-01,1.328
1999-11-01,1.311
1999-12-01,1.362
2000-01-01,1.323
2000-02-01,1.408
2000-03-01,1.722
2000-04-01,1.723
2000-05-01,1.626
2000-06-01,1.605
2000-07-01,1.674
2000-08-01,1.598
2000-09-01,1.745
2000-10-01,1.758
2000-11-01,1.718
2000-12-01,1.626
2001-01-01,1.558
2001-02-01,1.613
2001-03-01,1.654
2001-04-01,1.775
2001-05-01,1.995
2001-06-01,1.977
2001-07-01,1.818
2001-08-01,1.575
2001-09-01,1.604
2001-10-01,1.464
2001-11-01,1.287
2001-12-01,1.105
2002-01-01,1.187
2002-02-01,1.327
2002-03-01,1.528
2002-04-01,1.631
2002-05-01,1.564
2002-06-01,1.568
2002-07-01,1.583
2002-08-01,1.59
2002-09-01,1.581
2002-10-01,1.525
2002-11-01,1.572
2002-12-01,1.521
2003-01-01,1.6
2003-02-01,1.835
2003-03-01,2.125
2003-04-01,2.08
2003-05-01,1.835
2003-06-01,1.721
2003-07-01,1.692
2003-08-01,1.872
2003-09-01,2.038
2003-10-01,1.85
2003-11-01,1.717
2003-12-01,1.671
2004-01-01,1.725
2004-02-01,1.94
2004-03-01,2.155
2004-04-01,2.182
2004-05-01,2.292
2004-06-01,2.31
2004-07-01,2.187
2004-08-01,2.074
2004-09-01,2.08
2004-10-01,2.377
2004-11-01,2.335
2004-12-01,2.123
2005-01-01,1.965
2005-02-01,2.12
2005-03-01,2.339
2005-04-01,2.589
2005-05-01,2.497
2005-06-01,2.374
2005-07-01,2.543
2005-08-01,2.716
2005-09-01,2.944
2005-10-01,2.892
2005-11-01,2.57
2005-12-01,2.274
2006-01-01,2.403
2006-02-01,2.534
2006-03-01,2.614
2006-04-01,2.947
2006-05-01,3.349
2006-06-01,3.239
2006-07-01,3.244
2006-08-01,3.184
2006-09-01,2.889
2006-10-01,2.519
2006-11-01,2.414
2006-12-01,2.498
2007-01-01,2.519
2007-02-01,2.594
2007-03-01,3.044
2007-04-01,3.271
2007-05-01,3.411
2007-06-01,3.194
2007-07-01,3.055
2007-08-01,2.826
2007-09-01,2.856
2007-10-01,3.027
2007-11-01,3.306
2007-12-01,3.243
2008-01-01,3.199
2008-02-01,3.142
2008-03-01,3.535
2008-04-01,3.767
2008-05-01,3.903
2008-06-01,4.462
2008-07-01,4.456
2008-08-01,4.017
2008-09-01,3.711
2008-10-01,3.354
2008-11-01,2.427
2008-12-01,1.798
2009-01-01,1.952
2009-02-01,2.183
2009-03-01,2.155
2009-04-01,2.293
2009-05-01,2.46
2009-06-01,2.905
2009-07-01,2.856
2009-08-01,2.993
2009-09-01,3.061
2009-10-01,2.997
2009-11-01,2.943
2009-12-01,2.897
2010-01-01,3.008
2010-02-01,2.93
2010-03-01,3.034
2010-04-01,3.058
2010-05-01,3.068
2010-06-01,3.037
2010-07-01,3.08
2010-08-01,3.073
2010-09-01,2.94
2010-10-01,3.055
2010-11-01,3.096
2010-12-01,3.208
2011-01-01,3.308
2011-02-01,3.443
2011-03-01,3.915
2011-04-01,4.152
2011-05-01,4.165
2011-06-01,3.904
2011-07-01,3.775
2011-08-01,3.738
2011-09-01,3.898
2011-10-01,3.82
2011-11-01,3.764
2011-12-01,3.561
2012-01-01,3.701
2012-02-01,3.964
2012-03-01,4.343
2012-04-01,4.21
2012-05-01,4.29
2012-06-01,3.993
2012-07-01,3.755
2012-08-01,4.03
2012-09-01,4.13
2012-10-01,4.455
2012-11-01,3.88
2012-12-01,3.633
2013-01-01,3.707
2013-02-01,4.194
2013-03-01,4.182
2013-04-01,4
2013-05-01,4.015
2013-06-01,4.029
2013-07-01,4.071
2013-08-01,3.915
2013-09-01,3.966
2013-10-01,3.725
2013-11-01,3.609
2013-12-01,3.62
2014-01-01,3.624
2014-02-01,3.774
2014-03-01,4.006
2014-04-01,4.226
2014-05-01,4.16
2014-06-01,4.111
2014-07-01,4.037
2014-08-01,3.829
2014-09-01,3.718
2014-10-01,3.482
2014-11-01,3.147
2014-12-01,2.788
2015-01-01,2.5
2015-02-01,2.829
2015-03-01,3.33
2015-04-01,3.191
2015-05-01,3.859
2015-06-01,3.583
2015-07-01,3.984
2015-08-01,3.639
2015-09-01,3.162
2015-10-01,2.915
2015-11-01,2.808
2015-12-01,2.802
2016-01-01,2.868
2016-02-01,2.46
2016-03-01,2.692
2016-04-01,2.791
2016-05-01,2.764
2016-06-01,2.836
2016-07-01,2.801
2016-08-01,2.6
2016-09-01,2.694
2016-10-01,2.736
2016-11-01,2.736
2016-12-01,2.643
2017-01-01,2.766
2017-02-01,2.889
2017-03-01,2.975
2017-04-01,2.966
2017-05-01,2.959
2017-06-01,2.91
2017-07-01,2.831
2017-08-01,2.917
2017-09-01,3.081
2017-10-01,2.978
2017-11-01,3.154
2017-12-01,3.039
