"Date","APU0100FC3101"
2008-11-01,5.626
2008-12-01,5.526
2009-01-01,5.439
2009-02-01,5.378
2009-03-01,5.417
2009-04-01,5.442
2009-05-01,5.418
2009-06-01,5.316
2009-07-01,5.415
2009-08-01,5.283
2009-09-01,5.306
2009-10-01,5.187
2009-11-01,5.428
2009-12-01,5.471
2010-01-01,5.489
2010-02-01,5.36
2010-03-01,5.595
2010-04-01,5.693
2010-05-01,5.595
2010-06-01,5.584
2010-07-01,5.64
2010-08-01,5.475
2010-09-01,5.64
2010-10-01,5.598
2010-11-01,5.639
2010-12-01,5.707
2011-01-01,5.668
2011-02-01,5.906
2011-03-01,6.002
2011-04-01,6.073
2011-05-01,5.988
2011-06-01,5.906
2011-07-01,6.004
2011-08-01,6.053
2011-09-01,5.973
2011-10-01,6.105
2011-11-01,5.909
2011-12-01,5.926
2012-01-01,6.005
2012-02-01,6.003
2012-03-01,6.125
2012-04-01,6.176
2012-05-01,6.176
2012-06-01,6.258
2012-07-01,6.404
2012-08-01,6.253
2012-09-01,6.207
2012-10-01,6.417
2012-11-01,6.225
2012-12-01,6.107
2013-01-01,6.142
2013-02-01,6.226
2013-03-01,6.214
2013-04-01,6.163
2013-05-01,6.271
2013-06-01,6.352
2013-07-01,6.271
2013-08-01,6.276
2013-09-01,6.334
2013-10-01,6.199
2013-11-01,6.348
2013-12-01,6.279
2014-01-01,6.406
2014-02-01,6.56
2014-03-01,6.648
2014-04-01,6.785
2014-05-01,6.954
2014-06-01,7.064
2014-07-01,7.202
2014-08-01,7.43
2014-09-01,7.494
2014-10-01,7.461
2014-11-01,7.836
2014-12-01,7.712
2015-01-01,7.973
2015-02-01,7.966
2015-03-01,8.012
2015-04-01,7.906
2015-05-01,8.02
2015-06-01,8.268
2015-07-01,8.365
2015-08-01,8.182
2015-09-01,8.205
2015-10-01,8.119
2015-11-01,8.175
2015-12-01,7.91
2016-01-01,7.86
2016-02-01,7.779
2016-03-01,7.865
2016-04-01,8.017
2016-05-01,8.165
2016-06-01,7.975
2016-07-01,8.109
2016-08-01,7.925
2016-09-01,7.981
2016-10-01,7.884
2016-11-01,7.237
2016-12-01,7.34
2017-01-01,7.215
2017-02-01,7.338
2017-03-01,7.432
2017-04-01,7.471
2017-05-01,7.652
2017-06-01,7.684
2017-07-01,7.741
2017-08-01,7.658
2017-09-01,7.537
2017-10-01,7.501
2017-11-01,7.41
2017-12-01,7.486
2018-01-01,8.367
2018-02-01,8.205
2018-03-01,8.234
2018-04-01,8.727
2018-05-01,8.2
2018-06-01,8.005
2018-07-01,7.96
2018-08-01,7.814
2018-09-01,7.895
2018-10-01,7.863
2018-11-01,7.907
2018-12-01,7.61
2019-01-01,7.567
2019-02-01,7.697
2019-03-01,7.793
2019-04-01,7.863
2019-05-01,7.83
2019-06-01,7.949
2019-07-01,7.927
2019-08-01,7.778
2019-09-01,7.76
2019-10-01,7.699
2019-11-01,7.849
2019-12-01,7.735
2020-01-01,7.613
2020-02-01,7.826
2020-03-01,7.718
2020-04-01,8.118
2020-05-01,9.285
2020-06-01,9.404
2020-07-01,8.667
2020-08-01,8.451
2020-09-01,8.263
2020-10-01,8.378
2020-11-01,8.175
2020-12-01,8.102
2021-01-01,8.261
2021-02-01,8.166
2021-03-01,8.078
2021-04-01,8.834
2021-05-01,9.245
2021-06-01,9.79
2021-07-01,9.986
2021-08-01,9.896
2021-09-01,9.742
2021-10-01,9.559
2021-11-01,9.723
2021-12-01,9.714
2022-01-01,9.695
2022-02-01,9.679
2022-03-01,9.61
2022-04-01,9.452
2022-05-01,9.557
2022-06-01,9.673
2022-07-01,9.405
2022-08-01,9.623
2022-09-01,9.719
2022-10-01,10.222
2022-11-01,9.802
2022-12-01,9.867
2023-01-01,9.806
2023-02-01,9.78
2023-03-01,9.838
2023-04-01,9.98
2023-05-01,10.24
2023-06-01,10.173
2023-07-01,10.342
2023-08-01,10.3
2023-09-01,10.424
2023-10-01,10.227
2023-11-01,10
