"Date","CUURA421SA0L1E"
1992-07-01,152.7
1992-08-01,152.9
1992-09-01,153.3
1992-10-01,154.4
1992-11-01,154.3
1992-12-01,154.3
1993-01-01,155.2
1993-02-01,156.5
1993-03-01,156.1
1993-04-01,156.2
1993-05-01,156.2
1993-06-01,155.8
1993-07-01,156.1
1993-08-01,156.3
1993-09-01,156.6
1993-10-01,157
1993-11-01,158.1
1993-12-01,158.4
1994-01-01,158.8
1994-02-01,159.1
1994-03-01,159.3
1994-04-01,158.7
1994-05-01,157.8
1994-06-01,157.4
1994-07-01,157.8
1994-08-01,158.1
1994-09-01,158.7
1994-10-01,159.2
1994-11-01,158.7
1994-12-01,158.8
1995-01-01,159.9
1995-02-01,160.3
1995-03-01,160.6
1995-04-01,160.4
1995-05-01,160.9
1995-06-01,160.5
1995-07-01,160.4
1995-08-01,160.4
1995-09-01,160.5
1995-10-01,161
1995-11-01,161.1
1995-12-01,160.5
1996-01-01,162.1
1996-02-01,162.6
1996-03-01,163.4
1996-04-01,163.3
1996-05-01,162.6
1996-06-01,162.9
1996-07-01,163.1
1996-08-01,163.1
1996-09-01,164.3
1996-10-01,164.9
1996-11-01,164.7
1996-12-01,164.2
1997-01-01,164.7
1997-02-01,165
1997-03-01,165.4
1997-04-01,165.3
1997-05-01,165.1
1997-06-01,164.8
1997-07-01,165.1
1997-08-01,164.8
1997-09-01,165.4
1997-10-01,166.1
1997-11-01,165.7
1997-12-01,166.5
1998-01-01,166.5
1998-02-01,167.8
1998-03-01,168.4
1998-04-01,168.6
1998-05-01,168.5
1998-06-01,168.7
1998-07-01,168.6
1998-08-01,169.2
1998-09-01,169.2
1998-10-01,169.9
1998-11-01,170.2
1998-12-01,170.2
1999-01-01,170.8
1999-02-01,171.5
1999-03-01,171.7
1999-04-01,172.5
1999-05-01,172.3
1999-06-01,171.8
1999-07-01,172.3
1999-08-01,172.4
1999-09-01,173.7
1999-10-01,173.8
1999-11-01,174
1999-12-01,174.1
2000-01-01,174.9
2000-02-01,176.2
2000-03-01,176.6
2000-04-01,176.4
2000-05-01,177
2000-06-01,176.8
2000-07-01,177.2
2000-08-01,178.1
2000-09-01,178.6
2000-10-01,178.8
2000-11-01,179
2000-12-01,178.8
2001-01-01,179.6
2001-02-01,180.5
2001-03-01,181.1
2001-04-01,181.2
2001-05-01,181.2
2001-06-01,181.9
2001-07-01,182.3
2001-08-01,183.2
2001-09-01,183.8
2001-10-01,183.7
2001-11-01,184.3
2001-12-01,183.9
2002-01-01,185.3
2002-02-01,186.2
2002-03-01,186.6
2002-04-01,187.3
2002-05-01,187.6
2002-06-01,187.1
2002-07-01,187.3
2002-08-01,188.4
2002-09-01,188.7
2002-10-01,189
2002-11-01,189.2
2002-12-01,189
2003-01-01,190.5
2003-02-01,190.8
2003-03-01,191.2
2003-04-01,191.1
2003-05-01,190.3
2003-06-01,190.7
2003-07-01,190.9
2003-08-01,191.5
2003-09-01,192.1
2003-10-01,192.2
2003-11-01,192.1
2003-12-01,191.9
2004-01-01,193.3
2004-02-01,194.6
2004-03-01,195.4
2004-04-01,195.7
2004-05-01,196.3
2004-06-01,196.6
2004-07-01,196.8
2004-08-01,197.2
2004-09-01,199.2
2004-10-01,199.8
2004-11-01,200.3
2004-12-01,199.5
2005-01-01,200.4
2005-02-01,202.3
2005-03-01,203.4
2005-04-01,204.2
2005-05-01,204.4
2005-06-01,204.4
2005-07-01,204.3
2005-08-01,205.6
2005-09-01,207.3
2005-10-01,208.3
2005-11-01,208.3
2005-12-01,207.8
2006-01-01,209.6
2006-02-01,210.2
2006-03-01,211.3
2006-04-01,212.3
2006-05-01,212.8
2006-06-01,211.9
2006-07-01,212.4
2006-08-01,213
2006-09-01,215.1
2006-10-01,215.1
2006-11-01,215
2006-12-01,214.2
2007-01-01,216.196
2007-02-01,217.809
2007-03-01,218.307
2007-04-01,218.886
2007-05-01,218.837
2007-06-01,218.625
2007-07-01,219.728
2007-08-01,220.477
2007-09-01,220.807
2007-10-01,221.06
2007-11-01,221
2007-12-01,220.506
2008-01-01,222.048
2008-02-01,222.762
2008-03-01,223.499
2008-04-01,223.54
2008-05-01,224.626
2008-06-01,225.185
2008-07-01,225.777
2008-08-01,226.574
2008-09-01,226.771
2008-10-01,226.751
2008-11-01,226.671
2008-12-01,225.997
2009-01-01,226.702
2009-02-01,226.645
2009-03-01,227.058
2009-04-01,226.867
2009-05-01,226.742
2009-06-01,226.616
2009-07-01,227.124
2009-08-01,227.182
2009-09-01,228.038
2009-10-01,227.561
2009-11-01,226.946
2009-12-01,226.083
2010-01-01,226.473
2010-02-01,227.049
2010-03-01,227.336
2010-04-01,227.623
2010-05-01,227.967
2010-06-01,227.904
2010-07-01,227.86
2010-08-01,228.5
2010-09-01,228.657
2010-10-01,228.242
2010-11-01,227.45
2010-12-01,227.267
2011-01-01,229.027
2011-02-01,229.461
2011-03-01,230.301
2011-04-01,230.232
2011-05-01,230.152
2011-06-01,230.659
2011-07-01,230.027
2011-08-01,230.389
2011-09-01,231.1
2011-10-01,230.998
2011-11-01,230.686
2011-12-01,230.229
2012-01-01,232.025
2012-02-01,232.357
2012-03-01,233.472
2012-04-01,234.011
2012-05-01,234.033
2012-06-01,234.228
2012-07-01,234.886
2012-08-01,235.38
2012-09-01,236.132
2012-10-01,236.66
2012-11-01,236.11
2012-12-01,234.843
2013-01-01,236.321
2013-02-01,236.585
2013-03-01,237.113
2013-04-01,236.908
2013-05-01,237.043
2013-06-01,236.819
2013-07-01,236.625
2013-08-01,237.591
2013-09-01,237.654
2013-10-01,238.825
2013-11-01,238.064
2013-12-01,237.852
2014-01-01,239.084
2014-02-01,239.908
2014-03-01,240.322
2014-04-01,240.507
2014-05-01,240.366
2014-06-01,240.46
2014-07-01,240.981
2014-08-01,241.574
2014-09-01,242.016
2014-10-01,242.36
2014-11-01,241.842
2014-12-01,241.491
2015-01-01,242.003
2015-02-01,242.806
2015-03-01,243.957
2015-04-01,244.138
2015-05-01,244.8
2015-06-01,245.236
2015-07-01,245.394
2015-08-01,245.896
2015-09-01,246.488
2015-10-01,247.539
2015-11-01,248.12
2015-12-01,248.14
2016-01-01,249.652
2016-02-01,251.059
2016-03-01,251.438
2016-04-01,251.672
2016-05-01,253.179
2016-06-01,253.074
2016-07-01,253.042
2016-08-01,253.775
2016-09-01,253.898
2016-10-01,254.388
2016-11-01,253.711
2016-12-01,253.882
2017-01-01,256.209
2017-02-01,257.518
2017-03-01,257.903
2017-04-01,258.472
2017-05-01,258.872
2017-06-01,258.924
2017-07-01,260.02
2017-08-01,260.698
2017-09-01,261.277
2017-10-01,262.829
2017-11-01,262.656
2017-12-01,262.96
