"Date","CUURA316SEHF01"
1980-04-01,61.6
1980-05-01,65.4
1980-06-01,71.2
1980-07-01,72.8
1980-08-01,73.5
1980-09-01,70.2
1980-10-01,70.1
1980-11-01,72.7
1980-12-01,65.1
1981-01-01,72.6
1981-02-01,77.1
1981-03-01,79.9
1981-04-01,77.5
1981-05-01,89.6
1981-06-01,92
1981-07-01,90.1
1981-08-01,94.1
1981-09-01,91.9
1981-10-01,88.2
1981-11-01,81.9
1981-12-01,82.3
1982-01-01,84.7
1982-02-01,87.9
1982-03-01,91.9
1982-04-01,92.9
1982-05-01,102.6
1982-06-01,108.4
1982-07-01,111.5
1982-08-01,105.9
1982-09-01,101
1982-10-01,101.9
1982-11-01,84.5
1982-12-01,86
1983-01-01,89.8
1983-02-01,92.4
1983-03-01,95.4
1983-04-01,86.7
1983-05-01,108.9
1983-06-01,112.2
1983-07-01,113.1
1983-08-01,110.8
1983-09-01,101.9
1983-10-01,104.3
1983-11-01,91
1983-12-01,90.9
1984-01-01,94.4
1984-02-01,96.1
1984-03-01,93.6
1984-04-01,91.8
1984-05-01,110.8
1984-06-01,111.2
1984-07-01,116.5
1984-08-01,116.9
1984-09-01,116.9
1984-10-01,112.6
1984-11-01,91.7
1984-12-01,91
1985-01-01,91.9
1985-02-01,91.9
1985-03-01,91.9
1985-04-01,91.9
1985-05-01,112.9
1985-06-01,113.6
1985-07-01,118.2
1985-08-01,118.2
1985-09-01,118.4
1985-10-01,113.9
1985-11-01,92.7
1985-12-01,93
1986-01-01,93.3
1986-02-01,92.8
1986-03-01,89.3
1986-04-01,89
1986-05-01,44.9
1986-06-01,115
1986-07-01,112.6
1986-08-01,114
1986-09-01,113.8
1986-10-01,98
1986-11-01,90.2
1986-12-01,68.5
1987-01-01,91.1
1987-02-01,73.6
1987-03-01,85.9
1987-04-01,86.1
1987-05-01,85.9
1987-06-01,111.6
1987-07-01,111
1987-08-01,111.8
1987-09-01,111.4
1987-10-01,111.4
1987-11-01,112.5
1987-12-01,85.8
1988-01-01,87.4
1988-02-01,87
1988-03-01,86.4
1988-04-01,87.3
1988-05-01,112.1
1988-06-01,112.7
1988-07-01,111.8
1988-08-01,112.7
1988-09-01,112.1
1988-10-01,112.1
1988-11-01,88.2
1988-12-01,86.8
1989-01-01,88.4
1989-02-01,88.9
1989-03-01,89.2
1989-04-01,89.8
1989-05-01,99.2
1989-06-01,114.8
1989-07-01,113.6
1989-08-01,113.5
1989-09-01,114
1989-10-01,115.6
1989-11-01,106.8
1989-12-01,90.1
1990-01-01,88.7
1990-02-01,74.8
1990-03-01,91.2
1990-04-01,92.9
1990-05-01,117.1
1990-06-01,98.2
1990-07-01,113.7
1990-08-01,112.6
1990-09-01,125.7
1990-10-01,127.7
1990-11-01,102
1990-12-01,85.2
1991-01-01,100.6
1991-02-01,100.3
1991-03-01,100.3
1991-04-01,100.3
1991-05-01,126.9
1991-06-01,113.1
1991-07-01,126.9
1991-08-01,126.7
1991-09-01,126.7
1991-10-01,126.5
1991-11-01,100.4
1991-12-01,99.7
1992-01-01,99.8
1992-02-01,99.8
1992-03-01,99.8
1992-04-01,99.8
1992-05-01,126
1992-06-01,126.6
1992-07-01,126
1992-08-01,126.7
1992-09-01,126.4
1992-10-01,126.7
1992-11-01,100
1992-12-01,99.5
1993-01-01,99.3
1993-02-01,99.6
1993-03-01,99.7
1993-04-01,99.9
1993-05-01,126.3
1993-06-01,126
1993-07-01,126.1
1993-08-01,126.1
1993-09-01,146.5
1993-10-01,146.4
1993-11-01,117.5
1993-12-01,115.9
1994-01-01,116.9
1994-02-01,117.6
1994-03-01,117.4
1994-04-01,117.6
1994-05-01,116.9
1994-06-01,137.8
1994-07-01,138.1
1994-08-01,138.2
1994-09-01,118.7
1994-10-01,137.9
1994-11-01,116
1994-12-01,115.2
1995-01-01,119.1
1995-02-01,119
1995-03-01,119.8
1995-04-01,120.1
1995-05-01,118.5
1995-06-01,141.2
1995-07-01,137.3
1995-08-01,137.3
1995-09-01,123.4
1995-10-01,137.2
1995-11-01,114.5
1995-12-01,114
1996-01-01,114.1
1996-02-01,98.8
1996-03-01,114.8
1996-04-01,114.5
1996-05-01,114.8
1996-06-01,137.6
1996-07-01,137.7
1996-08-01,137.8
1996-09-01,137.8
1996-10-01,137.4
1996-11-01,114
1996-12-01,114.2
1997-01-01,114.4
1997-02-01,114.6
1997-03-01,114.6
1997-04-01,114.6
1997-05-01,114.9
1997-06-01,137.7
1997-07-01,137.7
1997-08-01,114
1997-09-01,137.7
1997-10-01,137.7
1997-11-01,114.6
1997-12-01,114.6
1998-01-01,111.6
1998-02-01,112.4
1998-03-01,111.9
1998-04-01,112
1998-05-01,111.8
1998-06-01,133.4
1998-07-01,133.5
1998-08-01,133.5
1998-09-01,133.4
1998-10-01,134
1998-11-01,111.8
1998-12-01,111.8
1999-01-01,111.2
1999-02-01,111.2
1999-03-01,111.6
1999-04-01,111.8
1999-05-01,112.2
1999-06-01,114
1999-07-01,131.8
1999-08-01,131.6
1999-09-01,124.7
1999-10-01,131.6
1999-11-01,109.7
1999-12-01,109.7
2000-01-01,109.7
2000-02-01,109.7
2000-03-01,109.7
2000-04-01,109.7
2000-05-01,110
2000-06-01,131.5
2000-07-01,131.5
2000-08-01,131.9
2000-09-01,135.9
2000-10-01,136.1
2000-11-01,119
2000-12-01,119.1
2001-01-01,119.3
2001-02-01,126.8
2001-03-01,128
2001-04-01,127.2
2001-05-01,125.8
2001-06-01,159.6
2001-07-01,178.6
2001-08-01,164.5
2001-09-01,163
2001-10-01,161.4
2001-11-01,153
2001-12-01,142.7
2002-01-01,135.3
2002-02-01,132.7
2002-03-01,134.2
2002-04-01,132.7
2002-05-01,129.1
2002-06-01,141.4
2002-07-01,141.4
2002-08-01,141.4
2002-09-01,144.5
2002-10-01,143
2002-11-01,130.5
2002-12-01,130.2
2003-01-01,129.7
2003-02-01,131.4
2003-03-01,139.2
2003-04-01,146.2
2003-05-01,147.4
2003-06-01,157.9
2003-07-01,156.9
2003-08-01,158.2
2003-09-01,163.9
2003-10-01,162.7
2003-11-01,145.9
2003-12-01,146.4
2004-01-01,148.5
2004-02-01,148.5
2004-03-01,147.7
2004-04-01,150
2004-05-01,154.4
2004-06-01,172.7
2004-07-01,173.6
2004-08-01,181.3
2004-09-01,181.3
2004-10-01,178.3
2004-11-01,162.4
2004-12-01,163.5
2005-01-01,163.4
2005-02-01,163.4
2005-03-01,163.4
2005-04-01,164.9
2005-05-01,174.9
2005-06-01,194.7
2005-07-01,195.5
2005-08-01,195.5
2005-09-01,195.5
2005-10-01,195.5
2005-11-01,202.5
2005-12-01,200.9
2006-01-01,220.6
2006-02-01,220.2
2006-03-01,215.9
2006-04-01,215.9
2006-05-01,214.3
2006-06-01,230.3
2006-07-01,230.3
2006-08-01,230.3
2006-09-01,226.6
2006-10-01,221.9
2006-11-01,200.4
2006-12-01,200.4
2007-01-01,203.644
2007-02-01,205.391
2007-03-01,206.929
2007-04-01,200.626
2007-05-01,206.448
2007-06-01,221.836
2007-07-01,221.837
2007-08-01,221.353
2007-09-01,220.87
2007-10-01,220.605
2007-11-01,202.716
2007-12-01,202.716
2008-01-01,204.648
2008-02-01,202.716
2008-03-01,212.714
2008-04-01,214.646
2008-05-01,230.508
2008-06-01,242.604
2008-07-01,254.019
2008-08-01,253.052
2008-09-01,250.048
2008-10-01,241.095
2008-11-01,230.172
2008-12-01,229.275
2009-01-01,228.312
2009-02-01,220.894
2009-03-01,220.28
2009-04-01,219.356
2009-05-01,210.29
2009-06-01,217.26
2009-07-01,211.245
2009-08-01,206.86
2009-09-01,206.394
2009-10-01,205.948
2009-11-01,197.249
2009-12-01,200.073
2010-01-01,199.106
2010-02-01,190.663
2010-03-01,190.505
2010-04-01,190.984
2010-05-01,193.361
2010-06-01,197.205
2010-07-01,194.634
2010-08-01,193.667
2010-09-01,193.667
2010-10-01,188.682
2010-11-01,177.794
2010-12-01,177.794
2011-01-01,179.05
2011-02-01,183.723
2011-03-01,183.723
2011-04-01,183.723
2011-05-01,186.103
2011-06-01,192.415
2011-07-01,193.519
2011-08-01,193.519
2011-09-01,193.614
2011-10-01,197.128
2011-11-01,188.582
2011-12-01,185.551
2012-01-01,184.417
2012-02-01,184.587
2012-03-01,185.906
2012-04-01,185.906
2012-05-01,188.896
2012-06-01,194.125
2012-07-01,191.766
2012-08-01,191.282
2012-09-01,189.364
2012-10-01,187.577
2012-11-01,187.742
2012-12-01,188.708
2013-01-01,192.793
2013-02-01,192.793
2013-03-01,195.78
2013-04-01,196.748
2013-05-01,203.384
2013-06-01,209.524
2013-07-01,206.964
2013-08-01,206.964
2013-09-01,207.401
2013-10-01,210.479
2013-11-01,202.016
2013-12-01,194.136
2014-01-01,195.541
2014-02-01,203.898
2014-03-01,203.094
2014-04-01,203.402
2014-05-01,213.802
2014-06-01,220.219
2014-07-01,217.459
2014-08-01,218.38
2014-09-01,219.748
2014-10-01,214.865
2014-11-01,206.378
2014-12-01,209.65
2015-01-01,209.344
2015-02-01,209.344
2015-03-01,208.39
2015-04-01,207.777
2015-05-01,207.301
2015-06-01,212.71
2015-07-01,213.324
2015-08-01,205.388
2015-09-01,204.514
2015-10-01,201.165
2015-11-01,191.505
2015-12-01,191.505
2016-01-01,191.214
2016-02-01,191.214
2016-03-01,183.367
2016-04-01,183.367
2016-05-01,185.111
2016-06-01,191.223
2016-07-01,191.223
2016-08-01,195.836
2016-09-01,192.162
2016-10-01,192.144
2016-11-01,184.426
2016-12-01,184.426
2017-01-01,184.426
2017-02-01,184.426
2017-03-01,184.397
2017-04-01,184.706
2017-05-01,185.345
2017-06-01,185.345
2017-07-01,185.345
2017-08-01,185.638
2017-09-01,185.316
2017-10-01,185.316
2017-11-01,184.676
2017-12-01,183.064
2018-01-01,182.932
2018-02-01,182.932
2018-03-01,179.671
2018-04-01,191.828
2018-05-01,192.468
2018-06-01,205.977
2018-07-01,206.124
2018-08-01,206.124
2018-09-01,197.125
2018-10-01,197.636
2018-11-01,196.499
2018-12-01,196.576
2019-01-01,204.829
2019-02-01,205.122
2019-03-01,205.703
2019-04-01,205.703
2019-05-01,206.343
2019-06-01,206.635
2019-07-01,206.634
2019-08-01,206.635
2019-09-01,206.764
2019-10-01,206.764
2019-11-01,205.831
2019-12-01,205.831
2020-01-01,210.942
2020-02-01,210.942
2020-03-01,206.218
2020-04-01,206.085
2020-05-01,208.514
2020-06-01,208.514
2020-07-01,208.132
2020-08-01,207.619
2020-09-01,206.879
2020-10-01,206.231
2020-11-01,203.544
2020-12-01,203.458
2021-01-01,204.108
2021-02-01,204.726
2021-03-01,200.35
2021-04-01,197.881
2021-05-01,200.695
2021-06-01,201.191
2021-07-01,208.395
2021-08-01,224.699
2021-09-01,237.819
2021-10-01,239.575
2021-11-01,238.727
2021-12-01,240.12
2022-01-01,251.886
2022-02-01,253.161
2022-03-01,252.975
2022-04-01,253.73
2022-05-01,257.039
2022-06-01,271.376
2022-07-01,306.957
2022-08-01,306.957
2022-09-01,310.933
2022-10-01,311.228
2022-11-01,286.947
2022-12-01,286.709
2023-01-01,277.856
2023-02-01,278.096
2023-03-01,250.2
2023-04-01,248.254
2023-05-01,249.77
2023-06-01,256.807
2023-07-01,257.181
2023-08-01,246.114
2023-09-01,263.136
2023-10-01,263.735
2023-11-01,284.233
