"Date","CUURA101SAS"
1994-02-01,175.3
1994-03-01,175.3
1994-04-01,174.7
1994-05-01,174.4
1994-06-01,175.2
1994-07-01,175.9
1994-08-01,177.5
1994-09-01,176.9
1994-10-01,177.3
1994-11-01,176.9
1994-12-01,176.8
1995-01-01,177.8
1995-02-01,178.8
1995-03-01,179.1
1995-04-01,179.5
1995-05-01,180.2
1995-06-01,181.2
1995-07-01,182
1995-08-01,182.3
1995-09-01,182
1995-10-01,182.4
1995-11-01,182.6
1995-12-01,182.9
1996-01-01,184.4
1996-02-01,185.3
1996-03-01,185.9
1996-04-01,185
1996-05-01,185.3
1996-06-01,186.1
1996-07-01,187.3
1996-08-01,188
1996-09-01,188
1996-10-01,188.2
1996-11-01,188.2
1996-12-01,188.9
1997-01-01,190.1
1997-02-01,191
1997-03-01,191.7
1997-04-01,191.2
1997-05-01,191.1
1997-06-01,192.4
1997-07-01,193.6
1997-08-01,193.4
1997-09-01,193.6
1997-10-01,194.3
1997-11-01,194
1997-12-01,194.7
1998-01-01,195.5
1998-02-01,196.1
1998-03-01,196.7
1998-04-01,196.6
1998-05-01,196.8
1998-06-01,197.8
1998-07-01,198.6
1998-08-01,198.9
1998-09-01,199
1998-10-01,199.2
1998-11-01,199.4
1998-12-01,199.5
1999-01-01,199.8
1999-02-01,200.6
1999-03-01,201
1999-04-01,200.7
1999-05-01,200.8
1999-06-01,201.8
1999-07-01,202.5
1999-08-01,202.7
1999-09-01,202.7
1999-10-01,203.2
1999-11-01,203.7
1999-12-01,203.8
2000-01-01,205.2
2000-02-01,205.7
2000-03-01,206.5
2000-04-01,206.3
2000-05-01,206.2
2000-06-01,208.1
2000-07-01,209.4
2000-08-01,209.3
2000-09-01,209.7
2000-10-01,210
2000-11-01,211
2000-12-01,210.9
2001-01-01,212.3
2001-02-01,212.7
2001-03-01,213.9
2001-04-01,214.4
2001-05-01,214.7
2001-06-01,216.5
2001-07-01,217.1
2001-08-01,217.7
2001-09-01,217.2
2001-10-01,217.4
2001-11-01,218.3
2001-12-01,218.9
2002-01-01,221.1
2002-02-01,222.5
2002-03-01,223.8
2002-04-01,224
2002-05-01,223.8
2002-06-01,225
2002-07-01,226
2002-08-01,227.2
2002-09-01,226.5
2002-10-01,227.6
2002-11-01,227.1
2002-12-01,227
2003-01-01,230.1
2003-02-01,230.6
2003-03-01,232.2
2003-04-01,232
2003-05-01,233.7
2003-06-01,234.5
2003-07-01,235.3
2003-08-01,236.8
2003-09-01,235.7
2003-10-01,237
2003-11-01,236.7
2003-12-01,236.9
2004-01-01,238.2
2004-02-01,239.1
2004-03-01,241.1
2004-04-01,242.7
2004-05-01,242.5
2004-06-01,244.9
2004-07-01,245.2
2004-08-01,245.3
2004-09-01,245
2004-10-01,245.8
2004-11-01,245.3
2004-12-01,245.4
2005-01-01,248.4
2005-02-01,249.2
2005-03-01,254.4
2005-04-01,253.6
2005-05-01,251.3
2005-06-01,251.2
2005-07-01,253.4
2005-08-01,254.7
2005-09-01,254.1
2005-10-01,257
2005-11-01,256.7
2005-12-01,256.2
2006-01-01,257.9
2006-02-01,258.3
2006-03-01,260.5
2006-04-01,262.6
2006-05-01,264.1
2006-06-01,266.8
2006-07-01,267.9
2006-08-01,268.9
2006-09-01,267.7
2006-10-01,266.9
2006-11-01,266.9
2006-12-01,267.6
2007-01-01,268.209
2007-02-01,269.324
2007-03-01,270.606
2007-04-01,271.402
2007-05-01,272.332
2007-06-01,274.989
2007-07-01,276.533
2007-08-01,276.47
2007-09-01,275.179
2007-10-01,275.406
2007-11-01,275.828
2007-12-01,275.742
2008-01-01,276.502
2008-02-01,277.976
2008-03-01,279.87
2008-04-01,279.574
2008-05-01,281.01
2008-06-01,284.256
2008-07-01,286.672
2008-08-01,288.192
2008-09-01,286.893
2008-10-01,286.41
2008-11-01,285.001
2008-12-01,286.137
2009-01-01,287.039
2009-02-01,287.415
2009-03-01,288.486
2009-04-01,288.2
2009-05-01,287.824
2009-06-01,289.061
2009-07-01,290.802
2009-08-01,291.147
2009-09-01,289.665
2009-10-01,289.59
2009-11-01,289.564
2009-12-01,289.626
2010-01-01,290.317
2010-02-01,290.565
2010-03-01,291.212
2010-04-01,291.439
2010-05-01,292.311
2010-06-01,293.32
2010-07-01,294.238
2010-08-01,293.973
2010-09-01,293.194
2010-10-01,292.83
2010-11-01,292.445
2010-12-01,292.727
2011-01-01,292.988
2011-02-01,293.836
2011-03-01,294.625
2011-04-01,294.719
2011-05-01,296.263
2011-06-01,297.846
2011-07-01,299.323
2011-08-01,299.779
2011-09-01,300.169
2011-10-01,299.664
2011-11-01,299.282
2011-12-01,298.482
2012-01-01,299.385
2012-02-01,299.875
2012-03-01,300.914
2012-04-01,300.84
2012-05-01,301.952
2012-06-01,303.785
2012-07-01,303.369
2012-08-01,303.899
2012-09-01,304.478
2012-10-01,304.573
2012-11-01,305.271
2012-12-01,305.543
2013-01-01,307.013
2013-02-01,308.072
2013-03-01,308.628
2013-04-01,308.267
2013-05-01,309.525
2013-06-01,310.723
2013-07-01,311.565
2013-08-01,311.734
2013-09-01,312.903
2013-10-01,311.958
2013-11-01,313.039
2013-12-01,313.197
2014-01-01,316.65
2014-02-01,315.167
2014-03-01,315.777
2014-04-01,315.859
2014-05-01,317.753
2014-06-01,318.122
2014-07-01,317.859
2014-08-01,317.985
2014-09-01,317.203
2014-10-01,317.547
2014-11-01,317.657
2014-12-01,317.498
2015-01-01,319.497
2015-02-01,320.46
2015-03-01,319.67
2015-04-01,320.389
2015-05-01,321.366
2015-06-01,322.317
2015-07-01,322.279
2015-08-01,322.714
2015-09-01,323.852
2015-10-01,324.499
2015-11-01,324.813
2015-12-01,323.982
2016-01-01,324.812
2016-02-01,326.02
2016-03-01,326.969
2016-04-01,327.844
2016-05-01,328.554
2016-06-01,330.307
2016-07-01,330.807
2016-08-01,331.091
2016-09-01,331.028
2016-10-01,331.709
2016-11-01,333.074
2016-12-01,333.634
2017-01-01,334.211
2017-02-01,335.546
2017-03-01,334.838
2017-04-01,335.718
2017-05-01,336.528
2017-06-01,337.562
2017-07-01,337.418
2017-08-01,337.573
2017-09-01,338.253
2017-10-01,337.945
2017-11-01,338.544
2017-12-01,339.404
2018-01-01,340.099
2018-02-01,341.151
2018-03-01,341.783
2018-04-01,342.33
2018-05-01,343.23
2018-06-01,343.699
2018-07-01,344.033
2018-08-01,343.969
2018-09-01,345.056
2018-10-01,344.563
2018-11-01,345.233
2018-12-01,345.596
2019-01-01,347.191
2019-02-01,348.09
2019-03-01,348.744
2019-04-01,350.122
2019-05-01,350.182
2019-06-01,351.598
2019-07-01,352.251
2019-08-01,352.731
2019-09-01,353.092
2019-10-01,353.071
2019-11-01,354.608
2019-12-01,355.073
2020-01-01,356.925
2020-02-01,358.41
2020-03-01,358.515
2020-04-01,356.716
2020-05-01,359.558
2020-06-01,359.791
2020-07-01,361.612
2020-08-01,360.276
2020-09-01,361.587
2020-10-01,361.529
2020-11-01,361.306
2020-12-01,362.182
2021-01-01,361.575
2021-02-01,362.424
2021-03-01,362.581
2021-04-01,364.959
2021-05-01,366.507
2021-06-01,370.043
2021-07-01,368.615
2021-08-01,367.998
2021-09-01,368.727
2021-10-01,369.375
2021-11-01,370.231
2021-12-01,369.208
2022-01-01,372.564
2022-02-01,371.976
2022-03-01,375.485
2022-04-01,380.5
2022-05-01,379.299
2022-06-01,386.05
2022-07-01,384.345
2022-08-01,386.436
2022-09-01,389.828
2022-10-01,390.71
2022-11-01,391.057
2022-12-01,394.528
2023-01-01,396.791
2023-02-01,398.803
2023-03-01,397.745
2023-04-01,398.221
2023-05-01,399.764
2023-06-01,401.596
2023-07-01,404.06
2023-08-01,406.012
2023-09-01,407.188
2023-10-01,407.133
2023-11-01,409.097
