"Date","CUURA207SEHC01"
2009-01-01,262.717
2009-02-01,262.819
2009-03-01,262.907
2009-04-01,263.439
2009-05-01,263.828
2009-06-01,265.362
2009-07-01,266.523
2009-08-01,267.021
2009-09-01,267.607
2009-10-01,267.671
2009-11-01,267.792
2009-12-01,267.873
2010-01-01,267.804
2010-02-01,267.574
2010-03-01,267.042
2010-04-01,266.826
2010-05-01,266.264
2010-06-01,265.712
2010-07-01,265.661
2010-08-01,265.944
2010-09-01,266.098
2010-10-01,266.395
2010-11-01,267.124
2010-12-01,267.338
2011-01-01,268.04
2011-02-01,269.746
2011-03-01,269.458
2011-04-01,269.372
2011-05-01,269.842
2011-06-01,269.746
2011-07-01,270.218
2011-08-01,270.782
2011-09-01,271.48
2011-10-01,272.636
2011-11-01,273.485
2011-12-01,273.687
2012-01-01,274.322
2012-02-01,274.349
2012-03-01,275.115
2012-04-01,274.617
2012-05-01,275.039
2012-06-01,275.036
2012-07-01,275.14
2012-08-01,275.322
2012-09-01,275.462
2012-10-01,276.326
2012-11-01,277.617
2012-12-01,277.973
2013-01-01,278.728
2013-02-01,279.639
2013-03-01,280.076
2013-04-01,280.914
2013-05-01,280.708
2013-06-01,281.093
2013-07-01,281.765
2013-08-01,281.904
2013-09-01,283.05
2013-10-01,283.141
2013-11-01,284.183
2013-12-01,285.236
2014-01-01,285.782
2014-02-01,285.21
2014-03-01,284.756
2014-04-01,284.754
2014-05-01,285.26
2014-06-01,285.702
2014-07-01,285.784
2014-08-01,286.603
2014-09-01,288.145
2014-10-01,289.171
2014-11-01,289.805
2014-12-01,289.997
2015-01-01,290.716
2015-02-01,290.96
2015-03-01,291.752
2015-04-01,291.986
2015-05-01,291.884
2015-06-01,292.567
2015-07-01,293.019
2015-08-01,293.746
2015-09-01,294.816
2015-10-01,295.35
2015-11-01,296.123
2015-12-01,297.12
2016-01-01,297.807
2016-02-01,298.803
2016-03-01,298.599
2016-04-01,298.911
2016-05-01,299.775
2016-06-01,300.313
2016-07-01,301.197
2016-08-01,301.764
2016-09-01,302.298
2016-10-01,302.627
2016-11-01,304.051
2016-12-01,304.582
2017-01-01,304.947
2017-02-01,304.978
2017-03-01,305.444
2017-04-01,306.145
2017-05-01,306.42
2017-06-01,306.589
2017-07-01,307.155
2017-08-01,307.579
2017-09-01,309.05
2017-10-01,309.658
2017-11-01,310.528
2017-12-01,311.093
2018-01-01,312.532
2018-02-01,313.735
2018-03-01,314.822
2018-04-01,316.604
2018-05-01,317.477
2018-06-01,318.995
2018-07-01,319.277
2018-08-01,319.919
2018-09-01,320.777
2018-10-01,321.659
2018-11-01,322.748
2018-12-01,324.089
2019-01-01,325.159
2019-02-01,325.373
2019-03-01,326.161
2019-04-01,326.744
2019-05-01,328.744
2019-06-01,329.159
2019-07-01,329.281
2019-08-01,330.093
2019-09-01,331.038
2019-10-01,331.363
2019-11-01,331.919
2019-12-01,333.408
2020-01-01,334.705
2020-02-01,335.642
2020-03-01,336.407
2020-04-01,336.343
2020-05-01,338.07
2020-06-01,338.897
2020-07-01,339.121
2020-08-01,340.744
2020-09-01,341.2
2020-10-01,341.384
2020-11-01,341.471
2020-12-01,342.176
2021-01-01,343.037
2021-02-01,343.187
2021-03-01,343.264
2021-04-01,344.709
2021-05-01,345.517
2021-06-01,346.814
2021-07-01,348.254
2021-08-01,348.476
2021-09-01,350.722
2021-10-01,350.43
2021-11-01,352.725
2021-12-01,353.712
2022-01-01,354.461
2022-02-01,356.211
2022-03-01,356.83
2022-04-01,357.738
2022-05-01,359.115
2022-06-01,361.048
2022-07-01,363.441
2022-08-01,366.013
2022-09-01,368.438
2022-10-01,372.871
2022-11-01,374.185
2022-12-01,377.596
2023-01-01,378.824
2023-02-01,380.396
2023-03-01,382.689
2023-04-01,383.455
2023-05-01,384.708
2023-06-01,386.614
2023-07-01,387.286
2023-08-01,389.088
2023-09-01,391.261
2023-10-01,394.356
2023-11-01,396.842
