"Date","CUURA101SAM"
2020-11-01,534.456
2020-12-01,536.246
2021-01-01,534.632
2021-02-01,535.385
2021-03-01,534.617
2021-04-01,536.584
2021-05-01,537.225
2021-06-01,534.576
2021-07-01,537.661
2021-08-01,537.734
2021-09-01,538.034
2021-10-01,537.642
2021-11-01,540.729
2021-12-01,542.646
2022-01-01,552.105
2022-02-01,552.255
2022-03-01,555.768
2022-04-01,561.104
2022-05-01,560.619
2022-06-01,571.113
2022-07-01,575.35
2022-08-01,577.213
2022-09-01,582.938
2022-10-01,580.004
2022-11-01,576.156
2022-12-01,574.129
2023-01-01,572.083
2023-02-01,571.742
2023-03-01,569.592
2023-04-01,569.237
2023-05-01,568.156
2023-06-01,565.875
2023-07-01,567.523
2023-08-01,565.255
2023-09-01,564.407
2023-10-01,550.58
2023-11-01,550.119
